Store Number,Power Outage Risk Evaluation,Phoen Gen Proj Status,Generator Qualification,Projected Install Complete Date,Actual Install Complete Date
3563,,,Does Not Currently Qualify,,
3564,,,Does Not Currently Qualify,,
3566,,Complete,Completed,6/1/2012,6/1/2012
3567,,Complete,Completed,2/25/2023,2/25/2023
3568,,,Does Not Currently Qualify,,
3569,,,Approved,,
3570,,,Does Not Currently Qualify,,
3571,,,Does Not Currently Qualify,,
3572,,Complete,Completed,11/8/2019,11/8/2019
3573,,,Does Not Currently Qualify,,
3574,,,Does Not Currently Qualify,,
4357,,Scheduled,Already Approved,9/29/2023,
3580,,,Does Not Currently Qualify,,
3581,,,Does Not Currently Qualify,,
3582,,,Does Not Currently Qualify,,
3583,,,Does Not Currently Qualify,,
3584,,Complete,Completed,12/7/2021,12/7/2021
4582,,Scheduled,Already Approved,9/29/2023,
3587,,,Does Not Currently Qualify,,
427,,Scheduled,Already Approved,9/21/2023,
3589,,Pending,Already Approved,,
3590,,,Does Not Currently Qualify,,
214,,Scheduled,Already Approved,9/19/2023,
3593,,,Does Not Currently Qualify,,
3594,,,Does Not Currently Qualify,,
3595,,,Does Not Currently Qualify,,
3596,,,Approved,,
3597,,,Does Not Currently Qualify,,
3598,,,Does Not Currently Qualify,,
3599,,On Hold,Already Approved,,
3600,,,Does Not Currently Qualify,,
3601,,,Does Not Currently Qualify,,
3602,,,Approved,,
3603,,,Approved,,
3604,,,Does Not Currently Qualify,,
3605,,,Does Not Currently Qualify,,
3606,,On Hold,Already Approved,3/22/2024,
3607,,,Approved,,
3608,,,Approved,,
3609,,,Approved,,
3611,,,Does Not Currently Qualify,,
3612,,Complete,Completed,9/14/2022,9/14/2022
3614,,,Does Not Currently Qualify,,
3615,,,Approved,,
2872,,Scheduled,Already Approved,9/19/2023,
3617,,,Does Not Currently Qualify,,
3619,,,Does Not Currently Qualify,,
3620,,,Does Not Currently Qualify,,
3621,,,Does Not Currently Qualify,,
3622,,,Approved,,
3623,,,Approved,,
3624,,,Does Not Currently Qualify,,
3625,,Complete,Completed,8/20/2018,8/20/2018
3626,,,Approved,,
3627,,,Approved,,
3628,,,Does Not Currently Qualify,,
3629,,On Hold,Already Approved,3/8/2024,
3630,,,Approved,,
3631,,Complete,Completed,8/21/2020,8/21/2020
3632,,,Approved,,
3633,,,Does Not Currently Qualify,,
3634,,,Does Not Currently Qualify,,
3635,,,Approved,,
3637,,,Approved,,
3638,,,Does Not Currently Qualify,,
3639,,On Hold,Already Approved,2/23/2024,
195,,Scheduled,Already Approved,9/14/2023,
3641,,,Approved,,
3643,,,Does Not Currently Qualify,,
3644,,,Does Not Currently Qualify,,
3645,,Complete,Completed,3/23/2021,3/23/2021
3646,,Complete,Completed,6/6/2023,6/6/2023
3648,,,Does Not Currently Qualify,,
3650,,,Does Not Currently Qualify,,
3652,,,Approved,,
3653,,,Approved,,
3654,,,Does Not Currently Qualify,,
3655,,,Does Not Currently Qualify,,
3658,,,Approved,,
3659,,,Approved,,
5472,,Scheduled,Already Approved,9/14/2023,
3661,,,Does Not Currently Qualify,,
3693,,Complete,Completed,1/1/2015,1/1/2015
3700,,Complete,Completed,3/9/2023,3/9/2023
3701,,,Does Not Currently Qualify,,
3702,,,Does Not Currently Qualify,,
337,,Scheduled,Already Approved,9/12/2023,
3705,,,Does Not Currently Qualify,,
3708,,,Does Not Currently Qualify,,
3709,,,Does Not Currently Qualify,,
3710,,,Does Not Currently Qualify,,
3712,,,Does Not Currently Qualify,,
3713,,,Does Not Currently Qualify,,
3716,,Complete,Completed,1/1/2015,1/1/2015
3717,,,Approved,,
3720,,,Does Not Currently Qualify,,
3722,,,Does Not Currently Qualify,,
3723,,,Approved,,
3724,,,Does Not Currently Qualify,,
3725,,,Does Not Currently Qualify,,
3726,,,Does Not Currently Qualify,,
3727,,,Approved,,
3728,,,Does Not Currently Qualify,,
3729,,,Approved,,
3730,,,Approved,,
3731,,,Does Not Currently Qualify,,
3732,,,Does Not Currently Qualify,,
3733,,,Does Not Currently Qualify,,
3734,,,Does Not Currently Qualify,,
3736,,,Approved,,
3738,,,Does Not Currently Qualify,,
3739,,,Does Not Currently Qualify,,
3740,,,Does Not Currently Qualify,,
3741,,Complete,Completed,9/8/2022,9/8/2022
3742,,,Approved,,
3743,,,Approved,,
3745,,,Approved,,
3746,,,Approved,,
3747,,,Does Not Currently Qualify,,
3748,,,Approved,,
3749,,,Does Not Currently Qualify,,
3750,,,Does Not Currently Qualify,,
3751,,,Does Not Currently Qualify,,
3752,,,Approved,,
3754,,,Does Not Currently Qualify,,
3757,,,Approved,,
3758,,,Does Not Currently Qualify,,
3760,,,Does Not Currently Qualify,,
3761,,,Does Not Currently Qualify,,
3762,,,Does Not Currently Qualify,,
3763,,,Does Not Currently Qualify,,
3764,,,Does Not Currently Qualify,,
3765,,,Does Not Currently Qualify,,
3768,,,Does Not Currently Qualify,,
3770,,,Does Not Currently Qualify,,
3771,,,Does Not Currently Qualify,,
3772,,,Approved,,
3773,,Complete,Completed,8/14/2020,8/14/2020
3774,,,Does Not Currently Qualify,,
3777,,Complete,Completed,8/10/2016,8/10/2016
3778,,,Does Not Currently Qualify,,
3780,,,Does Not Currently Qualify,,
3781,,,Does Not Currently Qualify,,
3782,,Complete,Completed,5/17/2018,5/17/2018
3783,,,Does Not Currently Qualify,,
3784,,,Approved,,
1540,,Scheduled,Already Approved,9/12/2023,
3786,,Pending,Already Approved,,
3788,,,Does Not Currently Qualify,,
3789,,,Does Not Currently Qualify,,
3790,,,Does Not Currently Qualify,,
3791,,,Approved,,
3792,,,Does Not Currently Qualify,,
3794,,,Does Not Currently Qualify,,
3795,,,Does Not Currently Qualify,,
3796,,,Does Not Currently Qualify,,
3799,,,Approved,,
3801,,Pending,Already Approved,,
3802,,,Approved,,
3803,,,Does Not Currently Qualify,,
3804,,,Does Not Currently Qualify,,
3805,,,Approved,,
3806,,,Does Not Currently Qualify,,
3807,,,Approved,,
3809,,,Approved,,
3810,,,Does Not Currently Qualify,,
3812,,,Does Not Currently Qualify,,
3817,,,Does Not Currently Qualify,,
3823,,,Does Not Currently Qualify,,
3824,,,Does Not Currently Qualify,,
3825,,Complete,Completed,7/1/2013,7/1/2013
3826,,,Approved,,
3827,,Complete,Completed,7/13/2020,7/13/2020
3828,,,Does Not Currently Qualify,,
3829,,,Does Not Currently Qualify,,
3830,,,Approved,,
3831,,,Does Not Currently Qualify,,
3833,,,Approved,,
3835,,,Does Not Currently Qualify,,
3837,,,Does Not Currently Qualify,,
3838,,,Does Not Currently Qualify,,
3840,,,Approved,,
3842,,,Approved,,
3843,,,Does Not Currently Qualify,,
3844,,,Does Not Currently Qualify,,
3845,,,Does Not Currently Qualify,,
3846,,,Does Not Currently Qualify,,
3847,,,Approved,,
3848,,,Does Not Currently Qualify,,
3850,,,Approved,,
3851,,,Does Not Currently Qualify,,
3852,,,Does Not Currently Qualify,,
3853,,,Approved,,
3857,,,Does Not Currently Qualify,,
3858,,Complete,Completed,7/12/2018,7/12/2018
3860,,,Approved,,
3861,,,Approved,,
3862,,Complete,Completed,10/24/2019,10/24/2019
3864,,,Does Not Currently Qualify,,
3867,,,Approved,,
3868,,,Approved,,
3869,,,Does Not Currently Qualify,,
3870,,,Approved,,
3872,,,Does Not Currently Qualify,,
3874,,,Does Not Currently Qualify,,
3875,,,Does Not Currently Qualify,,
3876,,,Does Not Currently Qualify,,
3877,,,Does Not Currently Qualify,,
3880,,,Approved,,
3883,,,Does Not Currently Qualify,,
3884,,,Does Not Currently Qualify,,
3885,,On Hold,Already Approved,,
3886,,Complete,Completed,9/3/2021,9/3/2021
3887,,Complete,Completed,1/22/2018,1/22/2018
3888,,,Approved,,
3889,,,Does Not Currently Qualify,,
3891,,,Does Not Currently Qualify,,
3893,,,Does Not Currently Qualify,,
3894,,,Approved,,
3896,,,Does Not Currently Qualify,,
3897,,,Does Not Currently Qualify,,
3899,,,Does Not Currently Qualify,,
3912,,,Approved,,
3935,,,Does Not Currently Qualify,,
3947,,,Does Not Currently Qualify,,
3959,,,Approved,,
3988,,,Does Not Currently Qualify,,
3990,,,Approved,,
4046,,,Approved,,
927,,Scheduled,Already Approved,9/7/2023,
4049,,,Does Not Currently Qualify,,
4053,,,Approved,,
4054,,,Approved,,
4055,,Complete,Completed,2/17/2023,2/17/2023
4056,,,Approved,,
4057,,,Approved,,
4063,,Complete,Completed,3/3/2020,3/3/2020
523,,Scheduled,Already Approved,8/31/2023,
4065,,,Approved,,
4068,,,Does Not Currently Qualify,,
4100,,,Approved,,
4101,,,Does Not Currently Qualify,,
4102,,,Does Not Currently Qualify,,
4103,,,Approved,,
4104,,,Approved,,
4105,,,Does Not Currently Qualify,,
4108,,,Does Not Currently Qualify,,
2151,,Scheduled,Already Approved,8/31/2023,
4112,,Complete,Completed,12/22/2022,12/22/2022
4114,,,Approved,,
4115,,,Approved,,
4118,,,Does Not Currently Qualify,,
4127,,,Approved,,
4128,,Complete,Completed,7/29/2019,7/29/2019
4129,,Complete,Completed,6/7/2023,6/7/2023
4130,,,Does Not Currently Qualify,,
4131,,,Approved,,
4132,,,Does Not Currently Qualify,,
4134,,,Does Not Currently Qualify,,
4137,,,Does Not Currently Qualify,,
4138,,,Does Not Currently Qualify,,
4139,,,Approved,,
4140,,Complete,Completed,5/25/2020,5/25/2020
4141,,,Does Not Currently Qualify,,
4142,,On Hold,Already Approved,4/25/2024,
4144,,,Does Not Currently Qualify,,
4145,,,Does Not Currently Qualify,,
4147,,,Does Not Currently Qualify,,
4148,,,Does Not Currently Qualify,,
4153,,,Approved,,
4156,,,Does Not Currently Qualify,,
4157,,,Does Not Currently Qualify,,
4159,,,Does Not Currently Qualify,,
4160,,,Does Not Currently Qualify,,
4161,,Complete,Completed,8/16/2021,8/16/2021
4162,,,Approved,,
4163,,,Approved,,
4164,,,Approved,,
4165,,,Does Not Currently Qualify,,
4166,,,Approved,,
4168,,Complete,Completed,7/26/2019,7/26/2019
4169,,,Does Not Currently Qualify,,
4171,,,Does Not Currently Qualify,,
4174,,,Does Not Currently Qualify,,
4176,,,Does Not Currently Qualify,,
4178,,,Does Not Currently Qualify,,
4180,,,Does Not Currently Qualify,,
4182,,,Approved,,
4183,,,Approved,,
4184,,,Does Not Currently Qualify,,
4185,,,Does Not Currently Qualify,,
4187,,,Approved,,
4188,,,Approved,,
4189,,,Approved,,
4191,,,Does Not Currently Qualify,,
4193,,,Approved,,
4194,,Complete,Completed,12/15/2021,12/15/2021
2176,,Scheduled,Already Approved,8/31/2023,
4196,,,Does Not Currently Qualify,,
4197,,,Approved,,
4198,,,Does Not Currently Qualify,,
4200,,,Does Not Currently Qualify,,
4201,,Pending,Already Approved,,
4202,,,Does Not Currently Qualify,,
4203,,,Does Not Currently Qualify,,
4206,,,Does Not Currently Qualify,,
4208,,,Approved,,
4209,,,Does Not Currently Qualify,,
4210,,,Approved,,
2463,,Scheduled,Already Approved,8/31/2023,
4215,,,Approved,,
4216,,,Does Not Currently Qualify,,
4218,,,Does Not Currently Qualify,,
4219,,,Approved,,
4220,,,Approved,,
4221,,,Does Not Currently Qualify,,
4223,,,Does Not Currently Qualify,,
4224,,,Does Not Currently Qualify,,
4226,,,Does Not Currently Qualify,,
4230,,,Does Not Currently Qualify,,
4231,,,Does Not Currently Qualify,,
4232,,,Does Not Currently Qualify,,
4233,,,Does Not Currently Qualify,,
4235,,,Approved,,
4237,,,Does Not Currently Qualify,,
4238,,,Approved,,
4239,,,Approved,,
4240,,,Does Not Currently Qualify,,
4241,,,Does Not Currently Qualify,,
4243,,,Does Not Currently Qualify,,
4244,,,Does Not Currently Qualify,,
4246,,,Approved,,
4247,,,Approved,,
4249,,,Approved,,
4250,,,Does Not Currently Qualify,,
4252,,,Approved,,
4253,,,Does Not Currently Qualify,,
4255,,,Approved,,
4256,,,Approved,,
4257,,,Does Not Currently Qualify,,
2796,,Scheduled,Already Approved,8/31/2023,
4259,,,Approved,,
4260,,Complete,Completed,4/4/2018,4/4/2018
4262,,,Does Not Currently Qualify,,
4264,,,Does Not Currently Qualify,,
4272,,,Approved,,
4273,,,Does Not Currently Qualify,,
4274,,,Does Not Currently Qualify,,
4275,,,Does Not Currently Qualify,,
4276,,,Does Not Currently Qualify,,
4277,,,Approved,,
4278,,,Does Not Currently Qualify,,
4279,,,Approved,,
4281,,,Does Not Currently Qualify,,
4283,,,Does Not Currently Qualify,,
4284,,,Approved,,
4285,,,Does Not Currently Qualify,,
4286,,,Does Not Currently Qualify,,
4288,,,Does Not Currently Qualify,,
4293,,,Does Not Currently Qualify,,
4295,,,Approved,,
4298,,Complete,Completed,11/10/2021,11/10/2021
4299,,,Does Not Currently Qualify,,
4303,,Complete,Completed,5/25/2018,5/25/2018
4309,,,Approved,,
4317,,,Approved,,
4318,,,Does Not Currently Qualify,,
4321,,,Does Not Currently Qualify,,
4322,,,Does Not Currently Qualify,,
4323,,On Hold,Already Approved,,
4324,,,Does Not Currently Qualify,,
4325,,,Approved,,
4330,,,Approved,,
4332,,Complete,Completed,2/27/2018,2/27/2018
4333,,Complete,Completed,5/2/2023,5/2/2023
4334,,,Does Not Currently Qualify,,
4335,,,Does Not Currently Qualify,,
4336,,,Does Not Currently Qualify,,
4337,,,Does Not Currently Qualify,,
4339,,,Does Not Currently Qualify,,
4340,,,Does Not Currently Qualify,,
4341,,,Approved,,
4348,,,Does Not Currently Qualify,,
4195,,Scheduled,Already Approved,8/31/2023,
4352,,Complete,Completed,12/1/2012,12/1/2012
4354,,Complete,Completed,2/24/2022,2/24/2022
4355,,,Does Not Currently Qualify,,
4356,,,Does Not Currently Qualify,,
5150,,Scheduled,Already Approved,8/31/2023,
4358,,,Does Not Currently Qualify,,
4359,,,Does Not Currently Qualify,,
4365,,,Does Not Currently Qualify,,
4366,,,Does Not Currently Qualify,,
4367,,,Approved,,
4368,,Complete,Completed,3/27/2018,3/27/2018
4370,,,Does Not Currently Qualify,,
4371,,,Does Not Currently Qualify,,
4372,,,Approved,,
4373,,,Does Not Currently Qualify,,
4374,,Complete,Completed,1/1/2014,1/1/2014
4375,,,Does Not Currently Qualify,,
4376,,,Does Not Currently Qualify,,
4377,,,Does Not Currently Qualify,,
5809,,Scheduled,Already Approved,8/31/2023,
4380,,,Does Not Currently Qualify,,
4381,,,Does Not Currently Qualify,,
4383,,,Does Not Currently Qualify,,
4384,,,Does Not Currently Qualify,,
4387,,,Does Not Currently Qualify,,
4388,,,Does Not Currently Qualify,,
4389,,,Approved,,
4390,,,Does Not Currently Qualify,,
4392,,,Does Not Currently Qualify,,
4393,,,Does Not Currently Qualify,,
4394,,,Does Not Currently Qualify,,
4395,,,Does Not Currently Qualify,,
4399,,,Approved,,
4403,,,Approved,,
4404,,,Approved,,
4405,,,Does Not Currently Qualify,,
4407,,,Does Not Currently Qualify,,
4409,,,Does Not Currently Qualify,,
4410,,,Does Not Currently Qualify,,
4412,,,Does Not Currently Qualify,,
4413,,,Does Not Currently Qualify,,
4414,,,Does Not Currently Qualify,,
4415,,,Approved,,
4416,,On Hold,Already Approved,,
4417,,,Approved,,
4420,,,Does Not Currently Qualify,,
4421,,,Approved,,
4423,,,Does Not Currently Qualify,,
4424,,,Approved,,
6978,,Scheduled,Already Approved,8/31/2023,
4426,,,Does Not Currently Qualify,,
4427,,,Approved,,
4428,,,Does Not Currently Qualify,,
4430,,,Does Not Currently Qualify,,
4431,,Complete,Completed,9/28/2022,9/28/2022
4432,,,Approved,,
4434,,,Does Not Currently Qualify,,
4435,,,Does Not Currently Qualify,,
4436,,,Does Not Currently Qualify,,
4438,,,Approved,,
4439,,,Does Not Currently Qualify,,
4440,,,Does Not Currently Qualify,,
4441,,On Hold,Already Approved,3/15/2024,
4443,,,Approved,,
4444,,,Does Not Currently Qualify,,
4445,,,Approved,,
4446,,Complete,Completed,7/16/2018,7/16/2018
4450,,,Does Not Currently Qualify,,
4451,,,Approved,,
4452,,,Approved,,
4453,,,Approved,,
4456,,,Does Not Currently Qualify,,
4457,,Complete,Completed,6/7/2023,6/7/2023
4458,,,Does Not Currently Qualify,,
4459,,,Approved,,
4460,,Complete,Completed,8/7/2019,8/7/2019
4461,,,Approved,,
4464,,,Does Not Currently Qualify,,
4465,,,Does Not Currently Qualify,,
4466,,,Does Not Currently Qualify,,
4468,,On Hold,Already Approved,,
4469,,,Approved,,
4470,,,Does Not Currently Qualify,,
4471,,,Approved,,
4472,,,Does Not Currently Qualify,,
4473,,,Does Not Currently Qualify,,
4474,,,Does Not Currently Qualify,,
4475,,,Does Not Currently Qualify,,
1056,,Scheduled,Already Approved,8/29/2023,
4477,,,Approved,,
4478,,,Does Not Currently Qualify,,
4479,,,Approved,,
2994,,Scheduled,Already Approved,8/29/2023,
4483,,,Approved,,
4484,,,Does Not Currently Qualify,,
5035,,Scheduled,Already Approved,8/29/2023,
4488,,Pending,Already Approved,,
4490,,,Does Not Currently Qualify,,
4491,,,Does Not Currently Qualify,,
4494,,,Does Not Currently Qualify,,
4497,,,Approved,,
4498,,,Approved,,
4499,,,Does Not Currently Qualify,,
4501,,,Does Not Currently Qualify,,
4503,,,Does Not Currently Qualify,,
4504,,,Approved,,
4506,,,Does Not Currently Qualify,,
1620,,Scheduled,Already Approved,8/24/2023,
4509,,Complete,Completed,9/1/2020,9/1/2020
4511,,,Approved,,
4512,,Complete,Completed,6/29/2020,6/29/2020
4514,,,Does Not Currently Qualify,,
4516,,,Does Not Currently Qualify,,
4517,,,Approved,,
4519,,On Hold,Already Approved,,
4520,,,Does Not Currently Qualify,,
4521,,,Does Not Currently Qualify,,
4524,,,Does Not Currently Qualify,,
4525,,On Hold,Already Approved,,
4526,,Complete,Completed,2/23/2022,2/23/2022
4527,,On Hold,Already Approved,11/30/2023,
4528,,,Does Not Currently Qualify,,
4529,,,Approved,,
4530,,,Does Not Currently Qualify,,
4531,,,Does Not Currently Qualify,,
4533,,,Approved,,
4538,,Complete,Completed,6/14/2019,6/14/2019
4540,,,Approved,,
4543,,,Does Not Currently Qualify,,
4545,,Complete,Completed,4/18/2016,4/18/2016
4546,,Complete,Completed,10/13/2022,10/13/2022
4553,,,Approved,,
4554,,,Does Not Currently Qualify,,
4556,,,Does Not Currently Qualify,,
4557,,,Approved,,
4558,,,Does Not Currently Qualify,,
4560,,On Hold,Already Approved,3/8/2024,
4561,,On Hold,Already Approved,3/13/2024,
4563,,,Does Not Currently Qualify,,
4564,,,Approved,,
4565,,,Does Not Currently Qualify,,
4567,,,Does Not Currently Qualify,,
4568,,,Approved,,
4569,,,Does Not Currently Qualify,,
4570,,,Does Not Currently Qualify,,
4574,,,Approved,,
4577,,,Approved,,
4579,,,Does Not Currently Qualify,,
4580,,,Does Not Currently Qualify,,
6323,,Scheduled,Already Approved,8/23/2023,
632,,Scheduled,Already Approved,8/22/2023,
4583,,Complete,Completed,5/29/2023,5/29/2023
4585,,,Does Not Currently Qualify,,
4586,,,Does Not Currently Qualify,,
4588,,,Does Not Currently Qualify,,
4589,,,Approved,,
4590,,,Does Not Currently Qualify,,
4591,,,Approved,,
4593,,,Does Not Currently Qualify,,
4594,,,Approved,,
4595,,On Hold,Already Approved,,
4597,,,Approved,,
4599,,,Does Not Currently Qualify,,
4600,,,Does Not Currently Qualify,,
4601,,,Does Not Currently Qualify,,
4603,,,Does Not Currently Qualify,,
4605,,,Approved,,
4606,,,Does Not Currently Qualify,,
4607,,,Does Not Currently Qualify,,
4609,,,Approved,,
4611,,,Does Not Currently Qualify,,
4612,,On Hold,Already Approved,,
4615,,,Approved,,
4616,,,Does Not Currently Qualify,,
4617,,Complete,Completed,8/17/2021,8/17/2021
4618,,,Does Not Currently Qualify,,
4619,,,Approved,,
2739,,Scheduled,Already Approved,8/22/2023,
4625,,,Does Not Currently Qualify,,
4626,,,Does Not Currently Qualify,,
4627,,,Does Not Currently Qualify,,
4631,,,Does Not Currently Qualify,,
4635,,,Does Not Currently Qualify,,
4636,,,Does Not Currently Qualify,,
4637,,,Does Not Currently Qualify,,
4638,,,Does Not Currently Qualify,,
4639,,,Approved,,
4641,,,Does Not Currently Qualify,,
4643,,,Approved,,
4644,,,Approved,,
4648,,,Approved,,
4653,,,Does Not Currently Qualify,,
4654,,Complete,Completed,7/6/2019,7/6/2019
4655,,,Approved,,
4657,,,Approved,,
4659,,,Does Not Currently Qualify,,
4660,,,Does Not Currently Qualify,,
4664,,,Does Not Currently Qualify,,
4667,,,Approved,,
4672,,,Approved,,
4673,,,Approved,,
4674,,,Approved,,
4676,,,Approved,,
4677,,,Does Not Currently Qualify,,
4678,,,Does Not Currently Qualify,,
4679,,,Approved,,
4681,,Complete,Completed,9/30/2021,9/30/2021
7247,,Scheduled,Already Approved,8/17/2023,
4683,,On Hold,Already Approved,,
4686,,,Does Not Currently Qualify,,
4687,,,Does Not Currently Qualify,,
4689,,,Does Not Currently Qualify,,
4690,,Complete,Completed,6/21/2019,6/21/2019
4691,,,Approved,,
4692,,,Approved,,
4695,,,Approved,,
4696,,,Does Not Currently Qualify,,
4697,,,Approved,,
4699,,,Does Not Currently Qualify,,
4700,,,Does Not Currently Qualify,,
4706,,,Approved,,
4734,,,Does Not Currently Qualify,,
4747,,,Approved,,
4756,,,Approved,,
4757,,,Does Not Currently Qualify,,
4759,,,Does Not Currently Qualify,,
4762,,,Does Not Currently Qualify,,
4826,,On Hold,Already Approved,3/15/2024,
4848,,,Does Not Currently Qualify,,
4849,,,Does Not Currently Qualify,,
4865,,,Does Not Currently Qualify,,
5003,,,Does Not Currently Qualify,,
5005,,On Hold,Already Approved,9/28/2023,
5007,,,Does Not Currently Qualify,,
5008,,,Does Not Currently Qualify,,
5012,,,Approved,,
5013,,,Approved,,
5014,,,Approved,,
5021,,,Approved,,
580,,Scheduled,Already Approved,8/16/2023,
5023,,,Does Not Currently Qualify,,
5025,,,Approved,,
5027,,,Does Not Currently Qualify,,
5028,,,Does Not Currently Qualify,,
5029,,,Does Not Currently Qualify,,
5030,,,Does Not Currently Qualify,,
5031,,,Does Not Currently Qualify,,
5032,,,Does Not Currently Qualify,,
5033,,,Does Not Currently Qualify,,
5034,,Complete,Completed,10/27/2015,10/27/2015
1493,,Scheduled,Already Approved,8/15/2023,
5036,,,Does Not Currently Qualify,,
5037,,Complete,Completed,3/31/2020,3/31/2020
5039,,,Does Not Currently Qualify,,
5040,,,Does Not Currently Qualify,,
5041,,,Approved,,
5043,,,Does Not Currently Qualify,,
5044,,Complete,Completed,11/1/2012,11/1/2012
5045,,Complete,Completed,6/15/2020,6/15/2020
5046,,,Does Not Currently Qualify,,
5047,,,Does Not Currently Qualify,,
5048,,,Does Not Currently Qualify,,
5049,,Complete,Completed,6/1/2011,6/1/2011
5051,,Complete,Completed,6/1/2012,6/1/2012
5054,,,Does Not Currently Qualify,,
5055,,Complete,Completed,6/7/2018,6/7/2018
5056,,,Approved,,
5057,,,Does Not Currently Qualify,,
5058,,,Approved,,
5059,,,Approved,,
5060,,,Does Not Currently Qualify,,
5062,,,Does Not Currently Qualify,,
5063,,,Approved,,
5064,,,Does Not Currently Qualify,,
5065,,,Does Not Currently Qualify,,
5066,,,Does Not Currently Qualify,,
5070,,,Does Not Currently Qualify,,
5071,,,Does Not Currently Qualify,,
5072,,,Does Not Currently Qualify,,
5073,,,Does Not Currently Qualify,,
5075,,,Does Not Currently Qualify,,
5076,,,Approved,,
5077,,,Does Not Currently Qualify,,
5078,,,Does Not Currently Qualify,,
5079,,,Does Not Currently Qualify,,
5080,,Complete,Completed,12/20/2021,12/20/2021
5081,,On Hold,Already Approved,,
5082,,,Approved,,
5085,,,Approved,,
5087,,On Hold,Already Approved,2/13/2024,
5088,,,Does Not Currently Qualify,,
5089,,,Does Not Currently Qualify,,
5090,,,Does Not Currently Qualify,,
5091,,Complete,Completed,7/7/2020,7/7/2020
5092,,,Approved,,
5093,,,Does Not Currently Qualify,,
5094,,On Hold,Already Approved,,
5095,,,Approved,,
5096,,,Does Not Currently Qualify,,
5097,,,Does Not Currently Qualify,,
5098,,,Approved,,
5099,,Complete,Completed,6/1/2015,6/1/2015
5100,,,Does Not Currently Qualify,,
5101,,,Does Not Currently Qualify,,
5102,,On Hold,Already Approved,,
5103,,,Does Not Currently Qualify,,
5104,,,Does Not Currently Qualify,,
4111,,Scheduled,Already Approved,8/14/2023,
5106,,,Does Not Currently Qualify,,
5107,,,Approved,,
5108,,,Does Not Currently Qualify,,
5109,,,Approved,,
5110,,,Does Not Currently Qualify,,
5111,,,Does Not Currently Qualify,,
5113,,,Does Not Currently Qualify,,
5115,,,Approved,,
5116,,Complete,Completed,8/26/2020,8/26/2020
5117,,,Does Not Currently Qualify,,
5118,,,Does Not Currently Qualify,,
5119,,,Approved,,
5122,,,Does Not Currently Qualify,,
5123,,,Does Not Currently Qualify,,
5124,,,Does Not Currently Qualify,,
5125,,,Approved,,
5126,,,Approved,,
5127,,,Does Not Currently Qualify,,
5129,,,Does Not Currently Qualify,,
5130,,,Does Not Currently Qualify,,
5131,,,Approved,,
954,,Scheduled,Already Approved,8/10/2023,
5133,,,Approved,,
5134,,,Does Not Currently Qualify,,
5135,,,Does Not Currently Qualify,,
5136,,,Approved,,
5137,,,Does Not Currently Qualify,,
5139,,,Does Not Currently Qualify,,
5140,,,Does Not Currently Qualify,,
5141,,,Does Not Currently Qualify,,
5142,,,Does Not Currently Qualify,,
5143,,,Approved,,
5144,,,Approved,,
5145,,,Does Not Currently Qualify,,
5146,,,Approved,,
5147,,Complete,Completed,5/19/2023,5/19/2023
5148,,,Approved,,
5149,,,Does Not Currently Qualify,,
3463,,Scheduled,Already Approved,8/10/2023,
5151,,,Does Not Currently Qualify,,
5152,,,Does Not Currently Qualify,,
5154,,,Does Not Currently Qualify,,
5155,,,Approved,,
5156,,,Approved,,
5157,,,Approved,,
5159,,,Approved,,
5160,,,Does Not Currently Qualify,,
5162,,,Approved,,
5165,,Complete,Completed,9/21/2021,9/21/2021
5166,,,Does Not Currently Qualify,,
5167,,,Does Not Currently Qualify,,
5168,,,Does Not Currently Qualify,,
5170,,,Does Not Currently Qualify,,
5172,,Complete,Completed,5/15/2018,5/15/2018
5173,,,Does Not Currently Qualify,,
5174,,Complete,Completed,1/26/2023,1/26/2023
5175,,,Does Not Currently Qualify,,
5178,,,Approved,,
5179,,,Does Not Currently Qualify,,
5182,,,Approved,,
5183,,,Does Not Currently Qualify,,
5184,,,Does Not Currently Qualify,,
5185,,,Does Not Currently Qualify,,
5186,,,Does Not Currently Qualify,,
5188,,,Does Not Currently Qualify,,
5189,,,Approved,,
5190,,,Does Not Currently Qualify,,
5191,,,Does Not Currently Qualify,,
5192,,,Does Not Currently Qualify,,
5193,,,Does Not Currently Qualify,,
5196,,,Does Not Currently Qualify,,
5197,,,Approved,,
5198,,,Does Not Currently Qualify,,
5199,,,Does Not Currently Qualify,,
5200,,,Does Not Currently Qualify,,
5201,,,Does Not Currently Qualify,,
5202,,,Does Not Currently Qualify,,
5203,,,Does Not Currently Qualify,,
5204,,,Approved,,
5205,,,Does Not Currently Qualify,,
5206,,,Approved,,
5207,,,Approved,,
5210,,,Approved,,
5211,,Complete,Completed,4/29/2016,4/29/2016
5214,,Complete,Completed,6/12/2019,6/12/2019
5215,,,Does Not Currently Qualify,,
5216,,,Does Not Currently Qualify,,
5218,,Complete,Completed,5/7/2018,5/7/2018
5219,,,Does Not Currently Qualify,,
5220,,Complete,Completed,9/30/2021,9/30/2021
5221,,,Does Not Currently Qualify,,
5224,,,Approved,,
5226,,,Does Not Currently Qualify,,
5227,,,Does Not Currently Qualify,,
5228,,,Does Not Currently Qualify,,
5229,,,Does Not Currently Qualify,,
5231,,,Approved,,
5232,,,Does Not Currently Qualify,,
5233,,,Approved,,
5234,,,Does Not Currently Qualify,,
