Store,Received as a PDQ IDFEATWK50,Received as a Sidekick SKFEATWK51,Sum of Total Cost Charged,Sum of Total Retail charged
5935,1,1,-375.85,-1019.1
5944,1,1,-375.85,-1019.1
5947,,1,-259.51,-659.46
5954,1,,-116.34,-359.64
5956,1,1,-375.85,-1019.1
5957,2,4,-1981.84,-3357.12
5959,,1,-259.51,-659.46
5964,,1,-259.51,-659.46
5976,1,1,-375.85,-1019.1
5977,1,1,-375.85,-1019.1
5992,1,1,-375.85,-1019.1
6173,,1,-259.51,-659.46
6190,,1,-259.51,-659.46
6286,,1,-259.51,-659.46
6300,,1,-259.51,-659.46
6370,1,,-116.34,-359.64
6392,1,1,-375.85,-1019.1
6394,,1,-259.51,-659.46
6395,1,1,-375.85,-1019.1
6467,,1,-259.51,-659.46
6469,,1,-259.51,-659.46
6476,2,,-447.72,-719.28
6477,,1,-259.51,-659.46
6480,,1,-259.51,-659.46
6576,1,1,-375.85,-1019.1
6579,,1,-259.51,-659.46
6789,1,1,-375.85,-1019.1
6807,1,1,-375.85,-1019.1
6878,1,1,-375.85,-1019.1
6879,1,1,-375.85,-1019.1
6887,1,1,-375.85,-1019.1
6898,,1,-259.51,-659.46
6929,,1,-259.51,-659.46
6931,,1,-259.51,-659.46
6951,,1,-259.51,-659.46
6952,1,1,-375.85,-1019.1
6958,1,1,-375.85,-1019.1
6963,,1,-259.51,-659.46
6964,,1,-259.51,-659.46
6978,,1,-259.51,-659.46
6998,,1,-259.51,-659.46
7009,1,1,-375.85,-1019.1
7020,,1,-259.51,-659.46
7032,1,1,-375.85,-1019.1
7087,3,1,-823.57,-1738.38
7129,,4,-1490.74,-2637.84
7156,,1,-259.51,-659.46
7178,,1,-259.51,-659.46
7179,,1,-259.51,-659.46
7181,1,1,-375.85,-1019.1
7185,,2,-519.02,-1318.92
7188,1,1,-375.85,-1019.1
7194,,1,-259.51,-659.46
7199,,1,-259.51,-659.46
7243,,1,-259.51,-659.46
7245,1,1,-375.85,-1019.1
7280,1,1,-375.85,-1019.1
7281,,1,-259.51,-659.46
7294,,1,-259.51,-659.46
7301,,1,-259.51,-659.46
7324,1,1,-375.85,-1019.1
7326,,1,-259.51,-659.46
8331,1,,-116.34,-359.64
8930,1,1,-375.85,-1019.1
