,900,901,902,903,904,905,584 (SPRING 27'),804
2110,Yes,No,Yes,Yes,Yes,Yes,No,No
2111,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2112,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2113,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2114,No,No,No,No,No,No,No,No
2115,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2117,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2118,No,No,No,No,No,No,No,No
2119,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2120,No,No,No,No,No,No,Yes,No
2121,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2122,Yes,No,Yes,Yes,Yes,Yes,No,No
2123,No,No,No,No,No,No,No,No
2124,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2125,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2126,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2127,No,No,No,No,No,No,Yes,No
2128,No,No,No,No,No,No,Yes,No
2129,No,No,No,No,No,No,No,No
2130,Yes,No,Yes,Yes,Yes,Yes,No,No
2131,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2132,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2133,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2134,No,No,No,No,No,No,No,No
2135,Yes,No,Yes,Yes,Yes,Yes,No,No
2136,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2137,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2138,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2139,No,No,No,No,No,No,Yes,No
2140,No,No,No,No,No,No,Yes,No
2141,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2142,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2143,No,No,Yes,Yes,No,No,No,No
2144,No,No,No,No,No,No,Yes,No
2145,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2146,No,No,No,No,No,No,No,No
2147,No,No,No,No,No,No,Yes,No
2149,No,No,No,No,No,No,No,No
2150,No,No,No,No,No,No,Yes,No
2151,No,No,No,No,No,No,Yes,No
2152,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2153,No,No,No,No,No,No,Yes,No
2154,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2155,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2156,No,No,No,No,No,No,No,No
2157,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2158,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2159,No,No,No,No,No,No,Yes,No
2160,Yes,No,Yes,Yes,Yes,Yes,No,No
2161,No,No,No,No,No,No,Yes,No
2163,No,No,No,No,No,No,No,No
2164,No,No,No,No,No,No,No,No
2166,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2167,No,No,No,No,No,No,Yes,No
2169,No,No,No,No,No,No,Yes,No
2170,No,No,No,No,No,No,No,No
2174,No,No,No,No,No,No,No,No
2175,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2176,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2177,No,No,No,No,No,No,Yes,No
2178,Yes,No,Yes,Yes,Yes,Yes,No,Yes
2180,No,No,No,No,No,No,No,No
2181,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2183,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2184,No,No,No,No,No,No,Yes,No
2185,No,No,No,No,No,No,Yes,No
2187,No,No,No,No,No,No,No,No
2188,No,No,No,No,No,No,No,No
2189,No,No,No,No,No,No,No,No
2190,No,No,No,No,No,No,No,No
2191,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2192,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2193,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2194,No,No,No,No,No,No,No,No
2195,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2196,No,No,No,No,No,No,Yes,No
2197,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2198,Yes,No,Yes,Yes,No,No,No,No
2199,No,No,No,No,No,No,Yes,No
2200,No,No,No,No,No,No,Yes,No
2201,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2202,No,No,No,No,No,No,Yes,No
2204,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2205,No,No,No,No,No,No,Yes,No
2206,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2207,No,No,No,No,No,No,No,No
2208,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2209,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2210,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2211,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2213,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2214,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2215,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2218,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2221,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2222,No,No,No,No,No,No,No,No
2223,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2224,No,No,No,No,No,No,No,No
2225,No,No,No,No,No,No,No,No
2227,No,No,No,No,No,No,No,No
2228,No,No,No,No,No,No,Yes,No
2230,No,No,No,No,No,No,Yes,No
2231,No,No,No,No,No,No,Yes,No
2232,No,No,No,No,No,No,Yes,No
2233,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2234,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2236,No,No,No,No,No,No,Yes,No
2237,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2238,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2239,No,No,No,No,No,No,No,No
2240,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2241,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2242,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2243,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2244,No,No,No,No,No,No,No,No
2245,No,No,No,No,No,No,No,No
2247,No,No,No,No,No,No,Yes,No
2248,No,No,No,No,No,No,No,No
2249,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2250,Yes,No,Yes,Yes,Yes,Yes,No,No
2251,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2252,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2253,No,No,No,No,No,No,No,No
2254,No,No,No,No,No,No,No,No
2255,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2256,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2257,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2258,No,No,No,No,No,No,No,No
2259,No,No,No,No,No,No,Yes,No
2261,Yes,No,Yes,Yes,Yes,Yes,No,No
2262,Yes,No,Yes,Yes,Yes,No,Yes,No
2263,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2264,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2265,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2266,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2267,No,No,No,No,No,No,No,No
2269,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2270,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2271,No,No,No,No,No,No,No,No
2272,Yes,No,Yes,Yes,Yes,Yes,No,No
2273,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2274,No,No,No,No,No,No,Yes,No
2275,No,No,No,No,No,No,Yes,No
2276,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2277,Yes,No,Yes,Yes,Yes,Yes,No,No
2278,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2279,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2280,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2281,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2282,Yes,No,Yes,Yes,Yes,Yes,No,No
2283,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2284,No,No,No,No,No,No,No,No
2285,No,No,No,No,No,No,Yes,No
2286,No,No,No,No,No,No,No,No
2287,No,No,No,No,No,No,Yes,No
2288,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2289,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2291,No,No,No,No,No,No,No,No
2292,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2293,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2294,No,No,No,No,No,No,No,No
2295,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2297,No,No,No,No,No,No,Yes,No
2299,No,No,No,No,No,No,No,No
2300,No,No,No,No,No,No,No,No
2302,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2306,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2307,No,No,No,No,No,No,Yes,No
2308,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2309,No,No,No,No,No,No,Yes,No
2310,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2311,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2312,No,No,No,No,No,No,Yes,No
2313,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2314,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2315,No,No,No,No,No,No,No,No
2316,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2317,No,No,No,No,No,No,No,No
2318,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2319,No,No,No,No,No,No,Yes,No
2320,Yes,No,Yes,Yes,Yes,Yes,No,No
2321,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2322,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2323,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2325,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2326,No,No,No,No,No,No,No,No
2329,Yes,No,Yes,Yes,Yes,Yes,No,No
2330,No,No,No,No,No,No,Yes,No
2331,No,No,No,No,No,No,Yes,No
2332,No,No,No,No,No,No,No,No
2333,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2334,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2335,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2336,No,No,No,No,No,No,Yes,No
2337,No,No,No,No,No,No,Yes,No
2338,No,No,No,No,No,No,Yes,No
2339,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2340,No,No,No,No,No,No,No,No
2341,No,No,No,No,No,No,No,No
2346,No,No,No,No,No,No,No,No
2348,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2350,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2351,Yes,No,Yes,Yes,Yes,Yes,No,No
2352,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2354,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2355,No,No,No,No,No,No,No,No
2357,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2358,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2359,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2361,No,No,No,No,No,No,No,No
2362,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2365,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2366,No,No,No,No,No,No,No,No
2367,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2368,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2369,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2370,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2371,No,No,No,No,No,No,No,No
2373,No,No,No,No,No,No,No,No
2385,No,No,No,No,No,No,Yes,No
2386,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2387,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2388,Yes,No,Yes,Yes,Yes,Yes,No,No
2398,No,No,No,No,No,No,No,No
2399,No,No,No,No,No,No,No,No
2400,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2401,No,No,No,No,No,No,No,No
2402,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2403,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2404,No,No,No,No,No,No,Yes,No
2405,No,No,No,No,No,No,Yes,No
2412,No,No,No,No,No,No,No,No
2417,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2418,No,No,No,No,No,No,No,No
2419,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2420,No,No,No,No,No,No,No,No
2421,No,No,No,No,No,No,Yes,No
2422,No,No,No,No,No,No,No,No
2423,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2424,Yes,No,Yes,Yes,Yes,No,No,No
2426,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2427,No,No,No,No,No,No,Yes,No
2428,No,No,No,No,No,No,No,No
2429,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2432,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2434,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2435,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2436,No,No,No,No,No,No,Yes,No
2437,No,No,No,No,No,No,Yes,No
2438,Yes,No,Yes,Yes,Yes,Yes,No,No
2439,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2440,No,No,No,No,No,No,Yes,No
2441,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2443,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2444,No,No,No,No,No,No,Yes,No
2445,No,No,No,No,No,No,No,No
2446,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2447,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2448,Yes,No,Yes,Yes,Yes,No,Yes,No
2449,No,No,No,No,No,No,Yes,No
2450,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2452,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2453,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2455,No,No,No,No,No,No,Yes,No
2457,No,No,No,No,No,No,No,No
2458,Yes,No,Yes,Yes,Yes,No,No,No
2459,No,No,No,No,No,No,No,No
2460,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2463,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2464,No,No,No,No,No,No,Yes,No
2469,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2471,Yes,No,Yes,Yes,Yes,Yes,No,No
2472,No,No,No,No,No,No,Yes,No
2473,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2474,No,No,No,No,No,No,No,No
2475,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2476,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2477,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2479,No,No,No,No,No,No,No,No
2480,No,No,No,No,No,No,Yes,No
2481,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2482,No,No,No,No,No,No,Yes,No
2483,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2484,No,No,No,No,No,No,No,No
2485,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2490,No,No,No,No,No,No,No,No
2491,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2492,No,No,No,No,No,No,Yes,No
2493,Yes,No,Yes,Yes,Yes,Yes,No,Yes
2494,No,No,No,No,No,No,No,No
2495,No,No,No,No,No,No,No,No
2496,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2497,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2501,No,No,No,No,No,No,No,No
2502,No,No,No,No,No,No,Yes,No
2503,Yes,No,Yes,Yes,Yes,Yes,No,No
2504,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2505,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2506,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2507,No,No,No,No,No,No,Yes,No
2508,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2509,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2510,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2511,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2512,No,No,No,No,No,No,Yes,No
2513,Yes,No,Yes,Yes,Yes,Yes,No,No
2514,No,No,No,No,No,No,Yes,No
2515,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2516,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2517,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2518,No,No,No,No,No,No,No,No
2519,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2520,Yes,No,Yes,Yes,Yes,Yes,No,No
2522,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2523,No,No,No,No,No,No,No,No
2526,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2527,Yes,No,Yes,Yes,Yes,Yes,No,No
2528,No,No,No,No,No,No,No,No
2529,No,No,No,No,No,No,Yes,No
2530,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2531,No,No,No,No,No,No,Yes,No
2532,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2533,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2534,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2535,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2536,No,No,No,No,No,No,Yes,No
2537,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2538,No,No,No,No,No,No,Yes,No
2539,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2540,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2541,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2542,Yes,No,Yes,Yes,Yes,Yes,No,No
2543,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2544,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2545,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2546,No,No,No,No,No,No,Yes,No
2547,No,No,No,No,No,No,Yes,No
2548,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2549,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2550,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2551,No,No,No,No,No,No,No,No
2553,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2554,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2555,No,No,No,No,No,No,No,No
2556,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2557,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2558,No,No,No,No,No,No,No,No
2559,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2560,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2561,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2562,Yes,No,Yes,Yes,Yes,Yes,No,No
2563,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2564,Yes,No,Yes,Yes,Yes,Yes,No,No
2565,No,No,No,No,No,No,Yes,No
2566,Yes,No,Yes,Yes,Yes,Yes,No,No
2567,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2568,No,No,No,No,No,No,Yes,No
2571,No,No,No,No,No,No,No,No
2572,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2574,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2575,Yes,No,Yes,Yes,Yes,Yes,No,No
2576,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2577,No,No,No,No,No,No,No,No
2579,Yes,No,Yes,Yes,Yes,Yes,No,No
2580,Yes,No,Yes,Yes,Yes,Yes,No,No
2581,No,No,No,No,No,No,Yes,No
2582,No,No,No,No,No,No,No,No
2583,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2584,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2585,No,No,No,No,No,No,No,No
2586,No,No,No,No,No,No,Yes,No
2587,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2588,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2591,No,No,No,No,No,No,Yes,No
2592,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2593,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2594,No,No,No,No,No,No,No,No
2595,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2596,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2597,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2598,No,No,No,No,No,No,No,No
2599,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2600,Yes,No,Yes,Yes,Yes,Yes,No,No
2603,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2604,No,No,No,No,No,No,Yes,No
2605,No,No,No,No,No,No,No,No
2607,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2608,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2609,Yes,No,Yes,Yes,Yes,Yes,No,No
2610,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2611,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2612,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2613,Yes,No,Yes,Yes,Yes,Yes,No,No
2614,No,No,No,No,No,No,Yes,No
2615,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2616,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2617,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2618,No,No,No,No,No,No,Yes,No
2619,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2620,Yes,No,Yes,Yes,Yes,Yes,No,No
2621,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2626,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2627,No,No,No,No,No,No,Yes,No
2628,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2629,Yes,No,Yes,Yes,Yes,Yes,No,Yes
2630,No,No,No,No,No,No,No,No
2631,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2633,No,No,No,No,No,No,No,No
2634,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2636,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2637,No,No,No,No,No,No,Yes,No
2638,No,No,No,No,No,No,No,No
2639,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2640,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2641,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2642,No,No,No,No,No,No,No,No
2643,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2644,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2645,Yes,No,Yes,Yes,Yes,Yes,No,No
2646,No,No,No,No,No,No,No,No
2647,No,No,No,No,No,No,No,No
2648,No,No,No,No,No,No,Yes,No
2649,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2650,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2651,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2652,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2653,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2654,Yes,No,Yes,Yes,Yes,Yes,No,No
2656,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2658,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2659,No,No,No,No,No,No,Yes,No
2660,No,No,No,No,No,No,No,No
2662,Yes,No,Yes,Yes,Yes,Yes,No,No
2663,No,No,No,No,No,No,Yes,No
2664,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2665,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2667,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2668,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2671,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2672,Yes,No,Yes,Yes,Yes,No,No,No
2674,No,No,No,No,No,No,No,No
2678,No,No,No,No,No,No,Yes,No
2679,No,No,No,No,No,No,No,No
2681,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2682,Yes,No,Yes,Yes,Yes,No,No,No
2683,No,No,No,No,No,No,Yes,No
2684,Yes,No,Yes,Yes,Yes,Yes,No,No
2687,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2688,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2690,No,No,No,No,No,No,No,No
2691,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2692,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2693,Yes,No,Yes,Yes,Yes,Yes,No,No
2694,Yes,No,Yes,Yes,Yes,Yes,No,No
2695,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2696,Yes,No,Yes,Yes,Yes,Yes,No,No
2697,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2700,No,No,No,No,No,No,Yes,No
2702,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2703,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2704,No,No,No,No,No,No,Yes,No
2705,Yes,No,Yes,Yes,Yes,Yes,No,No
2706,No,No,No,No,No,No,No,No
2708,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2710,Yes,No,Yes,Yes,Yes,Yes,No,No
2711,Yes,No,Yes,Yes,Yes,No,No,No
2712,No,No,No,No,No,No,Yes,No
2713,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2714,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2715,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2716,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2717,Yes,No,Yes,Yes,Yes,Yes,No,No
2718,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2719,No,No,No,No,No,No,No,No
2720,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2721,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2722,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2723,Yes,No,Yes,Yes,Yes,Yes,No,No
2724,No,No,No,No,No,No,No,No
2725,No,No,No,No,No,No,No,No
2726,No,No,No,No,No,No,No,No
2727,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2728,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2729,No,No,No,No,No,No,Yes,No
2730,Yes,No,Yes,Yes,Yes,Yes,No,No
2732,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2733,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2734,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2735,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2739,No,No,No,No,No,No,No,No
2740,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2747,No,No,No,No,No,No,Yes,No
2748,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2749,Yes,No,Yes,Yes,Yes,Yes,No,No
2751,Yes,No,Yes,Yes,Yes,Yes,No,No
2752,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2753,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2754,Yes,No,Yes,Yes,Yes,Yes,No,No
2755,No,No,No,No,No,No,Yes,No
2756,No,No,No,No,No,No,No,No
2757,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2758,No,No,No,No,No,No,No,No
2760,Yes,No,Yes,Yes,Yes,Yes,No,No
2761,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2762,No,No,No,No,No,No,No,No
2763,No,No,No,No,No,No,Yes,No
2764,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2765,No,No,No,No,No,No,Yes,No
2766,No,No,No,No,No,No,Yes,No
2767,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2768,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2769,No,No,No,No,No,No,Yes,No
2771,Yes,No,Yes,Yes,Yes,Yes,No,No
2772,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2774,Yes,No,Yes,Yes,Yes,Yes,No,No
2777,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2778,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2780,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2781,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2782,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2783,Yes,No,Yes,Yes,Yes,Yes,Yes,No
