Store Number,Sub Division Name,Phase,Op Model Expansion Tier
3829,SOUTHEAST BU,Week 37,2
3830,EAST BU,LIVE,3
3831,EAST BU,Week 37,2
3833,SOUTHWEST BU,Week 37,1
3835,SOUTHEAST BU,Week 37,2
3837,NORTH BU,Week 37,3
3838,NORTH BU,Week 37,2
3840,NORTH BU,LIVE,2
3842,EAST BU,Week 37,3
3843,EAST BU,LIVE,2
3847,WEST BU,Week 37,2
3848,WEST BU,LIVE,2
3850,WEST BU,Week 37,2
3851,NORTH BU,Week 37,2
3852,SOUTHEAST BU,Week 37,3
3853,WEST BU,Week 37,3
3857,NORTH BU,Week 37,2
3858,SOUTHEAST BU,LIVE,3
3860,NORTH BU,Week 37,2
3861,SOUTHWEST BU,Week 37,2
3864,EAST BU,Week 37,2
3867,WEST BU,LIVE,2
3868,SOUTHEAST BU,LIVE,2
3869,EAST BU,Week 37,3
3872,WEST BU,Week 37,2
3874,SOUTHEAST BU,Week 37,2
3875,WEST BU,Week 37,3
3876,NORTH BU,LIVE,3
3877,SOUTHEAST BU,Week 37,3
3883,WEST BU,Week 37,1
3884,SOUTHWEST BU,Week 37,2
3886,SOUTHWEST BU,LIVE,1
3887,SOUTHEAST BU,LIVE,2
3888,SOUTHWEST BU,Week 37,1
3889,EAST BU,Week 37,3
3891,NORTH BU,LIVE,1
3893,NORTH BU,LIVE,2
3894,NORTH BU,Week 37,1
3896,SOUTHWEST BU,Week 37,2
3897,WEST BU,Week 37,1
3912,EAST BU,Week 37,2
3947,WEST BU,Week 37,2
4049,NORTH BU,Week 37,2
4055,SOUTHWEST BU,LIVE,2
4063,SOUTHEAST BU,LIVE,3
4064,EAST BU,Week 37,2
4065,EAST BU,LIVE,2
4068,WEST BU,LIVE,2
4101,WEST BU,Week 37,2
4102,SOUTHWEST BU,Week 37,3
4103,SOUTHWEST BU,Week 37,3
4108,SOUTHEAST BU,LIVE,2
4111,SOUTHWEST BU,LIVE,2
4112,SOUTHWEST BU,LIVE,1
4115,SOUTHWEST BU,LIVE,2
4118,NORTH BU,Week 37,2
4129,SOUTHWEST BU,Week 37,2
4130,SOUTHWEST BU,Week 37,2
4131,SOUTHWEST BU,Week 37,2
4132,WEST BU,Week 37,1
4137,WEST BU,Week 37,2
4144,SOUTHEAST BU,Week 37,2
4153,EAST BU,Week 37,2
4156,EAST BU,Week 37,3
4161,SOUTHEAST BU,LIVE,2
4162,SOUTHWEST BU,Week 37,2
4163,SOUTHWEST BU,Week 37,2
4164,SOUTHWEST BU,LIVE,2
4165,SOUTHWEST BU,LIVE,2
4166,SOUTHEAST BU,Week 37,3
4168,SOUTHEAST BU,LIVE,3
4171,WEST BU,Week 37,2
4176,WEST BU,Week 37,3
4183,SOUTHWEST BU,LIVE,2
4185,SOUTHEAST BU,Week 37,3
4187,SOUTHEAST BU,Week 37,3
4191,EAST BU,Week 37,3
4194,SOUTHWEST BU,LIVE,2
4195,SOUTHWEST BU,Week 37,3
4200,SOUTHEAST BU,Week 37,2
4201,SOUTHWEST BU,Week 37,2
4202,WEST BU,Week 37,3
4203,WEST BU,Week 37,3
4208,WEST BU,LIVE,3
4209,WEST BU,Week 37,3
4215,SOUTHWEST BU,LIVE,3
4216,NORTH BU,LIVE,2
4219,SOUTHWEST BU,Week 37,2
4221,WEST BU,Week 37,2
4223,SOUTHEAST BU,Week 37,2
4224,EAST BU,Week 37,2
4226,SOUTHEAST BU,Week 37,3
4230,NORTH BU,Week 37,2
4231,NORTH BU,Week 37,2
4232,SOUTHWEST BU,LIVE,3
4235,NORTH BU,Week 37,2
4237,EAST BU,Week 37,2
4238,WEST BU,Week 37,2
4239,WEST BU,Week 37,2
4240,SOUTHWEST BU,LIVE,2
4241,SOUTHWEST BU,Week 37,3
4243,NORTH BU,LIVE,1
4244,WEST BU,Week 37,3
4246,WEST BU,Week 37,3
4247,WEST BU,Week 37,3
4249,WEST BU,Week 37,3
4250,EAST BU,Week 37,2
4252,WEST BU,Week 37,2
4253,WEST BU,Week 37,3
4255,NORTH BU,Week 37,2
4256,WEST BU,Week 37,2
4257,NORTH BU,Week 37,2
4258,EAST BU,Week 37,3
4259,NORTH BU,Week 37,3
4260,SOUTHEAST BU,LIVE,2
4262,SOUTHEAST BU,Week 37,1
4272,WEST BU,LIVE,2
4273,EAST BU,LIVE,1
4274,EAST BU,Week 37,2
4276,EAST BU,Week 37,2
4277,NORTH BU,Week 37,2
4278,NORTH BU,Week 37,3
4279,SOUTHWEST BU,LIVE,2
4281,NORTH BU,Week 37,3
4283,SOUTHEAST BU,Week 37,2
4284,WEST BU,LIVE,2
4285,NORTH BU,Week 37,2
4286,NORTH BU,Week 37,2
4288,WEST BU,LIVE,2
4295,SOUTHWEST BU,Week 37,2
4298,SOUTHWEST BU,LIVE,1
4299,SOUTHWEST BU,Week 37,1
4303,SOUTHEAST BU,LIVE,1
4309,WEST BU,Week 37,3
4317,WEST BU,Week 37,2
4318,SOUTHEAST BU,Week 37,2
4321,SOUTHWEST BU,Week 37,2
4322,WEST BU,Week 37,3
4323,NORTH BU,Week 37,3
4325,WEST BU,Week 37,1
4330,SOUTHEAST BU,Week 37,2
4332,SOUTHEAST BU,LIVE,1
4333,SOUTHEAST BU,Week 37,3
4334,EAST BU,Week 37,2
4335,WEST BU,LIVE,2
4336,SOUTHWEST BU,Week 37,2
4337,WEST BU,Week 37,1
4340,WEST BU,Week 37,1
4341,SOUTHWEST BU,Week 37,3
4348,EAST BU,LIVE,3
4350,EAST BU,Week 37,3
4352,WEST BU,Week 37,2
4355,WEST BU,Week 37,3
4356,WEST BU,Week 37,1
4358,WEST BU,LIVE,2
4359,WEST BU,Week 37,2
4365,SOUTHEAST BU,LIVE,2
4368,SOUTHEAST BU,Week 37,2
4370,WEST BU,Week 37,3
4372,EAST BU,LIVE,3
4374,WEST BU,Week 37,3
4377,WEST BU,LIVE,3
4378,EAST BU,LIVE,3
4381,NORTH BU,Week 37,2
4383,NORTH BU,LIVE,1
4384,EAST BU,Week 37,3
4387,EAST BU,Week 37,1
4389,EAST BU,Week 37,3
4392,WEST BU,Week 37,2
4393,WEST BU,Week 37,2
4394,WEST BU,Week 37,2
4395,WEST BU,Week 37,3
4399,NORTH BU,Week 37,3
4403,EAST BU,LIVE,2
4404,EAST BU,LIVE,3
4405,NORTH BU,Week 37,2
4407,SOUTHEAST BU,Week 37,2
4409,SOUTHEAST BU,Week 37,3
4410,EAST BU,Week 37,2
4412,WEST BU,Week 37,3
4414,SOUTHEAST BU,Week 37,3
4416,SOUTHWEST BU,LIVE,2
4417,NORTH BU,Week 37,2
4420,EAST BU,Week 37,2
4423,EAST BU,Week 37,1
4424,NORTH BU,LIVE,1
4427,SOUTHEAST BU,LIVE,3
4428,EAST BU,Week 37,3
4430,SOUTHWEST BU,Week 37,2
4435,SOUTHEAST BU,Week 37,2
4436,SOUTHEAST BU,Week 37,3
4438,WEST BU,LIVE,1
4439,NORTH BU,LIVE,3
4440,EAST BU,Week 37,2
4444,SOUTHEAST BU,LIVE,2
4446,SOUTHEAST BU,LIVE,2
4450,NORTH BU,Week 37,2
4451,SOUTHWEST BU,Week 37,1
4456,EAST BU,LIVE,2
4457,EAST BU,Week 37,3
4458,EAST BU,Week 37,3
4459,EAST BU,Week 37,3
4460,SOUTHEAST BU,LIVE,2
4461,NORTH BU,Week 37,3
4471,WEST BU,Week 37,3
4472,SOUTHEAST BU,Week 37,3
4474,WEST BU,Week 37,2
4475,NORTH BU,Week 37,2
4476,EAST BU,Week 37,2
4477,EAST BU,Week 37,2
4479,NORTH BU,LIVE,2
4482,SOUTHEAST BU,Week 37,2
4483,SOUTHEAST BU,Week 37,2
4484,EAST BU,Week 37,2
4487,EAST BU,Week 37,2
4488,WEST BU,LIVE,2
4497,SOUTHEAST BU,Week 37,2
4499,EAST BU,Week 37,2
4501,NORTH BU,Week 37,3
4503,SOUTHWEST BU,LIVE,1
4506,EAST BU,Week 37,2
4508,SOUTHWEST BU,LIVE,2
4509,SOUTHWEST BU,LIVE,3
4511,NORTH BU,Week 37,2
4512,SOUTHWEST BU,LIVE,2
4514,EAST BU,Week 37,3
4520,SOUTHEAST BU,LIVE,2
4521,EAST BU,Week 37,1
4526,SOUTHWEST BU,LIVE,1
4529,NORTH BU,Week 37,2
4531,NORTH BU,Week 37,2
4533,SOUTHEAST BU,Week 37,3
4538,SOUTHWEST BU,LIVE,2
4540,NORTH BU,LIVE,3
4543,WEST BU,Week 37,3
4553,NORTH BU,Week 37,1
4554,SOUTHWEST BU,Week 37,3
4556,EAST BU,Week 37,3
4557,WEST BU,Week 37,2
4558,SOUTHEAST BU,Week 37,2
4564,EAST BU,Week 37,3
4567,WEST BU,LIVE,2
4568,WEST BU,LIVE,3
4569,WEST BU,Week 37,3
4570,EAST BU,Week 37,3
4574,EAST BU,Week 37,2
4581,SOUTHEAST BU,Week 37,3
4583,EAST BU,Week 37,3
4588,SOUTHEAST BU,LIVE,2
4590,NORTH BU,Week 37,3
4593,EAST BU,Week 37,2
4594,EAST BU,Week 37,3
4597,EAST BU,Week 37,2
4599,WEST BU,LIVE,2
4600,WEST BU,LIVE,3
4601,SOUTHWEST BU,Week 37,2
4606,WEST BU,Week 37,3
4609,NORTH BU,Week 37,2
4611,NORTH BU,Week 37,3
4612,EAST BU,LIVE,2
4615,SOUTHWEST BU,LIVE,2
4616,SOUTHEAST BU,Week 37,2
4623,EAST BU,Week 37,3
4627,SOUTHWEST BU,LIVE,2
4631,NORTH BU,LIVE,1
4635,SOUTHEAST BU,Week 37,2
4636,EAST BU,Week 37,3
4637,SOUTHWEST BU,LIVE,2
4638,EAST BU,Week 37,3
4639,WEST BU,LIVE,3
4641,NORTH BU,Week 37,3
4643,NORTH BU,LIVE,3
4644,NORTH BU,Week 37,3
4653,WEST BU,Week 37,2
4660,NORTH BU,LIVE,2
4664,EAST BU,Week 37,2
4677,NORTH BU,Week 37,3
4678,WEST BU,Week 37,2
4679,SOUTHWEST BU,Week 37,3
4681,SOUTHEAST BU,Week 37,3
4682,EAST BU,LIVE,2
4683,SOUTHWEST BU,Week 37,3
4687,EAST BU,LIVE,3
4689,WEST BU,LIVE,3
4690,SOUTHEAST BU,Week 37,3
4695,NORTH BU,Week 37,3
4696,WEST BU,LIVE,3
4697,EAST BU,LIVE,3
4699,NORTH BU,Week 37,3
4734,WEST BU,LIVE,3
4849,WEST BU,Week 37,3
4865,WEST BU,Week 37,2
5003,SOUTHWEST BU,Week 37,3
5012,EAST BU,LIVE,1
5022,SOUTHWEST BU,Week 37,2
5023,WEST BU,Week 37,1
5025,NORTH BU,Week 37,2
5027,EAST BU,Week 37,2
5028,NORTH BU,LIVE,2
5029,NORTH BU,LIVE,2
5030,NORTH BU,LIVE,2
5031,SOUTHWEST BU,Week 37,1
5032,WEST BU,Week 37,1
5033,WEST BU,LIVE,2
5034,SOUTHEAST BU,LIVE,1
5035,SOUTHEAST BU,LIVE,2
5036,SOUTHEAST BU,Week 37,2
5037,SOUTHEAST BU,LIVE,2
5039,EAST BU,LIVE,1
5040,NORTH BU,Week 37,2
5041,WEST BU,LIVE,2
5044,NORTH BU,Week 37,3
5045,SOUTHWEST BU,LIVE,1
5046,EAST BU,Week 37,2
5047,EAST BU,LIVE,2
5048,NORTH BU,LIVE,2
5049,WEST BU,LIVE,2
5051,WEST BU,LIVE,1
5054,SOUTHEAST BU,LIVE,2
5055,SOUTHEAST BU,LIVE,2
5056,SOUTHWEST BU,Week 37,2
5057,SOUTHEAST BU,LIVE,2
5058,SOUTHEAST BU,Week 37,2
5060,NORTH BU,Week 37,2
5063,EAST BU,Week 37,2
5064,NORTH BU,LIVE,3
5065,NORTH BU,LIVE,3
5066,NORTH BU,Week 37,2
5070,WEST BU,Week 37,1
5071,SOUTHWEST BU,Week 37,2
5072,WEST BU,Week 37,1
5073,WEST BU,LIVE,2
5075,WEST BU,Week 37,3
5076,EAST BU,Week 37,2
5077,EAST BU,LIVE,2
5078,WEST BU,Week 37,1
5079,SOUTHWEST BU,Week 37,2
5080,SOUTHWEST BU,LIVE,2
5082,NORTH BU,Week 37,1
5085,EAST BU,Week 37,2
5087,EAST BU,Week 37,1
5088,NORTH BU,Week 37,2
5089,WEST BU,Week 37,3
5090,NORTH BU,LIVE,2
5091,SOUTHWEST BU,LIVE,1
5092,SOUTHWEST BU,LIVE,2
5095,EAST BU,Week 37,1
5096,WEST BU,LIVE,1
5097,NORTH BU,LIVE,2
5099,WEST BU,LIVE,1
5101,WEST BU,Week 37,2
5103,EAST BU,LIVE,1
5104,NORTH BU,Week 37,2
5105,EAST BU,Week 37,2
5111,EAST BU,Week 37,1
5113,SOUTHEAST BU,Week 37,2
5115,WEST BU,Week 37,2
5116,SOUTHWEST BU,LIVE,1
5117,EAST BU,LIVE,2
5118,EAST BU,Week 37,2
5123,WEST BU,LIVE,2
5124,SOUTHWEST BU,Week 37,2
5126,SOUTHEAST BU,Week 37,3
5127,NORTH BU,Week 37,3
5129,EAST BU,Week 37,1
5130,EAST BU,LIVE,1
5131,EAST BU,LIVE,1
5133,WEST BU,Week 37,2
5134,WEST BU,Week 37,1
5136,WEST BU,Week 37,1
5137,WEST BU,LIVE,2
5139,WEST BU,Week 37,2
5140,WEST BU,Week 37,1
5141,WEST BU,LIVE,2
5142,EAST BU,LIVE,1
5144,SOUTHWEST BU,Week 37,2
5145,SOUTHWEST BU,Week 37,1
5146,SOUTHWEST BU,Week 37,2
5147,SOUTHWEST BU,LIVE,1
5150,NORTH BU,Week 37,2
5151,SOUTHEAST BU,Week 37,2
5152,WEST BU,Week 37,2
5154,WEST BU,LIVE,1
5155,SOUTHWEST BU,Week 37,2
5156,WEST BU,LIVE,1
5157,NORTH BU,Week 37,3
5159,NORTH BU,LIVE,2
5160,NORTH BU,LIVE,1
5162,WEST BU,Week 37,2
5165,SOUTHWEST BU,LIVE,1
5166,SOUTHWEST BU,Week 37,2
5167,WEST BU,LIVE,2
5168,WEST BU,Week 37,3
5170,WEST BU,Week 37,3
5172,SOUTHEAST BU,LIVE,3
5173,SOUTHEAST BU,Week 37,2
5174,SOUTHEAST BU,Week 37,2
5175,SOUTHEAST BU,Week 37,2
5178,EAST BU,Week 37,2
5184,NORTH BU,Week 37,2
5185,NORTH BU,Week 37,2
5186,SOUTHWEST BU,Week 37,2
5189,SOUTHWEST BU,Week 37,1
5190,SOUTHWEST BU,LIVE,2
5191,SOUTHWEST BU,LIVE,1
5192,WEST BU,Week 37,2
5193,WEST BU,Week 37,1
5196,SOUTHEAST BU,Week 37,2
5197,SOUTHEAST BU,Week 37,3
5199,NORTH BU,LIVE,2
5200,EAST BU,LIVE,2
5201,EAST BU,Week 37,2
5202,EAST BU,Week 37,1
5203,NORTH BU,Week 37,3
5210,SOUTHWEST BU,LIVE,2
5211,SOUTHWEST BU,LIVE,2
5214,SOUTHEAST BU,LIVE,1
5215,WEST BU,Week 37,1
5216,SOUTHWEST BU,Week 37,2
5218,SOUTHEAST BU,Week 37,2
5219,WEST BU,Week 37,3
5220,SOUTHEAST BU,Week 37,2
5227,EAST BU,Week 37,2
5228,EAST BU,Week 37,2
5229,EAST BU,LIVE,2
5231,WEST BU,Week 37,3
5232,WEST BU,LIVE,2
5233,WEST BU,LIVE,1
5234,WEST BU,LIVE,1
5235,WEST BU,LIVE,2
5236,NORTH BU,Week 37,2
5239,EAST BU,LIVE,2
5240,EAST BU,Week 37,3
5241,EAST BU,Week 37,2
5242,EAST BU,Week 37,1
5244,SOUTHEAST BU,LIVE,3
5245,SOUTHWEST BU,Week 37,1
5246,SOUTHWEST BU,LIVE,3
5247,SOUTHWEST BU,LIVE,2
5250,SOUTHEAST BU,LIVE,1
5251,SOUTHEAST BU,Week 37,2
5252,SOUTHEAST BU,Week 37,2
5253,EAST BU,Week 37,2
5254,EAST BU,Week 37,2
5260,SOUTHEAST BU,LIVE,1
5261,SOUTHEAST BU,LIVE,3
5262,SOUTHEAST BU,Week 37,2
5263,SOUTHEAST BU,Week 37,2
5264,SOUTHEAST BU,LIVE,2
5266,SOUTHEAST BU,Week 37,2
5270,WEST BU,LIVE,2
5272,WEST BU,Week 37,2
5273,WEST BU,Week 37,3
5274,WEST BU,Week 37,1
5275,SOUTHEAST BU,LIVE,1
5276,NORTH BU,LIVE,3
5278,EAST BU,Week 37,1
5280,NORTH BU,LIVE,3
5281,EAST BU,Week 37,1
5282,EAST BU,Week 37,2
5285,NORTH BU,Week 37,2
5287,SOUTHWEST BU,Week 37,2
5288,SOUTHWEST BU,LIVE,1
5292,EAST BU,Week 37,2
5293,EAST BU,Week 37,1
5294,EAST BU,Week 37,2
5295,EAST BU,Week 37,1
5296,NORTH BU,Week 37,2
5298,EAST BU,Week 37,2
5299,SOUTHEAST BU,Week 37,1
5300,SOUTHEAST BU,Week 37,1
5301,SOUTHEAST BU,LIVE,1
5303,WEST BU,Week 37,3
5305,WEST BU,Week 37,1
5307,SOUTHWEST BU,Week 37,3
5309,NORTH BU,LIVE,3
5311,SOUTHWEST BU,LIVE,2
5312,SOUTHWEST BU,LIVE,1
5313,NORTH BU,Week 37,2
5316,SOUTHWEST BU,LIVE,1
5317,SOUTHWEST BU,Week 37,1
5319,NORTH BU,Week 37,2
5320,EAST BU,LIVE,2
5325,SOUTHEAST BU,LIVE,2
5326,SOUTHEAST BU,Week 37,1
5329,SOUTHWEST BU,LIVE,3
5330,SOUTHWEST BU,Week 37,1
5331,SOUTHWEST BU,Week 37,1
5334,WEST BU,LIVE,1
5335,WEST BU,LIVE,2
5337,WEST BU,Week 37,1
5338,WEST BU,Week 37,1
5340,EAST BU,LIVE,2
5341,WEST BU,LIVE,3
5342,WEST BU,Week 37,1
5343,EAST BU,Week 37,1
5345,EAST BU,Week 37,3
5346,EAST BU,Week 37,2
5347,SOUTHEAST BU,LIVE,2
5348,SOUTHEAST BU,Week 37,2
5350,WEST BU,LIVE,3
5352,NORTH BU,Week 37,3
5355,NORTH BU,LIVE,3
5356,EAST BU,Week 37,3
5358,EAST BU,LIVE,3
5359,SOUTHWEST BU,LIVE,2
5360,EAST BU,Week 37,3
5361,WEST BU,LIVE,2
5363,SOUTHEAST BU,Week 37,2
5368,WEST BU,Week 37,1
5369,SOUTHWEST BU,Week 37,1
5370,WEST BU,LIVE,2
5373,NORTH BU,Week 37,2
5374,NORTH BU,Week 37,3
5376,NORTH BU,LIVE,3
5379,NORTH BU,Week 37,2
5381,NORTH BU,Week 37,2
5382,EAST BU,Week 37,2
5384,EAST BU,LIVE,2
5385,NORTH BU,LIVE,2
5386,NORTH BU,LIVE,3
5387,NORTH BU,Week 37,3
5388,SOUTHWEST BU,LIVE,1
5389,SOUTHWEST BU,LIVE,2
5390,SOUTHEAST BU,LIVE,1
5391,SOUTHEAST BU,LIVE,1
5392,SOUTHEAST BU,Week 37,3
5394,WEST BU,Week 37,1
5396,WEST BU,Week 37,2
5397,NORTH BU,Week 37,2
5398,NORTH BU,Week 37,3
5399,NORTH BU,Week 37,3
5402,NORTH BU,Week 37,2
5403,NORTH BU,Week 37,3
5409,NORTH BU,Week 37,2
5410,NORTH BU,Week 37,2
5411,NORTH BU,LIVE,3
5414,EAST BU,LIVE,2
5416,SOUTHWEST BU,LIVE,1
5417,NORTH BU,Week 37,1
5418,NORTH BU,Week 37,2
5419,SOUTHEAST BU,Week 37,3
5420,SOUTHEAST BU,LIVE,1
5422,SOUTHEAST BU,LIVE,2
5424,WEST BU,Week 37,3
5425,WEST BU,Week 37,1
5428,SOUTHWEST BU,Week 37,2
5429,SOUTHWEST BU,Week 37,1
5430,SOUTHWEST BU,Week 37,1
5432,NORTH BU,Week 37,3
5433,SOUTHEAST BU,LIVE,3
5434,WEST BU,Week 37,1
5435,WEST BU,LIVE,1
5436,EAST BU,LIVE,2
5438,NORTH BU,Week 37,3
5439,EAST BU,Week 37,2
5440,WEST BU,Week 37,1
5441,WEST BU,Week 37,2
5442,NORTH BU,Week 37,3
5443,NORTH BU,Week 37,1
5444,NORTH BU,Week 37,3
5445,EAST BU,Week 37,3
5446,NORTH BU,Week 37,3
5447,EAST BU,Week 37,1
5448,EAST BU,Week 37,2
5449,SOUTHWEST BU,LIVE,2
5450,EAST BU,Week 37,2
5455,SOUTHEAST BU,LIVE,1
5458,WEST BU,LIVE,3
5460,SOUTHWEST BU,LIVE,2
5461,WEST BU,Week 37,2
5462,WEST BU,Week 37,2
5463,NORTH BU,Week 37,3
5466,NORTH BU,Week 37,1
5469,EAST BU,LIVE,3
5470,EAST BU,LIVE,3
5471,NORTH BU,LIVE,2
5472,NORTH BU,LIVE,2
5476,EAST BU,LIVE,2
5477,NORTH BU,Week 37,3
5479,SOUTHWEST BU,Week 37,2
5480,SOUTHWEST BU,Week 37,1
5481,EAST BU,Week 37,3
5482,SOUTHEAST BU,Week 37,3
5483,NORTH BU,Week 37,3
5485,NORTH BU,Week 37,1
5486,NORTH BU,Week 37,2
5487,EAST BU,Week 37,2
5488,EAST BU,Week 37,1
5489,EAST BU,Week 37,3
5491,SOUTHWEST BU,Week 37,2
5492,SOUTHWEST BU,Week 37,3
5494,WEST BU,Week 37,1
5495,EAST BU,LIVE,2
5497,EAST BU,LIVE,2
5498,EAST BU,LIVE,3
5499,NORTH BU,Week 37,2
5612,SOUTHWEST BU,LIVE,1
5616,SOUTHEAST BU,Week 37,3
5617,NORTH BU,Week 37,1
5626,SOUTHWEST BU,Week 37,1
5628,WEST BU,Week 37,2
5629,WEST BU,Week 37,3
5632,WEST BU,Week 37,2
5641,WEST BU,Week 37,3
5644,WEST BU,Week 37,2
5649,EAST BU,LIVE,2
5667,NORTH BU,Week 37,3
5668,NORTH BU,Week 37,3
5669,NORTH BU,Week 37,2
5671,SOUTHEAST BU,LIVE,2
5672,SOUTHWEST BU,LIVE,3
5673,SOUTHWEST BU,LIVE,3
5676,WEST BU,LIVE,3
5686,WEST BU,Week 37,1
5701,WEST BU,Week 37,2
5703,SOUTHEAST BU,Week 37,2
5705,EAST BU,Week 37,2
5706,SOUTHEAST BU,LIVE,3
5707,SOUTHWEST BU,LIVE,2
5709,SOUTHEAST BU,Week 37,2
5710,WEST BU,Week 37,2
5713,SOUTHWEST BU,Week 37,1
5717,SOUTHWEST BU,Week 37,1
5727,SOUTHEAST BU,LIVE,2
5728,NORTH BU,Week 37,2
5731,EAST BU,Week 37,3
5732,EAST BU,Week 37,2
5735,SOUTHEAST BU,Week 37,2
5743,EAST BU,Week 37,2
5745,EAST BU,Week 37,2
5747,EAST BU,Week 37,2
5748,WEST BU,Week 37,2
5751,WEST BU,LIVE,2
5752,EAST BU,LIVE,1
5753,EAST BU,Week 37,3
5761,NORTH BU,LIVE,2
5763,WEST BU,LIVE,2
5764,SOUTHWEST BU,LIVE,2
5766,WEST BU,LIVE,3
5768,SOUTHWEST BU,Week 37,3
5772,SOUTHEAST BU,Week 37,2
5777,EAST BU,Week 37,3
5779,EAST BU,Week 37,3
5786,SOUTHEAST BU,Week 37,3
5787,EAST BU,Week 37,3
5795,EAST BU,LIVE,2
5797,SOUTHEAST BU,Week 37,3
5799,SOUTHWEST BU,Week 37,3
5806,WEST BU,Week 37,3
5807,WEST BU,Week 37,1
5808,SOUTHWEST BU,LIVE,2
5809,SOUTHWEST BU,LIVE,1
5810,SOUTHWEST BU,LIVE,2
5812,SOUTHEAST BU,Week 37,3
5814,SOUTHEAST BU,Week 37,2
5823,SOUTHWEST BU,LIVE,2
5835,SOUTHWEST BU,LIVE,3
5839,WEST BU,Week 37,2
5841,WEST BU,Week 37,2
5842,NORTH BU,LIVE,1
5843,WEST BU,Week 37,2
5844,NORTH BU,LIVE,1
5845,SOUTHEAST BU,Week 37,2
5847,EAST BU,Week 37,3
5848,WEST BU,Week 37,2
5851,EAST BU,Week 37,2
5853,WEST BU,Week 37,3
5854,SOUTHEAST BU,LIVE,1
5857,NORTH BU,Week 37,3
5858,SOUTHWEST BU,Week 37,3
5859,WEST BU,Week 37,2
5861,WEST BU,Week 37,3
5864,WEST BU,Week 37,3
5866,SOUTHWEST BU,LIVE,2
5867,EAST BU,Week 37,2
5869,WEST BU,Week 37,3
5871,SOUTHEAST BU,LIVE,3
5872,SOUTHEAST BU,Week 37,3
5874,WEST BU,Week 37,2
5879,EAST BU,Week 37,3
5880,EAST BU,Week 37,3
5881,EAST BU,LIVE,2
5882,SOUTHEAST BU,LIVE,2
5883,WEST BU,Week 37,2
5884,WEST BU,LIVE,3
5886,WEST BU,Week 37,3
5888,EAST BU,LIVE,3
5889,SOUTHWEST BU,LIVE,3
5890,WEST BU,Week 37,2
5891,EAST BU,LIVE,2
5893,NORTH BU,LIVE,3
5894,SOUTHEAST BU,LIVE,3
5898,SOUTHWEST BU,LIVE,1
5911,SOUTHEAST BU,LIVE,3
5912,SOUTHEAST BU,LIVE,3
5922,EAST BU,Week 37,3
5927,NORTH BU,Week 37,2
5929,WEST BU,Week 37,3
5930,WEST BU,Week 37,2
5932,SOUTHEAST BU,LIVE,2
5935,WEST BU,Week 37,2
5936,EAST BU,Week 37,3
5938,WEST BU,Week 37,2
5944,EAST BU,LIVE,3
5947,SOUTHWEST BU,Week 37,2
5956,WEST BU,Week 37,2
5957,WEST BU,LIVE,3
5959,SOUTHWEST BU,LIVE,1
5964,SOUTHEAST BU,Week 37,2
5965,NORTH BU,Week 37,2
5968,EAST BU,Week 37,2
5969,EAST BU,Week 37,3
5976,WEST BU,Week 37,3
5977,WEST BU,Week 37,3
5987,SOUTHWEST BU,LIVE,2
5992,WEST BU,Week 37,3
5996,WEST BU,Week 37,2
6173,SOUTHEAST BU,Week 37,3
6190,SOUTHEAST BU,LIVE,2
6286,SOUTHWEST BU,Week 37,2
6300,SOUTHWEST BU,LIVE,2
6370,SOUTHEAST BU,Week 37,2
6392,WEST BU,Week 37,3
6394,NORTH BU,Week 37,3
6395,EAST BU,Week 37,3
6397,SOUTHEAST BU,LIVE,1
6467,SOUTHWEST BU,LIVE,2
6469,SOUTHEAST BU,Week 37,3
6476,NORTH BU,Week 37,3
6477,SOUTHWEST BU,LIVE,2
6480,SOUTHWEST BU,Week 37,2
6576,EAST BU,Week 37,3
6579,SOUTHWEST BU,LIVE,1
6789,EAST BU,Week 37,2
6807,SOUTHEAST BU,Week 37,2
6878,SOUTHEAST BU,Week 37,2
6879,EAST BU,Week 37,2
6887,EAST BU,Week 37,3
6898,SOUTHWEST BU,Week 37,2
6929,SOUTHWEST BU,LIVE,2
6930,SOUTHWEST BU,LIVE,1
6931,NORTH BU,Week 37,2
6932,SOUTHEAST BU,LIVE,3
6951,NORTH BU,Week 37,3
6952,EAST BU,Week 37,3
6958,EAST BU,Week 37,2
6963,SOUTHWEST BU,LIVE,2
6964,SOUTHEAST BU,Week 37,2
6978,SOUTHEAST BU,Week 37,2
6998,SOUTHEAST BU,Week 37,2
7009,EAST BU,Week 37,3
7020,SOUTHEAST BU,Week 37,2
7032,EAST BU,Week 37,2
7087,NORTH BU,Week 37,3
7129,WEST BU,Week 37,3
7156,SOUTHWEST BU,LIVE,2
7178,SOUTHWEST BU,LIVE,2
7179,EAST BU,Week 37,2
7181,EAST BU,Week 37,3
7185,SOUTHEAST BU,Week 37,3
7188,EAST BU,Week 37,3
7194,SOUTHEAST BU,Week 37,3
7199,WEST BU,Week 37,2
7238,EAST BU,Week 37,3
7243,EAST BU,LIVE,3
7245,SOUTHEAST BU,Week 37,3
7246,SOUTHEAST BU,Week 37,3
7247,SOUTHEAST BU,Week 37,3
7249,SOUTHEAST BU,LIVE,3
7280,SOUTHEAST BU,Week 37,2
7281,SOUTHWEST BU,Week 37,2
7290,NORTH BU,Week 37,3
7294,SOUTHWEST BU,Week 37,3
7301,SOUTHWEST BU,LIVE,2
7324,SOUTHEAST BU,Week 37,3
