,,,,,,Action Alley ,,
2604,174,17,Wal-Mart,,0,,,
2605,218,21,WM Supercenter,,3,1,1,1
2607,383,47,WM Supercenter,,3,1,1,1
2608,382,47,WM Supercenter,,3,1,1,1
2609,465,57,WM Supercenter,,1,,1,
2610,316,20,WM Supercenter,,3,1,1,1
2611,235,20,WM Supercenter,,2,,1,1
2612,505,7,WM Supercenter,,3,1,1,1
2613,213,19,WM Supercenter,,0,,,
2614,168,22,WM Supercenter,,3,1,1,1
2615,27,3,WM Supercenter,,3,1,1,1
2616,339,40,WM Supercenter,,3,1,1,1
2617,399,56,WM Supercenter,,3,1,1,1
2618,203,19,WM Supercenter,,3,1,1,1
2619,204,19,WM Supercenter,,3,1,1,1
2620,202,19,WM Supercenter,,1,,,1
2621,446,57,Wal-Mart,,0,,,
2625,600,55,WM On Campus/RX Facilities,,0,,,
2626,101,3,WM Supercenter,,1,,,1
2627,112,3,WM Supercenter,,3,1,1,1
2628,260,41,WM Supercenter,,3,1,1,1
2629,156,16,WM Supercenter,,3,1,1,1
2630,28,3,WM Supercenter,,3,1,1,1
2631,197,19,WM Supercenter,,3,1,1,1
2632,510,61,Neighborhood Market,,0,,,
2633,175,17,Wal-Mart,,0,,,
2634,180,16,WM Supercenter,,3,1,1,1
2636,466,58,Wal-Mart,,0,,,
2637,164,17,WM Supercenter,,0,,,
2638,259,21,WM Supercenter,,3,1,1,1
2639,181,16,WM Supercenter,,3,1,1,1
2640,157,16,Wal-Mart,,0,,,
2641,168,22,WM Supercenter,,3,1,1,1
2642,423,52,WM Supercenter,,3,1,1,1
2643,422,52,WM Supercenter,,3,1,1,1
2644,204,19,WM Supercenter,,3,1,1,1
2645,314,75,WM Supercenter,,0,,,
2646,317,20,WM Supercenter,,0,,,
2647,286,76,WM Supercenter,,3,1,1,1
2648,511,56,Wal-Mart,,0,,,
2649,50,5,WM Supercenter,,3,1,1,1
2650,170,22,WM Supercenter,,3,1,1,1
2651,175,17,WM Supercenter,,3,1,1,1
2652,384,46,WM Supercenter,,0,,,
2653,71,7,WM Supercenter,,0,,,
2654,257,41,WM Supercenter,,0,,,
2656,375,46,WM Supercenter,,3,1,1,1
2658,444,53,WM Supercenter,,3,1,1,1
2659,183,16,Wal-Mart,,0,,,
2660,157,16,Wal-Mart,,0,,,
2662,317,20,WM Supercenter,,3,1,1,1
2663,231,76,WM Supercenter,,2,,1,1
2664,231,76,WM Supercenter,,3,1,1,1
2665,125,13,WM Supercenter,,3,1,1,1
2667,55,5,WM Supercenter,,3,1,1,1
2668,435,53,WM Supercenter,,3,1,1,1
2670,600,55,WM On Campus/RX Facilities,,0,,,
2671,373,46,WM Supercenter,,3,1,1,1
2672,389,54,WM Supercenter,,0,,,
2674,228,76,WM Supercenter,,3,1,1,1
2678,201,19,WM Supercenter,,2,,1,1
2679,247,21,WM Supercenter,,1,,,1
2681,180,16,Wal-Mart,,0,,,
2682,181,16,WM Supercenter,,3,1,1,1
2683,154,16,Wal-Mart,,0,,,
2684,216,20,WM Supercenter,,3,1,1,1
2686,534,72,Neighborhood Market,,0,,,
2687,35,4,WM Supercenter,,3,1,1,1
2688,45,5,WM Supercenter,,3,1,1,1
2689,512,61,Neighborhood Market,,0,,,
2690,137,11,WM Supercenter,,3,1,1,1
2691,243,41,WM Supercenter,,3,1,1,1
2692,206,19,WM Supercenter,,3,1,1,1
2693,205,19,WM Supercenter,,3,1,1,1
2694,340,40,WM Supercenter,,0,,,
2695,89,3,WM Supercenter,,3,1,1,1
2696,320,76,WM Supercenter,,3,1,1,1
2697,452,56,WM Supercenter,,3,1,1,1
2699,497,59,Neighborhood Market,,0,,,
2700,203,19,WM Supercenter,,3,1,1,1
2702,333,40,WM Supercenter,,3,1,1,1
2703,38,4,WM Supercenter,,3,1,1,1
2704,298,26,WM Supercenter,,3,1,1,1
2705,314,75,WM Supercenter,,3,1,1,1
2706,125,13,WM Supercenter,,3,1,1,1
2708,460,58,WM Supercenter,,3,1,1,1
2710,469,60,Wal-Mart,,0,,,
2711,469,60,Wal-Mart,,0,,,
2712,37,4,WM Supercenter,,3,1,1,1
2713,3,14,WM Supercenter,,3,1,1,1
2714,426,52,WM Supercenter,,3,1,1,1
2715,143,13,WM Supercenter,,3,1,1,1
2716,415,52,WM Supercenter,,3,1,1,1
2717,141,13,WM Supercenter,,3,1,1,1
2718,64,6,Wal-Mart,,0,,,
2719,163,17,Wal-Mart,,0,,,
2720,140,11,WM Supercenter,,3,1,1,1
2722,469,60,WM Supercenter,,0,,,
2723,2,14,WM Supercenter,,3,1,1,1
2724,63,6,WM Supercenter,,1,,,1
2725,217,21,WM Supercenter,,3,1,1,1
2726,219,21,WM Supercenter,,3,1,1,1
2727,110,9,WM Supercenter,,0,,,
2728,275,25,WM Supercenter,,3,1,1,1
2729,378,54,WM Supercenter,,3,1,1,1
2730,301,26,WM Supercenter,,1,,,1
2731,497,59,Neighborhood Market,,0,,,
2732,22,2,WM Supercenter,,3,1,1,1
2733,32,2,WM Supercenter,,3,1,1,1
2734,353,44,WM Supercenter,,3,1,1,1
2735,454,56,WM Supercenter,,3,1,1,1
2737,479,5,WM Supercenter,,0,,,
2739,14,14,WM Supercenter,,3,1,1,1
2740,104,3,WM Supercenter,,3,1,1,1
2741,534,72,Neighborhood Market,,0,,,
2742,534,72,Neighborhood Market,,0,,,
2743,492,72,Neighborhood Market,,0,,,
2744,537,72,Neighborhood Market,,0,,,
2745,537,72,Neighborhood Market,,0,,,
2747,161,17,Wal-Mart,,0,,,
2748,1,14,WM Supercenter,,3,1,1,1
2749,124,12,WM Supercenter,,3,1,1,1
2751,380,54,WM Supercenter,,3,1,1,1
2752,585,54,WM Supercenter,,3,1,1,1
2753,18,2,WM Supercenter,,3,1,1,1
2754,30,2,WM Supercenter,,0,,,
2755,140,11,WM Supercenter,,3,1,1,1
2756,280,76,WM Supercenter,,3,1,1,1
2757,151,12,WM Supercenter,,3,1,1,1
2758,181,16,WM Supercenter,,1,,,1
2760,14,14,WM Supercenter,,0,,,
2761,311,20,WM Supercenter,,3,1,1,1
2762,312,75,WM Supercenter,,3,1,1,1
2763,569,6,WM Supercenter,,3,1,1,1
2764,414,52,WM Supercenter,,3,1,1,1
2765,569,6,WM Supercenter,,3,1,1,1
2766,372,46,WM Supercenter,,3,1,1,1
2767,372,46,WM Supercenter,,3,1,1,1
2768,371,46,WM Supercenter,,3,1,1,1
2769,87,7,WM Supercenter,,3,1,1,1
2771,246,21,WM Supercenter,,3,1,1,1
2772,300,4,WM Supercenter,,3,1,1,1
2773,546,59,Neighborhood Market,,0,,,
2774,217,21,WM Supercenter,,3,1,1,1
2777,368,46,WM Supercenter,,3,1,1,1
2778,373,46,WM Supercenter,,0,,,
2780,399,56,WM Supercenter,,3,1,1,1
2781,399,56,WM Supercenter,,3,1,1,1
2782,400,56,WM Supercenter,,3,1,1,1
2783,260,41,WM Supercenter,,3,1,1,1
2784,407,47,WM Supercenter,,3,1,1,1
2785,192,76,WM Supercenter,,0,,,
2786,482,41,WM Supercenter,,3,1,1,1
2787,249,41,WM Supercenter,,3,1,1,1
2788,482,41,WM Supercenter,,3,1,1,1
2789,108,9,WM Supercenter,,3,1,1,1
2790,280,76,WM Supercenter,,3,1,1,1
2791,285,22,WM Supercenter,,1,,,1
2792,316,20,WM Supercenter,,0,,,
2793,308,26,WM Supercenter,,3,1,1,1
2794,405,57,WM Supercenter,,0,,,
2795,287,75,WM Supercenter,,3,1,1,1
2796,111,3,WM Supercenter,,1,,,1
2797,154,16,Wal-Mart,,0,,,
2799,508,75,Wal-Mart,,0,,,
2800,95,3,WM Supercenter,,0,,,
2801,546,59,Neighborhood Market,,0,,,
2803,352,44,WM Supercenter,,3,1,1,1
2804,352,44,WM Supercenter,,3,1,1,1
2805,314,75,WM Supercenter,,0,,,
2806,42,4,WM Supercenter,,3,1,1,1
2807,315,75,WM Supercenter,,3,1,1,1
2808,290,75,WM Supercenter,,3,1,1,1
2809,320,76,WM Supercenter,,3,1,1,1
2810,316,20,WM Supercenter,,0,,,
2811,21,2,WM Supercenter,,3,1,1,1
2812,425,53,WM Supercenter,,3,1,1,1
2813,440,53,WM Supercenter,,3,1,1,1
2814,110,9,WM Supercenter,,0,,,
2815,268,25,Wal-Mart,,0,,,
2816,267,25,Wal-Mart,,0,,,
2817,238,19,WM Supercenter,,3,1,1,1
2818,238,19,WM Supercenter,,3,1,1,1
2819,248,21,WM Supercenter,,3,1,1,1
2820,421,52,WM Supercenter,,3,1,1,1
2821,290,75,WM Supercenter,,3,1,1,1
2822,131,13,WM Supercenter,,3,1,1,1
2823,216,20,WM Supercenter,,2,,1,1
2825,175,17,Wal-Mart,,0,,,
2826,515,61,Neighborhood Market,,0,,,
2827,418,52,WM Supercenter,,3,1,1,1
2828,435,53,WM Supercenter,,3,1,1,1
2830,166,22,Wal-Mart,,0,,,
2831,400,56,WM Supercenter,,3,1,1,1
2832,29,4,WM Supercenter,,1,,,1
2833,320,76,WM Supercenter,,0,,,
2834,50,5,WM Supercenter,,3,1,1,1
2835,528,64,Neighborhood Market,,0,,,
2836,299,26,WM Supercenter,,3,1,1,1
2838,396,57,WM Supercenter,,3,1,1,1
2839,538,72,Neighborhood Market,,0,,,
2840,496,59,Neighborhood Market,,0,,,
2841,558,22,Wal-Mart,,0,,,
2842,461,58,WM Supercenter,,3,1,1,1
2843,95,3,WM Supercenter,,3,1,1,1
2844,188,16,WM Supercenter,,3,1,1,1
2845,296,26,WM Supercenter,,3,1,1,1
2846,144,11,WM Supercenter,,3,1,1,1
2847,432,47,WM Supercenter,,3,1,1,1
2849,316,20,WM Supercenter,,0,,,
2850,293,75,WM Supercenter,,3,1,1,1
2852,216,20,WM Supercenter,,3,1,1,1
2853,508,75,Wal-Mart,,0,,,
2854,162,17,WM Supercenter,,3,1,1,1
2855,362,40,WM Supercenter,,3,1,1,1
2856,361,40,WM Supercenter,,1,,,1
2857,360,40,WM Supercenter,,3,1,1,1
2858,546,59,Neighborhood Market,,0,,,
2859,192,76,WM Supercenter,,2,1,,1
2860,29,4,WM Supercenter,,3,1,1,1
2861,399,56,WM Supercenter,,3,1,1,1
2862,399,56,WM Supercenter,,3,1,1,1
2864,506,7,WM Supercenter,,3,1,1,1
2865,474,60,Wal-Mart,,0,,,
2866,203,19,Wal-Mart,,0,,,
2867,203,19,Wal-Mart,,0,,,
2869,203,19,WM Supercenter,,3,1,1,1
2870,516,59,Neighborhood Market,,0,,,
2871,558,22,WM Supercenter,,3,1,1,1
2872,197,19,WM Supercenter,,0,,,
2873,206,19,WM Supercenter,,3,1,1,1
2874,189,76,WM Supercenter,,1,,,1
2875,533,64,Neighborhood Market,,0,,,
2876,533,64,Neighborhood Market,,0,,,
2877,533,64,Neighborhood Market,,0,,,
2878,533,64,Neighborhood Market,,0,,,
2880,507,64,Neighborhood Market,,0,,,
2881,90,9,WM Supercenter,,3,1,1,1
2882,422,52,WM Supercenter,,2,,1,1
2883,56,5,WM Supercenter,,1,,,1
2884,394,57,WM Supercenter,,3,1,1,1
2885,161,17,Wal-Mart,,0,,,
2886,484,57,WM Supercenter,,3,1,1,1
2887,516,59,Neighborhood Market,,0,,,
2888,233,22,WM Supercenter,,2,,1,1
2889,415,52,WM Supercenter,,3,1,1,1
2890,32,2,WM Supercenter,,3,1,1,1
2891,73,7,WM Supercenter,,3,1,1,1
2892,376,54,WM Supercenter,,3,1,1,1
2893,410,44,WM Supercenter,,3,1,1,1
2894,320,76,WM Supercenter,,3,1,1,1
2897,163,17,Wal-Mart,,0,,,
2898,162,17,Wal-Mart,,0,,,
2899,163,17,Wal-Mart,,0,,,
2900,163,17,Wal-Mart,,0,,,
2901,154,16,Wal-Mart,,0,,,
2902,159,16,Wal-Mart,,0,,,
2903,157,16,Wal-Mart,,0,,,
2904,159,16,Wal-Mart,,0,,,
2905,164,17,Wal-Mart,,0,,,
2906,171,17,Wal-Mart,,0,,,
2907,103,72,Neighborhood Market,,0,,,
2908,309,26,WM Supercenter,,0,,,
2909,228,76,WM Supercenter,,3,1,1,1
2910,208,20,WM Supercenter,,3,1,1,1
2911,191,76,WM Supercenter,,3,1,1,1
2912,197,19,WM Supercenter,,3,1,1,1
2913,129,13,WM Supercenter,,1,,1,
2914,215,20,WM Supercenter,,3,1,1,1
2915,171,17,Wal-Mart,,0,,,
2916,172,17,Wal-Mart,,0,,,
2917,171,17,Wal-Mart,,0,,,
2918,51,5,WM Supercenter,,3,1,1,1
2919,542,64,Neighborhood Market,,0,,,
2920,101,3,WM Supercenter,,3,1,1,1
2921,401,54,WM Supercenter,,3,1,1,1
2922,366,46,WM Supercenter,,3,1,1,1
2923,382,47,WM Supercenter,,3,1,1,1
2924,384,46,WM Supercenter,,3,1,1,1
2925,452,56,WM Supercenter,,0,,,
2926,56,5,WM Supercenter,,0,,,
2927,476,60,WM Supercenter,,3,1,1,1
2928,36,4,WM Supercenter,,3,1,1,1
2929,310,4,WM Supercenter,,3,1,1,1
2930,103,72,Neighborhood Market,,0,,,
2931,285,22,WM Supercenter,,3,1,1,1
2932,122,12,WM Supercenter,,3,1,1,1
2933,317,20,WM Supercenter,,3,1,1,1
2934,273,25,WM Supercenter,,0,,,
2935,413,52,WM Supercenter,,0,,,
2937,419,52,WM Supercenter,,3,1,1,1
2938,132,13,WM Supercenter,,3,1,1,1
2939,140,11,WM Supercenter,,3,1,1,1
2940,542,64,Neighborhood Market,,0,,,
2941,24,2,WM Supercenter,,3,1,1,1
2944,549,72,Neighborhood Market,,0,,,
2945,167,22,WM Supercenter,,3,1,1,1
2946,109,9,WM Supercenter,,3,1,1,1
2947,476,60,Wal-Mart,,0,,,
2948,484,57,WM Supercenter,,3,1,1,1
2950,448,57,WM Supercenter,,3,1,1,1
2951,448,57,WM Supercenter,,3,1,1,1
2952,460,58,Wal-Mart,,0,,,
2953,160,16,WM Supercenter,,3,1,1,1
2954,173,17,Wal-Mart,,0,,,
2955,362,40,WM Supercenter,,3,1,1,1
2956,266,25,WM Supercenter,,3,1,1,1
2957,412,52,WM Supercenter,,3,1,1,1
2958,439,53,WM Supercenter,,3,1,1,1
2959,206,19,WM Supercenter,,3,1,1,1
2962,108,9,WM Supercenter,,1,,,1
2963,108,9,WM Supercenter,,3,1,1,1
2964,156,16,WM Supercenter,,3,1,1,1
2965,163,17,Wal-Mart,,0,,,
2966,215,20,WM Supercenter,,3,1,1,1
2967,225,21,WM Supercenter,,3,1,1,1
2968,242,41,WM Supercenter,,0,,,
2973,51,5,WM Supercenter,,3,1,1,1
2974,504,64,Neighborhood Market,,0,,,
2975,561,64,Neighborhood Market,,0,,,
2976,561,64,Neighborhood Market,,0,,,
2977,561,64,Neighborhood Market,,0,,,
2978,44,5,WM Supercenter,,2,,1,1
2979,58,64,Neighborhood Market,,0,,,
2980,479,5,WM Supercenter,,3,1,1,1
2981,58,64,Neighborhood Market,,0,,,
2983,545,72,Neighborhood Market,,0,,,
2984,533,64,Neighborhood Market,,0,,,
2985,449,57,WM Supercenter,,3,1,1,1
2986,439,53,WM Supercenter,,3,1,1,1
2987,109,9,WM Supercenter,,3,1,1,1
2988,120,12,WM Supercenter,,3,1,1,1
2989,511,56,Wal-Mart,,0,,,
2990,430,47,WM Supercenter,,3,1,1,1
2991,82,7,WM Supercenter,,3,1,1,1
2992,190,17,WM Supercenter,,3,1,1,1
2993,62,6,WM Supercenter,,3,1,1,1
2994,360,40,WM Supercenter,,1,,,1
2995,504,64,Neighborhood Market,,0,,,
2996,53,5,WM Supercenter,,3,1,1,1
2997,537,72,WM On Campus/RX Facilities,,0,,,
2998,515,61,Neighborhood Market,,0,,,
3004,268,25,WM Supercenter,,1,,,1
3011,488,72,Neighborhood Market,,0,,,
3013,548,72,Neighborhood Market,,0,,,
3014,49,5,WM Supercenter,,3,1,1,1
3015,561,64,Neighborhood Market,,0,,,
3017,153,12,WM Supercenter,,3,1,1,1
3018,389,54,WM Supercenter,,3,1,1,1
3019,490,61,Neighborhood Market,,0,,,
3022,552,61,Neighborhood Market,,0,,,
3023,512,61,Neighborhood Market,,0,,,
3026,515,61,Neighborhood Market,,0,,,
3035,283,76,WM Supercenter,,3,1,1,1
3042,543,64,Neighborhood Market,,0,,,
3043,58,64,Neighborhood Market,,0,,,
3044,50,5,WM Supercenter,,3,1,1,1
3046,512,61,Neighborhood Market,,0,,,
3047,512,61,Neighborhood Market,,0,,,
3049,9,61,Neighborhood Market,,0,,,
3050,550,61,Neighborhood Market,,0,,,
3053,471,60,WM Supercenter,,1,,,1
3055,345,44,WM Supercenter,,3,1,1,1
3056,506,7,WM Supercenter,,3,1,1,1
3057,506,7,WM Supercenter,,3,1,1,1
3058,86,7,WM Supercenter,,3,1,1,1
3059,140,11,WM Supercenter,,3,1,1,1
3060,140,11,WM Supercenter,,0,,,
3061,340,40,WM Supercenter,,3,1,1,1
3062,538,72,Neighborhood Market,,0,,,
3066,102,72,Neighborhood Market,,0,,,
3067,23,2,WM Supercenter,,3,1,1,1
3070,554,59,Neighborhood Market,,0,,,
3071,554,59,Neighborhood Market,,0,,,
3072,554,59,Neighborhood Market,,0,,,
3074,554,59,Neighborhood Market,,0,,,
3075,15,14,WM Supercenter,,3,1,1,1
3077,292,76,WM Supercenter,,3,1,1,1
3078,175,17,WM Supercenter,,3,1,1,1
3081,454,56,WM Supercenter,,3,1,1,1
3082,490,61,Neighborhood Market,,0,,,
3083,490,61,Neighborhood Market,,0,,,
3084,551,61,Neighborhood Market,,0,,,
3087,446,57,Wal-Mart,,0,,,
3088,424,52,WM Supercenter,,0,,,
3089,373,46,WM Supercenter,,0,,,
3090,552,61,Neighborhood Market,,0,,,
3093,399,56,WM Supercenter,,3,1,1,1
3094,557,61,Neighborhood Market,,0,,,
3098,550,61,Neighborhood Market,,0,,,
3099,551,61,Neighborhood Market,,0,,,
3101,551,61,Neighborhood Market,,0,,,
3102,424,52,WM Supercenter,,3,1,1,1
3103,409,44,WM Supercenter,,0,,,
3104,488,72,Neighborhood Market,,0,,,
3106,86,7,WM Supercenter,,3,1,1,1
3107,506,7,WM Supercenter,,3,1,1,1
3110,494,59,Neighborhood Market,,0,,,
3111,538,72,Neighborhood Market,,0,,,
3112,77,7,WM Supercenter,,3,1,1,1
3114,157,16,WM Supercenter,,3,1,1,1
3118,20,2,WM Supercenter,,0,,,
3119,15,14,WM Supercenter,,3,1,1,1
3123,512,61,Neighborhood Market,,0,,,
3126,490,61,Neighborhood Market,,0,,,
3127,490,61,Neighborhood Market,,0,,,
3128,490,61,Neighborhood Market,,0,,,
3129,462,58,WM Supercenter,,0,,,
3131,515,61,Neighborhood Market,,0,,,
3132,515,61,Neighborhood Market,,0,,,
3133,515,61,Neighborhood Market,,0,,,
3135,58,64,Neighborhood Market,,0,,,
3136,505,7,WM Supercenter,,3,1,1,1
3137,149,12,WM Supercenter,,3,1,1,1
3138,481,61,Neighborhood Market,,0,,,
3139,481,61,Neighborhood Market,,0,,,
3140,481,61,Neighborhood Market,,0,,,
3141,481,61,Neighborhood Market,,0,,,
3143,9,61,Neighborhood Market,,0,,,
3144,550,61,Neighborhood Market,,0,,,
3145,550,61,Neighborhood Market,,0,,,
3146,550,61,Neighborhood Market,,0,,,
3147,481,61,Neighborhood Market,,0,,,
3150,432,47,WM Supercenter,,3,1,1,1
3151,432,47,WM Supercenter,,3,1,1,1
3152,491,61,Neighborhood Market,,0,,,
3153,491,61,Neighborhood Market,,0,,,
3154,491,61,Neighborhood Market,,0,,,
3155,491,61,Neighborhood Market,,0,,,
3156,502,59,Neighborhood Market,,0,,,
3157,502,59,Neighborhood Market,,0,,,
3159,577,17,WM Supercenter,,2,1,,1
3161,548,72,Neighborhood Market,,0,,,
3162,96,72,Neighborhood Market,,0,,,
3163,553,9,WM Supercenter,,3,1,1,1
3164,534,72,Neighborhood Market,,0,,,
3167,125,13,WM Supercenter,,0,,,
3168,537,72,Neighborhood Market,,0,,,
3169,83,7,WM Supercenter,,3,1,1,1
3170,83,7,WM Supercenter,,1,,,1
3172,491,61,Neighborhood Market,,0,,,
3173,491,61,Neighborhood Market,,0,,,
3175,490,61,Neighborhood Market,,0,,,
3176,490,61,Neighborhood Market,,0,,,
3177,378,54,WM Supercenter,,0,,,
3178,550,61,Neighborhood Market,,0,,,
3179,481,61,Neighborhood Market,,0,,,
3180,446,57,WM Supercenter,,3,1,1,1
3181,15,14,WM Supercenter,,0,,,
3182,296,26,WM Supercenter,,1,,,1
3183,103,72,Neighborhood Market,,0,,,
3184,544,72,Neighborhood Market,,0,,,
3188,23,2,WM Supercenter,,3,1,1,1
3191,35,4,WM Supercenter,,0,,,
3192,35,4,WM Supercenter,,3,1,1,1
3197,112,3,WM Supercenter,,3,1,1,1
3198,504,64,Neighborhood Market,,0,,,
3199,504,64,Neighborhood Market,,0,,,
3200,159,16,Wal-Mart,,0,,,
3201,19,2,WM Supercenter,,3,1,1,1
3202,533,64,Neighborhood Market,,0,,,
3204,561,64,Neighborhood Market,,0,,,
3205,22,2,WM Supercenter,,3,1,1,1
3206,222,21,WM Supercenter,,3,1,1,1
3207,94,3,WM Supercenter,,3,1,1,1
3208,582,54,WM Supercenter,,3,1,1,1
3209,424,52,WM Supercenter,,3,1,1,1
3210,275,25,WM Supercenter,,3,1,1,1
3212,165,22,WM Supercenter,,3,1,1,1
3213,68,13,WM Supercenter,,2,,1,1
3214,288,75,WM Supercenter,,3,1,1,1
3215,320,76,WM Supercenter,,3,1,1,1
3216,289,75,WM Supercenter,,3,1,1,1
3217,473,60,WM Supercenter,,0,,,
3218,467,60,WM Supercenter,,3,1,1,1
3219,287,75,WM Supercenter,,3,1,1,1
3220,405,57,WM Supercenter,,3,1,1,1
3221,190,17,WM Supercenter,,3,1,1,1
3222,35,4,WM Supercenter,,3,1,1,1
3223,229,20,WM Supercenter,,3,1,1,1
3224,583,5,WM Supercenter,,3,1,1,1
3225,583,5,WM Supercenter,,3,1,1,1
3226,65,6,WM Supercenter,,3,1,1,1
3227,391,54,WM Supercenter,,3,1,1,1
3228,231,76,WM Supercenter,,3,1,1,1
3229,349,44,WM Supercenter,,0,,,
3230,324,42,WM Supercenter,,3,1,1,1
3231,321,42,WM Supercenter,,0,,,
3232,403,54,WM Supercenter,,3,1,1,1
3233,419,52,WM Supercenter,,3,1,1,1
3234,123,12,WM Supercenter,,3,1,1,1
3235,553,9,WM Supercenter,,1,,,1
3236,178,22,WM Supercenter,,3,1,1,1
3237,430,47,WM Supercenter,,3,1,1,1
3238,538,72,Neighborhood Market,,0,,,
3239,478,60,WM Supercenter,,3,1,1,1
3241,369,46,WM Supercenter,,3,1,1,1
3243,312,75,WM Supercenter,,3,1,1,1
3245,436,53,WM Supercenter,,0,,,
3247,442,53,WM Supercenter,,3,1,1,1
3248,464,58,WM Supercenter,,3,1,1,1
3250,209,20,WM Supercenter,,3,1,1,1
3251,218,21,WM Supercenter,,3,1,1,1
3252,166,22,Wal-Mart,,0,,,
3253,228,76,WM Supercenter,,3,1,1,1
3254,392,56,WM Supercenter,,3,1,1,1
3255,273,25,WM Supercenter,,3,1,1,1
3258,478,60,WM Supercenter,,3,1,1,1
3259,383,47,WM Supercenter,,3,1,1,1
3260,473,60,WM Supercenter,,2,,1,1
3261,475,60,WM Supercenter,,3,1,1,1
3262,216,20,WM Supercenter,,3,1,1,1
3265,288,75,WM Supercenter,,3,1,1,1
3266,178,22,Wal-Mart,,0,,,
3267,432,47,WM Supercenter,,3,1,1,1
3268,440,53,WM Supercenter,,3,1,1,1
3269,180,16,WM Supercenter,,0,,,
3270,311,20,WM Supercenter,,3,1,1,1
3271,13,14,WM Supercenter,,3,1,1,1
3273,362,40,WM Supercenter,,3,1,1,1
3274,50,5,WM Supercenter,,3,1,1,1
3275,533,64,Neighborhood Market,,0,,,
3276,445,58,Wal-Mart,,0,,,
3277,392,56,WM Supercenter,,1,,,1
3278,433,47,WM Supercenter,,3,1,1,1
3279,77,7,WM Supercenter,,3,1,1,1
3280,192,76,WM Supercenter,,0,,,
3281,228,76,WM Supercenter,,2,,1,1
3282,218,21,WM Supercenter,,2,,1,1
3283,409,44,WM Supercenter,,3,1,1,1
3284,44,5,WM Supercenter,,3,1,1,1
3285,44,5,WM Supercenter,,1,,,1
3286,52,5,WM Supercenter,,3,1,1,1
3287,504,64,Neighborhood Market,,0,,,
3288,131,13,WM Supercenter,,3,1,1,1
3289,124,12,WM Supercenter,,3,1,1,1
3290,470,57,Wal-Mart,,0,,,
3291,174,17,Wal-Mart,,0,,,
3292,176,17,Wal-Mart,,0,,,
3293,209,20,WM Supercenter,,3,1,1,1
3294,242,41,WM Supercenter,,3,1,1,1
3295,356,44,WM Supercenter,,3,1,1,1
3296,64,6,WM Supercenter,,3,1,1,1
3297,67,6,WM Supercenter,,3,1,1,1
3298,60,6,WM Supercenter,,3,1,1,1
3299,502,59,Neighborhood Market,,0,,,
3300,222,21,WM Supercenter,,3,1,1,1
3301,161,17,Wal-Mart,,0,,,
3302,64,6,WM Supercenter,,0,,,
3303,311,20,WM Supercenter,,0,,,
3304,298,26,WM Supercenter,,3,1,1,1
3305,298,26,WM Supercenter,,3,1,1,1
3307,97,14,WM Supercenter,,3,1,1,1
3308,101,3,WM Supercenter,,3,1,1,1
3309,98,3,WM Supercenter,,3,1,1,1
3310,94,3,WM Supercenter,,3,1,1,1
3311,553,9,WM Supercenter,,1,,,1
3313,376,54,WM Supercenter,,3,1,1,1
3314,510,61,Neighborhood Market,,0,,,
3315,510,61,Neighborhood Market,,0,,,
3317,570,64,Neighborhood Market,,0,,,
3319,81,7,WM Supercenter,,3,1,1,1
3320,80,6,WM Supercenter,,3,1,1,1
3322,442,53,Wal-Mart,,0,,,
3324,444,53,WM Supercenter,,3,1,1,1
3327,533,64,Neighborhood Market,,0,,,
3328,200,19,WM Supercenter,,3,1,1,1
3329,187,16,WM Supercenter,,3,1,1,1
3330,502,59,Neighborhood Market,,0,,,
3331,327,42,WM Supercenter,,3,1,1,1
3332,191,76,WM Supercenter,,2,1,,1
3334,187,16,WM Supercenter,,1,,,1
3336,197,19,WM Supercenter,,3,1,1,1
3337,165,22,WM Supercenter,,1,,,1
3338,497,59,Neighborhood Market,,0,,,
3339,165,22,WM Supercenter,,3,1,1,1
3340,507,64,Neighborhood Market,,0,,,
3341,58,64,Neighborhood Market,,0,,,
3342,225,21,WM Supercenter,,3,1,1,1
3344,286,76,WM Supercenter,,3,1,1,1
3347,116,9,WM Supercenter,,3,1,1,1
3348,107,9,WM Supercenter,,3,1,1,1
3349,118,9,WM Supercenter,,3,1,1,1
3350,394,57,WM Supercenter,,3,1,1,1
3351,394,57,WM Supercenter,,3,1,1,1
3352,452,56,WM Supercenter,,3,1,1,1
3354,397,61,Neighborhood Market,,0,,,
3355,397,61,Neighborhood Market,,0,,,
3356,397,61,Neighborhood Market,,0,,,
3357,9,61,Neighborhood Market,,0,,,
3359,499,59,Neighborhood Market,,0,,,
3360,373,46,WM Supercenter,,3,1,1,1
3362,253,41,WM Supercenter,,3,1,1,1
3363,254,41,WM Supercenter,,3,1,1,1
3364,422,52,WM Supercenter,,3,1,1,1
3366,401,54,WM Supercenter,,3,1,1,1
3367,36,4,WM Supercenter,,3,1,1,1
3370,115,9,WM Supercenter,,3,1,1,1
3371,309,26,WM Supercenter,,1,,,1
3372,111,3,WM Supercenter,,3,1,1,1
3377,9,61,Neighborhood Market,,0,,,
3379,366,46,WM Supercenter,,3,1,1,1
3380,475,60,WM Supercenter,,3,1,1,1
3381,74,7,WM Supercenter,,0,,,
3382,389,54,WM Supercenter,,3,1,1,1
3383,70,7,WM Supercenter,,3,1,1,1
3384,70,7,WM Supercenter,,3,1,1,1
3385,570,64,Neighborhood Market,,0,,,
