Division,Region,Market,Facility,Bucket
A,9,111,2081,FSR Investment - $14
F,75,320,2083,FSR Investment - $14
B,5,56,2086,FSR Investment - $14
A,9,110,2091,FSR Investment - $14
E,19,200,2102,FSR Investment - $14
B,5,53,2105,FSR Investment - $14
A,14,13,2111,FSR Investment - $14
A,14,7,2114,FSR Investment - $14
B,44,47,2123,FSR Investment - $14
F,22,231,2129,FSR Investment - $14
B,13,131,2132,FSR Investment - $14
B,5,82,2133,FSR Investment - $14
F,75,291,2136,FSR Investment - $14
F,26,296,2137,FSR Investment - $14
E,20,216,2149,FSR Investment - $14
A,9,109,2151,FSR Investment - $14
A,2,24,2154,FSR Investment - $14
A,9,107,2176,FSR Investment - $14
E,53,436,2192,FSR Investment - $14
E,20,208,2197,FSR Investment - $14
E,20,216,2199,FSR Investment - $14
B,46,505,2201,FSR Investment - $14
E,20,216,2209,FSR Investment - $14
F,4,41,2214,FSR Investment - $14
E,40,333,2221,FSR Investment - $14
E,25,279,2231,FSR Investment - $14
A,9,118,2237,FSR Investment - $14
E,19,200,2238,FSR Investment - $14
B,6,86,2239,FSR Investment - $14
E,20,316,2244,FSR Investment - $14
F,26,299,2247,FSR Investment - $14
F,26,296,2256,FSR Investment - $14
B,6,67,2257,FSR Investment - $14
A,2,35,2265,FSR Investment - $14
E,53,440,2271,FSR Investment - $14
E,20,235,2281,FSR Investment - $14
E,20,229,2287,FSR Investment - $14
A,14,11,2306,FSR Investment - $14
A,2,123,2310,FSR Investment - $14
E,21,248,2311,FSR Investment - $14
F,75,312,2312,FSR Investment - $14
E,20,215,2323,FSR Investment - $14
O,59,497,2328,FSR Investment - $14
F,75,312,2337,FSR Investment - $14
E,21,246,2339,FSR Investment - $14
E,20,209,2359,FSR Investment - $14
A,2,23,2360,FSR Investment - $14
E,20,215,2361,FSR Investment - $14
A,9,114,2387,FSR Investment - $14
O,72,548,2391,FSR Investment - $14
O,64,533,2393,FSR Investment - $14
O,64,533,2394,FSR Investment - $14
O,64,507,2395,FSR Investment - $14
O,72,488,2396,FSR Investment - $14
O,64,58,2397,FSR Investment - $14
B,6,87,2404,FSR Investment - $14
O,72,488,2406,FSR Investment - $14
O,59,500,2414,FSR Investment - $14
E,20,235,2420,FSR Investment - $14
B,5,52,2427,FSR Investment - $14
B,44,409,2428,FSR Investment - $14
O,72,492,2431,FSR Investment - $14
O,64,561,2433,FSR Investment - $14
E,53,196,2434,FSR Investment - $14
F,75,291,2438,FSR Investment - $14
B,6,60,2439,FSR Investment - $14
O,64,526,2451,FSR Investment - $14
E,53,444,2452,FSR Investment - $14
B,5,53,2463,FSR Investment - $14
O,59,554,2465,FSR Investment - $14
B,5,44,2466,FSR Investment - $14
F,26,308,2472,FSR Investment - $14
F,75,320,2474,FSR Investment - $14
A,2,20,2475,FSR Investment - $14
O,59,566,2488,FSR Investment - $14
B,6,62,2505,FSR Investment - $14
E,20,215,2506,FSR Investment - $14
E,53,439,2509,FSR Investment - $14
A,2,18,2513,FSR Investment - $14
F,75,291,2520,FSR Investment - $14
E,53,196,2522,FSR Investment - $14
F,75,289,2529,FSR Investment - $14
E,53,263,2532,FSR Investment - $14
A,14,7,2534,FSR Investment - $14
E,20,208,2541,FSR Investment - $14
E,21,222,2542,FSR Investment - $14
E,53,196,2545,FSR Investment - $14
E,20,316,2548,FSR Investment - $14
M,47,406,2562,FSR Investment - $14
E,25,580,2563,FSR Investment - $14
F,75,315,2565,FSR Investment - $14
E,21,218,2572,FSR Investment - $14
A,42,326,2575,FSR Investment - $14
E,20,316,2576,FSR Investment - $14
M,47,429,2579,FSR Investment - $14
F,26,300,2580,FSR Investment - $14
A,2,20,2584,FSR Investment - $14
A,42,326,2587,FSR Investment - $14
A,9,109,2591,FSR Investment - $14
F,17,228,2597,FSR Investment - $14
B,6,86,2599,FSR Investment - $14
E,21,218,2605,FSR Investment - $14
E,20,316,2610,FSR Investment - $14
E,20,235,2611,FSR Investment - $14
B,46,505,2612,FSR Investment - $14
E,19,213,2613,FSR Investment - $14
A,3,27,2615,FSR Investment - $14
E,19,204,2619,FSR Investment - $14
A,3,101,2626,FSR Investment - $14
A,9,112,2627,FSR Investment - $14
A,3,28,2630,FSR Investment - $14
E,41,259,2638,FSR Investment - $14
E,19,204,2644,FSR Investment - $14
F,75,314,2645,FSR Investment - $14
E,20,317,2646,FSR Investment - $14
B,5,50,2649,FSR Investment - $14
B,46,384,2652,FSR Investment - $14
B,46,71,2653,FSR Investment - $14
E,41,257,2654,FSR Investment - $14
E,53,444,2658,FSR Investment - $14
E,20,317,2662,FSR Investment - $14
F,22,237,2663,FSR Investment - $14
F,22,231,2664,FSR Investment - $14
B,13,125,2665,FSR Investment - $14
B,5,55,2667,FSR Investment - $14
F,17,228,2674,FSR Investment - $14
E,20,216,2684,FSR Investment - $14
O,72,534,2685,FSR Investment - $14
O,72,534,2686,FSR Investment - $14
A,2,35,2687,FSR Investment - $14
B,5,45,2688,FSR Investment - $14
A,12,137,2690,FSR Investment - $14
F,75,320,2696,FSR Investment - $14
O,59,554,2699,FSR Investment - $14
E,40,333,2702,FSR Investment - $14
F,4,38,2703,FSR Investment - $14
F,26,298,2704,FSR Investment - $14
F,75,314,2705,FSR Investment - $14
B,13,125,2706,FSR Investment - $14
F,4,37,2712,FSR Investment - $14
A,14,3,2713,FSR Investment - $14
B,13,143,2715,FSR Investment - $14
B,13,141,2717,FSR Investment - $14
B,6,64,2718,FSR Investment - $14
B,13,140,2720,FSR Investment - $14
A,14,2,2723,FSR Investment - $14
B,6,63,2724,FSR Investment - $14
A,9,110,2727,FSR Investment - $14
E,25,275,2728,FSR Investment - $14
F,26,301,2730,FSR Investment - $14
O,59,554,2731,FSR Investment - $14
A,2,22,2732,FSR Investment - $14
A,3,32,2733,FSR Investment - $14
B,44,353,2734,FSR Investment - $14
A,14,14,2739,FSR Investment - $14
A,9,112,2740,FSR Investment - $14
O,72,534,2741,FSR Investment - $14
O,72,534,2742,FSR Investment - $14
O,72,492,2743,FSR Investment - $14
O,72,537,2744,FSR Investment - $14
O,72,537,2745,FSR Investment - $14
A,14,1,2748,FSR Investment - $14
A,2,18,2753,FSR Investment - $14
A,3,30,2754,FSR Investment - $14
B,13,140,2755,FSR Investment - $14
A,14,14,2760,FSR Investment - $14
E,20,311,2761,FSR Investment - $14
F,75,312,2762,FSR Investment - $14
B,6,569,2763,FSR Investment - $14
B,6,569,2765,FSR Investment - $14
B,6,87,2769,FSR Investment - $14
E,21,246,2771,FSR Investment - $14
F,26,300,2772,FSR Investment - $14
O,72,546,2773,FSR Investment - $14
M,56,400,2782,FSR Investment - $14
M,47,407,2784,FSR Investment - $14
E,25,249,2787,FSR Investment - $14
E,25,482,2788,FSR Investment - $14
A,9,108,2789,FSR Investment - $14
E,20,316,2792,FSR Investment - $14
F,26,308,2793,FSR Investment - $14
B,46,405,2794,FSR Investment - $14
A,9,111,2796,FSR Investment - $14
O,72,546,2801,FSR Investment - $14
B,44,352,2803,FSR Investment - $14
B,44,352,2804,FSR Investment - $14
F,75,314,2805,FSR Investment - $14
F,4,42,2806,FSR Investment - $14
F,75,320,2809,FSR Investment - $14
E,20,316,2810,FSR Investment - $14
A,2,21,2811,FSR Investment - $14
E,53,440,2813,FSR Investment - $14
A,9,110,2814,FSR Investment - $14
E,21,248,2819,FSR Investment - $14
B,13,131,2822,FSR Investment - $14
E,20,216,2823,FSR Investment - $14
E,53,435,2828,FSR Investment - $14
M,56,400,2831,FSR Investment - $14
F,75,320,2833,FSR Investment - $14
B,5,50,2834,FSR Investment - $14
O,64,528,2835,FSR Investment - $14
F,26,299,2836,FSR Investment - $14
O,72,538,2839,FSR Investment - $14
O,72,546,2840,FSR Investment - $14
A,9,89,2843,FSR Investment - $14
F,26,296,2845,FSR Investment - $14
E,20,316,2849,FSR Investment - $14
E,20,216,2852,FSR Investment - $14
O,72,546,2858,FSR Investment - $14
B,6,506,2864,FSR Investment - $14
E,19,203,2866,FSR Investment - $14
E,19,203,2867,FSR Investment - $14
E,19,203,2869,FSR Investment - $14
O,59,496,2870,FSR Investment - $14
O,64,533,2875,FSR Investment - $14
O,64,533,2876,FSR Investment - $14
O,64,533,2877,FSR Investment - $14
O,64,533,2878,FSR Investment - $14
O,64,507,2880,FSR Investment - $14
B,5,56,2883,FSR Investment - $14
O,59,496,2887,FSR Investment - $14
A,3,32,2890,FSR Investment - $14
B,44,410,2893,FSR Investment - $14
O,72,103,2907,FSR Investment - $14
F,26,309,2908,FSR Investment - $14
F,17,228,2909,FSR Investment - $14
E,20,208,2910,FSR Investment - $14
B,13,129,2913,FSR Investment - $14
E,20,215,2914,FSR Investment - $14
B,5,51,2918,FSR Investment - $14
O,64,542,2919,FSR Investment - $14
B,46,384,2924,FSR Investment - $14
B,5,56,2926,FSR Investment - $14
F,4,36,2928,FSR Investment - $14
F,26,310,2929,FSR Investment - $14
O,72,103,2930,FSR Investment - $14
A,2,122,2932,FSR Investment - $14
E,20,317,2933,FSR Investment - $14
E,25,273,2934,FSR Investment - $14
E,53,442,2936,FSR Investment - $14
B,13,132,2938,FSR Investment - $14
B,13,140,2939,FSR Investment - $14
O,64,542,2940,FSR Investment - $14
A,2,24,2941,FSR Investment - $14
A,9,109,2946,FSR Investment - $14
E,53,439,2958,FSR Investment - $14
A,9,108,2962,FSR Investment - $14
A,9,108,2963,FSR Investment - $14
E,20,215,2966,FSR Investment - $14
B,5,51,2973,FSR Investment - $14
O,64,561,2974,FSR Investment - $14
O,64,561,2975,FSR Investment - $14
O,64,561,2976,FSR Investment - $14
O,64,58,2977,FSR Investment - $14
B,5,44,2978,FSR Investment - $14
O,64,58,2979,FSR Investment - $14
B,5,479,2980,FSR Investment - $14
O,64,58,2981,FSR Investment - $14
O,64,533,2984,FSR Investment - $14
A,9,109,2987,FSR Investment - $14
A,2,120,2988,FSR Investment - $14
B,5,82,2991,FSR Investment - $14
B,6,62,2993,FSR Investment - $14
E,40,360,2994,FSR Investment - $14
O,64,504,2995,FSR Investment - $14
B,5,53,2996,FSR Investment - $14
O,72,537,2997,FSR Investment - $14
A,2,23,3008,FSR Investment - $14
O,72,488,3011,FSR Investment - $14
O,72,548,3013,FSR Investment - $14
B,5,49,3014,FSR Investment - $14
O,64,561,3015,FSR Investment - $14
O,64,543,3042,FSR Investment - $14
O,64,58,3043,FSR Investment - $14
B,5,50,3044,FSR Investment - $14
B,44,345,3055,FSR Investment - $14
B,6,506,3056,FSR Investment - $14
B,6,506,3057,FSR Investment - $14
B,6,86,3058,FSR Investment - $14
B,13,140,3059,FSR Investment - $14
B,13,140,3060,FSR Investment - $14
O,72,538,3062,FSR Investment - $14
A,2,20,3067,FSR Investment - $14
O,59,554,3069,FSR Investment - $14
O,59,554,3070,FSR Investment - $14
O,59,554,3071,FSR Investment - $14
O,59,554,3072,FSR Investment - $14
O,59,554,3074,FSR Investment - $14
A,14,15,3075,FSR Investment - $14
B,44,409,3103,FSR Investment - $14
O,72,488,3104,FSR Investment - $14
B,6,86,3106,FSR Investment - $14
B,6,506,3107,FSR Investment - $14
O,72,538,3111,FSR Investment - $14
B,6,77,3112,FSR Investment - $14
A,2,20,3118,FSR Investment - $14
O,64,58,3135,FSR Investment - $14
B,46,505,3136,FSR Investment - $14
O,61,491,3155,FSR Investment - $14
O,59,502,3156,FSR Investment - $14
O,59,502,3157,FSR Investment - $14
O,72,548,3161,FSR Investment - $14
A,9,553,3163,FSR Investment - $14
O,72,534,3164,FSR Investment - $14
B,13,125,3167,FSR Investment - $14
O,72,537,3168,FSR Investment - $14
B,5,83,3169,FSR Investment - $14
B,5,83,3170,FSR Investment - $14
F,26,296,3182,FSR Investment - $14
O,72,103,3183,FSR Investment - $14
O,72,544,3184,FSR Investment - $14
O,59,566,3185,FSR Investment - $14
A,2,20,3188,FSR Investment - $14
A,2,35,3191,FSR Investment - $14
A,2,35,3192,FSR Investment - $14
A,9,112,3197,FSR Investment - $14
O,64,561,3198,FSR Investment - $14
O,64,504,3199,FSR Investment - $14
A,2,19,3201,FSR Investment - $14
O,64,533,3202,FSR Investment - $14
O,64,561,3204,FSR Investment - $14
A,2,22,3205,FSR Investment - $14
E,25,275,3210,FSR Investment - $14
B,6,68,3213,FSR Investment - $14
F,75,289,3214,FSR Investment - $14
F,75,320,3215,FSR Investment - $14
F,75,289,3216,FSR Investment - $14
F,75,288,3219,FSR Investment - $14
A,2,35,3222,FSR Investment - $14
E,20,229,3223,FSR Investment - $14
B,5,583,3224,FSR Investment - $14
B,5,583,3225,FSR Investment - $14
B,6,65,3226,FSR Investment - $14
B,44,349,3229,FSR Investment - $14
A,42,324,3230,FSR Investment - $14
A,42,321,3231,FSR Investment - $14
A,2,123,3234,FSR Investment - $14
A,9,553,3235,FSR Investment - $14
O,72,538,3238,FSR Investment - $14
F,75,312,3243,FSR Investment - $14
E,53,442,3247,FSR Investment - $14
E,21,246,3255,FSR Investment - $14
E,20,216,3262,FSR Investment - $14
F,75,288,3265,FSR Investment - $14
E,53,440,3268,FSR Investment - $14
E,20,311,3270,FSR Investment - $14
A,14,13,3271,FSR Investment - $14
B,5,50,3274,FSR Investment - $14
O,64,533,3275,FSR Investment - $14
B,6,77,3279,FSR Investment - $14
B,44,409,3283,FSR Investment - $14
B,5,44,3284,FSR Investment - $14
B,5,44,3285,FSR Investment - $14
B,5,52,3286,FSR Investment - $14
O,64,504,3287,FSR Investment - $14
B,13,131,3288,FSR Investment - $14
B,44,356,3295,FSR Investment - $14
B,6,64,3296,FSR Investment - $14
B,6,67,3297,FSR Investment - $14
B,6,60,3298,FSR Investment - $14
O,59,502,3299,FSR Investment - $14
E,21,222,3300,FSR Investment - $14
B,6,64,3302,FSR Investment - $14
E,20,311,3303,FSR Investment - $14
F,26,298,3304,FSR Investment - $14
F,26,298,3305,FSR Investment - $14
A,3,97,3307,FSR Investment - $14
A,9,553,3311,FSR Investment - $14
O,64,526,3317,FSR Investment - $14
B,5,81,3319,FSR Investment - $14
B,6,80,3320,FSR Investment - $14
E,53,442,3322,FSR Investment - $14
E,53,444,3324,FSR Investment - $14
O,64,533,3327,FSR Investment - $14
E,19,200,3328,FSR Investment - $14
O,59,502,3330,FSR Investment - $14
A,42,327,3331,FSR Investment - $14
O,59,497,3338,FSR Investment - $14
O,64,507,3340,FSR Investment - $14
O,64,561,3341,FSR Investment - $14
A,9,116,3347,FSR Investment - $14
A,9,107,3348,FSR Investment - $14
E,41,254,3363,FSR Investment - $14
A,9,111,3372,FSR Investment - $14
B,5,74,3381,FSR Investment - $14
B,46,70,3383,FSR Investment - $14
B,46,70,3384,FSR Investment - $14
O,64,526,3385,FSR Investment - $14
A,14,3,3386,FSR Investment - $14
A,2,25,3388,FSR Investment - $14
A,2,25,3389,FSR Investment - $14
B,6,68,3390,FSR Investment - $14
B,6,87,3391,FSR Investment - $14
O,64,58,3392,FSR Investment - $14
M,47,429,3395,FSR Investment - $14
A,9,553,3397,FSR Investment - $14
A,2,19,3401,FSR Investment - $14
A,2,19,3402,FSR Investment - $14
A,2,26,3403,FSR Investment - $14
B,5,51,3406,FSR Investment - $14
O,59,500,3411,FSR Investment - $14
O,72,548,3414,FSR Investment - $14
A,9,104,3415,FSR Investment - $14
A,9,112,3418,FSR Investment - $14
O,64,58,3419,FSR Investment - $14
B,46,385,3423,FSR Investment - $14
O,72,544,3424,FSR Investment - $14
B,6,63,3425,FSR Investment - $14
B,46,387,3427,FSR Investment - $14
B,44,352,3430,FSR Investment - $14
B,5,48,3431,FSR Investment - $14
B,5,49,3432,FSR Investment - $14
B,5,49,3433,FSR Investment - $14
E,25,249,3435,FSR Investment - $14
A,14,15,3439,FSR Investment - $14
O,59,496,3442,FSR Investment - $14
O,64,528,3449,FSR Investment - $14
O,64,528,3450,FSR Investment - $14
O,64,562,3452,FSR Investment - $14
O,59,500,3456,FSR Investment - $14
O,64,507,3457,FSR Investment - $14
E,19,200,3458,FSR Investment - $14
E,25,278,3460,FSR Investment - $14
A,2,24,3462,FSR Investment - $14
A,9,114,3463,FSR Investment - $14
A,2,26,3471,FSR Investment - $14
O,72,534,3479,FSR Investment - $14
E,20,311,3480,FSR Investment - $14
B,5,51,3482,FSR Investment - $14
B,13,129,3483,FSR Investment - $14
A,14,14,3484,FSR Investment - $14
A,2,18,3485,FSR Investment - $14
E,21,218,3486,FSR Investment - $14
E,53,435,3488,FSR Investment - $14
B,44,409,3492,FSR Investment - $14
E,53,444,3497,FSR Investment - $14
E,53,442,3499,FSR Investment - $14
B,6,60,3500,FSR Investment - $14
F,26,308,3503,FSR Investment - $14
E,53,441,3505,FSR Investment - $14
O,64,507,3508,FSR Investment - $14
O,64,562,3509,FSR Investment - $14
B,6,62,3510,FSR Investment - $14
O,64,526,3512,FSR Investment - $14
O,64,526,3517,FSR Investment - $14
B,46,88,3518,FSR Investment - $14
O,64,504,3521,FSR Investment - $14
A,9,104,3526,FSR Investment - $14
A,9,107,3527,FSR Investment - $14
B,13,143,3528,FSR Investment - $14
E,25,249,3529,FSR Investment - $14
O,64,561,3530,FSR Investment - $14
A,9,92,3538,FSR Investment - $14
O,64,562,3542,FSR Investment - $14
B,6,80,3567,FSR Investment - $14
B,5,83,3569,FSR Investment - $14
A,3,30,3570,FSR Investment - $14
B,6,62,3572,FSR Investment - $14
O,64,504,3574,FSR Investment - $14
O,64,562,3579,FSR Investment - $14
E,20,216,3581,FSR Investment - $14
B,6,64,3584,FSR Investment - $14
B,6,68,3585,FSR Investment - $14
F,75,291,3588,FSR Investment - $14
B,6,68,3591,FSR Investment - $14
O,64,58,3594,FSR Investment - $14
F,26,310,3595,FSR Investment - $14
B,46,384,3596,FSR Investment - $14
E,25,270,3597,FSR Investment - $14
O,59,500,3600,FSR Investment - $14
E,25,275,3602,FSR Investment - $14
O,59,509,3603,FSR Investment - $14
O,59,509,3605,FSR Investment - $14
E,20,209,3608,FSR Investment - $14
A,2,19,3609,FSR Investment - $14
A,2,26,3611,FSR Investment - $14
F,26,296,3612,FSR Investment - $14
O,59,509,3614,FSR Investment - $14
O,64,533,3615,FSR Investment - $14
B,13,128,3616,FSR Investment - $14
O,59,498,3619,FSR Investment - $14
A,2,23,3621,FSR Investment - $14
O,59,509,3622,FSR Investment - $14
B,46,88,3623,FSR Investment - $14
A,9,109,3625,FSR Investment - $14
F,26,308,3626,FSR Investment - $14
A,2,21,3627,FSR Investment - $14
O,59,497,3628,FSR Investment - $14
B,5,44,3631,FSR Investment - $14
O,59,498,3635,FSR Investment - $14
O,64,533,3637,FSR Investment - $14
O,59,497,3638,FSR Investment - $14
B,6,65,3640,FSR Investment - $14
O,64,58,3653,FSR Investment - $14
O,72,534,3654,FSR Investment - $14
F,26,298,3658,FSR Investment - $14
A,2,119,3659,FSR Investment - $14
A,2,120,3660,FSR Investment - $14
O,64,526,3661,FSR Investment - $14
F,26,302,3701,FSR Investment - $14
O,64,543,3703,FSR Investment - $14
A,2,19,3709,FSR Investment - $14
A,2,20,3710,FSR Investment - $14
E,20,215,3722,FSR Investment - $14
O,72,537,3723,FSR Investment - $14
O,59,497,3724,FSR Investment - $14
O,64,541,3727,FSR Investment - $14
B,46,385,3731,FSR Investment - $14
B,46,385,3732,FSR Investment - $14
O,64,541,3736,FSR Investment - $14
E,20,227,3738,FSR Investment - $14
A,2,19,3741,FSR Investment - $14
O,64,542,3743,FSR Investment - $14
O,64,542,3745,FSR Investment - $14
O,64,542,3746,FSR Investment - $14
A,2,26,3748,FSR Investment - $14
A,3,32,3750,FSR Investment - $14
O,64,542,3752,FSR Investment - $14
B,46,505,3763,FSR Investment - $14
B,5,45,3764,FSR Investment - $14
F,75,314,3768,FSR Investment - $14
F,75,312,3770,FSR Investment - $14
E,20,311,3772,FSR Investment - $14
B,5,479,3773,FSR Investment - $14
A,2,23,3775,FSR Investment - $14
B,5,56,3777,FSR Investment - $14
E,25,482,3781,FSR Investment - $14
A,14,14,3785,FSR Investment - $14
A,2,25,3786,FSR Investment - $14
E,19,202,3791,FSR Investment - $14
E,19,213,3809,FSR Investment - $14
B,5,81,3816,FSR Investment - $14
F,26,302,3825,FSR Investment - $14
B,46,71,3826,FSR Investment - $14
B,6,64,3827,FSR Investment - $14
B,5,46,3828,FSR Investment - $14
F,4,124,3829,FSR Investment - $14
F,75,288,3831,FSR Investment - $14
A,2,119,3835,FSR Investment - $14
E,53,263,3837,FSR Investment - $14
E,20,227,3838,FSR Investment - $14
E,21,222,3840,FSR Investment - $14
E,21,246,3851,FSR Investment - $14
F,4,124,3852,FSR Investment - $14
A,9,108,3858,FSR Investment - $14
E,20,208,3860,FSR Investment - $14
F,26,302,3864,FSR Investment - $14
A,42,127,3868,FSR Investment - $14
O,64,58,3870,FSR Investment - $14
A,2,18,3874,FSR Investment - $14
E,19,200,3876,FSR Investment - $14
A,3,93,3877,FSR Investment - $14
B,6,80,3886,FSR Investment - $14
A,9,115,3887,FSR Investment - $14
B,6,86,3888,FSR Investment - $14
F,26,299,3889,FSR Investment - $14
O,72,103,3935,FSR Investment - $14
O,59,498,3959,FSR Investment - $14
O,72,544,3990,FSR Investment - $14
O,64,561,4046,FSR Investment - $14
O,64,541,4048,FSR Investment - $14
O,59,494,4053,FSR Investment - $14
O,59,494,4054,FSR Investment - $14
B,6,87,4055,FSR Investment - $14
O,64,528,4056,FSR Investment - $14
O,72,538,4057,FSR Investment - $14
F,75,289,4064,FSR Investment - $14
F,26,300,4065,FSR Investment - $14
B,6,86,4102,FSR Investment - $14
B,6,77,4103,FSR Investment - $14
O,64,504,4104,FSR Investment - $14
O,64,526,4105,FSR Investment - $14
A,42,323,4108,FSR Investment - $14
B,6,65,4111,FSR Investment - $14
B,6,569,4112,FSR Investment - $14
O,64,542,4114,FSR Investment - $14
B,6,87,4115,FSR Investment - $14
O,72,537,4128,FSR Investment - $14
B,13,128,4129,FSR Investment - $14
B,5,82,4130,FSR Investment - $14
B,6,506,4131,FSR Investment - $14
O,72,103,4140,FSR Investment - $14
O,72,548,4141,FSR Investment - $14
A,3,30,4144,FSR Investment - $14
O,59,497,4145,FSR Investment - $14
O,59,500,4147,FSR Investment - $14
O,59,500,4157,FSR Investment - $14
A,9,110,4161,FSR Investment - $14
B,6,506,4162,FSR Investment - $14
B,5,82,4163,FSR Investment - $14
B,5,55,4164,FSR Investment - $14
B,5,479,4165,FSR Investment - $14
A,2,121,4166,FSR Investment - $14
A,42,326,4168,FSR Investment - $14
O,64,561,4182,FSR Investment - $14
B,6,85,4183,FSR Investment - $14
A,2,24,4185,FSR Investment - $14
A,12,137,4187,FSR Investment - $14
O,59,566,4188,FSR Investment - $14
O,72,544,4189,FSR Investment - $14
O,64,542,4193,FSR Investment - $14
B,6,84,4194,FSR Investment - $14
B,44,352,4195,FSR Investment - $14
A,3,16,4200,FSR Investment - $14
B,46,385,4201,FSR Investment - $14
O,59,554,4206,FSR Investment - $14
O,72,545,4210,FSR Investment - $14
B,5,55,4215,FSR Investment - $14
E,25,580,4216,FSR Investment - $14
B,5,82,4219,FSR Investment - $14
O,59,502,4220,FSR Investment - $14
A,2,122,4223,FSR Investment - $14
A,2,119,4226,FSR Investment - $14
E,25,251,4235,FSR Investment - $14
B,5,53,4240,FSR Investment - $14
B,44,352,4241,FSR Investment - $14
F,26,297,4250,FSR Investment - $14
F,75,291,4258,FSR Investment - $14
E,25,272,4259,FSR Investment - $14
A,9,107,4260,FSR Investment - $14
A,9,89,4262,FSR Investment - $14
F,26,300,4273,FSR Investment - $14
E,20,316,4277,FSR Investment - $14
E,20,317,4278,FSR Investment - $14
B,5,44,4279,FSR Investment - $14
A,3,16,4283,FSR Investment - $14
B,13,134,4295,FSR Investment - $14
B,6,59,4298,FSR Investment - $14
B,46,71,4299,FSR Investment - $14
A,9,553,4303,FSR Investment - $14
A,14,8,4318,FSR Investment - $14
B,44,409,4321,FSR Investment - $14
A,14,13,4330,FSR Investment - $14
A,14,1,4333,FSR Investment - $14
B,46,387,4341,FSR Investment - $14
F,22,237,4348,FSR Investment - $14
F,75,287,4350,FSR Investment - $14
O,72,545,4357,FSR Investment - $14
O,64,526,4366,FSR Investment - $14
O,64,542,4367,FSR Investment - $14
A,3,93,4368,FSR Investment - $14
O,64,542,4371,FSR Investment - $14
F,75,320,4372,FSR Investment - $14
O,64,542,4373,FSR Investment - $14
O,72,534,4375,FSR Investment - $14
O,72,534,4376,FSR Investment - $14
O,72,488,4380,FSR Investment - $14
F,4,36,4384,FSR Investment - $14
O,64,507,4390,FSR Investment - $14
A,14,8,4407,FSR Investment - $14
A,2,22,4409,FSR Investment - $14
E,41,152,4414,FSR Investment - $14
O,64,526,4415,FSR Investment - $14
B,6,67,4416,FSR Investment - $14
E,25,251,4417,FSR Investment - $14
F,4,41,4420,FSR Investment - $14
O,72,546,4421,FSR Investment - $14
O,72,546,4426,FSR Investment - $14
A,3,97,4427,FSR Investment - $14
O,72,548,4434,FSR Investment - $14
A,2,24,4436,FSR Investment - $14
F,4,41,4440,FSR Investment - $14
O,72,488,4441,FSR Investment - $14
O,59,497,4443,FSR Investment - $14
O,59,497,4445,FSR Investment - $14
A,9,107,4446,FSR Investment - $14
O,59,497,4452,FSR Investment - $14
O,64,504,4453,FSR Investment - $14
F,4,38,4457,FSR Investment - $14
F,26,299,4458,FSR Investment - $14
F,26,301,4459,FSR Investment - $14
A,42,324,4460,FSR Investment - $14
E,41,259,4461,FSR Investment - $14
O,64,504,4464,FSR Investment - $14
O,64,562,4465,FSR Investment - $14
O,64,562,4466,FSR Investment - $14
O,64,562,4468,FSR Investment - $14
O,72,538,4470,FSR Investment - $14
A,2,20,4472,FSR Investment - $14
F,26,308,4477,FSR Investment - $14
O,72,538,4478,FSR Investment - $14
F,26,297,4484,FSR Investment - $14
A,2,39,4487,FSR Investment - $14
A,14,13,4497,FSR Investment - $14
O,72,103,4498,FSR Investment - $14
F,26,299,4499,FSR Investment - $14
E,20,235,4501,FSR Investment - $14
B,5,49,4503,FSR Investment - $14
O,72,544,4504,FSR Investment - $14
F,4,41,4506,FSR Investment - $14
B,6,80,4508,FSR Investment - $14
B,5,48,4509,FSR Investment - $14
E,25,279,4511,FSR Investment - $14
B,6,65,4512,FSR Investment - $14
O,72,537,4516,FSR Investment - $14
O,72,546,4517,FSR Investment - $14
O,72,546,4519,FSR Investment - $14
A,3,97,4520,FSR Investment - $14
F,4,41,4521,FSR Investment - $14
O,72,546,4525,FSR Investment - $14
B,6,63,4526,FSR Investment - $14
O,72,546,4527,FSR Investment - $14
O,59,498,4528,FSR Investment - $14
A,12,145,4533,FSR Investment - $14
B,6,67,4538,FSR Investment - $14
O,59,500,4545,FSR Investment - $14
O,72,488,4546,FSR Investment - $14
B,5,82,4554,FSR Investment - $14
A,2,25,4558,FSR Investment - $14
O,72,488,4560,FSR Investment - $14
O,72,103,4563,FSR Investment - $14
F,26,299,4564,FSR Investment - $14
O,72,559,4565,FSR Investment - $14
O,64,542,4577,FSR Investment - $14
O,72,537,4579,FSR Investment - $14
O,72,544,4580,FSR Investment - $14
A,14,1,4581,FSR Investment - $14
O,72,545,4582,FSR Investment - $14
A,2,35,4583,FSR Investment - $14
O,64,507,4585,FSR Investment - $14
O,64,543,4586,FSR Investment - $14
O,72,103,4595,FSR Investment - $14
B,46,387,4601,FSR Investment - $14
O,64,542,4605,FSR Investment - $14
B,44,356,4615,FSR Investment - $14
A,2,18,4616,FSR Investment - $14
O,72,103,4617,FSR Investment - $14
O,64,562,4618,FSR Investment - $14
O,72,492,4619,FSR Investment - $14
F,75,288,4623,FSR Investment - $14
O,61,491,4625,FSR Investment - $14
O,59,485,4626,FSR Investment - $14
B,5,52,4627,FSR Investment - $14
A,2,121,4635,FSR Investment - $14
F,75,314,4636,FSR Investment - $14
