Store,,JUL,73,YTD,74,JUL,75,YTD,76,JUL,77,YTD,78,JUL,79,YTD,80,L12 Mths,81,L12 Mths,82,JUL,83,YTD,84,JUL,85,YTD,86,JUL,87,YTD,88,JUL,89,YTD,90,JUL,91,YTD,92
772,,7.46%,,7.49%,,-21.34%,R,-5.04%,,-9.90%,,2.77%,,-44.31%,R,-33.34%,R,4.29,R,4.29,R,36.44%,,42.85%,,11.23%,G,7.39%,G,10.22%,R,16.59%,R,0:41:46,,0:38:51,,2190/2578,R,1678/2578,
2066,,2.87%,,26.90%,G,-11.06%,,38.09%,G,-2.31%,,63.69%,G,-45.40%,R,-11.05%,,4.50,,4.50,,45.58%,,37.87%,,0.00%,R,0.79%,,8.56%,R,13.77%,R,0:57:36,,0:34:43,,2264/2578,R,232/2578,G
3296,,33.97%,G,27.66%,G,44.14%,G,33.46%,G,26.90%,G,19.31%,,6.78%,G,8.35%,G,4.54,,4.54,,49.52%,,48.80%,,0.90%,,0.58%,,65.40%,,74.00%,G,0:46:18,,0:41:38,,65/2578,G,126/2578,G
3302,,17.65%,G,13.54%,G,24.61%,G,39.53%,G,7.89%,,36.38%,G,-5.70%,,-8.00%,,4.47,,4.47,,22.80%,R,23.83%,R,3.65%,G,4.54%,G,59.34%,,58.56%,,0:50:03,,0:42:01,,371/2578,G,230/2578,G
Total,B,15.29%,G,17.40%,G,6.75%,G,23.95%,G,5.44%,,24.94%,G,-21.28%,R,-11.46%,,4.47,,4.47,,35.12%,R,35.60%,R,4.15%,G,3.34%,G,44.87%,,45.77%,,0:48:07,,0:39:25,,83/394,,22/394,G
344,,2.78%,,1.13%,,3.17%,,3.99%,,-3.85%,,0.00%,,-16.45%,,-14.82%,,<5 Reviews,,<5 Reviews,,81.54%,G,80.32%,G,2.33%,,1.37%,,79.69%,G,74.77%,G,0:49:50,,0:39:37,,1340/2578,,1302/2578,
768,,8.59%,,8.07%,,7.81%,,3.23%,,1.77%,,-9.64%,R,-17.71%,,-9.44%,,4.70,,4.70,,45.44%,,45.05%,,0.62%,,0.47%,,24.61%,,23.08%,,0:51:53,,0:43:40,,1199/2578,,1308/2578,
1040,,4.50%,,1.25%,,-0.10%,,8.16%,,0.57%,,10.53%,,-17.62%,,-16.81%,,4.64,,4.64,,39.77%,,47.47%,,1.69%,,0.88%,,15.81%,R,18.97%,R,0:50:30,,0:40:52,,1606/2578,,1305/2578,
3226,,9.36%,,9.41%,,1.68%,,17.47%,G,0.31%,,19.91%,,6.30%,G,3.61%,G,4.00,R,4.00,R,50.64%,,54.83%,,1.08%,,0.59%,,20.03%,R,20.80%,R,0:45:41,,0:42:42,,1117/2578,,516/2578,G
4111,,28.33%,G,27.83%,G,15.56%,G,44.76%,G,-5.10%,,33.65%,G,15.49%,G,27.80%,G,4.45,,4.45,,50.91%,,54.17%,,0.77%,,1.60%,,47.27%,,54.51%,,1:11:49,R,1:02:34,R,459/2578,G,118/2578,G
4512,,22.49%,G,24.98%,G,5.54%,,29.51%,G,-0.68%,,27.68%,G,-10.54%,,6.39%,G,4.00,R,4.00,R,45.03%,,43.69%,,1.71%,,1.16%,,64.40%,,54.35%,,0:58:08,R,0:55:38,R,750/2578,,243/2578,G
5246,,8.83%,,4.50%,,-11.52%,,2.38%,,-20.21%,R,-2.39%,,-11.88%,,-20.80%,,<5 Reviews,,<5 Reviews,,52.06%,,55.37%,G,0.65%,,0.65%,,20.22%,R,31.12%,,0:26:23,G,0:26:23,G,1665/2578,,1338/2578,
Total,B,11.22%,,9.99%,G,3.79%,,14.53%,G,-2.47%,,10.02%,,-8.02%,,-4.37%,G,4.42,,4.42,,50.87%,,53.24%,G,1.23%,,0.90%,,36.18%,,37.14%,,0:51:02,,0:44:56,,133/394,,58/394,G
703,,15.73%,G,9.46%,,18.39%,G,24.63%,G,15.48%,G,29.04%,G,-1.84%,,-4.53%,,4.40,,4.40,,51.64%,,57.59%,G,0.28%,,2.32%,,35.21%,,26.20%,,0:34:23,,0:37:18,,288/2578,G,266/2578,G
2257,,12.64%,,7.59%,,-31.40%,R,-2.74%,,-84.67%,R,-11.47%,R,27.10%,G,-10.24%,,4.43,,4.43,,29.91%,R,29.71%,R,7.95%,G,0.94%,,19.02%,R,22.35%,R,0:49:39,,0:56:45,R,1895/2578,,1769/2578,
3297,,17.44%,G,11.52%,G,25.43%,G,12.57%,,28.29%,G,5.55%,,7.06%,G,-8.96%,,4.25,R,4.25,R,46.15%,,45.48%,,3.30%,G,2.33%,,35.99%,,41.63%,,0:59:57,R,0:49:40,,254/2578,G,727/2578,
4538,,24.50%,G,25.45%,G,10.48%,,17.68%,G,-3.72%,,3.27%,,-7.11%,,-2.57%,,3.70,R,3.70,R,44.13%,,43.64%,,0.52%,,0.81%,,22.78%,,20.42%,R,1:04:06,R,1:05:37,R,866/2578,,734/2578,
5045,,21.55%,G,13.50%,G,13.65%,G,24.69%,G,5.26%,,17.64%,,9.71%,G,9.09%,G,4.62,,4.62,,40.12%,,43.65%,,2.20%,,0.68%,,11.11%,R,19.81%,R,0:34:37,,0:36:08,,274/2578,G,263/2578,G
5091,,7.67%,,9.57%,,-12.93%,,11.91%,,-5.06%,,16.85%,,-40.25%,R,-22.31%,R,4.00,R,4.00,R,40.00%,,52.69%,,0.16%,R,0.32%,R,1.05%,R,5.22%,R,0:38:50,,0:39:26,,2145/2578,R,951/2578,
Total,B,16.31%,G,12.80%,G,1.81%,,14.18%,G,-11.67%,R,9.01%,,-1.27%,G,-6.51%,,4.22,R,4.22,R,40.20%,,43.33%,,1.62%,,1.12%,,20.10%,R,22.11%,R,0:46:19,,0:46:46,,147/394,,88/394,
351,,17.83%,G,17.94%,G,1.17%,,15.17%,G,0.30%,,9.65%,,-14.38%,,-1.59%,,4.00,R,4.00,R,57.42%,G,63.04%,G,3.27%,G,3.55%,G,11.33%,R,21.23%,R,0:51:48,,0:46:43,,1013/2578,,426/2578,G
400,,5.69%,,5.40%,,-13.86%,R,6.94%,,-16.75%,R,7.58%,,-22.70%,,-5.10%,,4.30,,4.30,,36.72%,,37.69%,,0.47%,,0.27%,R,39.74%,,43.87%,,0:52:04,,0:43:41,,2217/2578,R,1155/2578,
3213,,6.40%,,8.75%,,-13.57%,R,12.88%,,-5.00%,,8.43%,,-19.24%,,-1.01%,G,4.32,,4.32,,51.65%,,61.45%,G,0.34%,,0.72%,,45.99%,,53.85%,,0:47:47,,0:41:58,,1988/2578,,574/2578,
3390,,7.09%,,9.62%,,-11.62%,,13.39%,,-16.77%,R,8.25%,,-21.56%,,1.35%,G,5.00,G,5.00,G,46.39%,,50.42%,,2.99%,G,2.05%,,35.74%,,36.17%,,0:37:38,,0:35:24,,1735/2578,,354/2578,G
3585,,16.42%,G,16.81%,G,7.48%,,24.10%,G,4.65%,,35.05%,G,8.09%,G,3.17%,G,4.83,G,4.83,G,40.14%,,42.94%,,0.25%,,0.91%,,8.16%,R,16.72%,R,0:34:58,,0:33:25,,546/2578,,156/2578,G
3591,,6.56%,,0.58%,,6.58%,,-0.74%,,10.29%,,11.75%,,-26.42%,R,-25.99%,R,4.83,G,4.83,G,61.36%,G,60.96%,G,1.30%,,1.07%,,41.82%,,42.52%,,0:31:04,G,0:34:13,,829/2578,,1446/2578,
5287,,7.73%,,11.53%,G,8.71%,,25.41%,G,18.83%,G,22.90%,G,-5.50%,,9.25%,G,5.00,G,5.00,G,63.71%,G,71.17%,G,1.63%,,3.65%,G,73.41%,,78.24%,G,0:26:22,G,0:22:55,G,357/2578,G,12/2578,G
Total,B,8.46%,,8.73%,G,-3.84%,,13.19%,G,-1.61%,,13.75%,,-15.94%,,-3.02%,G,4.54,,4.54,,49.98%,,54.89%,G,1.24%,,1.60%,,38.67%,,44.71%,,0:40:13,,0:36:56,,231/394,,23/394,G
290,,17.52%,G,5.77%,,28.99%,G,12.60%,,28.06%,G,23.88%,G,0.00%,,-9.55%,,5.00,G,5.00,G,48.49%,,50.65%,,0.80%,,2.08%,,32.78%,,35.94%,,0:50:24,,0:41:01,,175/2578,G,575/2578,
757,,16.98%,G,6.36%,,-12.14%,,-3.36%,,-18.80%,R,-4.43%,,-24.28%,,-23.91%,R,5.00,G,5.00,G,48.10%,,57.68%,G,0.20%,,0.53%,,37.03%,,39.08%,,1:05:37,R,0:56:53,R,1771/2578,,1705/2578,
901,,5.44%,,8.28%,,-0.48%,,1.28%,,8.65%,,3.45%,,-23.41%,,-10.09%,,4.13,R,4.13,R,55.33%,,59.21%,G,0.13%,R,0.29%,R,43.58%,,28.62%,,0:42:26,,0:44:00,,1515/2578,,1280/2578,
1313,,9.02%,,4.44%,,15.88%,G,14.76%,,11.14%,,12.08%,,-6.58%,,-15.77%,,4.10,R,4.10,R,31.87%,R,33.92%,R,1.49%,,2.46%,,22.01%,R,31.99%,,0:53:29,,1:07:18,R,907/2578,,1179/2578,
3112,,21.72%,G,11.76%,G,15.69%,G,20.52%,G,17.74%,G,22.07%,G,-1.52%,,-18.17%,,4.70,,4.70,,52.90%,,49.86%,,1.66%,,0.58%,,33.20%,,38.51%,,0:35:11,,0:37:52,,143/2578,G,442/2578,G
3279,,10.76%,,4.71%,,2.80%,,-7.44%,,0.32%,,-9.47%,R,-32.74%,R,-31.21%,R,4.00,R,4.00,R,45.72%,,37.15%,,0.96%,,2.00%,,1.97%,R,2.08%,R,0:51:57,,0:57:33,R,1495/2578,,2230/2578,R
4103,,5.87%,,3.15%,,-3.88%,,5.93%,,-4.03%,,7.32%,,-21.49%,,-20.96%,,<5 Reviews,,<5 Reviews,,36.49%,,32.49%,R,0.23%,,0.46%,,26.69%,,40.35%,,1:05:46,R,0:58:43,R,1986/2578,,1654/2578,
5144,,21.88%,G,16.01%,G,16.75%,G,21.27%,G,11.20%,,20.07%,,12.27%,G,0.55%,G,4.40,,4.40,,57.88%,G,60.34%,G,2.05%,,3.59%,G,90.68%,G,95.63%,G,0:40:34,,0:37:32,,108/2578,G,91/2578,G
5245,,9.06%,,3.96%,,-13.36%,,-14.21%,R,-14.67%,R,-8.86%,R,-14.60%,,-17.93%,,3.90,R,3.90,R,25.98%,R,22.98%,R,0.48%,,0.56%,,36.75%,,29.51%,,1:23:16,R,1:22:09,R,2188/2578,R,2369/2578,R
Total,B,11.97%,,6.62%,,3.12%,,3.87%,,2.12%,,4.88%,,-14.94%,,-16.85%,,4.36,,4.36,,43.01%,,43.50%,,0.91%,,1.37%,,35.79%,,35.32%,,0:54:17,R,0:55:50,R,159/394,,238/394,
440,,11.07%,,4.59%,,3.20%,,5.51%,,21.07%,G,16.24%,,-19.23%,,-19.77%,,4.74,,4.74,,73.02%,G,71.64%,G,0.42%,,0.52%,,41.59%,,45.82%,,0:56:17,,0:51:14,,956/2578,,1170/2578,
442,,1.69%,,0.49%,,-12.33%,,0.42%,,-6.71%,,2.51%,,-22.08%,,-18.34%,,4.42,,4.42,,47.56%,,47.61%,,0.71%,,0.29%,R,39.41%,,34.72%,,0:34:23,,0:19:00,G,2009/2578,,1561/2578,
458,,1.53%,R,-0.72%,,7.78%,,14.29%,,11.79%,,21.49%,,-12.24%,,-11.75%,,4.80,G,4.80,G,53.38%,,51.61%,,0.72%,,1.06%,,32.90%,,33.12%,,0:34:59,,0:33:09,,1007/2578,,849/2578,
464,,9.03%,,5.27%,,6.20%,,16.82%,G,6.71%,,16.84%,,-13.07%,,-4.46%,,4.22,R,4.22,R,53.13%,,56.24%,G,3.28%,G,1.79%,,30.83%,,27.45%,,0:29:38,G,0:26:10,G,754/2578,,457/2578,G
470,,4.11%,,8.75%,,-10.22%,,-2.87%,,-10.72%,,0.47%,,-35.94%,R,-26.31%,R,4.64,,4.64,,49.83%,,49.91%,,5.75%,G,1.46%,,72.28%,,63.40%,,0:46:07,,0:47:02,,1915/2578,,1458/2578,
791,,5.38%,,-0.30%,,-1.69%,,2.94%,,-2.03%,,3.44%,,-18.38%,,-21.69%,R,4.60,,4.60,,53.35%,,51.15%,,0.34%,,0.44%,,45.84%,,42.38%,,0:28:25,G,0:16:01,G,1351/2578,,1436/2578,
1494,,6.79%,,4.94%,,-18.19%,R,-0.79%,,-18.90%,R,3.50%,,-19.39%,,-16.73%,,4.56,,4.56,,47.83%,,53.00%,,0.93%,,1.04%,,72.46%,,75.25%,G,1:15:50,R,1:04:04,R,2137/2578,R,1509/2578,
5460,,1.33%,R,-3.42%,R,-21.46%,R,-19.58%,R,-18.85%,R,-11.95%,R,-15.00%,,-28.22%,R,4.70,,4.70,,47.48%,,47.35%,,0.86%,,1.07%,,13.87%,R,22.60%,,1:33:45,R,1:11:18,R,2379/2578,R,2488/2578,R
Total,B,5.35%,,2.78%,,-5.69%,,2.57%,,-3.97%,,6.02%,,-19.54%,R,-17.99%,R,4.56,,4.56,,53.34%,G,53.83%,G,1.96%,,1.02%,,43.78%,,43.55%,,0:46:36,,0:38:54,,302/394,,222/394,
395,,31.95%,G,21.67%,G,-10.28%,,2.79%,,2.77%,,8.49%,,-5.20%,,-8.66%,,3.25,R,3.25,R,46.67%,,48.98%,,3.93%,G,5.48%,G,3.33%,R,7.72%,R,1:05:05,R,1:01:25,R,1357/2578,,1032/2578,
397,,33.16%,G,22.97%,G,11.84%,,12.03%,,-1.20%,,6.19%,,-18.06%,,-6.12%,,4.44,,4.44,,49.59%,,48.45%,,0.91%,,1.29%,,13.50%,R,10.73%,R,0:44:17,,0:47:23,,644/2578,,647/2578,
429,,20.52%,G,14.88%,G,17.42%,G,27.33%,G,12.72%,,25.32%,G,-7.66%,,-7.20%,,4.71,,4.71,,47.32%,,51.66%,,1.76%,,1.55%,,31.46%,,19.60%,R,0:42:39,,0:45:37,,269/2578,G,272/2578,G
452,,11.28%,,13.80%,G,-10.85%,,5.73%,,-9.29%,,6.94%,,-13.87%,,-3.64%,,4.44,,4.44,,43.54%,,45.77%,,3.15%,G,5.56%,G,31.61%,,28.59%,,1:22:21,R,1:06:13,R,1801/2578,,871/2578,
1958,,7.96%,,7.80%,,-4.23%,,-3.93%,,-11.50%,,-3.42%,,-16.40%,,-16.03%,,5.00,G,5.00,G,57.18%,,62.90%,G,0.69%,,1.66%,,42.96%,,48.83%,,0:35:31,,0:35:47,,1363/2578,,1201/2578,
3320,,9.26%,,7.43%,,-8.51%,,5.02%,,-6.61%,,-1.08%,,-27.23%,R,-17.78%,,4.40,,4.40,,31.29%,R,31.44%,R,0.57%,,0.71%,,6.75%,R,4.89%,R,0:48:27,,0:41:49,,2001/2578,,1470/2578,
3567,,30.38%,G,25.86%,G,2.85%,,19.32%,G,-0.85%,,15.29%,,-9.84%,,-8.65%,,<5 Reviews,,<5 Reviews,,34.91%,,39.14%,,2.28%,,1.58%,,37.09%,,50.31%,,1:26:19,R,1:18:09,R,951/2578,,510/2578,G
3886,,10.93%,,7.05%,,-5.24%,,7.94%,,-7.59%,,2.37%,,-15.03%,,-13.34%,,4.29,R,4.29,R,47.64%,,41.29%,,0.58%,,0.87%,,10.85%,R,16.57%,R,0:57:09,,0:45:45,,1718/2578,,1243/2578,
4508,,3.65%,,4.92%,,-9.46%,,4.50%,,-9.26%,,5.99%,,-32.58%,R,-20.11%,,4.43,,4.43,,52.14%,,54.36%,,7.08%,G,7.89%,G,55.95%,,38.91%,,0:41:14,,0:37:29,,1879/2578,,1124/2578,
5165,,14.35%,,8.63%,,3.53%,,8.58%,,-2.87%,,2.60%,,-18.08%,,-11.57%,,4.44,,4.44,,46.62%,,41.89%,,2.79%,G,2.23%,,45.14%,,45.95%,,0:50:16,,0:48:53,,1001/2578,,970/2578,
5809,,12.21%,,9.53%,,-12.81%,,1.71%,,-4.74%,,1.28%,,-19.48%,,-24.42%,R,<5 Reviews,,<5 Reviews,,34.88%,,35.66%,,0.32%,,1.04%,,11.74%,R,13.16%,R,0:25:45,G,0:22:56,G,1685/2578,,1257/2578,
Total,B,16.25%,G,12.51%,G,-2.80%,,7.65%,,-3.31%,,6.08%,,-17.45%,R,-12.81%,,4.41,,4.41,,45.86%,,46.33%,,2.17%,,2.68%,G,27.73%,R,27.26%,R,0:54:01,R,0:49:49,,221/394,,127/394,
330,,9.80%,,11.67%,G,4.66%,,2.48%,,-15.54%,R,-3.71%,,5.84%,G,-9.61%,,<5 Reviews,,<5 Reviews,,59.51%,G,52.33%,,1.42%,,0.45%,,38.65%,,38.15%,,0:41:51,,0:34:05,,924/2578,,997/2578,
385,,2.38%,,0.83%,,-9.83%,,-12.70%,R,-24.81%,R,-13.17%,R,-12.22%,,-22.31%,R,<5 Reviews,,<5 Reviews,,62.03%,G,50.29%,,0.50%,,0.97%,,14.56%,R,12.80%,R,0:30:09,G,0:29:17,G,1924/2578,,2132/2578,R
437,,-5.70%,R,3.10%,,-36.22%,R,-15.01%,R,-13.88%,,-7.04%,R,-43.63%,R,-22.77%,R,<5 Reviews,,<5 Reviews,,26.25%,R,37.41%,,0.00%,R,0.18%,R,30.23%,,42.83%,,0:36:37,,0:40:38,,2501/2578,R,2235/2578,R
463,,1.75%,,-3.09%,R,0.74%,,2.55%,,20.00%,G,0.38%,,-9.75%,,-13.04%,,4.60,,4.60,,49.03%,,42.38%,,1.47%,,1.71%,,21.81%,R,20.71%,R,0:43:44,,0:40:46,,1331/2578,,1730/2578,
1098,,-9.21%,R,-4.43%,R,-14.20%,R,0.71%,,-14.10%,,-3.07%,,-29.17%,R,-14.96%,,4.92,G,4.92,G,52.04%,,55.88%,G,4.21%,G,1.14%,,82.35%,G,66.21%,,0:44:42,,0:46:29,,2132/2578,R,1718/2578,
4194,,6.55%,,-1.35%,R,-9.49%,,5.66%,,-17.21%,R,-6.71%,R,-35.17%,R,-22.95%,R,4.50,,4.50,,48.94%,,34.37%,,0.00%,R,0.16%,R,28.72%,,17.68%,R,0:52:39,,0:44:27,,2135/2578,R,1994/2578,
Total,B,0.41%,R,1.12%,,-12.52%,R,-2.71%,,-11.54%,R,-5.01%,R,-23.83%,R,-17.12%,R,4.71,G,4.71,G,47.29%,,44.99%,,1.45%,,0.75%,R,34.79%,,35.36%,,0:42:48,,0:40:15,,370/394,R,336/394,R
321,,1.79%,,7.41%,,-4.70%,,1.90%,,2.82%,,13.15%,,-9.94%,,-9.91%,,4.43,,4.43,,33.10%,R,35.77%,,0.30%,,0.36%,,45.86%,,39.29%,,0:45:50,,0:40:49,,1790/2578,,1199/2578,
322,,10.12%,,9.73%,,11.47%,,20.69%,G,0.00%,,15.27%,,-9.77%,,-0.41%,G,4.88,G,4.88,G,52.07%,,45.54%,,0.53%,,0.18%,R,57.83%,,34.75%,,0:36:45,,0:34:40,,623/2578,,356/2578,G
473,,17.28%,G,21.95%,G,6.05%,,38.57%,G,16.29%,G,29.39%,G,-17.62%,,14.12%,G,4.40,,4.40,,39.31%,,44.19%,,0.78%,,2.38%,,46.24%,,71.13%,G,0:34:13,,0:35:34,,607/2578,,48/2578,G
1042,,14.69%,,11.23%,G,-3.58%,,-1.25%,,-6.06%,,-5.29%,R,-23.30%,,-12.92%,,<5 Reviews,,<5 Reviews,,50.27%,,46.12%,,0.47%,,0.48%,,37.97%,,30.85%,,1:08:40,R,1:09:04,R,1551/2578,,1552/2578,
1150,,10.19%,,10.95%,G,-14.04%,R,2.38%,,-11.24%,,-4.79%,,-24.50%,,-10.44%,,3.60,R,3.60,R,49.51%,,50.26%,,0.00%,R,0.15%,R,46.56%,,56.50%,,0:42:08,,0:39:35,,1966/2578,,1181/2578,
4183,,22.70%,G,15.03%,G,9.25%,,30.23%,G,29.02%,G,51.46%,G,1.13%,,-3.80%,,4.89,G,4.89,G,30.73%,R,36.55%,,1.73%,,1.62%,,29.05%,,35.29%,,0:47:40,,0:49:13,,373/2578,G,231/2578,G
Total,B,11.87%,,11.52%,G,-0.99%,,10.05%,,-0.04%,,8.21%,,-16.46%,,-6.42%,,4.48,,4.48,,45.19%,,44.25%,,0.53%,R,0.62%,R,44.88%,,41.49%,,0:47:21,,0:46:05,,198/394,,90/394,
999,,8.59%,,5.90%,,-1.64%,,15.11%,,8.21%,,18.20%,,-31.31%,R,-27.70%,R,4.33,,4.33,,36.76%,,41.26%,,0.14%,R,0.35%,,25.00%,,22.55%,R,0:48:14,,0:44:47,,1676/2578,,1127/2578,
1235,,11.20%,,5.48%,,3.84%,,4.94%,,7.14%,,7.74%,,-8.26%,,-28.60%,R,5.00,G,5.00,G,38.39%,,44.18%,,0.89%,,1.00%,,13.74%,R,18.55%,R,0:27:24,G,0:24:32,G,718/2578,,1112/2578,
2239,,23.19%,G,15.89%,G,40.64%,G,66.12%,G,11.32%,,32.82%,G,17.12%,G,21.18%,G,4.50,,4.50,,39.77%,,40.93%,,0.51%,,0.44%,,31.73%,,33.06%,,0:50:19,,0:46:39,,212/2578,G,202/2578,G
2599,,3.51%,,5.19%,,-10.91%,,-0.36%,,-15.10%,R,-4.88%,,-21.61%,,-19.44%,,4.25,R,4.25,R,53.82%,,50.76%,,0.20%,,1.16%,,51.50%,,57.09%,,1:11:18,R,1:04:52,R,2212/2578,R,1696/2578,
3058,,12.85%,,3.21%,,-0.83%,,2.66%,,5.36%,,7.79%,,-38.56%,R,-30.56%,R,4.71,,4.71,,49.16%,,52.13%,,1.56%,,0.89%,,38.42%,,35.58%,,0:44:48,,0:40:18,,1186/2578,,1453/2578,
3106,,7.96%,,9.86%,,-15.40%,R,8.39%,,-19.11%,R,4.73%,,-33.78%,R,-22.14%,R,<5 Reviews,,<5 Reviews,,42.91%,,48.81%,,1.12%,,0.95%,,51.35%,,55.37%,,1:19:52,R,1:07:09,R,2209/2578,R,1128/2578,
3888,,23.09%,G,10.77%,G,5.35%,,7.23%,,4.27%,,9.99%,,-3.85%,,-11.59%,,3.86,R,3.86,R,65.80%,G,64.15%,G,0.38%,,0.53%,,17.60%,R,27.21%,,0:51:46,,0:41:18,,720/2578,,878/2578,
4102,,8.72%,,11.80%,G,-2.16%,,13.73%,,1.89%,,22.24%,G,-25.97%,R,-11.76%,,4.44,,4.44,,68.42%,G,68.54%,G,0.00%,R,0.66%,,34.39%,,24.85%,,0:32:03,,0:31:25,,1339/2578,,405/2578,G
5145,,16.36%,G,14.05%,G,4.85%,,22.21%,G,7.60%,,20.01%,,2.44%,,-0.71%,G,3.89,R,3.89,R,47.70%,,47.19%,,0.87%,,1.05%,,39.52%,,42.47%,,0:47:41,,0:39:56,,675/2578,,290/2578,G
Total,B,13.40%,G,9.44%,G,1.98%,,14.14%,G,0.63%,,12.44%,,-14.99%,,-13.29%,,4.32,R,4.32,R,49.53%,,50.94%,,0.70%,,0.78%,,33.93%,,36.16%,,0:51:45,,0:45:46,,160/394,,95/394,
292,,10.30%,,13.08%,G,-0.07%,,-1.47%,,0.49%,,-0.80%,,-14.46%,,-20.48%,,4.69,,4.69,,51.80%,,62.09%,G,0.00%,R,0.17%,R,25.90%,,44.01%,,0:58:12,R,0:58:10,R,1401/2578,,1409/2578,
404,,14.20%,,9.63%,,-4.45%,,6.60%,,-4.90%,,3.68%,,-19.46%,,-15.84%,,4.92,G,4.92,G,55.34%,,52.23%,,0.33%,,0.24%,R,28.09%,,35.59%,,1:09:18,R,0:45:37,,1487/2578,,1021/2578,
765,,7.82%,,4.70%,,-2.20%,,1.80%,,-20.19%,R,-0.16%,,-15.88%,,-22.60%,R,4.94,G,4.94,G,64.29%,G,56.30%,G,0.81%,,0.76%,,50.00%,,53.47%,,0:48:53,,0:41:54,,1475/2578,,1358/2578,
865,,13.83%,,12.21%,G,2.00%,,18.24%,G,-10.84%,,11.00%,,-16.72%,,-2.22%,,4.00,R,4.00,R,60.63%,G,51.05%,,0.00%,R,0.77%,,48.82%,,42.14%,,1:09:02,R,0:49:38,,1367/2578,,527/2578,
1347,,8.24%,,9.09%,,2.35%,,14.84%,,4.60%,,14.22%,,-26.61%,R,-17.67%,,4.93,G,4.93,G,60.21%,G,64.52%,G,0.83%,,1.35%,,45.42%,,44.51%,,0:27:43,G,0:27:08,G,917/2578,,362/2578,G
1803,,18.78%,G,12.85%,G,-3.66%,,10.97%,,-11.70%,,9.86%,,-4.12%,,-8.69%,,4.64,,4.64,,63.19%,G,46.58%,,3.75%,G,2.15%,,65.64%,,57.12%,,1:04:02,R,0:53:24,R,985/2578,,599/2578,
2769,,26.91%,G,20.71%,G,39.18%,G,50.92%,G,19.55%,G,35.48%,G,32.65%,G,16.17%,G,4.86,G,4.86,G,62.56%,G,58.79%,G,4.48%,G,5.82%,G,86.67%,G,80.04%,G,0:52:54,,0:48:01,,20/2578,G,27/2578,G
3391,,10.80%,,8.36%,,8.51%,,8.19%,,7.78%,,10.95%,,-9.21%,,-9.31%,,4.80,G,4.80,G,59.20%,G,61.45%,G,1.77%,,1.43%,,72.64%,,69.23%,,0:27:45,G,0:26:55,G,398/2578,G,435/2578,G
4055,,20.60%,G,14.14%,G,12.36%,,16.53%,G,19.87%,G,15.22%,,-9.62%,,-10.79%,,4.55,,4.55,,54.04%,,54.08%,,0.71%,,0.75%,,20.85%,R,15.89%,R,0:46:41,,0:45:42,,446/2578,G,548/2578,
4115,,12.95%,,13.17%,G,-8.73%,,5.08%,,-3.93%,,3.82%,,-28.83%,R,-4.12%,,4.80,G,4.80,G,70.89%,G,66.82%,G,2.18%,,1.98%,,72.15%,,51.40%,,0:48:25,,0:39:49,,1371/2578,,577/2578,
Total,B,13.93%,G,11.46%,G,3.70%,,11.96%,G,-0.60%,,9.80%,,-14.03%,,-11.34%,,4.68,G,4.68,G,59.26%,G,57.40%,G,1.37%,,1.44%,,49.94%,,48.22%,,0:51:00,,0:42:51,,79/394,,39/394,G
140,,4.44%,,2.80%,,-9.63%,,0.18%,,-4.73%,,3.53%,,-31.50%,R,-18.86%,,<5 Reviews,,<5 Reviews,,50.62%,,47.12%,,1.42%,,0.94%,,100.00%,G,95.97%,G,0:53:39,,0:57:35,R,1932/2578,,1635/2578,
163,,9.62%,,5.07%,,1.13%,,3.97%,,-6.81%,,4.97%,,0.42%,,-9.23%,,4.00,R,4.00,R,44.07%,,43.54%,,0.65%,,0.32%,R,73.18%,,74.34%,G,0:41:43,,0:34:15,,1145/2578,,1151/2578,
214,,-2.58%,R,-6.26%,R,-16.84%,R,-12.69%,R,-21.63%,R,-16.28%,R,-30.03%,R,-31.08%,R,5.00,G,5.00,G,33.66%,R,44.01%,,5.20%,G,10.36%,G,67.56%,,72.20%,G,1:01:34,R,1:00:07,R,2309/2578,R,2325/2578,R
249,,5.78%,,4.05%,,1.65%,,0.08%,,12.00%,,16.27%,,-39.22%,R,-28.83%,R,4.86,G,4.86,G,48.94%,,47.59%,,10.48%,G,4.08%,G,26.60%,,23.75%,,0:33:12,,0:45:04,,1150/2578,,1431/2578,
275,,15.21%,G,4.68%,,3.91%,,3.98%,,-2.22%,,2.52%,,-5.65%,,-15.42%,,4.09,R,4.09,R,48.18%,,52.16%,,0.00%,R,0.52%,,32.81%,,28.61%,,0:29:58,G,0:35:53,,782/2578,,1342/2578,
285,,8.04%,,7.14%,,3.66%,,-0.43%,,-8.62%,,-9.30%,R,4.96%,G,-7.27%,,<5 Reviews,,<5 Reviews,,41.26%,,38.20%,,0.34%,,0.62%,,16.06%,R,15.24%,R,1:01:40,R,1:02:22,R,1451/2578,,1692/2578,
288,,-1.61%,R,3.91%,,-9.84%,,-0.13%,,-20.00%,R,-0.08%,,-1.62%,,-7.73%,,<5 Reviews,,<5 Reviews,,56.58%,,57.66%,G,0.94%,,1.07%,,119.41%,G,126.35%,G,0:24:34,G,0:26:00,G,1643/2578,,1057/2578,
364,,1.12%,R,0.97%,,-5.12%,,1.22%,,-14.15%,,-4.50%,,-17.21%,,-13.95%,,4.17,R,4.17,R,41.36%,,46.05%,,0.19%,,0.10%,R,42.76%,,41.19%,,0:21:24,G,0:20:31,G,1853/2578,,1569/2578,
