Store Number,Item Number,Item Description,Zero Sales Vlookup (vs. 9/17 pull),Curr Str On Hand Qty
668,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 14 
715,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 9 
809,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 1 
890,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 9 
954,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 11 
956,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 13 
958,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 7 
1075,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 12 
1206,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 15 
1279,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 12 
1491,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 8 
1496,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 12 
1688,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 9 
1734,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 8 
1786,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 16 
1830,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 10 
1833,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 12 
1842,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 11 
1851,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, -   
1901,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 11 
1972,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 12 
1998,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 8 
2280,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 14 
2402,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 9 
2418,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 12 
2495,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 9 
2583,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 10 
2627,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 14 
2780,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 2 
2796,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 12 
2847,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 13 
3004,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 16 
3169,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 1 
3230,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 13 
3310,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 10 
3729,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 13 
3783,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 11 
4246,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 11 
5057,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 3 
5070,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 12 
5095,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 31 
5137,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 15 
5156,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 21 
5170,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 13 
5201,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 13 
5278,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 16 
5299,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 13 
5335,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 11 
5361,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 10 
5428,653492858,HT 40GAL TOTE RED,Zero Sales - 4 Weeks, 21 
1465,653483360,HART 17GAL TOTE BLU,Zero Sales - 8 Weeks, -   
1248,653483357,HART 27GAL TOTE BLU,Zero Sales - 8 Weeks, -   
2191,653483357,HART 27GAL TOTE BLU,Zero Sales - 8 Weeks, -   
1606,653486472,HART 40GAL TOTE BLU,Zero Sales - 8 Weeks, -   
1324,653490273,HART 50GAL TOTE BLU,Zero Sales - 8 Weeks, -   
6964,653486467,HART 5GAL TOTE BLU,Zero Sales - 8 Weeks, -   
696,653492855,HT 12GAL TOTE RED,Zero Sales - 8 Weeks, -   
4255,653492855,HT 12GAL TOTE RED,Zero Sales - 8 Weeks, -   
2185,667589685,HT 15G CLEAR TOTE,Zero Sales - 8 Weeks, -   
275,667589684,HT 27G CLEAR TOTE,Zero Sales - 8 Weeks, -   
542,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 4 
684,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 7 
929,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 9 
1427,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 8 
1880,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 1 
2152,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 2 
2307,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 8 
2309,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 8 
2332,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 14 
2630,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 4 
2727,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 4 
2862,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 6 
3302,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 5 
3409,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 8 
3474,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, -   
3486,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 18 
3535,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 12 
3538,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 6 
3645,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 3 
3771,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 9 
5155,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, 7 
5200,653492900,HT 50GAL TOTE RED,Zero Sales - 4 Weeks, -   
325,667589684,HT 27G CLEAR TOTE,Zero Sales - 8 Weeks, -   
376,667589684,HT 27G CLEAR TOTE,Zero Sales - 8 Weeks, -   
398,667589684,HT 27G CLEAR TOTE,Zero Sales - 8 Weeks, -   
407,667589684,HT 27G CLEAR TOTE,Zero Sales - 8 Weeks, -   
471,667589684,HT 27G CLEAR TOTE,Zero Sales - 8 Weeks, -   
746,667589684,HT 27G CLEAR TOTE,Zero Sales - 8 Weeks, -   
3225,667589684,HT 27G CLEAR TOTE,Zero Sales - 8 Weeks, -   
6286,667589684,HT 27G CLEAR TOTE,Zero Sales - 8 Weeks, -   
5200,653492858,HT 40GAL TOTE RED,Zero Sales - 8 Weeks, -   
1248,653492900,HT 50GAL TOTE RED,Zero Sales - 8 Weeks, -   
1738,653492900,HT 50GAL TOTE RED,Zero Sales - 8 Weeks, -   
24,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 12 
32,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 15 
56,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 18 
57,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 17 
106,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 16 
110,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 1 
207,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 11 
269,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 18 
276,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 16 
415,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 32 
532,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 21 
595,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 10 
808,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 15 
816,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, -   
837,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 18 
858,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 7 
943,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 2 
1013,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 14 
1213,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 2 
1241,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, -   
1257,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 15 
1344,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 10 
1346,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 21 
1469,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 19 
1512,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 16 
1635,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 17 
1776,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, -   
2031,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 9 
2505,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 14 
2694,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 8 
2760,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, -   
2978,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, -   
3228,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 15 
3526,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, -   
3609,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 21 
3777,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 8 
3861,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 27 
4112,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 22 
4185,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 14 
5064,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 16 
5403,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 12 
5414,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 14 
5766,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 14 
5848,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 14 
5894,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, 1 
8331,653492904,HT 5GAL TOTE RED,Zero Sales - 4 Weeks, -   
