Market,Region,Store Nbr,Tier,Details
528,64,5224,Tier 2,GM Pause
145,12,2322,Tier 3,Total Store ISA Pause
82,5,2991,Tier 2,GM Pause
418,52,985,Tier 2,GM Pause
226,17,1945,Tier 2,GM Pause
388,54,1095,Tier 3,Total Store ISA Pause
396,57,5070,Tier 2,GM Pause
352,44,360,Tier 2,GM Pause
470,60,3478,Tier 2,GM Pause
88,46,1046,Tier 3,Total Store ISA Pause
239,21,1729,Tier 3,Total Store ISA Pause
39,2,396,Tier 2,GM Pause
333,40,871,Tier 2,GM Pause
347,44,81,Tier 2,GM Pause
301,26,5851,Tier 2,GM Pause
469,60,2074,Tier 2,GM Pause
488,72,4546,Tier 2,GM Pause
479,5,5764,Tier 2,GM Pause
239,21,1480,Tier 2,GM Pause
163,17,2900,Tier 2,GM Pause
512,61,5633,Tier 2,GM Pause
146,41,104,Tier 2,GM Pause
381,54,1461,Tier 2,GM Pause
154,16,2174,Tier 2,GM Pause
538,72,7127,Tier 2,GM Pause
28,3,1061,Tier 2,GM Pause
115,9,666,Tier 2,GM Pause
475,60,5869,Tier 2,GM Pause
280,75,2566,Tier 2,GM Pause
273,25,506,Tier 2,GM Pause
153,12,4482,Tier 2,GM Pause
65,6,3226,Tier 2,GM Pause
495,59,2425,Tier 2,GM Pause
326,42,7,Tier 3,Total Store ISA Pause
526,64,5675,Tier 2,GM Pause
227,20,4644,Tier 2,GM Pause
228,17,2561,Tier 2,GM Pause
18,2,4616,Tier 2,GM Pause
357,40,845,Tier 2,GM Pause
468,56,2477,Tier 2,GM Pause
410,44,1187,Tier 2,GM Pause
344,44,108,Tier 2,GM Pause
1,14,904,Tier 2,GM Pause
413,52,751,Tier 2,GM Pause
322,42,373,Tier 2,GM Pause
81,5,1232,Tier 2,GM Pause
444,53,1012,Tier 2,GM Pause
426,52,1526,Tier 2,GM Pause
349,44,271,Tier 2,GM Pause
131,13,1196,Tier 2,GM Pause
74,5,3381,Tier 2,GM Pause
229,20,2008,Tier 2,GM Pause
491,61,3152,Tier 2,GM Pause
14,14,1224,Tier 2,GM Pause
167,22,5239,Tier 2,GM Pause
414,52,748,Tier 2,GM Pause
800,29,3669,Tier 2,GM Pause
108,9,1387,Tier 2,GM Pause
124,4,620,Tier 3,Total Store ISA Pause
161,16,1964,Tier 2,GM Pause
549,72,5005,Tier 2,GM Pause
360,40,135,Tier 2,GM Pause
173,17,5294,Tier 2,GM Pause
93,3,1283,Tier 2,GM Pause
138,14,495,Tier 2,GM Pause
581,57,5394,Tier 2,GM Pause
320,75,2083,Tier 2,GM Pause
281,75,2577,Tier 3,Total Store ISA Pause
356,44,3295,Tier 2,GM Pause
412,52,4253,Tier 2,GM Pause
234,22,3633,Tier 2,GM Pause
10,14,355,Tier 3,Total Store ISA Pause
314,75,1465,Tier 2,GM Pause
401,54,5234,Tier 2,GM Pause
233,22,1529,Tier 2,GM Pause
397,61,3788,Tier 2,GM Pause
510,61,5332,Tier 2,GM Pause
430,54,1685,Tier 2,GM Pause
466,57,2206,Tier 2,GM Pause
469,60,2711,Tier 2,GM Pause
247,21,1978,Tier 3,Total Store ISA Pause
533,64,3327,Tier 2,GM Pause
510,61,4233,Tier 2,GM Pause
164,17,4570,Tier 2,GM Pause
195,17,1909,Tier 2,GM Pause
550,61,4178,Tier 2,GM Pause
253,41,430,Tier 2,GM Pause
541,64,5773,Tier 2,GM Pause
202,19,1809,Tier 2,GM Pause
45,5,1022,Tier 2,GM Pause
259,41,591,Tier 2,GM Pause
258,41,1505,Tier 3,Total Store ISA Pause
411,47,378,Tier 2,GM Pause
138,14,115,Tier 2,GM Pause
488,72,5704,Tier 2,GM Pause
234,22,1537,Tier 2,GM Pause
304,4,1096,Tier 2,GM Pause
234,22,2574,Tier 2,GM Pause
317,20,6951,Tier 2,GM Pause
505,46,5947,Tier 2,GM Pause
103,72,4498,Tier 2,GM Pause
413,52,3394,Tier 2,GM Pause
423,52,1472,Tier 2,GM Pause
492,72,2743,Tier 2,GM Pause
329,12,190,Tier 3,Total Store ISA Pause
231,22,2059,Tier 3,Total Store ISA Pause
325,42,127,Tier 3,Total Store ISA Pause
440,53,3643,Tier 2,GM Pause
430,54,3853,Tier 2,GM Pause
413,52,1683,Tier 2,GM Pause
440,53,1366,Tier 2,GM Pause
411,47,5441,Tier 2,GM Pause
181,16,4156,Tier 2,GM Pause
541,64,5328,Tier 3,Total Store ISA Pause
534,72,4376,Tier 2,GM Pause
537,72,5737,Tier 2,GM Pause
257,41,665,Tier 3,Total Store ISA Pause
123,2,2310,Tier 3,Total Store ISA Pause
301,26,1354,Tier 3,Total Store ISA Pause
349,44,162,Tier 2,GM Pause
9,61,3377,Tier 2,GM Pause
558,22,5944,Tier 3,Total Store ISA Pause
36,4,2928,Tier 3,Total Store ISA Pause
270,25,1413,Tier 2,GM Pause
78,6,791,Tier 2,GM Pause
800,29,3680,Tier 2,GM Pause
470,60,3290,Tier 2,GM Pause
534,72,6953,Tier 2,GM Pause
427,54,1581,Tier 2,GM Pause
474,60,2539,Tier 3,Total Store ISA Pause
569,6,2765,Tier 3,Total Store ISA Pause
225,21,1510,Tier 2,GM Pause
195,17,4597,Tier 3,Total Store ISA Pause
543,64,6165,Tier 3,Total Store ISA Pause
226,17,2480,Tier 3,Total Store ISA Pause
383,54,7199,Tier 2,GM Pause
410,44,368,Tier 2,GM Pause
194,17,2043,Tier 3,Total Store ISA Pause
50,5,5080,Tier 2,GM Pause
491,61,3153,Tier 2,GM Pause
441,53,3505,Tier 2,GM Pause
333,40,837,Tier 2,GM Pause
289,75,4064,Tier 3,Total Store ISA Pause
80,6,1958,Tier 3,Total Store ISA Pause
15,14,3075,Tier 2,GM Pause
123,2,1159,Tier 3,Total Store ISA Pause
366,46,3379,Tier 2,GM Pause
407,47,1282,Tier 3,Total Store ISA Pause
350,44,225,Tier 3,Total Store ISA Pause
476,60,5899,Tier 2,GM Pause
328,42,119,Tier 2,GM Pause
152,41,568,Tier 2,GM Pause
546,72,2840,Tier 3,Total Store ISA Pause
204,19,1422,Tier 2,GM Pause
228,17,2909,Tier 2,GM Pause
9,61,3049,Tier 3,Total Store ISA Pause
504,64,3574,Tier 2,GM Pause
81,5,476,Tier 2,GM Pause
488,72,4380,Tier 3,Total Store ISA Pause
120,2,756,Tier 3,Total Store ISA Pause
90,9,2881,Tier 2,GM Pause
403,54,3620,Tier 2,GM Pause
546,72,4530,Tier 2,GM Pause
257,41,711,Tier 2,GM Pause
234,22,1850,Tier 3,Total Store ISA Pause
372,46,1646,Tier 3,Total Store ISA Pause
399,56,2780,Tier 3,Total Store ISA Pause
68,6,5287,Tier 2,GM Pause
56,5,3777,Tier 3,Total Store ISA Pause
387,46,5155,Tier 3,Total Store ISA Pause
147,12,268,Tier 3,Total Store ISA Pause
430,54,3734,Tier 2,GM Pause
336,40,354,Tier 3,Total Store ISA Pause
470,60,2473,Tier 3,Total Store ISA Pause
98,3,1444,Tier 2,GM Pause
429,47,1585,Tier 2,GM Pause
228,17,5445,Tier 3,Total Store ISA Pause
336,40,44,Tier 2,GM Pause
339,40,145,Tier 2,GM Pause
418,52,1721,Tier 3,Total Store ISA Pause
316,20,2810,Tier 2,GM Pause
22,2,787,Tier 3,Total Store ISA Pause
62,6,2993,Tier 3,Total Store ISA Pause
146,41,335,Tier 2,GM Pause
47,44,131,Tier 2,GM Pause
548,72,5876,Tier 3,Total Store ISA Pause
272,25,4259,Tier 3,Total Store ISA Pause
66,13,331,Tier 2,GM Pause
406,47,2562,Tier 3,Total Store ISA Pause
328,42,57,Tier 3,Total Store ISA Pause
101,3,1205,Tier 3,Total Store ISA Pause
302,26,1661,Tier 3,Total Store ISA Pause
168,22,2252,Tier 3,Total Store ISA Pause
495,59,5427,Tier 3,Total Store ISA Pause
63,6,4526,Tier 3,Total Store ISA Pause
76,5,5389,Tier 3,Total Store ISA Pause
413,52,1491,Tier 2,GM Pause
469,60,2722,Tier 3,Total Store ISA Pause
409,44,186,Tier 3,Total Store ISA Pause
159,16,2103,Tier 2,GM Pause
311,20,1336,Tier 2,GM Pause
149,12,390,Tier 2,GM Pause
154,16,2386,Tier 3,Total Store ISA Pause
259,41,1426,Tier 3,Total Store ISA Pause
228,17,2597,Tier 3,Total Store ISA Pause
221,21,1289,Tier 2,GM Pause
213,19,3809,Tier 2,GM Pause
392,56,2106,Tier 2,GM Pause
470,60,2321,Tier 3,Total Store ISA Pause
412,52,1545,Tier 3,Total Store ISA Pause
538,72,4470,Tier 3,Total Store ISA Pause
391,47,3805,Tier 3,Total Store ISA Pause
442,53,3499,Tier 2,GM Pause
311,20,3480,Tier 3,Total Store ISA Pause
414,52,1732,Tier 3,Total Store ISA Pause
491,61,3155,Tier 3,Total Store ISA Pause
14,14,990,Tier 3,Total Store ISA Pause
85,6,293,Tier 2,GM Pause
258,41,696,Tier 3,Total Store ISA Pause
526,64,5782,Tier 3,Total Store ISA Pause
205,19,1592,Tier 3,Total Store ISA Pause
138,14,239,Tier 3,Total Store ISA Pause
4,12,164,Tier 3,Total Store ISA Pause
127,42,278,Tier 2,GM Pause
104,9,5266,Tier 3,Total Store ISA Pause
297,26,5254,Tier 3,Total Store ISA Pause
115,9,528,Tier 3,Total Store ISA Pause
52,5,5211,Tier 3,Total Store ISA Pause
132,13,310,Tier 3,Total Store ISA Pause
21,2,1111,Tier 3,Total Store ISA Pause
466,57,2495,Tier 2,GM Pause
470,60,5274,Tier 3,Total Store ISA Pause
168,22,3810,Tier 3,Total Store ISA Pause
196,53,2522,Tier 3,Total Store ISA Pause
30,3,4144,Tier 2,GM Pause
188,17,2097,Tier 3,Total Store ISA Pause
467,60,3850,Tier 3,Total Store ISA Pause
465,57,5874,Tier 3,Total Store ISA Pause
259,41,1140,Tier 3,Total Store ISA Pause
436,53,1365,Tier 2,GM Pause
83,5,3170,Tier 2,GM Pause
469,60,2070,Tier 2,GM Pause
491,61,3154,Tier 3,Total Store ISA Pause
300,26,1166,Tier 3,Total Store ISA Pause
83,5,475,Tier 2,GM Pause
397,61,5258,Tier 3,Total Store ISA Pause
115,9,3887,Tier 3,Total Store ISA Pause
800,29,3670,Tier 2,GM Pause
84,6,385,Tier 3,Total Store ISA Pause
438,53,979,Tier 3,Total Store ISA Pause
470,60,2126,Tier 2,GM Pause
439,53,1316,Tier 3,Total Store ISA Pause
334,42,79,Tier 3,Total Store ISA Pause
458,57,3947,Tier 3,Total Store ISA Pause
811,29,2072,Tier 3,Total Store ISA Pause
121,2,1466,Tier 3,Total Store ISA Pause
201,19,5280,Tier 2,GM Pause
204,19,1719,Tier 3,Total Store ISA Pause
409,44,1507,Tier 3,Total Store ISA Pause
379,47,3867,Tier 3,Total Store ISA Pause
116,9,759,Tier 3,Total Store ISA Pause
426,52,886,Tier 3,Total Store ISA Pause
78,6,1494,Tier 3,Total Store ISA Pause
247,21,1639,Tier 3,Total Store ISA Pause
451,56,2458,Tier 2,GM Pause
257,41,1234,Tier 3,Total Store ISA Pause
87,6,1803,Tier 3,Total Store ISA Pause
349,44,113,Tier 3,Total Store ISA Pause
76,5,939,Tier 3,Total Store ISA Pause
446,57,2568,Tier 3,Total Store ISA Pause
207,19,2350,Tier 3,Total Store ISA Pause
415,52,1509,Tier 3,Total Store ISA Pause
347,44,374,Tier 3,Total Store ISA Pause
317,20,2933,Tier 3,Total Store ISA Pause
447,57,2099,Tier 2,GM Pause
356,44,73,Tier 3,Total Store ISA Pause
407,47,993,Tier 3,Total Store ISA Pause
367,46,5626,Tier 3,Total Store ISA Pause
325,42,336,Tier 3,Total Store ISA Pause
38,4,616,Tier 3,Total Store ISA Pause
459,57,5886,Tier 2,GM Pause
350,44,1295,Tier 3,Total Store ISA Pause
427,54,1567,Tier 3,Total Store ISA Pause
68,6,3591,Tier 3,Total Store ISA Pause
452,56,3455,Tier 3,Total Store ISA Pause
362,40,1599,Tier 3,Total Store ISA Pause
452,56,5231,Tier 3,Total Store ISA Pause
19,2,3402,Tier 3,Total Store ISA Pause
156,16,2158,Tier 3,Total Store ISA Pause
231,22,2664,Tier 3,Total Store ISA Pause
370,46,5835,Tier 3,Total Store ISA Pause
285,75,4378,Tier 3,Total Store ISA Pause
30,3,3570,Tier 3,Total Store ISA Pause
192,17,1610,Tier 2,GM Pause
510,61,3846,Tier 3,Total Store ISA Pause
62,6,546,Tier 3,Total Store ISA Pause
543,64,5832,Tier 3,Total Store ISA Pause
243,25,1476,Tier 3,Total Store ISA Pause
108,9,2962,Tier 3,Total Store ISA Pause
67,6,703,Tier 3,Total Store ISA Pause
312,75,2337,Tier 3,Total Store ISA Pause
47,44,417,Tier 3,Total Store ISA Pause
323,42,4,Tier 3,Total Store ISA Pause
478,60,2315,Tier 2,GM Pause
469,60,4474,Tier 3,Total Store ISA Pause
109,9,3625,Tier 3,Total Store ISA Pause
231,22,1769,Tier 3,Total Store ISA Pause
121,2,741,Tier 3,Total Store ISA Pause
334,42,13,Tier 3,Total Store ISA Pause
327,42,3331,Tier 3,Total Store ISA Pause
254,41,257,Tier 3,Total Store ISA Pause
98,3,977,Tier 3,Total Store ISA Pause
409,44,4321,Tier 3,Total Store ISA Pause
413,52,3762,Tier 3,Total Store ISA Pause
278,25,1421,Tier 3,Total Store ISA Pause
21,2,1701,Tier 3,Total Store ISA Pause
569,6,595,Tier 3,Total Store ISA Pause
534,72,2742,Tier 3,Total Store ISA Pause
216,20,2684,Tier 3,Total Store ISA Pause
84,6,1067,Tier 3,Total Store ISA Pause
55,5,5191,Tier 3,Total Store ISA Pause
392,56,4239,Tier 3,Total Store ISA Pause
115,9,1004,Tier 3,Total Store ISA Pause
238,19,2544,Tier 3,Total Store ISA Pause
538,72,3238,Tier 3,Total Store ISA Pause
360,40,109,Tier 3,Total Store ISA Pause
237,22,2049,Tier 3,Total Store ISA Pause
317,20,5319,Tier 3,Total Store ISA Pause
396,57,5101,Tier 3,Total Store ISA Pause
503,6,288,Tier 3,Total Store ISA Pause
71,46,821,Tier 3,Total Store ISA Pause
239,21,1758,Tier 3,Total Store ISA Pause
526,64,3517,Tier 2,GM Pause
457,56,1630,Tier 3,Total Store ISA Pause
301,26,1502,Tier 3,Total Store ISA Pause
445,57,2333,Tier 3,Total Store ISA Pause
476,60,5929,Tier 3,Total Store ISA Pause
299,26,1237,Tier 3,Total Store ISA Pause
68,6,3213,Tier 3,Total Store ISA Pause
84,6,330,Tier 3,Total Store ISA Pause
140,13,708,Tier 3,Total Store ISA Pause
80,6,3567,Tier 3,Total Store ISA Pause
112,9,5964,Tier 3,Total Store ISA Pause
542,64,4371,Tier 3,Total Store ISA Pause
231,22,5356,Tier 3,Total Store ISA Pause
426,52,2714,Tier 3,Total Store ISA Pause
166,22,2830,Tier 3,Total Store ISA Pause
507,64,5093,Tier 3,Total Store ISA Pause
418,52,2827,Tier 3,Total Store ISA Pause
469,60,2188,Tier 3,Total Store ISA Pause
29,4,2832,Tier 3,Total Store ISA Pause
10,14,356,Tier 3,Total Store ISA Pause
411,47,5219,Tier 3,Total Store ISA Pause
35,2,1123,Tier 3,Total Store ISA Pause
399,56,5841,Tier 3,Total Store ISA Pause
202,19,2620,Tier 3,Total Store ISA Pause
259,41,3894,Tier 3,Total Store ISA Pause
42,4,2806,Tier 3,Total Store ISA Pause
218,21,2572,Tier 3,Total Store ISA Pause
580,25,617,Tier 3,Total Store ISA Pause
184,16,1930,Tier 3,Total Store ISA Pause
115,9,5727,Tier 3,Total Store ISA Pause
427,54,1649,Tier 3,Total Store ISA Pause
56,5,2086,Tier 3,Total Store ISA Pause
289,75,1841,Tier 3,Total Store ISA Pause
88,46,554,Tier 3,Total Store ISA Pause
329,12,62,Tier 3,Total Store ISA Pause
329,12,453,Tier 3,Total Store ISA Pause
562,64,7310,Tier 3,Total Store ISA Pause
184,16,2399,Tier 3,Total Store ISA Pause
328,42,281,Tier 3,Total Store ISA Pause
262,25,1386,Tier 3,Total Store ISA Pause
315,75,1344,Tier 3,Total Store ISA Pause
238,19,1479,Tier 3,Total Store ISA Pause
36,4,1358,Tier 3,Total Store ISA Pause
453,56,5139,Tier 3,Total Store ISA Pause
387,46,611,Tier 3,Total Store ISA Pause
312,75,1243,Tier 3,Total Store ISA Pause
28,3,639,Tier 3,Total Store ISA Pause
275,25,2728,Tier 3,Total Store ISA Pause
184,16,2057,Tier 2,GM Pause
183,16,2330,Tier 3,Total Store ISA Pause
392,56,1648,Tier 3,Total Store ISA Pause
270,25,5060,Tier 3,Total Store ISA Pause
427,54,1534,Tier 3,Total Store ISA Pause
237,22,2230,Tier 3,Total Store ISA Pause
407,47,341,Tier 3,Total Store ISA Pause
406,47,370,Tier 3,Total Store ISA Pause
76,5,746,Tier 3,Total Store ISA Pause
114,9,2387,Tier 3,Total Store ISA Pause
62,6,3510,Tier 3,Total Store ISA Pause
334,42,338,Tier 3,Total Store ISA Pause
507,64,5336,Tier 3,Total Store ISA Pause
156,16,2329,Tier 3,Total Store ISA Pause
314,75,1345,Tier 3,Total Store ISA Pause
353,44,517,Tier 3,Total Store ISA Pause
140,13,2755,Tier 3,Total Store ISA Pause
200,19,3458,Tier 3,Total Store ISA Pause
285,75,2514,Tier 3,Total Store ISA Pause
505,46,2612,Tier 3,Total Store ISA Pause
534,72,2685,Tier 3,Total Store ISA Pause
78,6,442,Tier 3,Total Store ISA Pause
51,5,5672,Tier 3,Total Store ISA Pause
399,56,2861,Tier 3,Total Store ISA Pause
500,59,2414,Tier 3,Total Store ISA Pause
478,60,2538,Tier 3,Total Store ISA Pause
488,72,6967,Tier 3,Total Store ISA Pause
98,3,5037,Tier 3,Total Store ISA Pause
94,3,3207,Tier 3,Total Store ISA Pause
413,52,4606,Tier 3,Total Store ISA Pause
427,54,3875,Tier 3,Total Store ISA Pause
271,25,596,Tier 3,Total Store ISA Pause
56,5,2883,Tier 3,Total Store ISA Pause
488,72,4441,Tier 3,Total Store ISA Pause
514,60,3794,Tier 3,Total Store ISA Pause
585,47,2752,Tier 3,Total Store ISA Pause
470,60,3883,Tier 3,Total Store ISA Pause
237,22,5470,Tier 3,Total Store ISA Pause
127,42,323,Tier 3,Total Store ISA Pause
329,12,74,Tier 3,Total Store ISA Pause
85,6,473,Tier 3,Total Store ISA Pause
427,54,1695,Tier 3,Total Store ISA Pause
264,25,5352,Tier 3,Total Store ISA Pause
427,54,2033,Tier 3,Total Store ISA Pause
243,25,1327,Tier 2,GM Pause
258,41,545,Tier 3,Total Store ISA Pause
76,5,320,Tier 3,Total Store ISA Pause
51,5,202,Tier 3,Total Store ISA Pause
226,17,2064,Tier 3,Total Store ISA Pause
492,72,5043,Tier 3,Total Store ISA Pause
288,75,3265,Tier 3,Total Store ISA Pause
15,14,944,Tier 3,Total Store ISA Pause
58,64,3419,Tier 3,Total Store ISA Pause
209,20,5083,Tier 3,Total Store ISA Pause
514,60,5939,Tier 3,Total Store ISA Pause
