Store,,DEC,73,YTD,74,DEC,75,YTD,76,DEC,77,YTD,78,DEC,79,YTD,80,DEC,81,YTD,82,DEC,83,YTD,84,DEC,85,YTD,86,DEC,87,YTD,88,DEC,89,YTD,90,DEC,91,YTD,92
Total,B,0.73%,G,4.48%,,16.94%,,18.01%,,18.36%,,11.45%,,15.31%,,15.20%,,1.21,G,0.84,G,27.23%,R,41.40%,,0.99,G,0.56,G,67.66%,,58.02%,,0:54:08,,0:53:16,,81/394,,106/394,
85,,-6.37%,,5.20%,,9.11%,,17.45%,,22.00%,,5.56%,,-19.61%,R,11.57%,,0,R,38,R,35.51%,,35.27%,,2,,36,,90.82%,,87.75%,G,0:27:02,G,0:28:11,G,1512/2576,,996/2576,
124,,-4.33%,,3.67%,,5.03%,,0.11%,R,1.54%,,-6.17%,R,-18.84%,R,-5.30%,R,1,R,64,,27.81%,,30.51%,,0,R,6,R,45.66%,,27.11%,R,0:46:31,,0:57:21,,2193/2576,R,2434/2576,R
3230,,-1.37%,,7.02%,,5.70%,,20.26%,,10.68%,,6.82%,,-3.08%,,7.57%,,2,R,109,,32.41%,,42.89%,,3,,95,,24.85%,R,49.59%,,0:39:06,,0:46:31,,1634/2576,,850/2576,
4460,,-12.38%,R,4.57%,,-4.04%,R,16.96%,,5.76%,,13.47%,,-8.74%,R,20.47%,,3,,46,,36.33%,,35.17%,,0,R,58,,5.99%,R,8.83%,R,0:49:50,,0:53:37,,2457/2576,R,1245/2576,
5244,,-2.90%,,3.71%,,26.67%,,13.83%,,1.99%,,-7.06%,R,36.70%,G,24.51%,,21,,102,,40.72%,,44.12%,,3,,104,,106.26%,G,75.41%,,0:59:09,,1:02:43,,691/2576,,1470/2576,
Total,B,-5.29%,,4.95%,,7.79%,,14.67%,,10.29%,,2.97%,,-5.68%,R,11.19%,,0.18,R,0.22,R,34.69%,,37.72%,,0.05,R,0.18,,52.50%,,49.06%,,0:41:00,G,0:46:15,,328/394,R,255/394,
33,,-3.35%,,2.57%,,17.67%,,18.57%,,2.35%,,10.81%,,0.39%,,7.53%,,21,,80,,35.80%,,40.73%,,7,,21,,88.72%,,80.84%,G,0:46:59,,0:38:04,,1102/2576,,1175/2576,
52,,-4.77%,,7.67%,,14.77%,,26.23%,,9.77%,,15.49%,,0.16%,,17.20%,,15,,140,,29.76%,,33.68%,,1,R,73,,60.00%,,60.80%,,0:31:21,G,0:37:57,,1233/2576,,386/2576,G
58,,-2.99%,,4.03%,,7.22%,,12.49%,,21.59%,,14.03%,,-0.59%,,1.26%,R,5,,166,,22.35%,R,30.76%,,5,,50,,55.03%,,44.93%,,0:45:55,,0:50:58,,1574/2576,,1641/2576,
127,,0.13%,,6.96%,,12.43%,,19.24%,,6.36%,,6.01%,,0.24%,,10.95%,,14,,108,,33.01%,,38.58%,,12,G,53,,57.11%,,44.46%,,0:35:17,G,0:35:29,G,1047/2576,,838/2576,
261,,-3.91%,,8.43%,G,11.80%,,24.19%,,4.55%,,10.97%,,-3.64%,,15.34%,,28,,144,,41.32%,,50.32%,G,13,G,183,G,58.96%,,49.15%,,0:41:05,,0:42:03,,1242/2576,,395/2576,G
318,,-8.24%,,4.57%,,15.56%,,15.77%,,7.92%,,1.26%,,4.93%,,16.44%,,14,,301,G,34.20%,,41.75%,,7,,66,,115.93%,G,116.93%,G,0:35:04,G,0:36:47,G,1128/2576,,904/2576,
1065,,-4.06%,,7.66%,,11.57%,,18.13%,,-1.55%,R,5.15%,,13.17%,,9.60%,,4,,45,,35.89%,,45.15%,G,2,,24,,31.68%,R,42.77%,,0:45:24,,0:52:50,,1544/2576,,1171/2576,
Total,B,-3.81%,,6.03%,,12.17%,,19.34%,,7.61%,,9.91%,,0.87%,,9.79%,,0.48,,0.42,,31.44%,,38.68%,,0.22,,0.20,,62.42%,,57.78%,,0:39:35,G,0:42:04,G,209/394,,89/394,
5,,-2.24%,,5.07%,,0.26%,R,8.82%,,-5.77%,R,4.19%,,0.71%,,5.60%,,8,,48,,32.28%,,38.23%,,1,R,14,R,35.63%,R,29.83%,R,0:40:45,,0:38:31,,1942/2576,,1810/2576,
7,,1.94%,,2.57%,,41.57%,G,22.03%,,21.35%,,22.91%,G,21.08%,,10.07%,,22,,195,,36.16%,,31.42%,,3,,47,,56.70%,,43.88%,,1:00:25,,0:49:12,,378/2576,G,1049/2576,
8,,-11.81%,R,2.16%,,2.89%,,12.18%,,0.85%,,8.30%,,-15.24%,R,-3.38%,R,0,R,11,R,28.78%,,38.84%,,5,,32,,25.42%,R,24.73%,R,0:21:08,G,0:24:40,G,2238/2576,R,1820/2576,
24,,-9.62%,,-1.63%,R,26.84%,,22.51%,,12.91%,,9.52%,,12.64%,,17.45%,,50,G,102,,39.40%,,34.81%,,11,G,27,,83.29%,,61.22%,,0:48:46,,0:44:51,,865/2576,,1297/2576,
1105,,-4.09%,,7.08%,,5.74%,,11.05%,,9.42%,,9.30%,,-14.84%,R,-0.27%,R,22,,126,,38.61%,,36.92%,,9,,26,,44.75%,,43.24%,,0:36:40,,0:35:54,G,1585/2576,,1435/2576,
2575,,0.09%,,7.67%,,31.66%,G,22.02%,,14.04%,,7.93%,,23.04%,G,19.13%,,61,G,812,G,38.11%,,40.55%,,9,,18,R,42.73%,,42.67%,,0:43:57,,0:55:05,,337/2576,G,731/2576,
2587,,-3.44%,,-0.24%,R,6.96%,,9.82%,,24.77%,,6.25%,,-9.59%,R,3.16%,R,5,,114,,28.55%,,38.05%,,4,,62,,30.73%,R,35.80%,,1:09:40,R,1:07:26,R,1883/2576,,2194/2576,R
4168,,-4.90%,,4.21%,,0.34%,R,18.53%,,-4.57%,R,5.13%,,9.19%,,13.89%,,16,,96,,31.65%,,39.05%,,16,G,77,,82.83%,,70.45%,,0:39:37,,0:36:20,G,1718/2576,,928/2576,
Total,B,-4.13%,,3.36%,,12.92%,,15.05%,,8.01%,,8.87%,,0.16%,,6.85%,R,0.77,,0.57,,33.99%,,37.24%,,0.24,,0.11,,47.16%,R,41.61%,R,0:43:42,,0:42:34,G,220/394,,250/394,
83,,-1.81%,,5.91%,,11.75%,,18.18%,,-9.91%,R,13.70%,,17.95%,,8.21%,,8,,41,,21.74%,R,26.64%,R,3,,7,R,29.57%,R,19.06%,R,0:31:07,G,0:29:56,G,1304/2576,,1184/2576,
167,,4.00%,G,4.51%,,28.22%,,17.00%,,17.45%,,9.86%,,13.47%,,8.07%,,41,G,318,G,33.45%,,49.66%,G,3,,36,,62.95%,,65.25%,,0:37:01,,0:37:34,G,278/2576,G,926/2576,
171,,2.04%,,8.24%,G,4.95%,,11.10%,,2.76%,,6.17%,,7.17%,,9.16%,,0,R,9,R,30.81%,,35.13%,,1,R,19,R,16.86%,R,13.41%,R,0:45:08,,0:41:46,,1690/2576,,1587/2576,
348,,7.27%,G,6.63%,,44.40%,G,14.01%,,24.14%,,-8.47%,R,28.52%,G,14.78%,,11,,161,,45.29%,G,37.76%,,13,G,120,G,86.63%,,44.48%,,0:23:10,G,0:28:06,G,26/2576,G,1106/2576,
530,,-7.16%,,0.71%,,-0.26%,R,0.08%,R,5.81%,,-5.55%,R,-6.64%,,8.78%,,1,R,1,R,25.94%,,29.78%,,0,R,1,R,35.15%,R,24.98%,R,0:35:06,G,0:41:12,,2228/2576,R,2433/2576,R
714,,-8.07%,,0.87%,,-0.63%,R,9.12%,,8.71%,,7.21%,,-6.06%,,1.97%,R,8,,58,,43.32%,G,51.39%,G,1,R,9,R,60.37%,,56.52%,,0:31:02,G,0:33:31,G,1916/2576,,1905/2576,
3331,,-10.17%,R,5.77%,,-2.68%,R,15.59%,,3.98%,,5.63%,,-16.55%,R,0.29%,R,46,G,407,G,68.22%,G,65.41%,G,2,,70,,12.24%,R,14.61%,R,0:22:11,G,0:22:46,G,2091/2576,R,1056/2576,
Total,B,-3.16%,,4.84%,,7.05%,R,12.91%,,5.72%,,3.87%,,-0.13%,,5.90%,R,0.55,,0.43,,43.99%,G,47.07%,G,0.11,,0.11,R,38.10%,R,29.90%,R,0:29:07,G,0:30:10,G,280/394,,261/394,
11,,-3.54%,,6.73%,,5.67%,,15.45%,,8.72%,,8.62%,,-10.01%,R,2.84%,R,56,G,191,,30.77%,,44.32%,G,8,,76,,69.07%,,46.48%,,0:32:40,G,0:32:50,G,1462/2576,,958/2576,
18,,-11.43%,R,2.36%,,16.92%,,16.97%,,8.42%,,6.54%,,13.74%,,10.51%,,9,,31,R,45.42%,G,51.96%,G,5,,35,,91.25%,,77.67%,,0:48:25,,0:39:24,,1246/2576,,1290/2576,
57,,-12.17%,R,0.84%,,6.37%,,6.15%,R,-9.83%,R,-3.69%,R,14.38%,,3.23%,R,9,,34,R,37.16%,,57.37%,G,1,R,10,R,18.03%,R,23.25%,R,0:32:47,G,0:39:52,,1954/2576,,2241/2576,R
71,,-3.22%,,0.36%,,10.59%,,5.40%,R,0.22%,,-2.82%,R,9.87%,,-0.02%,R,7,,47,,32.75%,,48.39%,G,2,,21,,38.26%,,35.10%,,0:26:40,G,0:42:41,,1330/2576,,2283/2576,R
119,,-1.15%,,4.29%,,-0.11%,R,10.18%,,-0.63%,,-1.96%,,-8.85%,R,11.42%,,4,,80,,41.10%,,44.12%,,3,,39,,39.32%,,40.76%,,0:37:55,,0:57:24,,1822/2576,,1850/2576,
157,,0.99%,,4.71%,,26.24%,,17.51%,,23.30%,,3.48%,,12.99%,,12.21%,,58,G,135,,24.39%,R,36.94%,,30,G,84,,76.83%,,63.74%,,0:34:37,G,0:42:11,,285/2576,G,1074/2576,
160,,-3.75%,,0.96%,,8.63%,,11.88%,,7.62%,,2.05%,,6.21%,,4.25%,R,4,,45,,47.74%,G,55.04%,G,7,,41,,67.74%,,68.95%,,0:44:44,,0:52:05,,1364/2576,,1929/2576,
788,,-7.12%,,1.63%,,1.93%,,18.05%,,-0.82%,,8.03%,,4.96%,,5.76%,,10,,68,,43.86%,G,49.17%,G,3,,64,,30.43%,R,36.11%,,0:50:13,,0:47:02,,2044/2576,,1473/2576,
1114,,-2.88%,,6.77%,,1.33%,,13.09%,,7.42%,,3.33%,,-3.29%,,9.90%,,9,,160,,32.58%,,42.88%,,4,,73,,54.11%,,56.29%,,1:05:42,R,1:03:47,R,1997/2576,,1406/2576,
1147,,-2.01%,,2.60%,,13.18%,,14.97%,,-0.93%,,2.54%,,18.45%,,5.86%,,30,G,334,G,39.25%,,48.36%,G,15,G,229,G,80.06%,,76.72%,,0:50:26,,0:45:00,,1034/2576,,1313/2576,
Total,B,-3.71%,,3.51%,,8.59%,,13.23%,,4.98%,R,2.98%,,2.75%,,6.69%,R,0.65,,0.34,,37.13%,,46.71%,G,0.26,,0.20,,57.11%,,52.13%,,0:39:16,G,0:43:52,,251/394,,281/394,
13,,-4.99%,,3.39%,,11.60%,,12.40%,,0.86%,,1.41%,,5.13%,,10.45%,,15,,58,,34.96%,,42.14%,,1,R,18,R,75.61%,,60.61%,,0:41:33,,0:49:06,,1457/2576,,1753/2576,
17,,-5.42%,,5.48%,,16.32%,,18.48%,,10.88%,,12.18%,,6.46%,,11.66%,,15,,140,,31.80%,,42.78%,,3,,44,,47.91%,,47.23%,,0:46:51,,0:49:14,,1274/2576,,968/2576,
34,,-6.91%,,2.32%,,8.61%,,16.06%,,2.83%,,10.67%,,-0.31%,,7.23%,,28,,96,,43.79%,G,49.58%,G,2,,153,G,84.16%,,47.87%,,0:39:19,,0:34:49,G,1528/2576,,1190/2576,
48,,-12.37%,R,5.28%,,4.68%,,23.81%,,-0.67%,,8.37%,,-5.01%,,7.87%,,4,,126,,41.94%,,43.08%,,8,,219,G,92.08%,,80.07%,G,0:31:34,G,0:28:18,G,1878/2576,,545/2576,
59,,-6.45%,,4.70%,,18.43%,,15.11%,,12.08%,,-0.29%,,8.64%,,11.57%,,35,G,261,,54.08%,G,56.28%,G,1,R,70,,57.06%,,76.80%,,0:49:58,,0:52:24,,1141/2576,,1220/2576,
79,,-7.93%,,1.09%,,1.12%,R,3.62%,R,-6.03%,R,-4.62%,R,1.67%,,-0.65%,R,16,,87,,35.45%,,48.50%,G,5,,38,,80.05%,,71.69%,,0:46:44,,0:49:33,,2017/2576,,2209/2576,R
267,,-10.26%,R,3.35%,,14.36%,,12.09%,,30.81%,G,0.30%,,2.78%,,7.93%,,2,R,51,,28.23%,,42.40%,,4,,78,,81.98%,,91.42%,G,0:30:20,G,0:43:29,,1255/2576,,1574/2576,
338,,-12.08%,R,3.15%,,21.15%,,17.58%,,11.20%,,7.45%,,3.24%,,8.83%,,42,G,152,,46.07%,G,58.52%,G,48,G,128,G,121.99%,G,110.65%,G,0:50:14,,0:41:16,,1060/2576,,950/2576,
888,,-9.47%,,4.41%,,-7.59%,R,16.37%,,-9.03%,R,10.40%,,-18.70%,R,8.28%,,11,,76,,40.00%,,42.53%,,1,R,17,R,106.00%,G,97.35%,G,0:30:02,G,0:30:05,G,2206/2576,R,1030/2576,
Total,B,-8.05%,,3.71%,,9.88%,,14.81%,,5.24%,R,4.61%,,1.41%,,8.14%,R,0.62,,0.35,,39.52%,,47.19%,G,0.27,,0.26,,77.11%,,72.76%,G,0:40:19,G,0:41:55,G,259/394,,211/394,
&nbsp;,B,-3.81%,,4.14%,,10.86%,R,15.13%,,8.15%,R,6.02%,,2.87%,R,8.31%,R,0.64,,0.46,,34.36%,,41.44%,G,0.32,,0.25,,59.90%,,55.17%,,0:41:28,G,0:43:42,G,26/34,,20/34,
&nbsp;,B,-1.18%,,4.83%,,11.23%,,16.55%,,10.21%,,6.68%,,5.13%,,13.80%,,0.89,G,0.65,,34.16%,,38.08%,,0.34,G,0.30,,58.88%,,50.71%,,0:49:00,,0:52:57,,3/5,,3/5,
1455,,5.22%,G,14.27%,G,39.62%,G,36.83%,G,26.91%,,21.24%,G,45.74%,G,32.58%,G,20,,161,,31.38%,,34.64%,,41,G,410,G,82.98%,,68.12%,,0:51:45,,0:50:29,,121/2576,G,79/2576,G
1801,,-0.37%,,-0.51%,R,36.54%,G,4.23%,R,26.67%,,-10.73%,R,99.39%,G,10.85%,,20,,165,,29.36%,,32.50%,,9,,84,,76.45%,,43.81%,,0:55:25,,1:06:43,R,310/2576,G,2338/2576,R
2978,,-2.50%,,-0.83%,R,10.00%,,6.06%,R,-16.47%,R,-17.08%,R,22.07%,,5.39%,,211,G,710,G,33.58%,,35.49%,,1,R,40,,42.80%,,37.81%,,0:41:05,,0:20:38,G,1327/2576,,2112/2576,R
3285,,8.46%,G,8.38%,G,38.77%,G,20.92%,,21.94%,,6.16%,,32.59%,G,23.00%,,11,,82,,39.86%,,39.06%,,5,,47,,60.38%,,40.74%,,0:29:54,G,0:36:26,G,63/2576,G,623/2576,
4279,,5.66%,G,9.61%,G,13.55%,,30.71%,G,5.35%,,20.48%,G,7.83%,,29.61%,G,21,,99,,41.94%,,40.81%,,5,,16,R,49.80%,,47.53%,,0:36:16,,0:35:19,G,713/2576,,196/2576,G
4503,,17.49%,G,13.97%,G,42.76%,G,38.30%,G,31.84%,G,22.75%,G,22.42%,,23.72%,,4,,67,,29.68%,,30.11%,,2,,101,,40.00%,,48.71%,,1:04:09,R,1:05:34,R,344/2576,G,325/2576,G
5147,,12.85%,G,14.51%,G,42.37%,G,54.03%,G,47.14%,G,38.73%,G,45.88%,G,35.40%,G,6,,453,G,25.09%,R,30.72%,,6,,142,G,45.94%,,52.90%,,0:37:20,,0:43:31,,85/2576,G,29/2576,G
Total,B,6.88%,G,8.64%,G,31.44%,G,26.55%,G,18.23%,,8.43%,,34.44%,G,24.73%,G,1.40,G,0.75,,32.18%,,34.42%,,0.33,,0.36,G,54.72%,,49.16%,,0:44:38,,0:45:05,,9/394,G,22/394,G
251,,-0.21%,,9.43%,G,22.78%,,29.86%,G,13.54%,,22.88%,G,16.14%,,22.19%,,18,,323,G,46.53%,G,51.18%,G,9,,62,,86.49%,,75.64%,,0:23:24,G,0:25:43,G,291/2576,G,48/2576,G
265,,-0.70%,,9.40%,G,6.25%,,27.05%,,-2.14%,R,14.13%,,2.81%,,25.89%,G,12,,595,G,34.95%,,37.84%,,2,,267,G,102.43%,G,94.60%,G,0:34:51,G,0:28:59,G,1322/2576,,68/2576,G
412,,-4.59%,,0.41%,,20.74%,,16.95%,,9.65%,,-7.77%,R,-12.47%,R,6.61%,,94,G,436,G,45.40%,G,47.25%,G,43,G,558,G,107.12%,G,87.04%,G,0:38:41,,0:46:01,,773/2576,,1442/2576,
516,,-12.20%,R,3.80%,,-4.71%,R,28.62%,G,10.49%,,25.52%,G,-19.79%,R,14.82%,,50,G,961,G,41.56%,,60.03%,G,15,G,438,G,99.03%,G,99.40%,G,0:30:11,G,0:32:15,G,1905/2576,,185/2576,G
827,,-3.30%,,7.00%,,23.72%,,30.69%,G,20.67%,,37.25%,G,17.87%,,12.29%,,26,,145,,34.63%,,37.59%,,3,,89,,46.52%,,44.53%,,0:28:31,G,0:33:58,G,529/2576,,298/2576,G
1022,,4.46%,G,9.77%,G,25.77%,,32.08%,G,28.54%,,18.83%,G,9.76%,,23.47%,,20,,199,,27.78%,,38.36%,,2,,85,,70.28%,,62.78%,,0:34:11,G,0:33:30,G,326/2576,G,87/2576,G
1044,,-6.46%,,-3.57%,R,24.99%,,8.95%,,20.48%,,-1.19%,,12.77%,,4.10%,R,6,,66,,28.85%,,31.63%,,13,G,107,,85.68%,,81.58%,G,0:45:36,,0:59:38,,847/2576,,2286/2576,R
2688,,-1.23%,,5.92%,,3.63%,,17.04%,,12.60%,,-1.41%,,9.57%,,16.53%,,4,,28,R,26.54%,,40.45%,,2,,49,,87.38%,,89.34%,G,0:52:08,,0:53:12,,1601/2576,,1186/2576,
3764,,-3.76%,,4.17%,,7.22%,,11.13%,,8.46%,,1.61%,,-0.47%,,3.36%,R,1,R,75,,29.25%,,38.62%,,1,R,25,,92.45%,G,84.41%,G,0:31:42,G,0:40:56,,1552/2576,,1684/2576,
6467,,1.32%,,11.82%,G,17.81%,,33.88%,G,15.23%,,16.09%,,23.08%,G,30.11%,G,16,,240,,31.01%,,38.39%,,1,R,42,,96.15%,G,86.03%,G,0:33:44,G,0:39:57,,511/2576,G,73/2576,G
Total,B,-2.65%,,5.93%,,14.36%,,24.04%,G,12.98%,,13.37%,G,5.86%,,15.29%,,0.82,,0.92,G,34.77%,,42.31%,G,0.30,,0.52,G,85.77%,G,79.58%,G,0:34:23,G,0:37:07,G,108/394,,14/394,G
220,,-3.91%,,8.53%,G,14.50%,,37.31%,G,16.79%,,23.31%,G,2.51%,,35.51%,G,8,,115,,35.70%,,42.63%,,5,,109,G,92.91%,G,79.70%,G,0:42:21,,0:46:46,,1038/2576,,85/2576,G
228,,1.16%,,8.51%,G,22.27%,,18.42%,,11.25%,,6.86%,,46.33%,G,24.02%,,38,G,1038,G,35.15%,,38.05%,,70,G,1648,G,50.22%,,76.79%,,0:41:34,,0:38:47,,380/2576,G,440/2576,G
353,,4.59%,G,6.70%,,19.40%,,12.18%,,5.86%,,9.78%,,22.89%,,17.13%,,3,,169,,44.41%,G,51.36%,G,1,R,78,,69.91%,,67.81%,,0:40:02,,0:47:19,,578/2576,,975/2576,
371,,0.15%,,5.50%,,0.71%,R,9.53%,,-3.88%,R,-4.66%,R,5.99%,,9.36%,,18,,198,,34.46%,,43.89%,,5,,180,G,106.78%,G,99.00%,G,0:42:30,,0:47:30,,1463/2576,,1432/2576,
590,,-3.23%,,5.91%,,14.58%,,19.50%,,0.75%,,5.13%,,3.57%,,10.52%,,6,,89,,51.38%,G,54.89%,G,1,R,54,,107.24%,G,87.75%,G,0:37:08,,0:47:42,,1087/2576,,859/2576,
804,,-2.75%,,5.81%,,16.67%,,13.54%,,-3.51%,R,1.16%,,3.30%,,14.04%,,76,G,483,G,63.37%,G,62.53%,G,22,G,119,G,103.20%,G,74.39%,,0:45:38,,0:50:41,,894/2576,,1076/2576,
963,,2.80%,G,4.03%,,34.08%,G,17.27%,,22.26%,,0.92%,,39.66%,G,18.09%,,7,,217,,42.80%,G,48.26%,G,3,,29,,104.00%,G,77.70%,,0:40:21,,0:40:37,,135/2576,G,995/2576,
3431,,-1.25%,,3.99%,,17.43%,,13.35%,,11.34%,,0.58%,,10.89%,,8.80%,,16,,172,,42.46%,G,50.98%,G,9,,128,G,108.77%,G,104.59%,G,0:45:28,,0:51:27,,664/2576,,1356/2576,
5359,,0.62%,,3.97%,,18.63%,,12.83%,,15.73%,,6.01%,,6.97%,,7.76%,,52,G,150,,33.58%,,45.22%,G,19,G,92,,37.84%,,37.80%,,0:41:22,,0:46:14,,635/2576,,1472/2576,
Total,B,-0.35%,,5.98%,,16.62%,,17.39%,,8.04%,,5.66%,,14.03%,,16.21%,,0.83,,0.88,G,41.84%,G,48.55%,G,0.50,G,0.82,G,83.46%,G,77.47%,G,0:41:17,G,0:45:37,,57/394,G,79/394,
284,,1.49%,,7.80%,G,15.40%,,19.52%,,6.69%,,0.76%,,23.89%,G,23.28%,,27,,288,G,40.36%,,51.29%,G,14,G,238,G,78.92%,,65.70%,,1:07:14,R,1:13:25,R,818/2576,,762/2576,
471,,2.93%,G,17.86%,G,43.29%,G,53.92%,G,29.41%,G,36.23%,G,75.18%,G,38.17%,G,22,,192,,23.41%,R,25.23%,R,3,,55,,54.62%,,54.40%,,0:30:57,G,0:32:31,G,113/2576,G,30/2576,G
896,,-9.85%,,5.49%,,8.78%,,29.30%,G,5.58%,,16.63%,,-4.80%,,16.24%,,7,,123,,37.80%,,39.38%,,9,,313,G,75.59%,,70.18%,,0:57:50,,0:47:14,,1928/2576,,429/2576,G
3432,,-6.89%,,3.47%,,7.32%,,16.52%,,51.96%,G,18.38%,G,-1.48%,,22.62%,,4,,50,,34.84%,,38.34%,,2,,20,,35.34%,R,35.66%,,1:03:49,R,1:07:07,R,1842/2576,,1414/2576,
5288,,6.12%,G,13.55%,G,16.02%,,34.78%,G,11.52%,,16.87%,,12.27%,,36.14%,G,5,,357,G,35.25%,,36.34%,,0,R,18,R,16.67%,R,15.45%,R,0:56:08,,0:55:06,,1052/2576,,295/2576,G
Total,B,-1.12%,,9.84%,G,16.24%,,29.93%,G,13.37%,,15.68%,G,14.59%,,25.29%,G,0.43,,0.61,,34.38%,,38.11%,,0.19,,0.39,G,55.72%,,51.55%,,0:54:46,,0:52:52,,141/394,,13/394,G
266,,-6.02%,,2.00%,,19.24%,,25.31%,,8.06%,,17.40%,,21.54%,,18.57%,,45,G,471,G,42.81%,G,37.91%,,31,G,400,G,114.72%,G,74.07%,,0:42:35,,0:36:27,G,670/2576,,511/2576,G
807,,6.06%,G,7.64%,,42.84%,G,30.81%,G,19.06%,,11.58%,,67.09%,G,38.22%,G,9,,250,,51.92%,G,49.14%,G,4,,42,,62.40%,,50.16%,,0:39:58,,0:48:22,,81/2576,G,262/2576,G
880,,12.09%,G,15.85%,G,37.26%,G,31.46%,G,34.03%,G,16.76%,,52.48%,G,35.89%,G,14,,105,,28.92%,,30.20%,,5,,63,,46.03%,,36.51%,,1:07:59,R,0:54:50,,238/2576,G,319/2576,G
1178,,-0.15%,,9.05%,G,-2.78%,R,24.31%,,-6.70%,R,11.33%,,-13.78%,R,38.42%,G,75,G,405,G,36.53%,,29.72%,,0,R,69,,79.45%,,61.48%,,0:46:58,,0:32:53,G,1924/2576,,234/2576,G
2649,,-7.78%,,8.04%,G,19.34%,,34.96%,G,15.12%,,24.70%,G,-3.40%,,21.73%,,11,,205,,32.75%,,30.30%,,13,G,87,,64.18%,,41.54%,,1:00:44,,1:01:08,,1385/2576,,391/2576,G
3274,,-0.15%,,4.88%,,16.25%,,19.99%,,-4.29%,R,5.34%,,40.00%,G,28.15%,G,10,,155,,41.16%,,47.51%,G,4,,212,G,94.90%,G,61.18%,,0:31:38,G,0:31:48,G,618/2576,,564/2576,
5080,,-1.35%,,5.64%,,20.57%,,23.19%,,22.02%,,-1.66%,,6.23%,,23.80%,,15,,79,,39.30%,,40.36%,,0,R,49,,61.88%,,57.17%,,0:47:43,,0:53:14,,868/2576,,877/2576,
5416,,14.48%,G,13.37%,G,31.56%,G,29.78%,G,26.30%,,10.54%,,16.74%,,11.61%,,10,,250,,28.31%,,33.34%,,2,,132,G,43.57%,,47.09%,,0:50:02,,0:56:22,,361/2576,G,452/2576,G
Total,B,2.88%,G,9.08%,G,23.45%,G,28.06%,G,15.31%,,12.25%,,20.21%,G,25.56%,G,0.79,,0.72,,36.62%,,36.52%,,0.25,,0.40,G,66.12%,,51.43%,,0:49:55,,0:49:05,,25/394,G,18/394,G
202,,16.15%,G,13.72%,G,59.34%,G,51.91%,G,35.10%,G,22.57%,G,43.21%,G,43.47%,G,9,,54,,45.01%,G,40.34%,,4,,68,,60.83%,,61.84%,,0:47:52,,0:53:44,,52/2576,G,91/2576,G
1117,,0.88%,,3.87%,,42.59%,G,22.18%,,35.14%,G,4.22%,,25.75%,G,23.25%,,54,G,466,G,36.64%,,30.53%,,3,,47,,108.19%,G,79.62%,G,0:47:54,,0:53:23,,137/2576,G,882/2576,
3406,,9.72%,G,13.10%,G,30.60%,G,19.37%,,27.72%,,0.73%,,18.14%,,18.77%,,30,G,226,,22.84%,R,30.56%,,19,G,99,,87.33%,,67.54%,,0:55:44,,1:09:10,R,229/2576,G,833/2576,
3482,,2.50%,G,7.73%,G,23.18%,,21.38%,,28.60%,,19.71%,G,14.84%,,15.52%,,24,,149,,50.85%,G,51.49%,G,25,G,273,G,89.41%,,68.78%,,0:48:27,,0:48:37,,241/2576,G,437/2576,G
5210,,0.68%,,11.99%,G,27.04%,,32.75%,G,15.54%,,20.78%,G,4.12%,,32.73%,G,36,G,80,,50.09%,G,44.25%,,13,G,49,,64.60%,,51.68%,,0:42:49,,0:46:39,,402/2576,G,155/2576,G
Total,B,4.72%,G,9.35%,G,35.03%,G,28.32%,G,27.72%,G,13.22%,G,18.88%,G,26.03%,G,1.02,G,0.59,,40.85%,G,39.31%,,0.43,G,0.32,G,82.20%,G,65.61%,,0:48:14,,0:53:36,,2/394,G,15/394,G
206,,5.58%,G,4.90%,,25.08%,,23.50%,,15.33%,,10.24%,,16.62%,,14.98%,,0,R,45,,29.91%,,33.59%,,1,R,4,R,69.39%,,82.69%,G,0:37:49,,0:42:06,,504/2576,G,843/2576,
467,,-7.84%,,4.61%,,16.41%,,27.62%,G,0.67%,,11.05%,,-7.49%,,34.63%,G,193,G,333,G,31.64%,,33.08%,,50,G,73,,97.93%,G,48.03%,,0:52:55,,0:53:19,,1405/2576,,588/2576,
3286,,6.36%,G,8.10%,G,14.05%,,29.74%,G,13.56%,,17.65%,G,15.93%,,18.08%,,36,G,537,G,31.87%,,48.07%,G,9,,178,G,66.08%,,75.38%,,0:50:28,,0:55:17,,674/2576,,217/2576,G
5211,,-2.99%,,13.42%,G,13.95%,,30.26%,G,-0.92%,,5.15%,,2.50%,,30.54%,G,9,,24,R,41.57%,,42.93%,,14,G,87,,101.69%,G,82.81%,G,0:50:06,,0:59:32,,1194/2576,,369/2576,G
5311,,-0.40%,,3.80%,,20.93%,,16.05%,,16.81%,,8.69%,,-2.05%,,10.52%,,4,,58,,49.42%,G,43.46%,,1,R,11,R,87.41%,,57.30%,,0:47:44,,0:54:05,,842/2576,,1487/2576,
6963,,18.41%,G,14.93%,G,58.07%,G,21.06%,,35.74%,G,-8.69%,R,64.62%,G,41.53%,G,24,,47,,31.07%,,36.66%,,5,,93,,99.30%,G,81.35%,G,1:01:19,,1:12:03,R,68/2576,G,761/2576,
Total,B,2.23%,G,8.00%,G,21.42%,,25.30%,G,8.88%,,8.54%,,9.65%,,25.01%,G,1.48,G,0.52,,36.11%,,39.26%,,0.44,G,0.22,,88.63%,G,71.00%,G,0:49:23,,0:54:11,,43/394,G,32/394,G
