BU,Region,Market,Stores,Wk7,Wk8,Wk9,Wk10,Wk11,Wk12,Wk13,Wk14,,,
E,20,216,1937,"$21,015.62","$21,015.62","$21,015.62","$17,436.81","$17,436.81","$17,436.81","$17,436.81","$15,038.83",,,
E,25,268,1938,"$25,523.92","$25,523.92","$25,523.92","$21,947.64","$21,947.64","$21,947.64","$21,947.64","$20,494.02",,,
F,16,180,1939,"$24,689.37","$24,689.37","$24,689.37","$19,631.89","$19,631.89","$19,631.89","$19,631.89","$18,541.23",,,
F,17,188,1940,"$29,886.95","$29,886.95","$29,886.95","$21,473.02","$21,473.02","$21,473.02","$21,473.02","$19,669.58",,,
M,57,462,1941,"$22,146.72","$22,146.72","$22,146.72","$20,275.80","$20,275.80","$20,275.80","$20,275.80","$16,003.61",,,
E,19,200,1942,"$21,307.79","$21,307.79","$21,307.79","$16,662.55","$16,662.55","$16,662.55","$16,662.55","$14,416.33",,,
M,47,433,1943,"$24,909.96","$24,909.96","$24,909.96","$20,239.75","$20,239.75","$20,239.75","$20,239.75","$17,932.22",,,
F,17,226,1945,"$18,399.35","$18,399.35","$18,399.35","$15,699.62","$15,699.62","$15,699.62","$15,699.62","$14,248.43",,,
F,17,187,1946,"$22,475.67","$22,475.67","$22,475.67","$17,249.47","$17,249.47","$17,249.47","$17,249.47","$16,382.57",,,
M,60,473,1947,"$23,833.59","$23,833.59","$23,833.59","$19,744.24","$19,744.24","$19,744.24","$19,744.24","$17,137.09",,,
E,20,208,1948,"$24,615.01","$24,615.01","$24,615.01","$18,527.33","$18,527.33","$18,527.33","$18,527.33","$16,484.86",,,
F,17,194,1949,"$24,246.72","$24,246.72","$24,246.72","$20,459.80","$20,459.80","$20,459.80","$20,459.80","$17,540.79",,,
F,26,301,1950,"$13,558.99","$13,558.99","$13,558.99","$12,303.93","$12,303.93","$12,303.93","$12,303.93","$10,699.14",,,
M,56,399,1951,"$28,903.19","$28,903.19","$28,903.19","$23,857.08","$23,857.08","$23,857.08","$23,857.08","$20,745.95",,,
M,52,422,1952,"$15,781.44","$15,781.44","$15,781.44","$13,094.07","$13,094.07","$13,094.07","$13,094.07","$11,446.38",,,
F,26,297,1953,"$16,003.31","$16,003.31","$16,003.31","$13,380.27","$13,380.27","$13,380.27","$13,380.27","$12,228.77",,,
F,16,183,1954,"$18,449.11","$18,449.11","$18,449.11","$15,701.95","$15,701.95","$15,701.95","$15,701.95","$14,042.00",,,
E,53,263,1955,"$24,354.32","$24,354.32","$24,354.32","$19,764.71","$19,764.71","$19,764.71","$19,764.71","$15,565.77",,,
M,47,382,1956,"$27,473.71","$27,473.71","$27,473.71","$24,066.74","$24,066.74","$24,066.74","$24,066.74","$20,521.84",,,
A,9,105,1957,"$16,889.53","$16,889.53","$16,889.53","$14,864.22","$14,864.22","$14,864.22","$14,864.22","$11,850.30",,,
B,6,80,1958,"$18,193.36","$18,193.36","$18,193.36","$15,652.65","$15,652.65","$15,652.65","$15,652.65","$13,842.50",,,
F,17,164,1959,"$30,194.88","$30,194.88","$30,194.88","$28,650.63","$28,650.63","$28,650.63","$28,650.63","$27,783.93",,,
A,9,112,1960,"$24,491.89","$24,491.89","$24,491.89","$20,212.48","$20,212.48","$20,212.48","$20,212.48","$17,509.31",,,
E,21,225,1961,"$18,296.12","$18,296.12","$18,296.12","$15,988.62","$15,988.62","$15,988.62","$15,988.62","$14,638.51",,,
E,21,247,1962,"$26,250.44","$26,250.44","$26,250.44","$21,662.78","$21,662.78","$21,662.78","$21,662.78","$19,030.97",,,
M,56,450,1963,"$17,029.52","$17,029.52","$17,029.52","$12,945.34","$12,945.34","$12,945.34","$12,945.34","$11,136.20",,,
F,16,161,1964,"$18,051.27","$18,051.27","$18,051.27","$16,396.95","$16,396.95","$16,396.95","$16,396.95","$14,984.15",,,
M,47,432,1965,"$24,211.81","$24,211.81","$24,211.81","$20,251.35","$20,251.35","$20,251.35","$20,251.35","$18,956.67",,,
F,17,194,1966,"$20,309.33","$20,309.33","$20,309.33","$17,293.52","$17,293.52","$17,293.52","$17,293.52","$15,798.65",,,
F,16,154,1967,"$21,617.69","$21,617.69","$21,617.69","$18,880.22","$18,880.22","$18,880.22","$18,880.22","$15,975.04",,,
F,75,281,1968,"$20,639.29","$20,639.29","$20,639.29","$17,378.17","$17,378.17","$17,378.17","$17,378.17","$15,645.48",,,
F,75,290,1969,"$19,062.00","$19,062.00","$19,062.00","$15,431.35","$15,431.35","$15,431.35","$15,431.35","$13,874.89",,,
F,16,159,1970,"$16,014.66","$16,014.66","$16,014.66","$13,540.87","$13,540.87","$13,540.87","$13,540.87","$10,990.59",,,
E,53,425,1971,"$23,304.17","$23,304.17","$23,304.17","$19,247.69","$19,247.69","$19,247.69","$19,247.69","$16,880.34",,,
M,56,511,1972,"$12,360.04","$12,360.04","$12,360.04","$9,830.55","$9,830.55","$9,830.55","$9,830.55","$8,456.78",,,
F,17,194,1973,"$25,390.32","$25,390.32","$25,390.32","$21,121.06","$21,121.06","$21,121.06","$21,121.06","$19,276.10",,,
F,16,179,1974,"$13,689.45","$13,689.45","$13,689.45","$9,226.85","$9,226.85","$9,226.85","$9,226.85","$7,363.51",,,
F,16,181,1975,"$19,724.37","$19,724.37","$19,724.37","$16,929.76","$16,929.76","$16,929.76","$16,929.76","$15,258.56",,,
F,17,190,1976,"$26,405.85","$26,405.85","$26,405.85","$21,827.55","$21,827.55","$21,827.55","$21,827.55","$20,127.46",,,
F,22,178,1977,"$25,045.42","$25,045.42","$25,045.42","$21,147.75","$21,147.75","$21,147.75","$21,147.75","$19,063.54",,,
E,21,247,1978,"$25,525.71","$25,525.71","$25,525.71","$21,224.14","$21,224.14","$21,224.14","$21,224.14","$19,670.42",,,
M,56,453,1979,"$17,404.47","$17,404.47","$17,404.47","$14,985.06","$14,985.06","$14,985.06","$14,985.06","$13,213.10",,,
F,17,162,1980,"$16,735.07","$16,735.07","$16,735.07","$15,373.22","$15,373.22","$15,373.22","$15,373.22","$13,666.22",,,
F,75,508,1981,"$28,827.34","$28,827.34","$28,827.34","$24,513.35","$24,513.35","$24,513.35","$24,513.35","$21,644.59",,,
E,53,439,1982,"$22,933.86","$22,933.86","$22,933.86","$19,445.02","$19,445.02","$19,445.02","$19,445.02","$16,902.09",,,
M,56,450,1983,"$34,020.83","$34,020.83","$34,020.83","$27,506.36","$27,506.36","$27,506.36","$27,506.36","$26,355.92",,,
F,16,154,1984,"$19,234.05","$19,234.05","$19,234.05","$17,999.92","$17,999.92","$17,999.92","$17,999.92","$17,422.82",,,
F,75,508,1985,"$28,787.32","$28,787.32","$28,787.32","$23,674.55","$23,674.55","$23,674.55","$23,674.55","$20,018.59",,,
E,19,213,1986,"$22,205.85","$22,205.85","$22,205.85","$19,045.16","$19,045.16","$19,045.16","$19,045.16","$17,281.36",,,
E,19,205,1987,"$29,588.82","$29,588.82","$29,588.82","$24,041.11","$24,041.11","$24,041.11","$24,041.11","$21,896.12",,,
M,56,455,1988,"$27,274.26","$27,274.26","$27,274.26","$22,466.51","$22,466.51","$22,466.51","$22,466.51","$18,521.90",,,
M,57,447,1989,"$22,022.86","$22,022.86","$22,022.86","$18,491.95","$18,491.95","$18,491.95","$18,491.95","$16,553.67",,,
E,21,217,1990,"$8,354.28","$8,354.28","$8,354.28","$7,062.61","$7,062.61","$7,062.61","$7,062.61","$6,384.96",,,
E,25,251,1991,"$29,821.49","$29,821.49","$29,821.49","$24,800.22","$24,800.22","$24,800.22","$24,800.22","$19,800.09",,,
M,57,462,1992,"$16,618.27","$16,618.27","$16,618.27","$14,014.06","$14,014.06","$14,014.06","$14,014.06","$11,294.82",,,
F,17,195,1993,"$25,101.53","$25,101.53","$25,101.53","$20,569.14","$20,569.14","$20,569.14","$20,569.14","$18,539.77",,,
F,17,187,1994,"$25,929.27","$25,929.27","$25,929.27","$22,343.10","$22,343.10","$22,343.10","$22,343.10","$19,103.50",,,
M,56,400,1995,"$28,385.74","$28,385.74","$28,385.74","$24,467.38","$24,467.38","$24,467.38","$24,467.38","$22,294.96",,,
A,9,553,1996,"$25,705.43","$25,705.43","$25,705.43","$22,516.79","$22,516.79","$22,516.79","$22,516.79","$18,224.88",,,
F,17,188,1997,"$30,027.25","$30,027.25","$30,027.25","$24,528.89","$24,528.89","$24,528.89","$24,528.89","$22,552.75",,,
E,25,267,1998,"$22,773.56","$22,773.56","$22,773.56","$20,011.81","$20,011.81","$20,011.81","$20,011.81","$17,845.06",,,
M,52,424,1999,"$19,468.96","$19,468.96","$19,468.96","$16,460.42","$16,460.42","$16,460.42","$16,460.42","$14,475.94",,,
F,26,301,2000,"$20,361.97","$20,361.97","$20,361.97","$16,626.69","$16,626.69","$16,626.69","$16,626.69","$13,325.71",,,
M,57,449,2001,"$28,704.16","$28,704.16","$28,704.16","$24,386.00","$24,386.00","$24,386.00","$24,386.00","$24,778.80",,,
M,56,451,2002,"$24,110.17","$24,110.17","$24,110.17","$19,288.89","$19,288.89","$19,288.89","$19,288.89","$16,078.89",,,
F,17,174,2003,"$27,707.76","$27,707.76","$27,707.76","$21,426.21","$21,426.21","$21,426.21","$21,426.21","$20,263.27",,,
M,52,415,2004,"$23,609.18","$23,609.18","$23,609.18","$18,105.34","$18,105.34","$18,105.34","$18,105.34","$15,810.45",,,
F,4,306,2005,"$29,731.72","$29,731.72","$29,731.72","$25,242.46","$25,242.46","$25,242.46","$25,242.46","$20,272.99",,,
M,60,475,2006,"$28,740.42","$28,740.42","$28,740.42","$23,543.93","$23,543.93","$23,543.93","$23,543.93","$20,325.51",,,
M,60,473,2007,"$29,335.16","$29,335.16","$29,335.16","$26,043.99","$26,043.99","$26,043.99","$26,043.99","$21,928.43",,,
E,20,229,2008,"$11,260.20","$11,260.20","$11,260.20","$8,954.50","$8,954.50","$8,954.50","$8,954.50","$8,869.78",,,
F,75,281,2009,"$11,257.84","$11,257.84","$11,257.84","$10,008.27","$10,008.27","$10,008.27","$10,008.27","$8,832.76",,,
E,19,201,2010,"$23,637.71","$23,637.71","$23,637.71","$20,901.99","$20,901.99","$20,901.99","$20,901.99","$18,154.29",,,
F,16,156,2012,"$20,994.16","$20,994.16","$20,994.16","$17,715.25","$17,715.25","$17,715.25","$17,715.25","$16,025.68",,,
F,16,179,2013,"$30,620.67","$30,620.67","$30,620.67","$26,701.63","$26,701.63","$26,701.63","$26,701.63","$23,145.23",,,
E,19,204,2014,"$20,525.59","$20,525.59","$20,525.59","$17,309.59","$17,309.59","$17,309.59","$17,309.59","$15,579.12",,,
F,75,292,2015,"$19,268.95","$19,268.95","$19,268.95","$17,400.44","$17,400.44","$17,400.44","$17,400.44","$14,983.86",,,
M,60,473,2016,"$20,317.63","$20,317.63","$20,317.63","$17,566.82","$17,566.82","$17,566.82","$17,566.82","$16,109.04",,,
E,20,235,2019,"$29,488.32","$29,488.32","$29,488.32","$24,925.01","$24,925.01","$24,925.01","$24,925.01","$21,542.58",,,
E,21,246,2020,"$8,804.44","$8,804.44","$8,804.44","$6,966.42","$6,966.42","$6,966.42","$6,966.42","$6,896.64",,,
F,16,160,2021,"$27,501.89","$27,501.89","$27,501.89","$22,010.87","$22,010.87","$22,010.87","$22,010.87","$19,219.31",,,
F,17,162,2022,"$21,354.45","$21,354.45","$21,354.45","$18,118.29","$18,118.29","$18,118.29","$18,118.29","$16,322.78",,,
F,22,233,2023,"$24,576.33","$24,576.33","$24,576.33","$19,493.86","$19,493.86","$19,493.86","$19,493.86","$15,931.77",,,
F,17,226,2024,"$22,059.12","$22,059.12","$22,059.12","$18,720.22","$18,720.22","$18,720.22","$18,720.22","$16,214.65",,,
M,56,511,2025,"$27,003.84","$27,003.84","$27,003.84","$21,318.67","$21,318.67","$21,318.67","$21,318.67","$18,516.55",,,
F,75,280,2027,"$34,600.31","$34,600.31","$34,600.31","$28,491.46","$28,491.46","$28,491.46","$28,491.46","$24,715.09",,,
M,57,461,2028,"$27,424.18","$27,424.18","$27,424.18","$22,683.04","$22,683.04","$22,683.04","$22,683.04","$18,556.62",,,
M,56,450,2030,"$26,826.48","$26,826.48","$26,826.48","$21,028.86","$21,028.86","$21,028.86","$21,028.86","$19,343.53",,,
M,56,511,2031,"$23,341.34","$23,341.34","$23,341.34","$18,603.76","$18,603.76","$18,603.76","$18,603.76","$15,185.33",,,
M,57,446,2032,"$28,069.85","$28,069.85","$28,069.85","$24,294.58","$24,294.58","$24,294.58","$24,294.58","$21,505.33",,,
M,47,427,2033,"$16,645.19","$16,645.19","$16,645.19","$12,503.44","$12,503.44","$12,503.44","$12,503.44","$11,791.79",,,
E,21,239,2035,"$20,458.79","$20,458.79","$20,458.79","$16,716.08","$16,716.08","$16,716.08","$16,716.08","$14,896.47",,,
E,20,317,2036,"$27,114.76","$27,114.76","$27,114.76","$23,337.32","$23,337.32","$23,337.32","$23,337.32","$19,663.24",,,
M,60,472,2037,"$27,525.96","$27,525.96","$27,525.96","$23,541.62","$23,541.62","$23,541.62","$23,541.62","$23,095.76",,,
F,75,292,2038,"$27,628.34","$27,628.34","$27,628.34","$23,897.29","$23,897.29","$23,897.29","$23,897.29","$20,452.00",,,
M,56,450,2039,"$17,017.65","$17,017.65","$17,017.65","$14,207.18","$14,207.18","$14,207.18","$14,207.18","$12,088.52",,,
F,22,170,2040,"$21,224.87","$21,224.87","$21,224.87","$17,452.97","$17,452.97","$17,452.97","$17,452.97","$16,045.73",,,
F,75,284,2041,"$11,667.90","$11,667.90","$11,667.90","$10,090.93","$10,090.93","$10,090.93","$10,090.93","$8,647.78",,,
F,17,194,2043,"$7,445.02","$7,445.02","$7,445.02","$6,521.94","$6,521.94","$6,521.94","$6,521.94","$6,415.34",,,
M,56,457,2044,"$16,653.61","$16,653.61","$16,653.61","$14,161.38","$14,161.38","$14,161.38","$14,161.38","$11,756.39",,,
F,75,281,2045,"$20,661.07","$20,661.07","$20,661.07","$18,717.38","$18,717.38","$18,717.38","$18,717.38","$15,778.40",,,
F,16,180,2046,"$26,514.94","$26,514.94","$26,514.94","$22,609.80","$22,609.80","$22,609.80","$22,609.80","$20,920.00",,,
F,16,179,2047,"$20,484.79","$20,484.79","$20,484.79","$16,394.18","$16,394.18","$16,394.18","$16,394.18","$14,121.01",,,
M,56,453,2048,"$19,815.80","$19,815.80","$19,815.80","$16,917.15","$16,917.15","$16,917.15","$16,917.15","$14,059.11",,,
F,22,237,2049,"$30,324.24","$30,324.24","$30,324.24","$25,661.26","$25,661.26","$25,661.26","$25,661.26","$22,569.58",,,
M,57,396,2050,"$23,476.78","$23,476.78","$23,476.78","$18,900.59","$18,900.59","$18,900.59","$18,900.59","$16,581.62",,,
B,46,405,2051,"$34,607.13","$34,607.13","$34,607.13","$30,837.61","$30,837.61","$30,837.61","$30,837.61","$27,138.13",,,
M,56,453,2052,"$18,264.54","$18,264.54","$18,264.54","$15,854.04","$15,854.04","$15,854.04","$15,854.04","$13,578.05",,,
M,56,457,2053,"$11,626.49","$11,626.49","$11,626.49","$10,002.62","$10,002.62","$10,002.62","$10,002.62","$8,759.33",,,
M,56,450,2054,"$12,156.35","$12,156.35","$12,156.35","$10,850.72","$10,850.72","$10,850.72","$10,850.72","$9,182.28",,,
F,16,183,2055,"$22,649.59","$22,649.59","$22,649.59","$17,987.50","$17,987.50","$17,987.50","$17,987.50","$16,032.27",,,
F,17,188,2056,"$27,165.39","$27,165.39","$27,165.39","$21,525.85","$21,525.85","$21,525.85","$21,525.85","$19,869.04",,,
F,16,184,2057,"$9,171.89","$9,171.89","$9,171.89","$7,897.33","$7,897.33","$7,897.33","$7,897.33","$7,301.71",,,
F,26,297,2058,"$19,067.74","$19,067.74","$19,067.74","$14,757.38","$14,757.38","$14,757.38","$14,757.38","$12,595.94",,,
F,22,231,2059,"$26,152.91","$26,152.91","$26,152.91","$22,269.44","$22,269.44","$22,269.44","$22,269.44","$19,704.78",,,
E,19,201,2061,"$18,089.10","$18,089.10","$18,089.10","$14,271.81","$14,271.81","$14,271.81","$14,271.81","$13,288.31",,,
E,19,201,2062,"$16,982.07","$16,982.07","$16,982.07","$13,071.98","$13,071.98","$13,071.98","$13,071.98","$11,162.15",,,
E,20,208,2063,"$23,209.17","$23,209.17","$23,209.17","$20,512.43","$20,512.43","$20,512.43","$20,512.43","$17,973.43",,,
F,17,226,2064,"$24,326.31","$24,326.31","$24,326.31","$21,174.69","$21,174.69","$21,174.69","$21,174.69","$18,603.46",,,
A,2,122,2065,"$24,359.80","$24,359.80","$24,359.80","$21,433.65","$21,433.65","$21,433.65","$21,433.65","$17,902.58",,,
B,6,64,2066,"$26,146.63","$26,146.63","$26,146.63","$22,815.90","$22,815.90","$22,815.90","$22,815.90","$19,133.07",,,
F,22,170,2068,"$28,237.39","$28,237.39","$28,237.39","$23,985.04","$23,985.04","$23,985.04","$23,985.04","$20,305.77",,,
M,56,468,2069,"$22,826.68","$22,826.68","$22,826.68","$18,660.56","$18,660.56","$18,660.56","$18,660.56","$16,355.75",,,
M,60,469,2070,"$20,814.65","$20,814.65","$20,814.65","$17,761.61","$17,761.61","$17,761.61","$17,761.61","$15,571.34",,,
M,60,469,2071,"$25,199.58","$25,199.58","$25,199.58","$21,334.23","$21,334.23","$21,334.23","$21,334.23","$19,466.55",,,
E,20,214,2073,"$24,543.60","$24,543.60","$24,543.60","$20,757.06","$20,757.06","$20,757.06","$20,757.06","$18,719.63",,,
M,60,469,2074,"$27,419.23","$27,419.23","$27,419.23","$24,739.96","$24,739.96","$24,739.96","$24,739.96","$21,027.24",,,
M,60,478,2075,"$21,485.07","$21,485.07","$21,485.07","$18,540.75","$18,540.75","$18,540.75","$18,540.75","$16,620.04",,,
M,57,460,2077,"$32,333.14","$32,333.14","$32,333.14","$24,821.75","$24,821.75","$24,821.75","$24,821.75","$21,889.68",,,
E,20,216,2078,"$25,366.82","$25,366.82","$25,366.82","$22,735.67","$22,735.67","$22,735.67","$22,735.67","$19,400.31",,,
E,53,196,2079,"$22,871.61","$22,871.61","$22,871.61","$19,041.43","$19,041.43","$19,041.43","$19,041.43","$16,721.33",,,
E,19,202,2080,"$24,550.34","$24,550.34","$24,550.34","$20,068.08","$20,068.08","$20,068.08","$20,068.08","$18,257.76",,,
A,9,111,2081,"$22,239.61","$22,239.61","$22,239.61","$18,448.44","$18,448.44","$18,448.44","$18,448.44","$16,176.63",,,
M,57,464,2082,"$22,741.03","$22,741.03","$22,741.03","$19,862.08","$19,862.08","$19,862.08","$19,862.08","$17,923.31",,,
F,75,320,2083,"$21,807.70","$21,807.70","$21,807.70","$19,275.26","$19,275.26","$19,275.26","$19,275.26","$15,324.80",,,
M,47,382,2084,"$26,015.79","$26,015.79","$26,015.79","$22,343.56","$22,343.56","$22,343.56","$22,343.56","$16,959.69",,,
B,5,56,2086,"$19,229.70","$19,229.70","$19,229.70","$16,443.71","$16,443.71","$16,443.71","$16,443.71","$15,037.59",,,
M,52,422,2087,"$19,860.31","$19,860.31","$19,860.31","$16,631.51","$16,631.51","$16,631.51","$16,631.51","$14,933.47",,,
F,17,195,2088,"$24,451.82","$24,451.82","$24,451.82","$18,582.79","$18,582.79","$18,582.79","$18,582.79","$17,455.31",,,
E,20,311,2089,"$22,143.30","$22,143.30","$22,143.30","$18,247.95","$18,247.95","$18,247.95","$18,247.95","$16,666.20",,,
F,17,174,2090,"$10,180.81","$10,180.81","$10,180.81","$8,905.77","$8,905.77","$8,905.77","$8,905.77","$8,690.43",,,
A,9,110,2091,"$49,784.51","$49,784.51","$49,784.51","$43,920.68","$43,920.68","$43,920.68","$43,920.68","$35,766.30",,,
F,17,187,2092,"$15,128.42","$15,128.42","$15,128.42","$13,089.73","$13,089.73","$13,089.73","$13,089.73","$12,372.03",,,
F,17,189,2093,"$23,919.68","$23,919.68","$23,919.68","$19,986.55","$19,986.55","$19,986.55","$19,986.55","$17,938.56",,,
M,57,460,2094,"$19,556.12","$19,556.12","$19,556.12","$15,693.85","$15,693.85","$15,693.85","$15,693.85","$13,949.54",,,
F,16,160,2095,"$20,896.96","$20,896.96","$20,896.96","$16,298.71","$16,298.71","$16,298.71","$16,298.71","$13,993.24",,,
F,22,170,2096,"$13,080.31","$13,080.31","$13,080.31","$11,240.63","$11,240.63","$11,240.63","$11,240.63","$8,738.90",,,
F,17,188,2097,"$16,537.45","$16,537.45","$16,537.45","$13,671.36","$13,671.36","$13,671.36","$13,671.36","$13,060.07",,,
E,21,219,2098,"$25,365.57","$25,365.57","$25,365.57","$21,536.06","$21,536.06","$21,536.06","$21,536.06","$19,786.36",,,
M,57,447,2099,"$19,670.01","$19,670.01","$19,670.01","$17,349.80","$17,349.80","$17,349.80","$17,349.80","$15,196.60",,,
E,53,196,2100,"$17,300.40","$17,300.40","$17,300.40","$15,852.39","$15,852.39","$15,852.39","$15,852.39","$13,915.51",,,
M,60,475,2101,"$39,417.55","$39,417.55","$39,417.55","$31,644.85","$31,644.85","$31,644.85","$31,644.85","$27,716.05",,,
E,19,200,2102,"$18,492.39","$18,492.39","$18,492.39","$14,098.33","$14,098.33","$14,098.33","$14,098.33","$12,632.35",,,
F,16,159,2103,"$21,135.90","$21,135.90","$21,135.90","$17,915.50","$17,915.50","$17,915.50","$17,915.50","$16,574.07",,,
F,17,164,2104,"$27,434.65","$27,434.65","$27,434.65","$25,394.92","$25,394.92","$25,394.92","$25,394.92","$21,454.28",,,
B,5,53,2105,"$26,100.62","$26,100.62","$26,100.62","$22,614.87","$22,614.87","$22,614.87","$22,614.87","$19,490.52",,,
M,56,392,2106,"$23,584.55","$23,584.55","$23,584.55","$18,818.48","$18,818.48","$18,818.48","$18,818.48","$15,620.87",,,
F,17,195,2107,"$23,433.09","$23,433.09","$23,433.09","$20,308.09","$20,308.09","$20,308.09","$20,308.09","$17,294.17",,,
F,22,165,2108,"$24,953.64","$24,953.64","$24,953.64","$20,043.67","$20,043.67","$20,043.67","$20,043.67","$17,274.97",,,
F,22,165,2109,"$15,454.68","$15,454.68","$15,454.68","$12,500.75","$12,500.75","$12,500.75","$12,500.75","$11,419.43",,,
M,57,465,2110,"$22,991.08","$22,991.08","$22,991.08","$19,670.85","$19,670.85","$19,670.85","$19,670.85","$16,578.89",,,
A,14,13,2111,"$26,943.86","$26,943.86","$26,943.86","$22,486.99","$22,486.99","$22,486.99","$22,486.99","$18,540.11",,,
B,46,372,2112,"$20,134.46","$20,134.46","$20,134.46","$17,035.04","$17,035.04","$17,035.04","$17,035.04","$15,106.17",,,
B,46,370,2113,"$26,396.19","$26,396.19","$26,396.19","$22,906.02","$22,906.02","$22,906.02","$22,906.02","$18,474.37",,,
A,14,7,2114,"$20,767.12","$20,767.12","$20,767.12","$16,567.35","$16,567.35","$16,567.35","$16,567.35","$14,572.30",,,
E,20,216,2115,"$27,994.28","$27,994.28","$27,994.28","$23,768.71","$23,768.71","$23,768.71","$23,768.71","$20,609.05",,,
F,17,187,2116,"$27,738.80","$27,738.80","$27,738.80","$21,863.42","$21,863.42","$21,863.42","$21,863.42","$19,822.02",,,
M,56,450,2117,"$21,110.69","$21,110.69","$21,110.69","$17,788.15","$17,788.15","$17,788.15","$17,788.15","$14,783.42",,,
F,16,156,2118,"$14,534.71","$14,534.71","$14,534.71","$11,064.31","$11,064.31","$11,064.31","$11,064.31","$9,815.54",,,
