StoreNumber,Category,Item #,Item Description,Hot PLU, New Retails  
5326,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5326,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5326,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5326,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5326,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5327,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5327,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5327,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5327,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5327,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5327,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5327,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5327,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5327,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5327,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5328,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5328,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5328,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5328,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5328,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5328,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5328,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5328,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5328,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5328,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5329,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5329,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5329,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5329,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5329,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5329,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5329,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5329,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5329,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5329,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5330,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5330,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5330,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5330,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5330,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5330,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5330,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5330,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5330,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5330,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5331,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5331,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5331,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5331,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5331,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5331,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5331,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5331,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5331,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5331,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5332,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5332,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5332,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5332,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5332,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5332,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5332,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5332,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5332,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5332,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5334,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5334,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5334,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5334,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5334,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5334,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5334,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5334,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5334,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5334,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5335,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5335,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5335,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5335,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5335,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5335,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5335,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5335,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5335,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5335,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5337,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5337,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5337,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5337,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5337,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5337,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5337,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5337,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5337,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5337,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5341,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5341,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5341,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5341,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5341,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5341,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5341,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5341,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5341,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5341,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5342,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5342,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5342,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5342,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5342,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5342,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5342,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5342,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5342,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5342,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5343,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5343,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5343,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5343,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5343,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5343,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5343,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5343,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5343,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5343,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5346,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5346,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5346,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5346,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5346,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5346,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5346,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5346,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5346,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5346,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5347,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5347,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5347,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5347,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5347,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5347,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5347,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5347,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5347,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5347,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5348,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5348,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5348,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5348,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5348,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5348,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5348,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5348,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5348,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5348,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5349,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5349,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5349,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5349,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5349,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5349,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5349,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5349,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5349,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5349,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5350,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5350,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5350,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5350,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5350,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5350,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5350,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5350,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5350,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5350,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5352,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5352,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5352,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5352,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5352,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5352,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5352,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5352,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5352,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5352,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5355,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5355,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5355,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5355,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5355,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5355,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5355,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5355,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5355,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5355,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5356,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5356,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5356,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5356,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5356,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5356,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5356,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5356,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5356,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5356,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5358,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5358,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5358,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5358,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5358,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5358,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5358,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5358,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5358,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5358,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5359,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5359,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5359,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5359,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5359,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5359,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5359,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5359,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5359,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5359,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5360,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5360,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5360,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5360,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5360,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5360,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5360,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5360,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5360,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5360,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5361,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5361,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5361,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5361,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5361,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5361,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5361,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5361,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5361,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5361,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5363,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5363,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5363,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5363,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5363,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5363,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5363,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5363,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5363,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5363,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5365,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5365,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5365,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5365,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5365,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5365,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5365,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5365,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5365,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5365,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5366,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5366,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5366,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5366,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5366,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5366,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5366,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5366,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5366,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5366,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5368,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5368,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5368,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5368,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5368,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5368,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5368,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5368,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5368,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5368,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5369,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5369,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5369,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5369,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5369,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5369,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5369,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5369,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5369,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5369,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5370,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5370,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5370,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5370,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5370,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5370,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5370,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5370,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5370,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5370,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5372,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5372,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5372,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5372,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5372,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5372,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5372,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5372,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5372,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5372,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5373,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5373,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5373,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5373,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5373,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5373,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5373,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5373,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5373,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5373,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5374,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5374,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5374,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5374,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5374,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5374,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5374,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5374,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5374,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5374,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5376,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5376,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5376,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5376,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5376,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
5376,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
5376,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
5376,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
5376,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
5376,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
5379,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
5379,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
5379,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
5379,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
5379,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
