Store #,First Carrier Assigned,Fulfilment Type, Status,Weeks With Status, Trend,Directional Focus ,Max WM WK ID,OTD* %,OTP* % ,Dwell Time* ,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
543,,Scheduled Delivery Standard,Executive Review,7,Degrading,Store Focus,202245,84.75%,91.29%,15.83,81.90%,89.62%,78.85%,88.62%
7301,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,93.82%,73.65%,16,98.08%,98.56%,96.06%,84.46%
75,,Scheduled Delivery Express,Active Monitoring,2,Recovering,Store Focus,202245,92.86%,70.42%,15.6,95.95%,95.95%,89.19%,89.66%
75,,Scheduled Delivery Standard,Executive Review,16,Degrading,Store Focus,202245,75.06%,77.40%,18.13,87.36%,67.23%,62.81%,82.84%
170,,Scheduled Delivery Standard,Active Monitoring,3,Degrading,Store Focus,202245,84.23%,90.90%,13.71,83.76%,87.43%,80.12%,86.09%
405,,Scheduled Delivery Standard,At Risk,6,Degrading,Store Focus,202245,83.67%,97.10%,11.56,82.50%,84.84%,80.18%,86.52%
539,,Scheduled Delivery Standard,Executive Review,41,Degrading,Store Focus,202245,76.88%,63.26%,14.92,82.96%,73.57%,66.31%,82.39%
4295,,Scheduled Delivery Express,Active Monitoring,2,Degrading,Store Focus,202245,77.70%,68.24%,14.85,82.50%,50.00%,87.18%,81.40%
4295,,Scheduled Delivery Standard,Executive Review,16,Degrading,Store Focus,202245,67.60%,70.21%,21.12,59.88%,60.61%,68.72%,74.56%
365,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,84.31%,77.18%,14.24,95.74%,85.71%,82.86%,69.44%
365,,Scheduled Delivery Standard,Executive Review,26,Recovering,Store Focus,202245,79.78%,88.69%,14.94,91.98%,76.66%,69.06%,75.07%
708,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,92.04%,78.62%,13.78,100.00%,100.00%,91.67%,73.91%
708,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,78.36%,77.85%,14.91,86.70%,84.88%,56.03%,78.33%
875,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.74%,75.94%,12.95,94.95%,94.32%,98.84%,83.84%
875,,Scheduled Delivery Standard,Executive Review,48,Recovering,Store Focus,202245,78.96%,84.86%,13.65,92.98%,80.78%,61.03%,77.28%
903,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,77.15%,81.51%,11.68,85.97%,81.03%,60.74%,78.27%
1710,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,90.80%,82.71%,15.39,98.44%,100.00%,100.00%,71.95%
1710,,Scheduled Delivery Standard,Executive Review,48,Recovering,Store Focus,202245,85.60%,92.34%,14.76,90.09%,82.34%,81.07%,88.00%
2720,,Scheduled Delivery Standard,Executive Review,17,Degrading,Store Focus,202245,65.40%,70.14%,23.95,89.14%,57.27%,48.77%,54.81%
2755,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,75.84%,79.61%,18.74,93.50%,75.05%,50.83%,70.68%
2939,,Scheduled Delivery Standard,At Risk,4,Recovering,Store Focus,202245,86.22%,98.85%,10.24,90.05%,89.78%,81.98%,82.59%
3059,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,71.08%,92.82%,11.82,86.34%,72.03%,51.22%,63.85%
6469,,Scheduled Delivery Standard,Active Monitoring,3,Recovering,Store Focus,202245,84.73%,90.17%,14.39,95.48%,87.42%,70.89%,82.01%
501,,Scheduled Delivery Express,Executive Review,7,Recovering,Store Focus,202245,97.92%,84.87%,16.03,100.00%,100.00%,95.24%,95.24%
501,,Scheduled Delivery Standard,At Risk,4,Recovering,Store Focus,202245,86.44%,89.09%,15.29,90.22%,83.73%,80.47%,92.15%
816,,Scheduled Delivery Standard,Executive Review,11,Recovering,Store Focus,202245,85.55%,91.44%,10.44,91.89%,92.13%,80.40%,77.10%
874,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.14%,80.54%,16.13,100.00%,100.00%,90.63%,78.95%
916,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,97.61%,86.05%,10.95,100.00%,99.02%,94.23%,95.54%
916,,Scheduled Delivery Standard,At Risk,4,Recovering,Store Focus,202245,86.91%,90.07%,14,96.69%,81.81%,82.63%,85.92%
1025,,Scheduled Delivery Standard,Executive Review,25,Recovering,Store Focus,202245,82.52%,94.55%,16.43,95.98%,82.98%,81.25%,69.76%
969,,Scheduled Delivery Standard,At Risk,5,Recovering,Store Focus,202245,86.72%,84.75%,18.12,96.47%,91.72%,70.45%,85.17%
970,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,91.20%,86.97%,10.28,98.46%,97.87%,100.00%,64.91%
970,,Scheduled Delivery Standard,At Risk,6,Recovering,Store Focus,202245,90.21%,95.72%,10.03,95.88%,94.59%,82.25%,87.47%
1088,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.31%,67.10%,11.7,100.00%,96.97%,95.10%,93.62%
2715,,Scheduled Delivery Standard,At Risk,5,Recovering,Store Focus,202245,79.11%,73.18%,17.28,91.41%,71.83%,72.95%,78.78%
5079,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,96.83%,87.37%,9.57,99.14%,100.00%,99.25%,89.08%
744,,Scheduled Delivery Standard,At Risk,4,Recovering,Store Focus,202245,63.98%,73.75%,24.43,97.86%,48.28%,36.72%,68.81%
849,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,78.81%,82.43%,17.73,96.06%,79.73%,84.95%,48.39%
849,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,71.05%,80.93%,20.8,91.65%,62.96%,52.23%,75.15%
6579,,Scheduled Delivery Express,Active Monitoring,2,Recovering,Store Focus,202245,90.98%,81.64%,14.33,98.92%,95.79%,89.42%,82.20%
1186,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,79.37%,79.30%,11.14,93.57%,71.55%,56.63%,86.92%
2439,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,77.59%,89.89%,13.21,92.23%,68.49%,60.00%,89.31%
3298,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,64.90%,66.91%,22.51,89.07%,50.68%,46.86%,65.25%
3500,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,65.79%,77.21%,26.8,88.61%,54.62%,37.00%,71.40%
462,,Scheduled Delivery Standard,At Risk,4,Recovering,Store Focus,202245,82.98%,90.79%,17.91,91.59%,75.37%,68.10%,93.80%
504,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,75.93%,73.55%,18.74,84.37%,70.28%,69.16%,77.96%
529,,Scheduled Delivery Express,Active Monitoring,2,Recovering,Store Focus,202245,89.73%,76.14%,18.25,97.47%,91.30%,89.36%,82.42%
529,,Scheduled Delivery Standard,Executive Review,15,Recovering,Store Focus,202245,75.63%,82.93%,22.27,90.71%,44.85%,54.44%,84.54%
872,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,73.40%,85.74%,15.68,92.63%,69.72%,51.57%,75.59%
915,,Scheduled Delivery Express,Executive Review,14,Recovering,Store Focus,202245,86.01%,79.28%,13.82,98.65%,94.20%,95.71%,56.16%
2505,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,93.62%,88.35%,12.96,97.78%,98.04%,95.45%,83.33%
2993,,Scheduled Delivery Standard,At Risk,6,Recovering,Store Focus,202245,80.48%,82.37%,15.48,92.42%,66.32%,69.93%,92.83%
3572,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,91.35%,79.50%,17.06,97.94%,84.95%,96.39%,86.60%
3572,,Scheduled Delivery Standard,At Risk,4,Recovering,Store Focus,202245,70.72%,71.14%,19.89,90.93%,57.51%,44.13%,77.47%
752,,Scheduled Delivery Standard,Executive Review,15,Recovering,Store Focus,202245,81.60%,97.61%,12.44,93.00%,74.08%,64.92%,89.72%
1062,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,90.45%,92.86%,14.81,100.00%,95.56%,93.62%,74.19%
5612,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,93.32%,92.64%,17.01,95.62%,98.44%,95.83%,84.17%
5959,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.33%,89.97%,12.02,99.00%,95.95%,92.05%,83.50%
5959,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,79.83%,85.67%,15.81,94.57%,74.32%,67.28%,81.75%
772,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,91.79%,72.25%,13.08,100.00%,93.94%,91.53%,82.00%
772,,Scheduled Delivery Standard,At Risk,4,Degrading,Store Focus,202245,80.13%,86.88%,15.59,89.48%,65.76%,80.00%,83.33%
2066,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,90.53%,66.27%,11.7,98.44%,94.00%,98.39%,73.13%
2066,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,81.68%,93.47%,12.21,89.05%,75.65%,74.17%,86.61%
3296,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,81.52%,90.63%,16.88,94.03%,70.03%,80.80%,80.71%
3302,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,81.29%,92.56%,11.66,90.61%,75.19%,73.00%,85.00%
3584,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,86.10%,75.00%,15.21,98.55%,88.68%,90.48%,66.10%
3584,,Scheduled Delivery Standard,At Risk,4,Recovering,Store Focus,202245,71.05%,82.08%,15.72,94.96%,59.92%,54.71%,71.24%
768,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,86.71%,85.03%,20.23,98.68%,79.22%,95.65%,75.25%
1040,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,89.78%,70.45%,21.27,99.00%,85.88%,90.74%,83.33%
1040,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,74.83%,86.94%,28.71,89.72%,54.66%,62.67%,86.99%
1409,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,78.42%,73.63%,19.38,93.94%,44.00%,91.89%,75.00%
1409,,Scheduled Delivery Standard,At Risk,4,Degrading,Store Focus,202245,57.64%,81.29%,25.82,86.19%,24.71%,31.42%,66.19%
3226,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.11%,84.82%,20.85,98.80%,96.20%,95.83%,79.38%
3640,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,75.49%,81.45%,25.09,96.36%,50.00%,69.54%,80.85%
4512,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,92.23%,76.77%,15.91,99.19%,97.12%,96.61%,63.64%
4512,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,84.89%,87.55%,19.63,95.74%,88.51%,79.53%,68.25%
2257,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,76.68%,63.43%,23.47,97.87%,76.81%,78.18%,54.74%
4416,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,90.91%,81.22%,14.39,100.00%,90.63%,90.80%,85.32%
351,,Scheduled Delivery Standard,At Risk,6,Recovering,Store Focus,202245,88.50%,87.39%,10.62,90.89%,85.54%,86.64%,91.12%
400,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,82.91%,84.53%,12.08,94.19%,90.14%,92.31%,60.64%
400,,Scheduled Delivery Standard,At Risk,4,Recovering,Store Focus,202245,79.19%,83.76%,17.75,90.25%,73.89%,60.30%,86.70%
602,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,93.61%,67.69%,14.29,97.59%,95.12%,98.53%,83.75%
3390,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.59%,83.47%,15.18,97.17%,100.00%,97.47%,83.91%
3585,,Scheduled Delivery Express,Executive Review,14,Recovering,Store Focus,202245,91.72%,81.50%,18.19,97.33%,92.59%,95.38%,81.16%
901,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,85.23%,80.15%,11.81,87.26%,86.60%,72.82%,91.35%
1313,,Scheduled Delivery Standard,Executive Review,18,Degrading,Store Focus,202245,78.84%,86.48%,15.49,84.82%,79.75%,64.07%,86.15%
458,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,97.06%,77.68%,7.54,97.14%,100.00%,96.00%,95.65%
470,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,89.78%,64.14%,11.31,100.00%,100.00%,95.12%,66.67%
5898,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,94.83%,80.39%,14.36,99.05%,95.45%,93.27%,91.11%
395,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,74.67%,67.08%,13.54,93.36%,53.81%,56.00%,86.84%
1958,,Scheduled Delivery Standard,Executive Review,18,Recovering,Store Focus,202245,72.49%,71.47%,12.38,91.46%,64.38%,44.83%,83.93%
3320,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,90.24%,74.80%,12.9,100.00%,91.89%,89.66%,84.21%
5809,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.07%,94.65%,10.89,100.00%,100.00%,98.18%,83.78%
1042,,Scheduled Delivery Express,Executive Review,8,Recovering,Store Focus,202245,88.66%,80.83%,13.55,100.00%,96.30%,95.24%,62.50%
1042,,Scheduled Delivery Standard,Executive Review,13,Recovering,Store Focus,202245,88.39%,83.17%,9.98,96.27%,93.23%,68.83%,86.78%
999,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,86.92%,94.83%,10.16,89.09%,85.44%,83.59%,88.89%
2599,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,89.32%,84.91%,10.32,96.72%,89.85%,80.49%,88.90%
3058,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,90.13%,72.57%,12.21,100.00%,90.91%,98.39%,72.13%
3888,,Scheduled Delivery Standard,At Risk,6,Recovering,Store Focus,202245,74.88%,77.26%,23.33,95.64%,54.97%,55.90%,85.14%
404,,Scheduled Delivery Standard,Executive Review,9,Degrading,Store Focus,202245,85.82%,86.47%,12.7,86.50%,90.38%,73.32%,92.62%
1803,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,84.92%,74.02%,13.89,100.00%,72.73%,92.68%,73.33%
1803,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,73.13%,68.43%,18.82,91.32%,47.06%,62.75%,88.26%
2404,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.86%,71.30%,16.36,100.00%,100.00%,90.48%,80.00%
2769,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,88.89%,80.00%,15.42,97.96%,91.30%,90.91%,78.79%
2769,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,76.47%,81.20%,19.55,93.28%,64.38%,55.82%,86.89%
140,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,89.97%,85.63%,19.04,100.00%,90.67%,88.89%,79.41%
140,,Scheduled Delivery Standard,Executive Review,9,Degrading,Store Focus,202245,72.29%,68.79%,23.85,85.58%,74.53%,62.64%,62.55%
249,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,90.10%,91.74%,11.56,96.97%,100.00%,93.33%,71.43%
275,,Scheduled Delivery Express,Executive Review,9,Recovering,Store Focus,202245,96.88%,98.17%,18.79,100.00%,100.00%,95.45%,93.33%
285,,Scheduled Delivery Standard,Active Monitoring,2,Recovering,Store Focus,202245,88.23%,83.98%,12.25,96.53%,88.18%,80.46%,86.33%
1154,,Scheduled Delivery Express,Executive Review,12,Recovering,Store Focus,202245,96.55%,88.24%,14.13,100.00%,100.00%,100.00%,85.71%
1198,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,76.71%,67.27%,17.36,91.11%,62.75%,65.13%,84.92%
3056,,Scheduled Delivery Standard,Executive Review,12,Recovering,Store Focus,202245,81.63%,69.94%,11.91,92.52%,80.34%,59.05%,93.75%
3057,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,89.58%,78.79%,11.11,95.45%,100.00%,96.43%,73.33%
3107,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,89.47%,69.70%,8.65,100.00%,100.00%,82.61%,81.25%
3107,,Scheduled Delivery Standard,Active Monitoring,3,Degrading,Store Focus,202245,79.55%,82.04%,9.34,86.53%,79.75%,62.42%,88.16%
4131,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,92.46%,70.87%,10.49,100.00%,100.00%,92.16%,80.70%
4162,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,94.97%,81.08%,12.02,100.00%,89.80%,98.00%,90.24%
5216,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,92.58%,85.75%,14.14,96.63%,97.87%,95.24%,81.44%
549,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,97.12%,71.43%,16.51,98.59%,100.00%,96.36%,92.31%
549,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,71.17%,57.00%,21.67,100.00%,62.61%,72.22%,69.08%
1051,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,80.19%,86.31%,10.96,90.91%,69.23%,74.55%,86.00%
3826,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,87.55%,81.26%,16.62,88.80%,86.92%,86.75%,87.58%
513,,Scheduled Delivery Standard,Executive Review,8,Degrading,Store Focus,202245,78.06%,66.45%,14.19,87.67%,74.27%,83.54%,63.98%
537,,Scheduled Delivery Express,Executive Review,8,Recovering,Store Focus,202245,89.41%,43.87%,21.64,97.64%,95.24%,94.35%,62.37%
537,,Scheduled Delivery Standard,Executive Review,16,Degrading,Store Focus,202245,80.08%,70.79%,18.5,83.22%,79.20%,77.20%,79.59%
608,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,87.92%,54.62%,16.39,93.75%,88.64%,95.04%,68.57%
608,,Scheduled Delivery Standard,At Risk,4,Degrading,Store Focus,202245,70.18%,70.35%,20.67,84.36%,65.28%,64.15%,66.17%
897,,Scheduled Delivery Express,Active Monitoring,2,Recovering,Store Focus,202245,84.95%,79.87%,8.43,90.16%,81.82%,80.72%,88.41%
2891,,Scheduled Delivery Standard,Executive Review,26,Recovering,Store Focus,202245,80.92%,84.36%,15.25,90.97%,74.31%,69.34%,86.41%
3645,,Scheduled Delivery Standard,Executive Review,48,Degrading,Store Focus,202245,75.57%,79.82%,13.87,77.73%,75.00%,71.55%,77.84%
3518,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,89.94%,75.56%,8.51,97.22%,100.00%,95.65%,68.89%
1299,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.92%,91.43%,14.14,100.00%,100.00%,100.00%,89.47%
1324,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,92.50%,76.74%,13.2,100.00%,100.00%,100.00%,68.42%
1612,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,89.61%,69.46%,17.27,96.84%,87.23%,96.08%,65.79%
3884,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,88.94%,78.28%,15.62,98.85%,96.43%,100.00%,68.06%
3884,,Scheduled Delivery Standard,Executive Review,19,Degrading,Store Focus,202245,89.34%,79.81%,13.55,83.82%,93.33%,89.48%,90.49%
5858,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,92.98%,81.90%,10.3,100.00%,96.67%,100.00%,73.08%
5858,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,77.34%,53.48%,12.35,79.09%,81.65%,61.64%,84.46%
1549,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,83.61%,81.23%,15.1,97.00%,98.53%,97.96%,46.00%
1549,,Scheduled Delivery Standard,Executive Review,7,Degrading,Store Focus,202245,86.16%,94.63%,14.31,83.78%,88.21%,79.10%,92.15%
2777,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.86%,74.91%,9.67,98.21%,100.00%,96.39%,75.41%
5331,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,95.86%,76.25%,14,96.55%,98.06%,98.65%,89.66%
5331,,Scheduled Delivery Standard,At Risk,6,Degrading,Store Focus,202245,79.44%,74.05%,17.08,80.95%,78.95%,75.95%,80.90%
5369,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,77.91%,69.18%,19.59,80.40%,77.30%,60.80%,85.95%
3465,,Scheduled Delivery Standard,At Risk,6,Degrading,Store Focus,202245,83.09%,94.83%,14.99,85.88%,81.65%,71.59%,91.23%
5330,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,86.24%,95.87%,15.22,89.12%,85.54%,79.89%,89.25%
1598,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,90.38%,69.14%,14.79,100.00%,95.31%,92.06%,73.85%
2113,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,93.36%,82.85%,12.41,98.51%,98.21%,96.77%,80.70%
2113,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,84.13%,93.34%,11.22,88.73%,83.43%,70.75%,89.75%
5190,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,97.99%,77.51%,12.2,97.40%,98.00%,100.00%,98.25%
5190,,Scheduled Delivery Standard,At Risk,4,Recovering,Store Focus,202245,84.48%,83.99%,11.94,90.08%,84.68%,69.29%,93.72%
1746,,Scheduled Delivery Standard,Executive Review,29,Degrading,Store Focus,202245,73.70%,81.63%,25.1,87.78%,84.50%,70.51%,42.14%
2482,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,82.48%,77.09%,16.79,86.72%,82.25%,69.69%,89.47%
2515,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.69%,61.24%,16.99,97.78%,100.00%,100.00%,88.62%
3799,,Scheduled Delivery Standard,Executive Review,13,Degrading,Store Focus,202245,90.55%,90.91%,13.75,85.51%,92.78%,88.94%,95.72%
2112,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,91.44%,73.89%,12.28,100.00%,96.15%,100.00%,73.02%
2767,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,63.12%,61.02%,24.79,65.93%,63.79%,30.80%,82.50%
5428,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,94.66%,87.38%,13.39,100.00%,96.97%,94.12%,88.14%
5428,,Scheduled Delivery Standard,Executive Review,12,Recovering,Store Focus,202245,90.66%,91.97%,13.51,93.07%,90.82%,85.25%,92.89%
6480,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,90.99%,92.14%,20.65,100.00%,98.11%,96.30%,67.31%
