Store Number,Department Category Description ,WK05,WK06,WK07,WK08,WK09,WK10,WK11,WK12,WK13,WK14,WK15,WK16,WK17,WK18,WK19,WK20,WK21,WK22,WK23,WK24,WK25,WK26,WK27,WK28,WK29,WK30,WK31,WK32,WK33,WK34,WK35,WK36,WK37,WK38,WK39,WK40,WK41,WK42,WK43,WK44,WK45,WK46,WK47,WK48,WK49,WK50,WK51,WK52,WK01,WK02,WK03,WK04,WK05,,,
172,FULL SIZE GAS GRILLS,3,7,6,2,,,4,1,0,2,7,3,2,7,1,5,5,3,6,,2,1,,2,4,4,6,7,1,5,5,2,3,,1,,,1,,1,,2,1,,,,,,,,1,,,,,
172,FULL SIZE GRIDDLES,3,2,3,4,6,4,5,9,9,8,13,5,6,11,10,18,9,7,7,7,3,3,5,4,8,10,16,17,6,1,,1,1,1,,,,1,3,1,3,5,3,1,,1,,,1,1,2,2,,,,
172,FULL SIZE PELLET GRILLS,1,1,2,2,2,1,2,,1,1,,3,2,1,1,3,3,3,2,2,1,,,2,,7,10,8,8,4,,0,1,1,,,,,,2,,2,3,1,,,1,,,3,6,2,,,,
173,FULL SIZE GAS GRILLS,,3,3,1,1,2,4,3,1,1,2,2,2,3,,1,1,3,4,2,1,2,2,2,1,1,2,2,1,2,0,,,,1,,,,,,,,2,,,,,,,,,1,1,,,
173,FULL SIZE GRIDDLES,,1,2,1,1,,,,,1,1,3,1,3,2,3,2,1,,,,,,,,,2,,,2,2,,2,,,,0,,1,1,1,,2,,,,1,,,1,,2,,,,
173,FULL SIZE PELLET GRILLS,,1,1,2,2,,1,2,,1,,,1,,1,,1,1,1,,1,,2,2,11,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
174,COMBO GRILLS,,,1,,1,,,,2,1,,,2,1,,,3,,,,,1,2,,,,1,1,,,,2,1,1,1,,,,,,1,1,,,,,,,,,,,,,,
174,FULL SIZE GAS GRILLS,2,1,2,8,5,4,4,1,3,9,5,,6,11,3,7,10,8,10,4,3,8,1,4,5,8,7,17,4,9,5,5,4,5,5,6,6,9,12,9,2,4,2,,,1,,,,3,2,1,3,,,
174,FULL SIZE GRIDDLES,1,3,,1,5,,1,2,3,,2,,1,1,1,4,6,2,4,5,3,1,2,1,,1,1,2,2,2,2,3,,1,,1,1,1,3,1,3,1,2,1,,,1,,,1,,1,,,,
174,FULL SIZE PELLET GRILLS,1,,1,3,2,1,1,0,1,2,,1,1,1,1,2,3,4,4,,1,4,0,3,,0,4,1,3,,,,2,3,,2,1,,1,,1,,2,1,1,0,1,1,,9,1,,1,,,
175,COMBO GRILLS,,,,,,,,,,,1,,,1,2,1,1,1,,2,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,
175,FULL SIZE GAS GRILLS,1,,,1,,1,1,3,1,,,1,2,3,2,,5,3,4,2,2,3,,2,1,1,4,1,,1,1,2,2,2,,,,1,,,1,2,2,1,,,,2,1,3,2,,1,,,
175,FULL SIZE GRIDDLES,1,3,,,,3,2,3,1,3,1,3,4,2,3,5,3,2,2,3,,,3,1,1,2,3,4,1,1,,3,,,,,,1,,3,,1,3,1,,,,3,1,,2,1,,,,
175,FULL SIZE PELLET GRILLS,1,,,,1,1,2,1,1,2,,,,1,3,,3,3,3,,1,,1,,1,,1,2,,,,2,,,,1,1,3,1,,,,,,0,,,0,1,,,1,,,,
176,COMBO GRILLS,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,FULL SIZE GAS GRILLS,,1,,,,1,,,,,,2,1,5,1,,4,3,,2,1,1,3,,,,2,,,,,,1,1,,,2,,2,,,,1,1,,1,,,,,,2,,,,
176,FULL SIZE GRIDDLES,1,,,1,,,,,,,1,,1,2,,,1,,,,,,,,,,,1,,,,,,,,,,1,5,,3,,1,,,,,1,,,1,1,,,,
176,FULL SIZE PELLET GRILLS,,,1,,,1,1,,,,1,,,,,,2,,,,,,1,1,,,,2,,,,,,1,,,,,1,,,,1,,,,,,,,1,1,,,,
177,COMBO GRILLS,,,1,1,1,,3,,,1,1,,,1,1,,,,1,,,,,,,2,5,3,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
177,FULL SIZE GAS GRILLS,2,,1,2,2,3,3,2,1,1,1,2,4,3,1,5,2,4,1,1,2,,2,2,2,1,6,1,4,2,2,1,1,1,,,,,,2,,1,1,,,,,,1,,,1,,,,
177,FULL SIZE GRIDDLES,,1,1,1,2,1,1,,1,5,5,,4,4,5,4,3,,3,2,1,2,,1,,6,2,4,3,1,,1,2,,1,,1,4,3,4,2,1,5,,1,2,,,,,3,3,,,,
177,FULL SIZE PELLET GRILLS,3,3,3,2,1,1,3,1,5,1,1,2,,3,1,3,5,3,1,2,1,1,4,3,0,1,4,4,1,4,1,1,2,,1,1,,,,,,2,1,1,1,,,1,,1,,1,,,,
178,COMBO GRILLS,1,,,,,,,,,,,,,,,2,,,1,,,,,,,,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
178,FULL SIZE GAS GRILLS,1,,,2,,2,,1,4,1,1,2,2,2,,2,2,4,3,1,1,2,,3,2,1,2,1,1,1,,,,1,,,,,,,,,,,,,,,1,,1,2,,,,
178,FULL SIZE GRIDDLES,2,1,1,1,,3,1,,,,2,,4,2,4,3,2,,3,2,,2,2,,1,3,1,2,,,,1,1,,,,,,2,1,1,1,1,,1,,1,1,,,3,,,,,
178,FULL SIZE PELLET GRILLS,0,1,2,1,,2,3,,1,,4,1,1,1,,1,3,2,3,,1,1,,,1,1,1,,2,,,1,1,,,,,,1,,,1,,1,2,1,,,,2,2,1,,,,
179,COMBO GRILLS,,,1,2,1,,,,2,1,,1,,1,,3,1,1,1,1,,1,,,1,,5,4,2,14,1,,1,,1,,,,,,,,,,,,,,,,1,,,,,
179,FULL SIZE GAS GRILLS,1,1,1,2,1,4,3,1,5,5,7,1,6,12,11,11,9,12,13,6,2,8,,5,1,3,3,2,2,4,1,1,2,1,,2,,,,1,,1,,,4,,1,,,,1,2,,,,
179,FULL SIZE GRIDDLES,3,1,,1,1,4,3,2,2,1,2,,2,4,3,9,4,2,,3,1,2,5,6,6,1,6,5,3,,,,1,1,,,,2,,,,1,,,,5,1,3,,3,5,2,1,,,
179,FULL SIZE PELLET GRILLS,1,,,,2,3,3,3,,2,5,1,1,4,3,5,4,2,2,,0,,5,4,1,6,5,1,3,3,1,1,,,1,,1,,,1,1,,,,4,5,6,4,3,7,2,1,2,,,
180,COMBO GRILLS,,1,2,,,,1,,2,1,,,,2,1,1,1,,1,1,,,,,2,1,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
180,FULL SIZE GAS GRILLS,2,1,3,3,3,4,2,2,2,1,2,4,6,3,2,3,2,4,6,2,1,5,4,2,5,2,4,12,8,2,4,1,2,1,2,,,,,,,,1,,,,2,1,,,,3,,,,
180,FULL SIZE GRIDDLES,1,,4,2,4,2,2,1,3,,,4,3,5,1,6,1,1,,1,1,1,1,2,,3,5,3,5,2,,,1,3,1,,,,3,2,0,2,4,3,1,,2,2,1,4,,1,,,,
180,FULL SIZE PELLET GRILLS,,,,3,2,2,1,1,1,1,1,3,1,4,6,4,6,3,,2,1,,1,4,,1,2,3,4,2,6,1,1,1,,,,,2,,,3,1,,,,,,,,1,2,1,,,
181,COMBO GRILLS,,1,1,1,1,,,,1,,1,,,2,,,,,1,,,,,,,1,2,6,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
181,FULL SIZE GAS GRILLS,,2,1,1,3,,3,3,2,2,3,0,3,8,7,7,5,2,7,1,,,3,2,1,,2,3,4,2,,,1,,1,,1,1,,,,,,1,,1,,1,,,1,1,,,,
181,FULL SIZE GRIDDLES,1,1,,,1,1,1,,,1,1,,,,1,1,1,1,1,1,1,,1,1,1,3,7,,4,,3,,,,3,,1,3,3,,,2,3,,1,,,1,,,,1,,,,
181,FULL SIZE PELLET GRILLS,1,1,4,,1,,1,,1,3,1,3,3,1,3,4,6,5,1,1,2,2,,,,1,2,2,1,2,2,,,,1,2,1,,0,,1,3,6,3,2,0,2,1,,2,1,1,,,,
182,FULL SIZE GAS GRILLS,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
182,FULL SIZE GRIDDLES,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,
183,FULL SIZE GAS GRILLS,1,,2,,,3,,1,,3,,1,8,2,,2,0,2,,3,2,,,,,,,,,,,,1,,,1,,,1,,1,,,1,1,,,,1,,2,,,,,
183,FULL SIZE GRIDDLES,,,,1,1,1,3,1,1,1,1,2,,1,,1,3,1,,1,,1,,,,,,1,0,,2,2,,,,,,,2,,,,1,,,1,1,,,,,1,,,,
183,FULL SIZE PELLET GRILLS,,1,,,1,,,,,,,,,1,1,1,,,,1,,,,,,,1,,,,1,,,,,,,,1,1,,1,1,,,,1,1,,,,,,,,
184,COMBO GRILLS,,4,,4,1,,1,1,1,1,1,,,3,3,5,1,1,3,1,,1,2,1,2,23,3,1,1,1,,,1,,1,,,,,,,,,,,,,,,,,1,,,,
184,FULL SIZE GAS GRILLS,4,7,1,5,,8,6,3,3,7,9,10,6,5,5,11,14,13,16,5,5,1,2,1,3,24,18,6,4,5,2,,3,1,1,1,,,,,1,,2,,,,,,1,1,1,,1,,,
184,FULL SIZE GRIDDLES,10,5,3,9,11,6,5,2,4,2,6,12,11,21,12,18,30,12,8,10,13,11,8,10,8,147,11,3,11,6,4,4,2,1,3,1,2,,2,2,2,,1,,4,,,1,3,5,,1,,,,
184,FULL SIZE PELLET GRILLS,1,6,3,3,2,2,4,3,2,3,1,3,6,4,4,5,4,5,3,2,2,1,1,2,2,29,39,18,30,6,2,5,0,2,0,,1,,2,2,2,2,3,2,,,,2,,6,3,4,,,,
185,COMBO GRILLS,,,,,2,1,2,1,,,3,1,,1,3,2,4,2,1,,1,,1,,,,,1,1,,,1,1,1,,1,1,,,,,,,,,1,,,,,,1,,,,
185,FULL SIZE GAS GRILLS,2,3,1,2,4,4,4,2,1,2,2,0,1,3,3,6,6,5,6,3,4,1,1,4,2,,9,,3,2,1,5,2,1,0,,1,1,5,1,1,2,1,2,1,2,1,1,,1,1,3,,,,
185,FULL SIZE GRIDDLES,,,2,2,2,4,3,1,3,,3,2,6,3,3,7,8,2,6,6,1,2,7,4,1,1,11,3,10,2,2,6,6,3,1,2,1,1,1,2,1,,1,,,1,2,4,2,3,2,1,1,,,
185,FULL SIZE PELLET GRILLS,1,,,3,3,1,2,,2,3,2,4,3,3,2,7,6,4,1,1,1,1,,1,1,5,9,,1,2,,2,,1,,,,,1,2,,,1,,3,,2,1,2,2,1,7,,,,
186,COMBO GRILLS,,,,,,,,,2,,,,,,,1,1,1,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
186,FULL SIZE GAS GRILLS,1,,,1,2,3,3,4,1,3,6,7,3,2,2,2,8,8,5,5,2,,3,2,2,8,1,,2,2,1,1,,,,1,1,,,,4,1,,1,,,,,1,3,,2,,,,
186,FULL SIZE GRIDDLES,,,1,1,,,1,5,,,3,1,2,3,3,3,7,2,2,,1,1,6,6,6,5,,3,1,2,1,,2,1,1,,,,1,1,4,1,2,1,,,1,1,,2,1,,1,,,
186,FULL SIZE PELLET GRILLS,,1,2,2,,2,2,2,3,3,2,2,,4,2,5,4,3,5,2,2,0,3,3,3,4,,4,,4,,2,1,1,,,1,3,1,1,2,3,2,3,,,1,4,,1,2,1,1,,,
188,COMBO GRILLS,,1,,1,,,,,0,2,1,1,,2,,1,0,,2,1,,1,,1,1,1,2,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
188,FULL SIZE GAS GRILLS,3,5,2,5,3,2,4,5,1,5,3,8,6,8,6,6,5,22,10,1,8,6,2,1,4,2,5,5,2,4,2,3,1,2,,,7,,2,3,5,4,4,,2,6,5,2,3,3,3,2,1,,,
188,FULL SIZE GRIDDLES,2,2,2,2,4,2,4,,5,4,4,4,5,9,5,6,10,8,6,5,7,3,2,2,3,4,7,11,3,,1,4,,1,,2,,1,7,4,4,,1,3,3,1,1,0,,2,,4,,,,
188,FULL SIZE PELLET GRILLS,1,1,2,5,5,4,8,2,4,6,5,2,4,11,6,5,4,6,11,4,4,3,2,3,2,3,6,6,3,1,2,3,,,1,,6,2,6,3,4,2,6,1,1,3,2,2,,3,3,8,3,,,
189,COMBO GRILLS,,,,1,,,,,,1,2,,,1,,1,1,1,,1,,,,,1,,5,4,2,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,
189,FULL SIZE GAS GRILLS,5,2,1,1,2,1,5,3,5,3,2,4,6,3,3,2,8,2,8,1,1,6,5,2,5,1,5,4,1,1,2,,1,1,,4,1,,,,,,,,,,,,,,1,,,,,
189,FULL SIZE GRIDDLES,,2,2,2,1,1,1,1,2,4,2,,,5,4,9,3,2,,1,4,,2,1,1,1,3,5,5,2,3,2,1,2,1,,,,2,,2,,5,1,,,,2,0,,2,,,,,
189,FULL SIZE PELLET GRILLS,3,3,2,,2,,4,3,3,3,3,3,4,5,3,6,5,4,4,4,2,1,1,,3,2,2,3,2,4,3,5,1,1,,,,,,1,,1,1,2,,1,,,1,,1,,1,,,
190,COMBO GRILLS,,,,,1,,,,,,,,,2,,1,,,,,,1,,,,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,
190,FULL SIZE GAS GRILLS,3,,,1,1,,1,2,,1,0,1,2,2,3,2,3,5,2,1,3,4,3,1,1,3,,3,4,,2,1,,,,,,,,,,,,,,,,,,,,1,,,,
190,FULL SIZE GRIDDLES,,2,2,,2,,,3,,1,,2,1,2,,4,2,3,4,,1,,2,,,3,2,4,30,,,,,,,1,,,1,2,,1,4,,2,1,,,,,,1,1,,,
190,FULL SIZE PELLET GRILLS,,3,2,1,1,2,2,,1,4,3,4,2,8,4,9,6,4,2,1,1,,,2,,6,7,1,10,1,1,,1,,1,2,,1,1,,2,1,2,,,,,2,,2,3,,,,,
192,COMBO GRILLS,,,1,1,1,,,2,1,1,3,,,1,2,4,2,1,,,,1,,,,1,1,5,2,,,,,,,,,,,1,,,,,,0,,,,,,2,,,,
192,FULL SIZE GAS GRILLS,4,5,1,6,2,7,3,9,4,7,7,12,5,12,7,7,9,12,8,8,3,4,4,2,2,3,6,3,4,9,6,6,3,1,3,2,,2,1,2,,1,,,,1,,2,,3,8,3,2,,,
192,FULL SIZE GRIDDLES,3,2,11,4,5,5,2,6,6,6,7,7,6,5,11,9,10,7,4,4,1,2,1,3,,2,5,3,7,1,,4,3,1,,4,3,5,,7,2,5,4,2,,1,1,1,3,1,5,4,,,,
192,FULL SIZE PELLET GRILLS,1,2,0,1,1,2,,1,2,4,4,2,3,,2,2,2,2,1,2,2,,,,1,,,,1,2,,,1,,,1,,,,,1,2,,2,1,,2,,1,2,1,1,1,,,
194,COMBO GRILLS,,,1,1,1,,1,1,,,,,,,2,,,,,1,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
194,FULL SIZE GAS GRILLS,2,3,2,1,1,,1,2,,2,1,2,1,1,1,3,8,6,12,,2,0,1,1,1,8,1,9,8,2,4,1,3,,,1,3,,,,,1,3,2,1,1,1,,1,2,,,3,,,
194,FULL SIZE GRIDDLES,4,1,1,5,6,1,5,,,2,3,4,4,2,,7,4,3,3,1,1,1,1,1,,1,1,6,9,1,3,,2,,,,,,,2,1,1,4,,,,2,3,,1,6,4,1,,,
194,FULL SIZE PELLET GRILLS,2,2,2,3,2,3,2,1,5,1,3,2,2,2,1,4,3,1,2,2,4,,,2,3,1,3,9,2,,2,1,1,3,1,3,1,1,,,1,,4,2,2,3,1,1,3,,5,1,1,,,
195,COMBO GRILLS,,1,1,1,,,1,1,,,4,1,,,,,1,,,,,,1,,1,,6,,1,1,13,2,,,1,1,,,,,,,1,,,,2,1,,,,2,,,,
195,FULL SIZE GAS GRILLS,2,1,6,3,3,2,4,4,5,4,5,4,4,3,3,3,3,4,7,4,2,2,2,2,5,5,2,8,3,2,1,2,1,1,,,,,1,,,,1,,,1,,2,,1,2,2,,,,
195,FULL SIZE GRIDDLES,3,2,3,1,2,1,3,,3,2,2,3,3,5,9,9,16,8,4,2,4,2,,2,5,4,51,18,3,0,4,1,2,,1,,,1,3,2,,4,2,,1,,1,,1,1,,1,1,,,
195,FULL SIZE PELLET GRILLS,4,1,4,1,2,,4,1,4,2,1,1,3,4,3,6,5,2,6,4,2,,2,1,1,1,5,9,1,1,2,2,,,2,,,1,2,1,,,1,,,1,1,1,1,1,1,2,,,,
196,COMBO GRILLS,,1,,1,,,1,,,,,,1,1,,1,,,2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
196,FULL SIZE GAS GRILLS,,3,2,1,1,2,2,1,2,,1,1,5,1,1,4,7,4,8,2,2,1,1,,2,,,3,1,,1,,3,,,1,,,,1,,,1,,,,1,2,1,1,1,1,,,,
196,FULL SIZE GRIDDLES,,1,1,1,1,,1,,1,1,2,1,2,5,2,2,3,7,2,1,1,,,,,1,2,,,,,,2,1,,,2,,1,,3,,,,,,,2,1,2,1,1,,,,
196,FULL SIZE PELLET GRILLS,1,1,4,1,,,1,,1,1,,1,3,1,1,0,2,1,1,1,,1,1,,,,,2,,1,,,,,,,,,,1,,,,,,1,1,,,2,1,1,,,,
197,COMBO GRILLS,1,,,,,,,2,2,1,1,2,,1,,,2,2,,,1,,1,,,1,,2,3,,1,9,2,5,8,,,,,1,,,,,1,,,1,,,1,2,,,,
197,FULL SIZE GAS GRILLS,4,1,5,6,7,4,6,5,3,5,17,12,8,19,8,14,16,12,12,11,12,8,1,4,2,1,4,7,5,3,,3,1,5,6,4,3,,,,,1,,,,,,,,1,4,3,1,,,
197,FULL SIZE GRIDDLES,1,2,2,1,1,4,1,,2,2,4,1,3,2,5,6,4,3,2,,1,,,,,1,3,4,3,1,,4,9,16,4,,,,1,4,2,,6,,,1,1,,1,1,2,,,,,
197,FULL SIZE PELLET GRILLS,,1,,,2,,1,1,2,4,1,4,4,5,2,2,1,2,3,,2,,,,2,,,,6,3,,1,5,24,,,,1,2,,,,2,,1,1,2,,1,2,1,4,1,,,
198,COMBO GRILLS,,1,1,1,,,2,0,1,,,1,1,2,1,,2,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
198,FULL SIZE GAS GRILLS,1,2,2,3,1,2,,4,3,2,,3,5,3,2,5,6,6,2,1,1,2,3,7,2,2,4,4,3,2,,1,,3,2,,3,,1,,,,1,,1,,5,,2,1,3,,1,,,
198,FULL SIZE GRIDDLES,,2,2,,2,,2,5,4,5,1,2,1,4,1,4,3,4,1,1,,,1,2,,,,2,1,,2,,1,1,1,,,,2,,,1,1,,,2,14,1,,,1,1,,,,
198,FULL SIZE PELLET GRILLS,3,2,1,0,1,2,2,,1,,3,,1,2,1,2,5,,1,1,,1,1,,,,1,1,5,1,1,,2,3,1,1,2,1,,1,1,2,2,,,,20,1,,,2,2,,,,
199,COMBO GRILLS,,,,1,,,,,,1,,,,2,,2,,,,,,,1,1,,1,,,,7,,1,,,,,,,,,,,2,,,,,,,,,,1,,,
199,FULL SIZE GAS GRILLS,3,1,4,2,5,,6,4,3,7,3,2,1,7,5,7,5,4,7,3,3,4,3,4,1,2,2,2,5,14,2,6,8,5,1,,,3,1,2,2,2,3,,,,,,,,1,,,,,
199,FULL SIZE GRIDDLES,,7,2,1,1,,2,1,2,1,3,1,2,6,4,6,1,,1,2,4,3,,2,3,2,3,2,10,5,,,,3,,,,3,2,2,,,3,1,,1,,,,1,,1,,,,
199,FULL SIZE PELLET GRILLS,1,1,2,1,3,,1,,1,,3,,2,1,2,,2,,2,1,,1,1,,,,2,1,11,23,1,,,,,,,,2,2,1,2,0,1,2,,,1,,1,,1,1,,,
200,COMBO GRILLS,1,2,1,1,2,,3,,,1,4,1,1,,2,1,2,2,1,1,3,1,1,,,,7,5,2,,1,1,,1,1,1,,1,1,,,,,,0,,,,,,1,,1,,,
200,FULL SIZE GAS GRILLS,4,3,4,4,2,4,4,2,8,6,7,7,4,10,3,8,7,3,6,4,3,1,1,2,4,2,3,5,4,4,2,1,,,1,1,1,1,1,2,,2,1,1,1,,,1,,,5,2,2,,,
200,FULL SIZE GRIDDLES,3,3,1,5,,3,1,4,2,3,7,1,7,5,6,8,5,4,6,2,2,1,2,2,5,7,6,7,9,7,2,2,2,1,2,4,1,,2,7,3,2,3,1,4,,2,,,,2,3,1,,,
200,FULL SIZE PELLET GRILLS,1,2,5,2,4,3,2,5,4,1,3,5,6,7,4,6,3,1,5,6,3,3,2,,3,,1,1,2,3,1,1,1,1,,3,,1,1,3,1,,3,2,1,,,,3,1,2,6,4,,,
201,COMBO GRILLS,1,,1,2,,,,3,1,2,2,1,2,1,,1,2,1,1,1,,1,6,,1,3,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,
201,FULL SIZE GAS GRILLS,1,,2,2,1,3,4,1,3,6,8,,4,8,6,9,6,5,6,2,3,2,5,,1,3,2,2,3,3,2,2,2,1,2,,,,,,1,,,2,,,0,1,,,1,1,,,,
201,FULL SIZE GRIDDLES,1,2,2,3,1,7,3,3,3,5,,1,8,4,4,6,9,6,6,3,4,6,19,6,1,4,4,3,,,3,2,1,,,1,2,1,1,,2,1,2,3,1,1,1,2,2,,1,2,1,,,
201,FULL SIZE PELLET GRILLS,,3,4,3,3,,1,1,3,,4,,2,4,1,3,2,2,3,1,4,2,2,2,2,1,1,3,1,5,4,0,,,,2,3,2,3,4,,2,2,1,1,,,1,1,2,1,1,,,,
202,COMBO GRILLS,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,
202,FULL SIZE GAS GRILLS,,2,1,2,0,,2,3,3,1,,1,,0,1,1,,4,0,,2,,,,,1,1,2,,1,1,,1,1,,2,1,,,1,,1,,,,0,3,1,,,,,,,,
202,FULL SIZE GRIDDLES,,2,1,,,2,,,1,1,1,2,1,2,1,3,1,1,1,1,,,,2,,,1,2,,,,,1,,1,1,3,,2,3,,1,2,1,2,2,3,,,,,1,,,,
202,FULL SIZE PELLET GRILLS,,,,,,,1,,2,,,,,1,,1,,0,1,1,,,,1,1,,,,,,,,,2,1,,,1,,1,,,1,1,,1,2,1,,,1,,,,,
203,COMBO GRILLS,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
203,FULL SIZE GAS GRILLS,1,1,,1,3,2,3,1,3,1,2,1,,3,3,2,,1,1,2,1,2,,,1,1,,1,,,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,
203,FULL SIZE GRIDDLES,,,1,1,,,,,3,1,2,,1,,,3,3,,1,,1,,,,,,1,1,,1,,,,,,,1,,4,2,1,1,3,,,,1,,1,,,,,,,
203,FULL SIZE PELLET GRILLS,,2,2,1,,3,1,,,2,,1,,1,,1,2,,1,1,1,1,1,,2,,1,,,,,1,,,,,2,,,,,,,,,,,,,,,1,,,,
204,COMBO GRILLS,1,,1,3,,,,1,,,1,,,,,1,2,1,,,1,,0,,1,,1,,2,2,,1,,,,,,1,,,,,,,,,,,,,1,,,,,
204,FULL SIZE GAS GRILLS,1,4,4,6,4,6,4,3,7,10,6,4,7,11,3,4,11,7,7,3,5,5,3,2,2,,5,12,5,7,3,1,1,2,,1,1,2,,3,1,1,2,,2,1,,,,,2,3,,,,
204,FULL SIZE GRIDDLES,,2,2,3,1,,1,2,4,3,2,3,2,3,7,10,9,7,2,2,,3,3,,0,2,1,12,2,2,2,1,1,1,2,,4,3,1,,,1,,3,1,2,,1,2,,1,1,,,,
204,FULL SIZE PELLET GRILLS,2,,1,5,3,2,2,1,1,5,2,3,3,5,,4,6,2,5,2,,1,4,2,3,2,3,,,1,,,,,,,,1,,,,,,1,,2,,,1,,1,,,,,
205,COMBO GRILLS,1,,,,,,,,,,,,,1,,1,,1,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
205,FULL SIZE GAS GRILLS,1,,1,2,2,4,3,1,,3,1,1,4,1,1,1,1,3,,1,2,1,1,,1,1,6,2,4,6,1,2,,1,,1,,1,1,,1,1,1,1,,,,1,1,,,,,,,
205,FULL SIZE GRIDDLES,1,1,1,3,3,,1,2,2,2,1,1,2,,1,8,,1,,,1,1,1,1,1,3,1,7,5,,,,,1,,,,1,3,,1,,7,1,1,,1,,,2,1,2,1,,,
205,FULL SIZE PELLET GRILLS,1,,2,,,1,2,,1,1,3,2,4,4,2,,1,6,4,4,1,1,,3,1,2,,4,,3,,1,,1,,1,,,1,,,2,1,1,,,,0,1,1,1,,,,,
206,COMBO GRILLS,,1,,2,1,,,1,,,1,,1,1,,,1,,,,,1,,1,,2,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
206,FULL SIZE GAS GRILLS,2,1,1,1,3,3,5,2,3,1,,2,1,2,,9,13,4,3,4,1,,,2,2,3,5,1,2,5,,1,2,1,,,1,,2,,,,,,,,,1,,,,1,,,,
206,FULL SIZE GRIDDLES,,2,2,,2,2,,2,2,1,1,4,2,2,5,22,16,4,4,1,,1,3,1,1,2,,3,7,2,2,,,2,2,,,1,3,2,2,1,3,1,,1,0,1,2,1,,2,,,,
206,FULL SIZE PELLET GRILLS,,,,,2,,3,1,,,,,2,4,1,5,10,4,,2,2,2,1,,,0,,3,1,1,3,2,,,1,,,1,,1,,,,1,1,,,,,,1,1,,,,
207,COMBO GRILLS,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,FULL SIZE GAS GRILLS,,,2,3,,1,2,,,2,2,1,2,3,1,5,5,3,,3,,1,2,,2,,,,3,,,,,,,1,,,,,,,,1,,,1,,1,,1,2,,,,
207,FULL SIZE GRIDDLES,1,,1,,2,1,,,4,,,2,1,,1,6,3,1,1,7,,1,,,,,1,1,1,1,2,2,1,,,,,,4,,1,,3,1,1,1,,1,,,2,,1,,,
207,FULL SIZE PELLET GRILLS,,3,,,1,,1,2,2,3,,,,2,1,4,0,3,,4,,2,,,1,1,4,,,,,,,,,,,,,,,,,,2,,1,1,1,,3,,,,,
209,FULL SIZE GAS GRILLS,,,3,,,1,1,,,,,,,,,,,1,1,,1,2,,0,,,,,1,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,
209,FULL SIZE GRIDDLES,1,,,,,,,,1,,1,,,,,,,,1,,,,,,,1,,1,1,,,1,,,,,,0,3,1,1,1,2,1,,,,,,,,,,,,
209,FULL SIZE PELLET GRILLS,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,
210,FULL SIZE GAS GRILLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
210,FULL SIZE PELLET GRILLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,
211,COMBO GRILLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
211,FULL SIZE GAS GRILLS,,2,2,,1,2,3,7,2,,3,5,5,6,3,6,11,4,9,,,3,2,2,3,0,3,3,1,4,3,3,6,2,2,1,,1,3,,1,2,,,3,2,,,1,,3,,2,,,
211,FULL SIZE GRIDDLES,2,,3,1,3,4,1,,,,2,0,1,5,8,6,3,3,2,3,1,1,,,,,,,1,,1,,,,1,1,,,2,3,2,,2,1,,3,3,2,,1,2,2,,,,
