,,,,Action Alley,,,,Endcaps,,,,,,,,,,,Frozen Doors ,,,,
Store Nbr,Bakecenter + Trian ,Train No Bakecenter,Bakecenter No Train ,AA - Sparkling Water Pallet,AA - Tortilla Chips Pallet,AA - Potato Chips Pallet,AA - Cookies 1/2 Stack,1/2 EC - Coffee,1/2 EC - Soup,1/2 EC - Crackers,1/2 EC - Pasta,1/2 EC - Pasta Sauce,1/2 EC - Sparkling Water,1/2 EC - Fruit Juice,1/2 EC - Tortilla Chips,1/2 EC - Potato Chips,1/2 EC - Cookies,1/2 EC - Fruit Snacks,FD - Frozen Pizza,FD - Frozen Pot Pie,FD - Frozen Potatoes,FD - Frozen Smoothies,FD - Frozen Wings
3298,Both ,,,YES,,,YES,YES,YES,YES,,,,,,,,,YES,YES,YES,YES,YES
3300,,No Bakecenter,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
3301,,No Bakecenter,,,,,,,,,YES,YES,,,,,,,,,,,
3305,,No Bakecenter,,YES,YES,YES,,YES,,,YES,YES,,,,,,,YES,,YES,,YES
3307,Both ,,,YES,YES,YES,YES,,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
3308,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3309,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
3310,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3311,,No Bakecenter,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3313,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,YES,YES,YES
3319,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3324,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3329,Both ,,,YES,YES,,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3331,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
3332,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3334,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3336,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3337,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3339,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3342,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3344,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3347,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3348,Both ,,,YES,YES,YES,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3349,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3350,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3351,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3352,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3360,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3362,,No Bakecenter,,YES,,,,,,YES,YES,YES,,,,,,,YES,,YES,YES,YES
3363,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3364,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
3366,Both ,,,YES,YES,YES,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
3367,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
3370,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3371,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3379,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3380,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3381,Both ,,,YES,,,YES,YES,,,,,,,,,,,YES,,,,YES
3382,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3383,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,YES,YES,,YES
3386,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3387,Both ,,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3388,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
3389,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3390,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,YES,,YES
3391,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3394,Both ,,,YES,,,,YES,,,YES,YES,,,,,,,YES,,YES,YES,YES
3395,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3400,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3402,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3403,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3404,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,YES,YES,,YES
3406,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3407,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3408,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,
3409,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3412,Both ,,,YES,YES,,,YES,,,YES,YES,,,,,,,YES,,YES,YES,YES
3417,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3418,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3420,,No Bakecenter,,,,,,,,YES,,,,,,,,,,,,,
3422,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3423,Both ,,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3427,Both ,,,YES,YES,,,YES,,YES,YES,YES,,,,,,,YES,,YES,,YES
3428,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3429,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3430,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3431,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3432,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3433,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
3434,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3435,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3436,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3439,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3443,,No Bakecenter,,YES,YES,,,YES,,,,,,,,,,,,,,,
3445,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3447,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3453,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3454,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
3458,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,
3459,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3460,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3462,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3463,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3464,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3469,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3471,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,,,YES
3472,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3473,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
3474,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3475,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,,,YES
3476,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3477,,No Bakecenter,,,,,,,,,,,,,,,,,,YES,,,YES
3478,,No Bakecenter,,YES,,,,,,,,,,,,,,,,,,,
3482,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3483,Both ,,,YES,,,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
3484,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3485,,No Bakecenter,,YES,YES,YES,,YES,,,YES,YES,,,,,,,,YES,YES,,YES
3486,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
3487,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3488,,No Bakecenter,,YES,YES,,,YES,,,YES,YES,,,,,,,YES,,,,YES
3489,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3492,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3495,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3497,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,YES,,YES
3498,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3499,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3501,Both ,,,YES,YES,,,YES,YES,YES,YES,YES,,,,,,,YES,,YES,,YES
3502,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3503,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
3505,,No Bakecenter,,,,,,,,,,,,,,,,,,,YES,,YES
3510,Both ,,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
3511,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3513,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3514,Both ,,,YES,YES,,YES,,,YES,YES,YES,,,,,,,YES,,YES,,YES
3515,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3516,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3520,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3523,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3525,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3526,,No Bakecenter,,YES,YES,YES,,,YES,,YES,YES,,,,,,,,YES,YES,,YES
3527,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3528,,No Bakecenter,,YES,YES,YES,,,,YES,,,,,,,,,YES,YES,YES,YES,YES
3529,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3531,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3533,Both ,,,YES,YES,YES,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3534,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3535,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3537,Both ,,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,YES,YES,YES,YES,YES
3538,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,,YES
3541,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3549,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
3560,,No Bakecenter,,YES,YES,,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3561,,No Bakecenter,,YES,YES,,,,,,YES,YES,,,,,,,,,,,
3562,,No Bakecenter,,,,,,YES,,,,,,,,,,,,,,,
3564,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3566,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3570,Both ,,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3571,,No Bakecenter,,,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3572,Both ,,,YES,,,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,,YES
3580,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3581,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3582,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3583,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3584,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3585,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3587,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3588,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3590,Both ,,,YES,YES,YES,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3591,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3595,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3596,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3597,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3601,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3602,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,YES,YES,YES
3607,Both ,,,YES,,,,,,,YES,YES,,,,,,,YES,,YES,YES,YES
3608,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,
3609,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3611,Both ,,,YES,YES,YES,,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
3612,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3616,,No Bakecenter,,YES,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3620,Both ,,,,,,,,,,,,,,,,,,,,,,
3624,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3626,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3627,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3630,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,,YES,YES,,YES
3631,Both ,,,YES,YES,YES,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3632,Both ,,,YES,YES,YES,,,YES,YES,YES,YES,,,,,,,,,YES,,YES
3633,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3634,,No Bakecenter,,,,,,,,YES,YES,YES,,,,,,,YES,,YES,YES,YES
3639,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3641,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3643,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
3644,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,YES,YES,YES
3648,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3652,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3658,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3659,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3660,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3700,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3701,Both ,,,YES,,,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
3702,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3705,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3708,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3712,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3720,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3722,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3725,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,,,YES
3726,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,
3728,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3729,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,
3730,Both ,,,YES,YES,,,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
3731,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3732,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3733,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,,YES
3734,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3738,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3739,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3742,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,YES,YES,YES
3747,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3748,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3749,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3750,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3751,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3757,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3758,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
3760,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3761,,No Bakecenter,,YES,YES,YES,,YES,YES,,YES,YES,,,,,,,,YES,YES,,
3762,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3764,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,,YES,YES
3765,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3771,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3772,Both ,,,YES,,,YES,YES,,YES,YES,YES,,,,,,,YES,YES,,,YES
3773,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3774,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3777,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,YES,YES,YES
3778,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3780,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
3781,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3783,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3784,Both ,,,YES,YES,YES,YES,,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3785,Both ,,,YES,,,YES,YES,,YES,YES,YES,,,,,,,,,,,
3786,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3790,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3791,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3792,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,
3794,Both ,,,YES,YES,YES,YES,YES,YES,,YES,YES,,,,,,,YES,YES,YES,YES,YES
3795,Both ,,,,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3796,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3801,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3802,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3804,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3805,,No Bakecenter,,YES,YES,YES,,,,,YES,YES,,,,,,,YES,YES,YES,YES,YES
3806,Both ,,,YES,,,,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3810,Both ,,,,,,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
3823,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3824,,No Bakecenter,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3825,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3826,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3827,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,,YES
3828,Both ,,,YES,,,YES,YES,,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3829,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3830,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,YES,YES,YES
3833,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3835,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3837,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3838,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3840,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3842,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3843,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3847,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3848,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3850,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3851,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3852,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
3853,,No Bakecenter,,YES,,,,,YES,,,,,,,,,,YES,,YES,YES,YES
3857,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3860,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3861,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3864,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3867,,No Bakecenter,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES
3868,Both ,,,YES,,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3869,,No Bakecenter,,YES,,,,,,YES,,,,,,,,,,,,,
3872,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3874,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3875,,No Bakecenter,,,,,,,,,,,,,,,,,,,,,
3876,Both ,,,,,,,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3877,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3883,,No Bakecenter,,YES,,,,,,,,,,,,,,,,,,,
3887,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3889,,No Bakecenter,,,,,,,,,,,,,,,,,YES,,YES,YES,YES
3891,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3893,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3894,Both ,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
3896,Both ,,,YES,YES,,YES,YES,YES,YES,YES,YES,,,,,,,YES,YES,YES,YES,YES
