Region,Market,Store Number,Percentage,
72,548,5760,57.14%,
72,548,5831,80.50%,
72,548,5876,56.32%,
72,548,6207,70.27%,
72,548,6548,62.42%,
72,549,525,20.00%,
72,549,2944,33.23%,
72,549,3606,31.95%,
72,549,3629,68.80%,
72,549,3862,38.85%,
72,549,4561,83.37%,
72,549,5005,28.61%,
72,549,5816,51.90%,
72,549,5817,43.70%,
72,549,5818,16.99%,
72,549,5819,77.64%,
72,549,5820,37.11%,
72,549,6398,81.57%,
72,559,3617,67.75%,
72,559,3817,27.14%,
72,559,4159,40.17%,
72,559,4434,50.45%,
72,559,4565,87.90%,
72,559,5265,75.22%,
72,559,5741,11.87%,
72,559,5846,25.03%,
72,559,5875,25.44%,
72,559,5988,41.98%,
72,559,6149,32.05%,
72,Region Total,,60.48%,
75,281,1968,104.91%,
75,281,2009,31.79%,
75,281,2045,95.51%,
75,281,2577,125.00%,
75,281,3489,69.52%,
75,281,3780,106.83%,
75,281,5450,85.22%,
75,282,1875,122.38%,
75,282,2279,95.82%,
75,282,2435,125.00%,
75,282,3481,65.69%,
75,282,3490,104.67%,
75,282,5228,108.21%,
75,282,5382,74.49%,
75,287,1525,123.36%,
75,287,1730,76.73%,
75,287,2295,106.49%,
75,287,2795,46.67%,
75,287,3219,83.02%,
75,287,3869,38.64%,
75,287,4191,48.41%,
75,287,4350,66.17%,
75,287,7032,86.90%,
75,288,1631,96.12%,
75,288,1682,125.00%,
75,288,1687,61.70%,
75,288,1759,53.00%,
75,288,1773,89.14%,
75,288,3214,125.00%,
75,288,3265,77.26%,
75,288,3831,125.00%,
75,288,4623,125.00%,
75,289,1688,104.87%,
75,289,1811,125.00%,
75,289,1841,125.00%,
75,289,2529,68.44%,
75,289,3216,72.77%,
75,289,3644,96.05%,
75,289,4064,125.00%,
75,289,5253,93.18%,
75,289,5488,125.00%,
75,289,5922,117.56%,
75,290,1424,109.85%,
75,290,1523,48.41%,
75,290,1524,125.00%,
75,290,1969,118.43%,
75,290,2160,125.00%,
75,290,2808,125.00%,
75,290,2821,125.00%,
75,290,4476,108.21%,
75,290,5847,53.76%,
75,291,1833,66.92%,
75,291,1852,46.48%,
75,291,2136,61.91%,
75,291,2438,72.14%,
75,291,2520,118.54%,
75,291,3588,16.38%,
75,291,4258,76.05%,
75,291,4638,30.66%,
75,291,5343,70.58%,
75,291,5731,50.72%,
75,293,1867,86.03%,
75,293,2248,89.91%,
75,293,2412,48.44%,
75,293,2436,94.22%,
75,293,2850,62.11%,
75,293,3720,106.95%,
75,293,3804,94.25%,
75,312,1243,125.00%,
75,312,1292,75.95%,
75,312,1301,72.08%,
75,312,1309,125.00%,
75,312,1652,90.58%,
75,312,2312,75.60%,
75,312,2337,81.50%,
75,312,2762,87.59%,
75,312,3243,55.86%,
75,312,3770,103.46%,
75,314,1345,97.80%,
75,314,1399,72.45%,
75,314,1465,85.77%,
75,314,1486,47.68%,
75,314,1934,80.50%,
75,314,2645,87.63%,
75,314,2705,57.71%,
75,314,2805,81.65%,
75,314,3768,87.45%,
75,314,4636,63.84%,
75,315,1335,73.45%,
75,315,1344,125.00%,
75,315,1350,74.03%,
75,315,1726,96.04%,
75,315,1780,78.48%,
75,315,2565,41.54%,
75,315,2807,117.19%,
75,315,4682,80.56%,
75,315,4697,53.84%,
75,315,5117,125.00%,
75,508,1716,79.72%,
75,508,1717,125.00%,
75,508,1893,66.08%,
75,508,1981,49.74%,
75,508,2799,63.56%,
75,508,2853,67.88%,
75,508,5345,86.00%,
75,508,5779,100.39%,
75,Region Total,,86.90%,
76,189,1677,85.36%,
76,189,1806,83.36%,
76,189,2093,80.44%,
76,189,2146,100.07%,
76,189,2234,125.00%,
76,189,2264,59.13%,
76,189,2285,56.41%,
76,189,2444,78.29%,
76,189,2874,125.00%,
76,191,1705,93.80%,
76,191,1830,125.00%,
76,191,1831,85.43%,
76,191,1926,64.14%,
76,191,2166,112.81%,
76,191,2581,91.49%,
76,191,2911,55.85%,
76,191,3332,81.08%,
76,191,5242,68.90%,
76,192,1619,99.46%,
76,192,1673,56.14%,
76,192,1731,102.47%,
76,192,1744,125.00%,
76,192,1813,125.00%,
76,192,2785,125.00%,
76,192,2859,125.00%,
76,192,3280,89.10%,
76,192,3842,125.00%,
76,194,1949,46.05%,
76,194,1966,62.01%,
76,194,1973,95.20%,
76,194,2043,11.26%,
76,194,2088,52.26%,
76,194,2159,57.62%,
76,194,2164,76.18%,
76,194,2326,64.65%,
76,194,2405,125.00%,
76,194,5027,80.44%,
76,195,1610,109.88%,
76,195,1909,81.59%,
76,195,1993,86.48%,
76,195,2107,108.27%,
76,195,2210,120.53%,
76,195,2355,125.00%,
76,195,2586,78.00%,
76,195,3607,95.17%,
76,195,4597,34.23%,
76,195,5282,60.86%,
76,228,1656,88.70%,
76,228,2278,73.86%,
76,228,2561,63.95%,
76,228,2597,70.40%,
76,228,2674,81.99%,
76,228,2909,55.12%,
76,228,3253,51.90%,
76,228,3281,84.29%,
76,228,3429,54.19%,
76,228,3514,75.67%,
76,228,5360,113.12%,
76,228,5445,89.07%,
76,231,1765,111.20%,
76,231,1935,85.75%,
76,231,2059,67.55%,
76,231,2318,88.97%,
76,231,2502,76.60%,
76,231,2663,86.88%,
76,231,2664,53.73%,
76,231,3228,80.16%,
76,231,5241,98.32%,
76,231,5356,68.23%,
76,280,1674,84.30%,
76,280,1703,58.73%,
76,280,2233,59.81%,
76,280,2357,59.16%,
76,280,2551,53.56%,
76,280,2566,84.73%,
76,280,2756,84.29%,
76,280,2790,88.99%,
76,280,4423,103.04%,
76,283,1985,122.17%,
76,283,2194,74.65%,
76,283,2258,79.85%,
76,283,3035,56.43%,
76,283,5129,47.11%,
76,283,5753,109.06%,
76,283,5936,104.23%,
76,283,5968,57.05%,
76,286,1406,89.11%,
76,286,1825,21.63%,
76,286,2437,110.81%,
76,286,2564,42.37%,
76,286,2647,43.53%,
76,286,3344,61.96%,
76,286,3573,50.57%,
76,286,4514,44.33%,
76,286,5105,69.34%,
76,286,6952,54.41%,
76,292,1904,47.53%,
76,292,2015,64.05%,
76,292,2038,51.77%,
76,292,3077,20.48%,
76,292,3639,66.39%,
76,292,5227,57.86%,
76,292,5880,25.72%,
76,292,5969,11.79%,
76,320,1522,78.71%,
76,320,1544,122.36%,
76,320,1653,94.14%,
76,320,1714,67.75%,
76,320,2027,50.42%,
76,320,2083,96.59%,
76,320,2474,71.63%,
76,320,2696,41.75%,
76,320,2809,65.09%,
76,320,2833,62.83%,
76,320,2894,115.26%,
76,320,3215,125.00%,
76,320,4372,81.43%,
76,Region Total,,78.36%,
