Store,Market,Region,BU,Final Tier,Details
4252,364,46,SOUTWEST BU,Tier 2 - GM Pause,
4253,412,52,WEST BU,Tier 1 - ISA On in Total Store,
4255,214,20,NORTH BU,Tier 2 - GM Pause,
4256,414,52,WEST BU,Tier 1 - ISA On in Total Store,
4257,425,53,NORTH BU,Tier 2 - GM Pause,
4258,291,75,EAST BU,Tier 1 - ISA On in Total Store,
4259,272,25,NORTH BU,Tier 1 - ISA On in Total Store,
4260,107,9,SOUTHEAST BU,Tier 2 - GM Pause,
4262,89,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
4264,9,61,NHM BU,Tier 1 - ISA On in Total Store,
4272,401,54,WEST BU,Tier 1 - ISA On in Total Store,
4273,300,26,EAST BU,Tier 2 - GM Pause,
4274,305,4,EAST BU,Tier 2 - GM Pause,
4275,510,61,NHM BU,Tier 1 - ISA On in Total Store,
4276,226,17,EAST BU,Tier 2 - GM Pause,
4277,316,20,NORTH BU,Tier 2 - GM Pause,
4278,317,20,NORTH BU,Tier 2 - GM Pause,
4279,44,5,SOUTWEST BU,Tier 2 - GM Pause,
4281,436,53,NORTH BU,Tier 2 - GM Pause,
4283,16,3,SOUTHEAST BU,Tier 2 - GM Pause,
4284,380,47,WEST BU,Tier 1 - ISA On in Total Store,
4285,214,20,NORTH BU,Tier 3 - Total Store ISA Pause,
4286,265,25,NORTH BU,Tier 1 - ISA On in Total Store,
4288,379,47,WEST BU,Tier 2 - GM Pause,
4293,9,61,NHM BU,Tier 1 - ISA On in Total Store,
4295,134,13,SOUTWEST BU,Tier 2 - GM Pause,
4298,59,6,SOUTWEST BU,Tier 2 - GM Pause,
4299,71,46,SOUTWEST BU,Tier 2 - GM Pause,
4303,553,9,SOUTHEAST BU,Tier 2 - GM Pause,
4309,455,56,WEST BU,Tier 1 - ISA On in Total Store,
4317,447,57,WEST BU,Tier 1 - ISA On in Total Store,
4318,8,14,SOUTHEAST BU,Tier 2 - GM Pause,
4321,409,44,SOUTWEST BU,Tier 2 - GM Pause,
4322,407,47,WEST BU,Tier 1 - ISA On in Total Store,
4323,262,25,NORTH BU,Tier 1 - ISA On in Total Store,
4324,9,61,NHM BU,Tier 1 - ISA On in Total Store,
4325,365,57,WEST BU,Tier 1 - ISA On in Total Store,
4330,13,14,SOUTHEAST BU,Tier 2 - GM Pause,
4332,90,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
4333,1,14,SOUTHEAST BU,Tier 2 - GM Pause,
4334,294,2,SOUTHEAST BU,Tier 2 - GM Pause,
4335,391,47,WEST BU,Tier 2 - GM Pause,
4336,368,46,SOUTWEST BU,Tier 2 - GM Pause,
4337,365,57,WEST BU,Tier 1 - ISA On in Total Store,
4339,397,61,NHM BU,Tier 1 - ISA On in Total Store,
4340,445,57,WEST BU,Tier 1 - ISA On in Total Store,
4341,387,46,SOUTWEST BU,Tier 2 - GM Pause,
4348,237,22,EAST BU,Tier 2 - GM Pause,
4350,287,75,EAST BU,Tier 2 - GM Pause,
4352,427,54,WEST BU,Tier 2 - GM Pause,
4354,102,72,NHM BU,Tier 1 - ISA On in Total Store,
4355,364,46,SOUTWEST BU,Tier 1 - ISA On in Total Store,
4356,396,57,WEST BU,Tier 1 - ISA On in Total Store,
4357,545,72,NHM BU,Tier 1 - ISA On in Total Store,
4358,432,47,WEST BU,Tier 1 - ISA On in Total Store,
4359,469,60,WEST BU,Tier 1 - ISA On in Total Store,
4365,90,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
4366,526,64,NHM BU,Tier 1 - ISA On in Total Store,
4367,542,64,NHM BU,Tier 1 - ISA On in Total Store,
4368,93,3,SOUTHEAST BU,Tier 2 - GM Pause,
4370,392,56,WEST BU,Tier 2 - GM Pause,
4371,542,64,NHM BU,Tier 1 - ISA On in Total Store,
4372,320,75,EAST BU,Tier 2 - GM Pause,
4373,542,64,NHM BU,Tier 1 - ISA On in Total Store,
4374,421,52,WEST BU,Tier 1 - ISA On in Total Store,
4375,534,72,NHM BU,Tier 1 - ISA On in Total Store,
4376,534,72,NHM BU,Tier 1 - ISA On in Total Store,
4377,388,54,WEST BU,Tier 1 - ISA On in Total Store,
4378,285,75,EAST BU,Tier 2 - GM Pause,
4380,488,72,NHM BU,Tier 1 - ISA On in Total Store,
4381,333,40,NORTH BU,Tier 3 - Total Store ISA Pause,
4383,197,19,NORTH BU,Tier 3 - Total Store ISA Pause,
4384,36,4,EAST BU,Tier 2 - GM Pause,
4387,156,16,EAST BU,Tier 2 - GM Pause,
4388,502,59,NHM BU,Tier 1 - ISA On in Total Store,
4389,181,16,EAST BU,Tier 2 - GM Pause,
4390,507,64,NHM BU,Tier 1 - ISA On in Total Store,
4392,445,57,WEST BU,Tier 1 - ISA On in Total Store,
4393,454,56,WEST BU,Tier 1 - ISA On in Total Store,
4394,474,60,WEST BU,Tier 2 - GM Pause,
4395,474,60,WEST BU,Tier 2 - GM Pause,
4399,247,21,NORTH BU,Tier 2 - GM Pause,
4403,187,17,EAST BU,Tier 2 - GM Pause,
4404,233,22,EAST BU,Tier 1 - ISA On in Total Store,
4405,264,25,NORTH BU,Tier 2 - GM Pause,
4407,8,14,SOUTHEAST BU,Tier 2 - GM Pause,
4409,22,2,SOUTHEAST BU,Tier 2 - GM Pause,
4410,304,4,EAST BU,Tier 2 - GM Pause,
4412,382,54,WEST BU,Tier 1 - ISA On in Total Store,
4413,494,59,NHM BU,Tier 1 - ISA On in Total Store,
4414,152,41,NORTH BU,Tier 1 - ISA On in Total Store,
4415,526,64,NHM BU,Tier 1 - ISA On in Total Store,
4416,67,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
4417,251,25,NORTH BU,Tier 2 - GM Pause,
4420,41,4,EAST BU,Tier 1 - ISA On in Total Store,
4421,546,72,NHM BU,Tier 1 - ISA On in Total Store,
4423,280,75,EAST BU,Tier 1 - ISA On in Total Store,
4424,206,19,NORTH BU,Tier 2 - GM Pause,
4425,96,72,NHM BU,Tier 1 - ISA On in Total Store,
4426,546,72,NHM BU,Tier 1 - ISA On in Total Store,
4427,97,3,SOUTHEAST BU,Tier 2 - GM Pause,
4428,294,2,SOUTHEAST BU,Tier 2 - GM Pause,
4430,373,46,SOUTWEST BU,Tier 2 - GM Pause,
4431,499,59,NHM BU,Tier 1 - ISA On in Total Store,
4432,498,59,NHM BU,Tier 1 - ISA On in Total Store,
4434,548,72,NHM BU,Tier 1 - ISA On in Total Store,
4435,149,12,SOUTHEAST BU,Tier 2 - GM Pause,
4436,24,2,SOUTHEAST BU,Tier 2 - GM Pause,
4438,403,54,WEST BU,Tier 1 - ISA On in Total Store,
4439,201,19,NORTH BU,Tier 1 - ISA On in Total Store,
4440,41,4,EAST BU,Tier 1 - ISA On in Total Store,
4441,488,72,NHM BU,Tier 1 - ISA On in Total Store,
4443,497,59,NHM BU,Tier 1 - ISA On in Total Store,
4444,98,3,SOUTHEAST BU,Tier 2 - GM Pause,
4445,497,59,NHM BU,Tier 1 - ISA On in Total Store,
4446,107,9,SOUTHEAST BU,Tier 2 - GM Pause,
4450,242,41,NORTH BU,Tier 2 - GM Pause,
4451,373,46,SOUTWEST BU,Tier 2 - GM Pause,
4452,497,59,NHM BU,Tier 1 - ISA On in Total Store,
4453,504,64,NHM BU,Tier 1 - ISA On in Total Store,
4456,558,22,EAST BU,Tier 3 - Total Store ISA Pause,
4457,38,4,EAST BU,Tier 2 - GM Pause,
4458,299,26,EAST BU,Tier 2 - GM Pause,
4459,301,26,EAST BU,Tier 2 - GM Pause,
4460,324,42,SOUTHEAST BU,Tier 2 - GM Pause,
4461,259,41,NORTH BU,Tier 1 - ISA On in Total Store,
4464,504,64,NHM BU,Tier 1 - ISA On in Total Store,
4465,562,64,NHM BU,Tier 1 - ISA On in Total Store,
4466,562,64,NHM BU,Tier 1 - ISA On in Total Store,
4468,562,64,NHM BU,Tier 1 - ISA On in Total Store,
4469,566,59,NHM BU,Tier 1 - ISA On in Total Store,
4470,538,72,NHM BU,Tier 1 - ISA On in Total Store,
4471,381,54,WEST BU,Tier 1 - ISA On in Total Store,
4472,20,2,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
4473,9,61,NHM BU,Tier 1 - ISA On in Total Store,
4474,469,60,WEST BU,Tier 1 - ISA On in Total Store,
4475,362,40,NORTH BU,Tier 1 - ISA On in Total Store,
4476,290,75,EAST BU,Tier 2 - GM Pause,
4477,308,26,EAST BU,Tier 2 - GM Pause,
4478,538,72,NHM BU,Tier 1 - ISA On in Total Store,
4479,207,19,NORTH BU,Tier 1 - ISA On in Total Store,
4482,153,12,SOUTHEAST BU,Tier 2 - GM Pause,
4483,149,12,SOUTHEAST BU,Tier 2 - GM Pause,
4484,297,26,EAST BU,Tier 2 - GM Pause,
4487,39,2,SOUTHEAST BU,Tier 2 - GM Pause,
4488,451,56,WEST BU,Tier 1 - ISA On in Total Store,
4490,9,61,NHM BU,Tier 1 - ISA On in Total Store,
4491,490,61,NHM BU,Tier 1 - ISA On in Total Store,
4494,557,61,NHM BU,Tier 1 - ISA On in Total Store,
4497,13,14,SOUTHEAST BU,Tier 2 - GM Pause,
4498,103,72,NHM BU,Tier 1 - ISA On in Total Store,
4499,299,26,EAST BU,Tier 2 - GM Pause,
4501,235,20,NORTH BU,Tier 2 - GM Pause,
4503,49,5,SOUTWEST BU,Tier 2 - GM Pause,
4504,544,72,NHM BU,Tier 1 - ISA On in Total Store,
4506,41,4,EAST BU,Tier 3 - Total Store ISA Pause,
4508,80,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
4509,48,5,SOUTWEST BU,Tier 2 - GM Pause,
4511,279,25,NORTH BU,Tier 2 - GM Pause,
4512,65,6,SOUTWEST BU,Tier 2 - GM Pause,
4514,286,75,EAST BU,Tier 2 - GM Pause,
4516,537,72,NHM BU,Tier 1 - ISA On in Total Store,
4517,546,72,NHM BU,Tier 1 - ISA On in Total Store,
4519,546,72,NHM BU,Tier 1 - ISA On in Total Store,
4520,97,3,SOUTHEAST BU,Tier 2 - GM Pause,requested per mm
4521,41,4,EAST BU,Tier 1 - ISA On in Total Store,
4524,494,59,NHM BU,Tier 1 - ISA On in Total Store,
4525,546,72,NHM BU,Tier 1 - ISA On in Total Store,
4526,63,6,SOUTWEST BU,Tier 2 - GM Pause,
4527,546,72,NHM BU,Tier 1 - ISA On in Total Store,
4528,498,59,NHM BU,Tier 1 - ISA On in Total Store,
4529,266,25,NORTH BU,Tier 3 - Total Store ISA Pause,
4530,546,72,NHM BU,Tier 1 - ISA On in Total Store,
4531,265,25,NORTH BU,Tier 2 - GM Pause,
4533,145,12,SOUTHEAST BU,Tier 2 - GM Pause,
4538,67,6,SOUTWEST BU,Tier 2 - GM Pause,
4540,203,19,NORTH BU,Tier 1 - ISA On in Total Store,
4543,365,57,WEST BU,Tier 1 - ISA On in Total Store,
4545,500,59,NHM BU,Tier 1 - ISA On in Total Store,
4546,488,72,NHM BU,Tier 1 - ISA On in Total Store,
4553,361,40,NORTH BU,Tier 2 - GM Pause,
4554,82,5,SOUTWEST BU,Tier 2 - GM Pause,
4556,29,4,EAST BU,Tier 3 - Total Store ISA Pause,
4557,396,57,WEST BU,Tier 1 - ISA On in Total Store,
4558,25,2,SOUTHEAST BU,Tier 2 - GM Pause,
4560,488,72,NHM BU,Tier 1 - ISA On in Total Store,
4561,549,72,NHM BU,Tier 1 - ISA On in Total Store,
4563,103,72,NHM BU,Tier 1 - ISA On in Total Store,
4564,299,26,EAST BU,Tier 2 - GM Pause,
4565,559,72,NHM BU,Tier 1 - ISA On in Total Store,
4567,379,47,WEST BU,Tier 2 - GM Pause,
4568,432,47,WEST BU,Tier 2 - GM Pause,
4569,427,54,WEST BU,Tier 1 - ISA On in Total Store,
4570,164,17,EAST BU,Tier 2 - GM Pause,
4574,306,4,EAST BU,Tier 2 - GM Pause,
4577,542,64,NHM BU,Tier 1 - ISA On in Total Store,
4579,537,72,NHM BU,Tier 1 - ISA On in Total Store,
4580,544,72,NHM BU,Tier 1 - ISA On in Total Store,
4581,1,14,SOUTHEAST BU,Tier 2 - GM Pause,
4582,545,72,NHM BU,Tier 1 - ISA On in Total Store,
4583,35,2,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
4585,507,64,NHM BU,Tier 1 - ISA On in Total Store,
4586,543,64,NHM BU,Tier 1 - ISA On in Total Store,
4588,91,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
4589,566,59,NHM BU,Tier 1 - ISA On in Total Store,
4590,361,40,NORTH BU,Tier 2 - GM Pause,
4591,566,59,NHM BU,Tier 1 - ISA On in Total Store,
4593,42,4,EAST BU,Tier 2 - GM Pause,
4594,305,4,EAST BU,Tier 2 - GM Pause,
4595,103,72,NHM BU,Tier 1 - ISA On in Total Store,
4597,195,17,EAST BU,Tier 2 - GM Pause,
4599,378,54,WEST BU,Tier 1 - ISA On in Total Store,
4600,433,47,WEST BU,Tier 1 - ISA On in Total Store,
4601,387,46,SOUTWEST BU,Tier 2 - GM Pause,
4603,9,61,NHM BU,Tier 1 - ISA On in Total Store,
4605,542,64,NHM BU,Tier 1 - ISA On in Total Store,
4606,413,52,WEST BU,Tier 1 - ISA On in Total Store,
4607,494,59,NHM BU,Tier 1 - ISA On in Total Store,
4609,225,21,NORTH BU,Tier 1 - ISA On in Total Store,
4611,362,40,NORTH BU,Tier 1 - ISA On in Total Store,
4612,168,22,EAST BU,Tier 2 - GM Pause,
4615,356,44,SOUTWEST BU,Tier 2 - GM Pause,
4616,18,2,SOUTHEAST BU,Tier 2 - GM Pause,
4617,103,72,NHM BU,Tier 1 - ISA On in Total Store,
4618,562,64,NHM BU,Tier 1 - ISA On in Total Store,
4619,492,72,NHM BU,Tier 1 - ISA On in Total Store,
4623,288,75,EAST BU,Tier 1 - ISA On in Total Store,
4625,491,61,NHM BU,Tier 1 - ISA On in Total Store,
4626,485,59,NHM BU,Tier 1 - ISA On in Total Store,
4627,52,5,SOUTWEST BU,Tier 2 - GM Pause,
4631,238,19,NORTH BU,Tier 2 - GM Pause,
4635,121,2,SOUTHEAST BU,Tier 2 - GM Pause,
4636,314,75,EAST BU,Tier 2 - GM Pause,
4637,356,44,SOUTWEST BU,Tier 1 - ISA On in Total Store,
4638,291,75,EAST BU,Tier 1 - ISA On in Total Store,
4639,376,47,WEST BU,Tier 1 - ISA On in Total Store,
4641,270,25,NORTH BU,Tier 1 - ISA On in Total Store,
4643,229,20,NORTH BU,Tier 2 - GM Pause,
4644,227,20,NORTH BU,Tier 2 - GM Pause,
4648,545,72,NHM BU,Tier 1 - ISA On in Total Store,
4653,381,54,WEST BU,Tier 1 - ISA On in Total Store,
4654,492,72,NHM BU,Tier 1 - ISA On in Total Store,
4655,507,64,NHM BU,Tier 1 - ISA On in Total Store,
4657,545,72,NHM BU,Tier 1 - ISA On in Total Store,
4659,541,64,NHM BU,Tier 1 - ISA On in Total Store,
4660,206,19,NORTH BU,Tier 3 - Total Store ISA Pause,
4664,37,4,EAST BU,Tier 2 - GM Pause,
4667,548,72,NHM BU,Tier 1 - ISA On in Total Store,
4669,548,72,NHM BU,Tier 1 - ISA On in Total Store,
4672,544,72,NHM BU,Tier 1 - ISA On in Total Store,
4673,544,72,NHM BU,Tier 1 - ISA On in Total Store,
4674,542,64,NHM BU,Tier 1 - ISA On in Total Store,
4676,526,64,NHM BU,Tier 1 - ISA On in Total Store,
4677,435,53,NORTH BU,Tier 2 - GM Pause,
4678,405,46,SOUTWEST BU,Tier 2 - GM Pause,
4679,131,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,
4681,112,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
4682,315,75,EAST BU,Tier 2 - GM Pause,
4683,130,13,SOUTWEST BU,Tier 2 - GM Pause,
4686,534,72,NHM BU,Tier 1 - ISA On in Total Store,
4687,167,22,EAST BU,Tier 3 - Total Store ISA Pause,
4689,582,54,WEST BU,Tier 1 - ISA On in Total Store,
4690,111,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
4691,544,72,NHM BU,Tier 1 - ISA On in Total Store,
4692,498,59,NHM BU,Tier 1 - ISA On in Total Store,
4695,272,25,NORTH BU,Tier 2 - GM Pause,
4696,582,54,WEST BU,Tier 1 - ISA On in Total Store,
4697,315,75,EAST BU,Tier 2 - GM Pause,
4699,262,25,NORTH BU,Tier 2 - GM Pause,
4700,557,61,NHM BU,Tier 1 - ISA On in Total Store,
4706,557,61,NHM BU,Tier 1 - ISA On in Total Store,
4734,585,47,WEST BU,Tier 2 - GM Pause,
4747,490,61,NHM BU,Tier 1 - ISA On in Total Store,
4756,544,72,NHM BU,Tier 1 - ISA On in Total Store,
4757,550,61,NHM BU,Tier 1 - ISA On in Total Store,
4759,552,61,NHM BU,Tier 1 - ISA On in Total Store,
4762,515,61,NHM BU,Tier 2 - GM Pause,
4826,103,72,NHM BU,Tier 1 - ISA On in Total Store,
4848,499,59,NHM BU,Tier 1 - ISA On in Total Store,
4849,419,52,WEST BU,Tier 2 - GM Pause,
4865,430,54,WEST BU,Tier 1 - ISA On in Total Store,
5003,375,46,SOUTWEST BU,Tier 2 - GM Pause,
5005,549,72,NHM BU,Tier 1 - ISA On in Total Store,
5007,552,61,NHM BU,Tier 1 - ISA On in Total Store,
5008,551,61,NHM BU,Tier 1 - ISA On in Total Store,
5012,170,22,EAST BU,Tier 2 - GM Pause,
5013,509,59,NHM BU,Tier 1 - ISA On in Total Store,
5014,509,59,NHM BU,Tier 1 - ISA On in Total Store,
5021,561,64,NHM BU,Tier 1 - ISA On in Total Store,
5022,125,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,MM Request
5023,458,57,WEST BU,Tier 1 - ISA On in Total Store,
5025,248,21,NORTH BU,Tier 2 - GM Pause,
5027,194,17,EAST BU,Tier 2 - GM Pause,
5028,207,19,NORTH BU,Tier 3 - Total Store ISA Pause,
5029,207,19,NORTH BU,Tier 3 - Total Store ISA Pause,
5030,207,19,NORTH BU,Tier 3 - Total Store ISA Pause,
5031,366,46,SOUTWEST BU,Tier 2 - GM Pause,
5032,464,57,WEST BU,Tier 1 - ISA On in Total Store,
5033,378,54,WEST BU,Tier 2 - GM Pause,
5034,105,9,SOUTHEAST BU,Tier 2 - GM Pause,
5035,116,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5036,112,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5037,98,3,SOUTHEAST BU,Tier 2 - GM Pause,
5038,262,25,NORTH BU,Tier 2 - GM Pause,
5039,284,75,EAST BU,Tier 2 - GM Pause,
5040,227,20,NORTH BU,Tier 2 - GM Pause,Upgrade to Tier 2
5041,514,60,WEST BU,Tier 2 - GM Pause,
5043,492,72,NHM BU,Tier 1 - ISA On in Total Store,
5044,263,53,NORTH BU,Tier 1 - ISA On in Total Store,
5045,67,6,SOUTWEST BU,Tier 2 - GM Pause,
5046,299,26,EAST BU,Tier 2 - GM Pause,
5047,558,22,EAST BU,Tier 1 - ISA On in Total Store,
5048,203,19,NORTH BU,Tier 2 - GM Pause,
5049,380,47,WEST BU,Tier 1 - ISA On in Total Store,
5051,378,54,WEST BU,Tier 1 - ISA On in Total Store,
5054,98,3,SOUTHEAST BU,Tier 2 - GM Pause,
5055,105,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5056,131,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5057,151,12,SOUTHEAST BU,Tier 2 - GM Pause,
5058,153,12,SOUTHEAST BU,Tier 2 - GM Pause,
5059,566,59,NHM BU,Tier 1 - ISA On in Total Store,
5060,270,25,NORTH BU,Tier 2 - GM Pause,
5062,544,72,NHM BU,Tier 1 - ISA On in Total Store,
5063,309,26,EAST BU,Tier 2 - GM Pause,
5064,201,19,NORTH BU,Tier 2 - GM Pause,
5065,201,19,NORTH BU,Tier 3 - Total Store ISA Pause,
5066,214,20,NORTH BU,Tier 2 - GM Pause,Upgrade to Tier 2
5070,396,57,WEST BU,Tier 1 - ISA On in Total Store,
5071,349,44,SOUTWEST BU,Tier 2 - GM Pause,
5072,465,57,WEST BU,Tier 1 - ISA On in Total Store,
5073,514,60,WEST BU,Tier 1 - ISA On in Total Store,
5075,460,57,WEST BU,Tier 1 - ISA On in Total Store,
5076,179,16,EAST BU,Tier 2 - GM Pause,
5077,577,17,EAST BU,Tier 2 - GM Pause,
5078,473,60,WEST BU,Tier 1 - ISA On in Total Store,MM request
5079,143,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5080,50,5,SOUTWEST BU,Tier 2 - GM Pause,
5081,543,64,NHM BU,Tier 1 - ISA On in Total Store,
5082,214,20,NORTH BU,Tier 1 - ISA On in Total Store,
5083,209,20,NORTH BU,Tier 3 - Total Store ISA Pause,
5085,305,4,EAST BU,Tier 2 - GM Pause,
5087,37,4,EAST BU,Tier 2 - GM Pause,
5088,227,20,NORTH BU,Tier 2 - GM Pause,
5089,423,52,WEST BU,Tier 1 - ISA On in Total Store,
5090,440,53,NORTH BU,Tier 1 - ISA On in Total Store,
5091,67,6,SOUTWEST BU,Tier 2 - GM Pause,
5092,53,5,SOUTWEST BU,Tier 2 - GM Pause,
5093,507,64,NHM BU,Tier 1 - ISA On in Total Store,
5094,562,64,NHM BU,Tier 1 - ISA On in Total Store,
5095,163,17,EAST BU,Tier 2 - GM Pause,
5096,463,57,WEST BU,Tier 1 - ISA On in Total Store,
5097,204,19,NORTH BU,Tier 3 - Total Store ISA Pause,
5098,545,72,NHM BU,Tier 1 - ISA On in Total Store,
5099,388,54,WEST BU,Tier 2 - GM Pause,
5100,544,72,NHM BU,Tier 1 - ISA On in Total Store,
5101,396,57,WEST BU,Tier 1 - ISA On in Total Store,
5102,543,64,NHM BU,Tier 1 - ISA On in Total Store,
5103,166,22,EAST BU,Tier 2 - GM Pause,
5104,221,21,NORTH BU,Tier 2 - GM Pause,
5105,286,75,EAST BU,Tier 1 - ISA On in Total Store,
5106,96,72,NHM BU,Tier 1 - ISA On in Total Store,
5107,566,59,NHM BU,Tier 1 - ISA On in Total Store,
5108,526,64,NHM BU,Tier 1 - ISA On in Total Store,
5109,557,61,NHM BU,Tier 1 - ISA On in Total Store,
5110,557,61,NHM BU,Tier 1 - ISA On in Total Store,
5111,176,17,EAST BU,Tier 2 - GM Pause,
5113,2,14,SOUTHEAST BU,Tier 2 - GM Pause,
5115,418,52,WEST BU,Tier 1 - ISA On in Total Store,
5116,60,6,SOUTWEST BU,Tier 2 - GM Pause,
5117,315,75,EAST BU,Tier 1 - ISA On in Total Store,
5118,297,26,EAST BU,Tier 2 - GM Pause,
5119,566,59,NHM BU,Tier 1 - ISA On in Total Store,
5122,492,72,NHM BU,Tier 1 - ISA On in Total Store,
5123,391,47,WEST BU,Tier 2 - GM Pause,
5124,370,46,SOUTWEST BU,Tier 2 - GM Pause,
5125,541,64,NHM BU,Tier 1 - ISA On in Total Store,
5126,3,14,SOUTHEAST BU,Tier 2 - GM Pause,
5127,438,53,NORTH BU,Tier 2 - GM Pause,
5129,508,75,EAST BU,Tier 2 - GM Pause,
5130,166,22,EAST BU,Tier 2 - GM Pause,
5131,170,22,EAST BU,Tier 2 - GM Pause,
5132,96,72,NHM BU,Tier 1 - ISA On in Total Store,
5133,457,56,WEST BU,Tier 2 - GM Pause,
5134,447,57,WEST BU,Tier 2 - GM Pause,
5135,494,59,NHM BU,Tier 1 - ISA On in Total Store,
5136,455,56,WEST BU,Tier 2 - GM Pause,
5137,376,47,WEST BU,Tier 2 - GM Pause,
5139,453,56,WEST BU,Tier 2 - GM Pause,
5140,459,57,WEST BU,Tier 1 - ISA On in Total Store,
5141,432,47,WEST BU,Tier 2 - GM Pause,
5142,178,22,EAST BU,Tier 2 - GM Pause,
5143,498,59,NHM BU,Tier 1 - ISA On in Total Store,
5144,77,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5145,86,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5146,506,6,SOUTWEST BU,Tier 2 - GM Pause,
5147,44,5,SOUTWEST BU,Tier 2 - GM Pause,
5148,566,59,NHM BU,Tier 1 - ISA On in Total Store,
5149,485,59,NHM BU,Tier 1 - ISA On in Total Store,
5150,340,40,NORTH BU,Tier 3 - Total Store ISA Pause,
5151,120,2,SOUTHEAST BU,Tier 2 - GM Pause,
5152,446,57,WEST BU,Tier 1 - ISA On in Total Store,
5154,484,57,WEST BU,Tier 1 - ISA On in Total Store,
5155,387,46,SOUTWEST BU,Tier 2 - GM Pause,
5156,463,57,WEST BU,Tier 1 - ISA On in Total Store,
5157,278,25,NORTH BU,Tier 1 - ISA On in Total Store,
5159,204,19,NORTH BU,Tier 3 - Total Store ISA Pause,Has limited trailer space and starting to get overloaded
5160,202,19,NORTH BU,Tier 2 - GM Pause,
5162,448,57,WEST BU,Tier 1 - ISA On in Total Store,
5165,80,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5166,387,46,SOUTWEST BU,Tier 2 - GM Pause,
5167,582,54,WEST BU,Tier 2 - GM Pause,
5168,405,46,SOUTWEST BU,Tier 2 - GM Pause,
5170,429,47,WEST BU,Tier 1 - ISA On in Total Store,
5172,97,3,SOUTHEAST BU,Tier 2 - GM Pause,
5173,120,2,SOUTHEAST BU,Tier 2 - GM Pause,
5174,1,14,SOUTHEAST BU,Tier 2 - GM Pause,
5175,152,41,NORTH BU,Tier 2 - GM Pause,
5178,176,17,EAST BU,Tier 2 - GM Pause,
5179,96,72,NHM BU,Tier 1 - ISA On in Total Store,
5180,485,59,NHM BU,Tier 1 - ISA On in Total Store,
5182,566,59,NHM BU,Tier 1 - ISA On in Total Store,
5183,494,59,NHM BU,Tier 1 - ISA On in Total Store,
5184,219,21,NORTH BU,Tier 1 - ISA On in Total Store,
5185,217,21,NORTH BU,Tier 2 - GM Pause,
5186,373,46,SOUTWEST BU,Tier 2 - GM Pause,
5188,498,59,NHM BU,Tier 1 - ISA On in Total Store,
5189,369,46,SOUTWEST BU,Tier 2 - GM Pause,
5190,370,46,SOUTWEST BU,Tier 2 - GM Pause,
5191,55,5,SOUTWEST BU,Tier 2 - GM Pause,
5192,454,56,WEST BU,Tier 1 - ISA On in Total Store,
5193,461,57,WEST BU,Tier 1 - ISA On in Total Store,
5195,471,60,WEST BU,Tier 1 - ISA On in Total Store,MM Request
5196,144,12,SOUTHEAST BU,Tier 2 - GM Pause,
5197,5,12,SOUTHEAST BU,Tier 2 - GM Pause,
5198,546,72,NHM BU,Tier 1 - ISA On in Total Store,
5199,269,25,NORTH BU,Tier 2 - GM Pause,
5200,233,22,EAST BU,Tier 2 - GM Pause,
5201,175,17,EAST BU,Tier 1 - ISA On in Total Store,
5202,171,17,EAST BU,Tier 2 - GM Pause,
5203,217,21,NORTH BU,Tier 1 - ISA On in Total Store,
5204,542,64,NHM BU,Tier 1 - ISA On in Total Store,
5205,557,61,NHM BU,Tier 1 - ISA On in Total Store,
5206,557,61,NHM BU,Tier 1 - ISA On in Total Store,
5207,485,59,NHM BU,Tier 1 - ISA On in Total Store,
5210,51,5,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5211,52,5,SOUTWEST BU,Tier 2 - GM Pause,
5214,90,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5215,581,57,WEST BU,Tier 1 - ISA On in Total Store,
5216,70,46,SOUTWEST BU,Tier 2 - GM Pause,
5218,111,9,SOUTHEAST BU,Tier 2 - GM Pause,
5219,411,47,WEST BU,Tier 2 - GM Pause,
5220,112,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
5221,548,72,NHM BU,Tier 1 - ISA On in Total Store,
5224,528,64,NHM BU,Tier 1 - ISA On in Total Store,
5226,528,64,NHM BU,Tier 1 - ISA On in Total Store,
