Store,,MAY,73,YTD,74,MAY,75,YTD,76,MAY,77,YTD,78,MAY,79,YTD,80,MAY,81,YTD,82,MAY,83,YTD,84,MAY,85,YTD,86,MAY,87,YTD,88,MAY,89,YTD,90,MAY,91,YTD,92
1042,,3.06%,,8.98%,,8.62%,,12.93%,,2.31%,,1.99%,,-1.82%,,16.53%,,0,R,9,R,41.65%,,44.71%,,0,R,7,,17.26%,R,23.73%,R,1:07:11,R,1:02:13,,2059/2577,,1489/2577,
1150,,-4.03%,R,1.89%,,2.77%,R,4.66%,R,4.42%,,-2.19%,,6.12%,,20.39%,,2,,14,,35.79%,,39.71%,,0,R,2,R,42.94%,,41.48%,,0:34:56,G,0:39:27,,2095/2577,R,1964/2577,
4183,,0.11%,,8.00%,,10.43%,,15.07%,,-0.71%,,7.81%,,7.66%,,23.18%,,0,R,7,R,28.44%,,27.99%,R,0,R,3,R,65.78%,,45.76%,,0:51:53,,0:57:15,,2001/2577,,1377/2577,
Total,B,-0.83%,R,6.24%,,7.21%,R,11.33%,,5.10%,,3.11%,,-2.42%,R,14.32%,,0.14,R,0.18,R,34.46%,,38.08%,,0.02,R,0.03,R,38.28%,R,38.67%,R,0:46:05,,0:47:25,,376/394,R,276/394,
292,,2.95%,,9.39%,G,8.20%,,17.98%,,6.88%,,8.67%,,6.09%,,35.40%,G,0,R,14,,49.61%,G,49.19%,G,0,R,2,R,32.11%,,32.28%,,1:04:01,R,1:04:41,R,1882/2577,,1033/2577,
404,,0.92%,,1.82%,,-3.40%,R,-2.99%,R,-15.47%,R,-15.32%,R,9.26%,,9.52%,,3,,10,,43.60%,,44.82%,,2,,6,R,27.27%,R,20.50%,R,1:18:01,R,1:16:22,R,2295/2577,R,2416/2577,R
765,,4.88%,,7.37%,,47.45%,G,36.46%,G,12.10%,,11.09%,,62.16%,G,67.32%,G,4,,72,,32.33%,,40.24%,,97,G,168,G,60.00%,,56.87%,,0:34:46,G,0:37:14,,249/2577,G,190/2577,G
865,,7.52%,,9.28%,G,6.57%,,9.12%,,-11.06%,R,-10.12%,R,14.10%,,36.75%,G,10,,26,,46.29%,,42.76%,,1,R,10,,27.19%,R,33.80%,,1:07:10,R,1:11:41,R,1720/2577,,1582/2577,
1347,,-0.13%,,6.01%,,0.34%,R,18.78%,,-5.50%,,7.53%,,2.23%,,16.90%,,18,,86,,62.47%,G,60.04%,G,2,,10,,36.80%,,49.80%,,0:33:52,G,0:30:47,G,1906/2577,,753/2577,
1803,,-5.65%,R,-3.68%,R,2.60%,R,4.02%,R,2.29%,,0.63%,,8.94%,,-7.53%,R,6,,18,,33.98%,,44.10%,,13,G,33,,62.50%,,75.44%,,0:55:12,,1:01:59,,2127/2577,R,2264/2577,R
2769,,-5.85%,R,0.28%,,-5.79%,R,-2.04%,R,-7.01%,R,-2.50%,,-11.06%,R,9.55%,,19,,134,G,34.72%,,37.81%,,7,,37,,74.09%,,68.55%,,1:05:17,R,1:05:34,R,2406/2577,R,2169/2577,R
3391,,4.51%,,7.97%,,-5.52%,R,0.42%,R,-16.24%,R,-14.09%,R,13.48%,,20.89%,,5,,12,,45.83%,,45.12%,,7,,26,,43.33%,,39.55%,,0:50:20,,0:50:41,,1934/2577,,1798/2577,
4055,,0.62%,,8.93%,,47.02%,G,28.63%,,25.60%,G,11.57%,,36.23%,G,38.56%,G,13,,131,G,42.29%,,44.49%,,8,,82,G,47.87%,,40.63%,,0:36:33,,0:42:17,,347/2577,G,280/2577,G
4115,,-0.45%,,5.83%,,25.55%,,28.55%,,-1.69%,,3.91%,,34.15%,G,41.44%,G,35,G,128,G,45.82%,,51.68%,G,9,,59,G,81.09%,,68.33%,,1:00:05,,1:02:32,,977/2577,,539/2577,
Total,B,1.63%,,5.65%,,8.86%,R,11.67%,,-3.24%,R,-1.80%,,14.85%,,24.87%,,0.36,,0.53,,44.97%,G,46.43%,G,0.47,G,0.36,,44.99%,,44.08%,,0:55:10,,0:56:31,,314/394,,236/394,
&nbsp;,B,0.46%,R,5.12%,,10.69%,R,13.34%,R,3.26%,,2.42%,,10.33%,,17.74%,,0.38,R,0.39,,37.38%,,39.11%,,0.25,,0.25,,37.23%,R,39.11%,R,0:51:03,,0:51:51,,34/34,R,27/34,
600,,-0.91%,,1.99%,,9.41%,,17.88%,,1.34%,,4.10%,,-2.12%,,9.26%,,10,,43,,46.97%,,54.80%,G,2,,10,,28.79%,R,29.04%,R,0:38:13,,0:35:46,G,1813/2577,,1339/2577,
755,,10.16%,G,8.50%,,70.70%,G,41.75%,G,39.80%,G,18.20%,G,132.74%,G,87.37%,G,8,,11,,46.80%,,40.30%,,11,,47,G,84.40%,G,86.66%,G,0:25:03,G,0:26:05,G,8/2577,G,85/2577,G
793,,5.07%,,3.97%,,23.63%,,17.06%,,11.34%,,6.50%,,23.20%,,7.40%,,14,,58,,51.91%,G,49.14%,G,5,,34,,22.14%,R,24.87%,R,0:29:04,G,0:30:26,G,547/2577,,1125/2577,
812,,5.39%,,3.52%,,8.95%,,3.78%,R,-6.34%,,-4.90%,,14.06%,,13.03%,,36,G,145,G,37.60%,,36.91%,,27,G,126,G,58.97%,,39.86%,,0:56:33,,1:00:23,,1453/2577,,1932/2577,
822,,5.46%,,6.83%,,28.06%,,22.47%,,14.65%,,3.49%,,5.98%,,18.56%,,6,,25,,29.80%,,27.65%,R,2,,5,R,93.91%,G,82.31%,G,0:28:09,G,0:29:17,G,577/2577,,795/2577,
900,,12.60%,G,13.92%,G,31.30%,G,30.00%,,15.09%,,15.78%,,47.95%,G,33.51%,G,10,,30,,38.23%,,43.73%,,19,G,22,,28.25%,R,25.30%,R,0:24:32,G,0:22:52,G,135/2577,G,193/2577,G
1516,,4.40%,,3.13%,,21.57%,,21.19%,,13.54%,,11.35%,,0.98%,,13.97%,,6,,36,,37.82%,,37.02%,,1,R,27,,51.07%,,53.93%,,0:34:15,G,0:35:59,G,974/2577,,983/2577,
3383,,-1.39%,,-3.15%,R,-5.52%,R,1.02%,R,-16.17%,R,-12.53%,R,0.53%,,2.00%,R,31,G,92,,34.45%,,39.93%,,8,,50,G,21.79%,R,26.70%,R,0:57:42,,0:49:37,,2328/2577,R,2299/2577,R
3384,,5.77%,,9.62%,G,16.97%,,20.86%,,18.13%,,24.76%,G,6.05%,,10.66%,,5,,21,,35.63%,,33.73%,,1,R,13,,60.83%,,44.27%,,0:45:04,,0:40:57,,1085/2577,,760/2577,
5216,,0.83%,,3.15%,,11.17%,,11.41%,,-7.03%,R,-3.46%,,4.07%,,2.04%,R,24,,123,G,41.81%,,49.58%,G,9,,23,,78.73%,,64.20%,,0:30:41,G,0:33:36,G,1422/2577,,1471/2577,
Total,B,4.44%,,4.76%,,18.76%,,17.33%,,6.71%,,4.38%,,13.59%,,15.19%,,0.48,,0.49,,39.59%,,40.87%,,0.27,,0.30,,52.52%,,46.81%,,0:35:38,G,0:35:42,G,82/394,,145/394,
549,,20.02%,G,22.32%,G,45.49%,G,33.46%,G,16.95%,,5.46%,,48.84%,G,29.86%,,36,G,238,G,34.18%,,34.21%,,16,G,150,G,76.76%,,64.90%,,0:45:53,,0:51:55,,55/2577,G,243/2577,G
821,,-3.60%,R,3.05%,,21.05%,,14.06%,,6.03%,,-3.37%,,-5.95%,R,11.01%,,9,,70,,28.93%,,30.83%,,10,,33,,15.52%,R,15.29%,R,0:47:01,,0:45:56,,1715/2577,,1706/2577,
861,,-1.26%,,-3.35%,R,23.82%,,19.30%,,20.51%,G,15.98%,,0.98%,,-3.67%,R,38,G,95,,70.23%,G,69.57%,G,25,G,67,G,77.67%,,76.95%,,0:47:27,,0:58:51,,887/2577,,1411/2577,
927,,-0.04%,,-2.54%,R,17.30%,,15.97%,,4.06%,,10.66%,,5.73%,,-1.67%,R,18,,67,,54.23%,G,50.72%,G,94,G,290,G,48.80%,,58.26%,,0:31:00,G,0:30:49,G,1086/2577,,1337/2577,
945,,-1.83%,,-1.09%,R,-0.42%,R,14.97%,,14.80%,,29.03%,G,-15.34%,R,2.05%,R,7,,21,,34.34%,,39.85%,,1,R,6,R,33.21%,,29.60%,R,0:48:00,,0:42:49,,2210/2577,R,1733/2577,
1051,,4.18%,,7.66%,,14.48%,,22.04%,,0.00%,,9.24%,,-5.03%,R,11.19%,,52,G,157,G,56.54%,G,57.95%,G,57,G,158,G,104.95%,G,100.00%,G,0:28:59,G,0:28:24,G,894/2577,,350/2577,G
3826,,4.49%,,6.90%,,55.40%,G,43.32%,G,59.15%,G,37.51%,G,29.19%,,22.51%,,19,,92,,40.81%,,44.16%,,15,G,153,G,40.98%,,37.37%,,0:23:29,G,0:22:35,G,118/2577,G,145/2577,G
4299,,7.89%,,16.94%,G,45.38%,G,77.03%,G,66.67%,G,60.66%,G,12.38%,,39.18%,G,51,G,188,G,64.76%,G,73.11%,G,39,G,179,G,93.61%,G,104.76%,G,0:45:50,,0:47:40,,83/2577,G,7/2577,G
6898,,1.11%,,1.89%,,27.35%,,24.17%,,10.98%,,9.49%,,41.46%,G,22.34%,,2,,20,,64.78%,G,61.04%,G,4,,23,,34.48%,,37.53%,,0:39:21,,0:42:09,,704/2577,,945/2577,
Total,B,4.63%,,6.69%,,28.94%,G,28.64%,G,19.78%,G,14.86%,G,11.58%,,13.97%,,0.83,G,0.88,G,48.68%,G,50.09%,G,0.94,G,0.98,G,55.73%,,56.74%,,0:39:21,G,0:41:05,G,12/394,G,19/394,G
513,,0.04%,,2.80%,,4.59%,,10.35%,,15.62%,,6.92%,,3.37%,,13.06%,,19,,80,,43.55%,,47.80%,,14,G,55,G,97.30%,G,101.28%,G,0:43:53,,0:41:40,,1520/2577,,1271/2577,
537,,19.59%,G,22.20%,G,50.22%,G,74.74%,G,19.05%,G,43.84%,G,45.54%,G,79.18%,G,2,,15,,33.84%,,34.89%,,1,R,12,,25.67%,R,19.56%,R,1:05:44,R,1:04:00,R,364/2577,G,247/2577,G
608,,12.61%,G,14.19%,G,24.73%,,27.21%,,10.36%,,14.58%,,27.10%,,34.14%,G,43,G,125,G,37.85%,,42.41%,,14,G,27,,105.95%,G,101.81%,G,0:47:32,,0:55:56,,289/2577,G,246/2577,G
2891,,15.99%,G,26.48%,G,21.65%,,16.29%,,10.05%,,8.59%,,25.06%,,21.67%,,85,G,293,G,33.99%,,37.47%,,8,,29,,75.40%,,77.89%,,0:45:35,,0:45:57,,405/2577,G,536/2577,
3645,,17.74%,G,17.78%,G,30.20%,,22.07%,,17.30%,,12.78%,,20.99%,,23.24%,,4,,16,,27.87%,,29.24%,R,0,R,3,R,62.70%,,51.43%,,1:04:27,R,0:58:09,,594/2577,,775/2577,
Total,B,13.96%,G,17.90%,G,24.22%,G,25.99%,G,13.21%,G,15.83%,G,23.41%,G,30.61%,G,0.99,G,0.88,G,35.13%,,38.16%,,0.24,,0.21,,71.77%,G,68.85%,G,0:52:40,,0:53:31,,18/394,G,23/394,G
535,,-5.04%,R,0.10%,,16.91%,,18.67%,,-1.90%,,-3.81%,,44.16%,G,28.88%,,6,,76,,43.92%,,51.33%,G,8,,21,,60.36%,,61.27%,,0:53:01,,0:49:35,,1522/2577,,1313/2577,
536,,-8.16%,R,-5.18%,R,-12.24%,R,-4.17%,R,-31.03%,R,-22.54%,R,-7.80%,R,1.45%,R,0,R,44,,44.27%,,43.60%,,1,R,12,,32.45%,,46.63%,,1:03:51,R,1:02:43,,2544/2577,R,2477/2577,R
601,,3.10%,,1.55%,,21.09%,,15.19%,,-3.82%,,-6.71%,R,57.33%,G,22.74%,,3,,10,,55.37%,G,61.81%,G,1,R,5,R,69.21%,,79.54%,G,0:41:19,,0:46:55,,922/2577,,1563/2577,
1249,,-2.89%,R,1.33%,,12.16%,,13.72%,,-19.09%,R,-15.75%,R,18.93%,,20.44%,,6,,28,,42.56%,,41.47%,,1,R,7,,64.01%,,65.00%,,1:15:51,R,1:14:51,R,2022/2577,,1930/2577,
7281,,15.37%,G,13.82%,G,98.39%,G,61.72%,G,144.08%,G,61.12%,G,30.57%,G,32.96%,G,60,G,119,G,54.63%,G,44.82%,,13,G,55,G,71.22%,,75.80%,,0:37:02,,0:36:34,,6/2577,G,15/2577,G
Total,B,-1.57%,R,0.77%,R,15.39%,,14.86%,,-5.19%,R,-5.87%,R,20.09%,,16.85%,,0.48,,0.46,,47.18%,G,48.16%,G,0.15,,0.17,,55.30%,,61.91%,,0:53:13,,0:53:16,,278/394,,299/394,
290,,-2.25%,,7.10%,,-2.79%,R,10.69%,,-0.41%,,16.45%,G,-20.45%,R,2.00%,R,1,R,2,R,36.62%,,42.03%,,2,,6,R,36.62%,,34.28%,,0:40:19,,0:49:29,,2301/2577,R,1586/2577,
757,,6.27%,,12.47%,G,-3.19%,R,16.25%,,-15.66%,R,2.22%,,17.92%,,39.03%,G,0,R,3,R,40.86%,,48.30%,G,1,R,14,,30.39%,,36.91%,,0:50:04,,0:54:37,,1978/2577,,959/2577,
901,,-2.96%,R,1.22%,,-3.37%,R,1.30%,R,-11.60%,R,-4.75%,,-3.58%,R,-5.30%,R,19,,40,,46.66%,,49.63%,G,2,,3,R,42.20%,,47.26%,,0:54:05,,0:53:50,,2307/2577,R,2272/2577,R
1313,,-3.20%,R,-0.11%,,-1.90%,R,-3.08%,R,-5.56%,,-8.49%,R,2.76%,,14.91%,,2,,11,,21.05%,R,21.24%,R,3,,24,,34.18%,,27.67%,R,1:12:05,R,1:15:16,R,2446/2577,R,2434/2577,R
3112,,5.19%,,9.73%,G,23.54%,,25.29%,,7.05%,,5.08%,,75.46%,G,58.78%,G,29,G,30,,34.27%,,30.27%,,1,R,8,,52.10%,,44.89%,,0:40:55,,0:49:22,,660/2577,,672/2577,
3279,,6.64%,,14.07%,G,26.28%,,46.49%,G,16.42%,,29.79%,G,18.48%,,21.49%,,34,G,184,G,38.11%,,41.46%,,6,,68,G,32.48%,,41.88%,,0:54:25,,0:49:56,,622/2577,,150/2577,G
4103,,9.61%,G,13.13%,G,12.15%,,12.56%,,-10.09%,R,-5.06%,,29.02%,,28.62%,,1,R,8,R,32.22%,,35.09%,,1,R,3,R,56.84%,,41.95%,,1:10:02,R,1:06:14,R,1509/2577,,1446/2577,
5144,,2.50%,,8.42%,,0.84%,R,12.76%,,-6.83%,,6.35%,,2.88%,,9.80%,,2,,41,,38.51%,,43.75%,,8,,60,G,90.68%,G,91.88%,G,0:54:58,,0:49:26,,1973/2577,,1069/2577,
5245,,1.88%,,6.20%,,34.43%,G,35.30%,G,6.22%,,17.34%,G,15.59%,,26.43%,,82,G,440,G,24.51%,R,22.59%,R,2,,20,,44.75%,,41.33%,,1:10:31,R,1:17:17,R,1038/2577,,668/2577,
Total,B,2.23%,,7.42%,G,7.99%,R,15.82%,,-2.88%,R,5.13%,,9.42%,,17.82%,,0.61,,0.70,,33.69%,,35.71%,,0.09,R,0.19,,44.18%,,43.08%,,0:57:16,,0:59:26,R,350/394,R,185/394,
440,,7.70%,,10.74%,G,22.39%,,19.87%,,-2.04%,,0.52%,,45.48%,G,24.91%,,12,,109,G,58.54%,G,67.43%,G,3,,17,,49.45%,,48.73%,,0:43:55,,0:45:42,,625/2577,,623/2577,
442,,0.95%,,4.34%,,20.57%,,15.52%,,18.14%,,-1.83%,,-6.56%,R,25.37%,,12,,146,G,37.53%,,42.26%,,0,R,0,R,53.75%,,52.82%,,0:39:49,,0:49:15,,1288/2577,,1360/2577,
458,,20.21%,G,15.89%,G,32.34%,G,21.53%,,17.70%,,9.09%,,31.51%,G,25.26%,,11,,37,,51.13%,G,45.45%,,1,R,7,,23.77%,R,23.53%,R,0:46:05,,0:54:41,,273/2577,G,692/2577,
464,,9.36%,G,10.91%,G,28.96%,,17.69%,,15.79%,,9.42%,,23.87%,,17.46%,,65,G,117,G,44.91%,,50.00%,G,5,,73,G,39.27%,,33.83%,,0:52:57,,1:00:05,,376/2577,G,770/2577,
470,,0.46%,,0.68%,,21.25%,,20.02%,,-4.04%,,1.99%,,19.85%,,30.41%,,7,,35,,62.47%,G,56.99%,G,21,G,36,,63.31%,,55.43%,,0:49:39,,0:48:56,,1134/2577,,1161/2577,
791,,5.92%,,11.25%,G,21.32%,,18.74%,,4.63%,,5.95%,,40.05%,G,28.65%,,31,G,58,,42.80%,,42.00%,,5,,20,,44.91%,,40.39%,,0:29:58,G,0:32:37,G,535/2577,,554/2577,
1494,,0.69%,,2.66%,,2.39%,R,-0.10%,R,-17.18%,R,-20.52%,R,23.53%,,32.62%,G,16,,63,,39.91%,,40.21%,,12,G,48,G,78.46%,,82.41%,G,1:26:11,R,1:31:21,R,1951/2577,,1991/2577,
5460,,10.27%,G,9.50%,G,13.46%,,20.88%,,0.41%,,-2.03%,,34.50%,G,29.31%,,20,,232,G,36.06%,,41.23%,,2,,27,,44.24%,,50.65%,,1:14:05,R,1:10:41,R,1178/2577,,821/2577,
Total,B,6.73%,G,8.15%,G,20.66%,,16.38%,,3.74%,,0.36%,,24.81%,G,26.38%,,0.70,,0.83,G,47.40%,G,48.48%,G,0.20,,0.24,,48.96%,,47.99%,,0:51:34,,0:55:30,,68/394,G,130/394,
395,,35.05%,G,21.80%,G,10.59%,,9.68%,,-1.11%,,-7.89%,R,15.74%,,19.38%,,21,,68,,40.07%,,40.83%,,106,G,322,G,9.74%,R,8.50%,R,1:12:44,R,1:15:15,R,1187/2577,,1355/2577,
397,,1.34%,,-4.45%,R,9.29%,,9.53%,,3.46%,,1.46%,,38.11%,G,17.14%,,18,,37,,25.08%,R,31.19%,,8,,27,,6.02%,R,4.98%,R,0:52:01,,0:55:32,,1631/2577,,2138/2577,R
429,,6.00%,,3.94%,,30.08%,,22.14%,,16.12%,,7.85%,,14.70%,,17.78%,,94,G,116,G,56.52%,G,47.74%,,36,G,68,G,41.19%,,36.62%,,0:30:46,G,0:38:53,,245/2577,G,765/2577,
452,,8.81%,G,4.88%,,13.73%,,11.55%,,-0.32%,,-1.78%,,11.93%,,6.72%,,6,,19,,44.29%,,40.90%,,37,G,128,G,44.44%,,43.70%,,1:12:42,R,1:19:52,R,1245/2577,,1805/2577,
1958,,2.24%,,5.49%,,12.55%,,13.10%,,-4.89%,,0.24%,,6.19%,,15.64%,,3,,6,R,57.52%,G,58.34%,G,7,,38,,49.64%,,40.57%,,0:42:52,,0:45:04,,1513/2577,,1347/2577,
3320,,10.50%,G,7.79%,,19.96%,,11.34%,,9.72%,,-3.01%,,13.64%,,8.92%,,83,G,391,G,33.38%,,37.10%,,9,,131,G,17.15%,R,19.17%,R,0:50:36,,0:51:40,,792/2577,,1421/2577,
3567,,27.80%,G,21.01%,G,16.77%,,14.17%,,2.13%,,-0.60%,,28.80%,,22.64%,,24,,88,,33.66%,,35.28%,,18,G,73,G,24.08%,R,23.85%,R,1:38:52,R,1:49:35,R,924/2577,,1150/2577,
3886,,4.27%,,-3.66%,R,6.57%,,1.59%,R,-0.60%,,-6.07%,,6.18%,,-2.94%,R,17,,114,G,36.91%,,38.55%,,10,,41,,15.21%,R,15.23%,R,1:06:55,R,1:04:36,R,1815/2577,,2397/2577,R
4508,,21.04%,G,22.23%,G,16.78%,,3.70%,R,13.52%,,0.74%,,10.04%,,-4.92%,R,71,G,132,G,52.28%,G,48.15%,G,49,G,102,G,68.95%,,59.45%,,0:46:15,,0:44:48,,457/2577,G,1253/2577,
5165,,6.59%,,5.56%,,1.25%,R,1.18%,R,-3.50%,,-4.34%,,6.90%,,0.85%,R,17,,105,G,36.89%,,35.31%,,34,G,88,G,39.41%,,37.22%,,0:33:43,G,1:08:37,R,1476/2577,,2056/2577,
5809,,10.35%,G,11.36%,G,16.04%,,19.92%,,-0.12%,,0.14%,,60.15%,G,34.88%,G,9,,38,,33.49%,,36.56%,,22,G,92,G,7.66%,R,9.96%,R,1:13:52,R,1:06:01,R,1058/2577,,911/2577,
Total,B,12.07%,G,8.78%,G,13.59%,,10.19%,R,3.39%,,-1.18%,,15.94%,,10.41%,,1.06,G,0.84,G,41.36%,,41.72%,,0.99,G,0.84,G,30.94%,R,28.59%,R,0:59:47,R,1:02:43,R,157/394,,260/394,
381,,5.37%,,7.94%,,22.90%,,24.92%,,4.95%,,-0.05%,,14.75%,,37.78%,G,30,G,33,,50.47%,G,53.76%,G,2,,19,,61.45%,,65.54%,,0:45:00,,0:48:55,,767/2577,,591/2577,
407,,-5.97%,R,3.94%,,10.76%,,19.18%,,-12.97%,R,-6.97%,R,15.32%,,24.73%,,114,G,372,G,38.67%,,45.41%,,37,G,180,G,80.07%,,76.87%,,1:07:52,R,0:56:33,,1876/2577,,1057/2577,
476,,-1.17%,,1.85%,,10.20%,,7.82%,,0.76%,,-0.53%,,10.66%,,5.01%,,9,,50,,53.32%,G,57.33%,G,3,,11,,74.09%,,63.71%,,0:32:20,G,0:30:39,G,1508/2577,,1678/2577,
781,,-3.38%,R,-0.31%,R,8.27%,,6.84%,,-10.41%,R,-7.38%,R,5.77%,,4.29%,,3,,16,,36.47%,,42.34%,,2,,10,,93.98%,G,93.88%,G,1:05:12,R,1:03:53,R,2143/2577,R,2205/2577,R
813,,-3.84%,R,2.31%,,24.90%,,24.23%,,-8.21%,R,-2.96%,,15.02%,,17.44%,,87,G,245,G,54.78%,G,48.80%,G,11,,18,,78.98%,,66.85%,,0:30:55,G,0:29:34,G,947/2577,,828/2577,
1232,,2.19%,,4.79%,,40.04%,G,36.17%,G,15.65%,,15.44%,,19.33%,,14.67%,,123,G,548,G,57.40%,G,55.66%,G,33,G,136,G,96.80%,G,94.19%,G,0:23:23,G,0:22:10,G,159/2577,G,205/2577,G
1303,,3.84%,,3.09%,,9.18%,,12.61%,,-9.09%,R,-8.56%,R,21.41%,,19.37%,,29,G,97,,47.87%,G,52.03%,G,50,G,111,G,91.18%,G,94.12%,G,0:57:22,,1:10:09,R,1342/2577,,1480/2577,
3319,,0.81%,,4.35%,,45.27%,G,30.13%,G,4.55%,,0.04%,,33.01%,G,15.40%,,306,G,989,G,67.69%,G,56.10%,G,203,G,651,G,82.67%,G,75.03%,,0:52:21,,0:54:34,,415/2577,G,664/2577,
6286,,3.16%,,6.15%,,18.50%,,21.38%,,-11.14%,R,-5.01%,,33.73%,G,33.54%,G,30,G,106,G,51.04%,G,48.79%,G,6,,23,,63.95%,,64.85%,,0:58:41,,0:52:44,,1119/2577,,825/2577,
Total,B,0.04%,,3.71%,,21.09%,,20.80%,,-3.90%,R,-2.31%,R,19.32%,,18.91%,,2.62,G,2.27,G,50.93%,G,51.16%,G,1.24,G,1.07,G,80.61%,G,77.60%,G,0:50:16,,0:50:01,,128/394,,109/394,
999,,1.12%,,3.17%,,22.59%,,18.23%,,11.48%,,7.55%,,7.63%,,32.22%,G,38,G,113,G,34.65%,,33.18%,,30,G,46,G,53.15%,,41.91%,,0:56:02,,0:57:25,,1099/2577,,1181/2577,
1235,,-0.80%,,0.39%,,-12.59%,R,3.94%,R,-31.46%,R,-6.01%,,51.55%,G,32.40%,G,2,,21,,33.67%,,36.80%,,0,R,2,R,16.67%,R,11.32%,R,0:25:09,G,0:36:03,G,2136/2577,R,2049/2577,
2239,,3.78%,,7.34%,,10.73%,,9.03%,,5.25%,,-2.72%,,4.64%,,13.65%,,11,,57,,35.18%,,36.55%,,33,G,61,G,52.35%,,38.24%,,0:49:12,,0:46:07,,1467/2577,,1454/2577,
2599,,3.48%,,4.71%,,37.63%,G,13.62%,,26.64%,G,5.08%,,32.59%,G,15.55%,,32,G,105,G,34.13%,,35.46%,,5,,13,,32.22%,,47.47%,,1:11:58,R,1:23:27,R,615/2577,,1600/2577,
3058,,0.99%,,6.00%,,5.64%,,12.59%,,13.04%,,9.78%,,2.28%,,8.63%,,45,G,202,G,26.35%,R,37.88%,,27,G,192,G,37.48%,,47.90%,,0:45:20,,0:48:41,,1665/2577,,1198/2577,
3106,,2.06%,,3.17%,,6.72%,,3.08%,R,-3.18%,,-3.60%,,19.01%,,25.00%,,4,,22,,34.49%,,33.62%,,1,R,27,,46.76%,,50.40%,,0:55:04,,1:07:38,R,1883/2577,,2033/2577,
3888,,-5.94%,R,-3.98%,R,10.13%,,-6.30%,R,3.83%,,-13.63%,R,8.31%,,-2.09%,R,38,G,46,,45.76%,,48.04%,G,24,G,26,,10.09%,R,10.22%,R,0:44:02,,0:53:59,,1783/2577,,2444/2577,R
4102,,7.91%,,12.30%,G,12.89%,,23.32%,,1.95%,,13.37%,,26.92%,,24.93%,,4,,47,,45.96%,,54.80%,G,1,R,6,R,44.70%,,41.06%,,0:37:10,,0:34:36,G,1010/2577,,370/2577,G
5145,,-7.17%,R,0.72%,,-4.08%,R,4.85%,R,-1.02%,,-0.51%,,-5.02%,R,9.49%,,13,,145,G,31.26%,,33.11%,,7,,44,,32.50%,,38.31%,,0:47:31,,0:53:52,,2356/2577,R,2051/2577,
Total,B,0.29%,,3.56%,,9.16%,R,7.70%,R,3.78%,,0.03%,,11.02%,,13.77%,,0.67,,0.70,,35.97%,,38.66%,,0.46,G,0.39,G,35.16%,R,36.56%,R,0:51:13,,0:54:29,,316/394,R,324/394,R
443,,2.74%,,2.93%,,40.71%,G,29.92%,,11.15%,,14.07%,,47.21%,G,15.53%,,13,,27,,55.39%,G,50.42%,G,1,R,16,,22.16%,R,20.63%,R,0:42:17,,0:43:07,,501/2577,G,858/2577,
447,,12.01%,G,10.33%,G,21.10%,,11.75%,,-1.74%,,-4.12%,,29.63%,G,23.01%,,48,G,181,G,61.31%,G,61.14%,G,45,G,163,G,45.49%,,43.53%,,0:49:42,,0:56:37,,515/2577,G,1031/2577,
461,,17.63%,G,22.90%,G,25.60%,,40.67%,G,-5.07%,,11.71%,,39.76%,G,47.94%,G,32,G,165,G,26.46%,R,22.64%,R,1,R,35,,36.27%,,37.13%,,1:06:24,R,1:06:29,R,784/2577,,301/2577,G
554,,21.42%,G,24.68%,G,-0.43%,R,5.71%,,-6.54%,,-4.83%,,24.97%,,32.16%,G,11,,31,,23.15%,R,25.06%,R,18,G,36,,4.07%,R,3.16%,R,0:54:59,,1:09:04,R,1565/2577,,1553/2577,
782,,-6.19%,R,-0.83%,R,10.39%,,9.58%,,9.55%,,-5.36%,,-5.58%,R,5.40%,,12,,55,,42.22%,,38.55%,,4,,25,,25.94%,R,24.99%,R,1:02:59,R,1:12:37,R,2077/2577,R,2217/2577,R
3518,,12.70%,G,15.76%,G,47.37%,G,21.79%,,24.63%,G,1.35%,,30.66%,G,17.87%,,98,G,306,G,33.42%,,33.28%,,46,G,128,G,39.80%,,37.02%,,0:58:02,,1:07:37,R,169/2577,G,736/2577,
3623,,4.79%,,11.32%,G,2.26%,R,10.73%,,-10.16%,R,-3.01%,,4.99%,,26.81%,,57,G,115,G,30.04%,,30.18%,,3,,13,,12.45%,R,15.23%,R,1:05:52,R,1:05:19,R,2041/2577,,1428/2577,
Total,B,10.95%,G,14.14%,G,18.39%,,16.86%,,1.32%,,0.89%,,21.50%,,23.76%,,1.25,G,1.05,G,38.86%,,37.38%,,0.54,G,0.50,G,27.35%,R,26.40%,R,0:59:31,R,1:05:07,R,97/394,,137/394,
500,,6.55%,,5.29%,,8.69%,,14.36%,,-5.03%,,-7.13%,R,-1.30%,,16.25%,,28,G,117,G,49.83%,G,51.20%,G,11,,35,,51.82%,,64.83%,,1:52:43,R,1:49:54,R,1621/2577,,1440/2577,
512,,7.93%,,11.36%,G,14.49%,,12.70%,,0.56%,,1.74%,,1.33%,,7.79%,,84,G,222,G,54.12%,G,49.71%,G,42,G,156,G,32.96%,,32.46%,,0:44:38,,0:43:23,,987/2577,,977/2577,
964,,12.39%,G,8.25%,,11.44%,,10.25%,,-1.33%,,1.05%,,2.16%,,-9.58%,R,30,G,77,,31.69%,,38.00%,,27,G,40,,19.01%,R,21.72%,R,1:27:14,R,1:18:35,R,1461/2577,,1751/2577,
