Store Number,Link,Number of Scales,Tracking for Scales Shipment,Power/Data Install Date,Power/Data Install Vendor,Scale Install Date,Scale Install Vendor,Floorplan,Give Feedback
1396,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1396_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/30/2023,Telaid,9/7/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1397,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1397_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,781356651240; 781356653346; 781356654695; 781356656025; 781356657374,7/23/2023,Telaid,8/3/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1398,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1398_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/10/2023,Wachter,8/14/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1399,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1399_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/3/2023,Wachter,8/8/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1400,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1400_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/23/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1401,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1401_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,9/28/2023,Wachter,10/5/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1403,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1403_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/18/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1404,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1404_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,6/14/2023,Wachter,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1405,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1405_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,#N/A,,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1406,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1406_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/14/2023,Wachter,8/30/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1407,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1407_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/14/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1408,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1408_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/31/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1409,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1409_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/7/2023,Telaid,9/4/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1410,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1410_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/10/2023,Telaid,8/28/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1411,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1411_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,8/9/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1412,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1412_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,#N/A,,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1413,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1413_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,7/11/2023,Wachter,7/27/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1414,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1414_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/14/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1415,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1415_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,1/6/2024,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1416,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1416_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/16/2023,Telaid,8/29/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1417,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1417_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/17/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1418,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1418_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/12/2023,Wachter,8/2/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1419,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1419_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/25/2023,Wachter,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1420,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1420_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/7/2023,Wachter,8/14/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1421,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1421_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,8/7/2023,Wachter,8/15/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1422,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1422_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/19/2023,Telaid,8/1/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1423,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1423_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/28/2023,Telaid,8/8/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1424,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1424_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/29/2023,Wachter,9/6/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1425,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1425_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/1/2023,Wachter,10/9/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1426,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1426_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/3/2023,Wachter,10/10/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1427,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1427_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/20/2023,Telaid,7/25/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1428,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1428_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,TBD,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1429,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1429_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/22/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1430,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1430_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/20/2023,Telaid,9/28/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1431,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1431_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/31/2023,Telaid,9/6/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1432,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1432_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/11/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1433,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1433_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/3/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1434,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1434_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/25/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1435,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1435_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,11/18/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1436,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1436_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,781595258902; 781595253554; 781595257089; 781595255730,8/3/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1437,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1437_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,12/8/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1438,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1438_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,8/28/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1439,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1439_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,7/10/2023,Telaid,8/14/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1440,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1440_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,#N/A,,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1441,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1441_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/13/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1442,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1442_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/11/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1443,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1443_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/15/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1444,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1444_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,781448538793; 781448541610; 781448541653; 781448543406; 781448544365,6/29/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1445,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1445_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/23/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1446,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1446_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/9/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1447,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1447_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/15/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1448,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1448_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/14/2023,Telaid,8/28/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1449,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1449_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/11/2023,Telaid,9/19/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1450,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1450_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/13/2023,Wachter,9/22/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1451,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1451_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/27/2023,Wachter,9/6/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1452,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1452_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,#N/A,,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1453,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1453_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,6/11/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1454,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1454_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/24/2023,Wachter,8/29/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1455,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1455_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,TBD,TBD,8/14/2023,Telaid,#N/A,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1456,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1456_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/12/2023,Telaid,9/19/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1457,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1457_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/26/2023,Telaid,10/4/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1458,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1458_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/11/2023,Wachter,8/31/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1459,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1459_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,#N/A,,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
