Region,Market,Store Nbr,Bucket,Tier,Details
14,13,4330,"> 80%, < 90%",Tier 2,GM Pause
9,90,4332,"> 80%, < 90%",Tier 2,GM Pause
14,1,4333,"> 80%, < 90%",Tier 2,GM Pause
2,294,4334,>90%,Tier 1,ISA On in Total Store
47,391,4335,< 80%,Tier 3,Total Store ISA Pause
46,368,4336,"> 80%, < 90%",Tier 2,GM Pause
57,365,4337,"> 80%, < 90%",Tier 2,GM Pause
61,397,4339,"> 80%, < 90%",Tier 2,GM Pause
57,445,4340,>90%,Tier 1,ISA On in Total Store
46,387,4341,"> 80%, < 90%",Tier 2,GM Pause
22,237,4348,"> 80%, < 90%",Tier 2,GM Pause
75,287,4350,"> 80%, < 90%",Tier 2,GM Pause
54,427,4352,>90%,Tier 1,ISA On in Total Store
72,102,4354,>90%,Tier 1,ISA On in Total Store
46,364,4355,>90%,Tier 1,ISA On in Total Store
57,396,4356,>90%,Tier 1,ISA On in Total Store
72,545,4357,>90%,Tier 1,ISA On in Total Store
47,432,4358,"> 80%, < 90%",Tier 2,GM Pause
60,469,4359,"> 80%, < 90%",Tier 2,GM Pause
9,90,4365,>90%,Tier 1,ISA On in Total Store
64,526,4366,"> 80%, < 90%",Tier 2,GM Pause
64,542,4367,"> 80%, < 90%",Tier 2,GM Pause
3,93,4368,"> 80%, < 90%",Tier 2,GM Pause
56,392,4370,>90%,Tier 1,ISA On in Total Store
64,542,4371,< 80%,Tier 3,Total Store ISA Pause
75,320,4372,>90%,Tier 1,ISA On in Total Store
64,542,4373,>90%,Tier 1,ISA On in Total Store
52,421,4374,"> 80%, < 90%",Tier 2,GM Pause
72,534,4375,"> 80%, < 90%",Tier 2,GM Pause
72,534,4376,< 80%,Tier 3,Total Store ISA Pause
54,388,4377,"> 80%, < 90%",Tier 2,GM Pause
75,285,4378,< 80%,Tier 3,Total Store ISA Pause
72,488,4380,"> 80%, < 90%",Tier 2,GM Pause
40,333,4381,>90%,Tier 1,ISA On in Total Store
19,197,4383,>90%,Tier 1,ISA On in Total Store
4,36,4384,"> 80%, < 90%",Tier 2,GM Pause
16,156,4387,"> 80%, < 90%",Tier 2,GM Pause
59,502,4388,"> 80%, < 90%",Tier 2,GM Pause
16,181,4389,"> 80%, < 90%",Tier 2,GM Pause
64,507,4390,>90%,Tier 1,ISA On in Total Store
57,445,4392,>90%,Tier 1,ISA On in Total Store
56,454,4393,"> 80%, < 90%",Tier 2,GM Pause
60,474,4394,"> 80%, < 90%",Tier 2,GM Pause
60,474,4395,"> 80%, < 90%",Tier 2,GM Pause
21,247,4399,"> 80%, < 90%",Tier 2,GM Pause
17,187,4403,"> 80%, < 90%",Tier 2,GM Pause
22,233,4404,"> 80%, < 90%",Tier 2,GM Pause
25,264,4405,"> 80%, < 90%",Tier 2,GM Pause
14,8,4407,"> 80%, < 90%",Tier 2,GM Pause
2,22,4409,>90%,Tier 1,ISA On in Total Store
4,304,4410,"> 80%, < 90%",Tier 2,GM Pause
54,382,4412,"> 80%, < 90%",Tier 2,GM Pause
59,494,4413,"> 80%, < 90%",Tier 2,GM Pause
41,152,4414,>90%,Tier 1,ISA On in Total Store
64,526,4415,"> 80%, < 90%",Tier 2,GM Pause
6,67,4416,>90%,Tier 1,ISA On in Total Store
25,251,4417,>90%,Tier 1,ISA On in Total Store
4,41,4420,"> 80%, < 90%",Tier 2,GM Pause
72,546,4421,"> 80%, < 90%",Tier 2,GM Pause
75,280,4423,"> 80%, < 90%",Tier 2,GM Pause
19,206,4424,>90%,Tier 1,ISA On in Total Store
72,96,4425,>90%,Tier 1,ISA On in Total Store
72,546,4426,"> 80%, < 90%",Tier 2,GM Pause
3,97,4427,>90%,Tier 1,ISA On in Total Store
2,294,4428,"> 80%, < 90%",Tier 2,GM Pause
46,373,4430,>90%,Tier 1,ISA On in Total Store
59,499,4431,>90%,Tier 1,ISA On in Total Store
59,498,4432,>90%,Tier 1,ISA On in Total Store
72,548,4434,>90%,Tier 1,ISA On in Total Store
12,149,4435,"> 80%, < 90%",Tier 2,GM Pause
2,24,4436,"> 80%, < 90%",Tier 2,GM Pause
54,403,4438,"> 80%, < 90%",Tier 2,GM Pause
19,201,4439,"> 80%, < 90%",Tier 2,GM Pause
4,41,4440,"> 80%, < 90%",Tier 2,GM Pause
72,488,4441,< 80%,Tier 3,Total Store ISA Pause
59,497,4443,>90%,Tier 1,ISA On in Total Store
3,98,4444,>90%,Tier 1,ISA On in Total Store
59,497,4445,"> 80%, < 90%",Tier 2,GM Pause
9,107,4446,"> 80%, < 90%",Tier 2,GM Pause
41,242,4450,"> 80%, < 90%",Tier 2,GM Pause
46,373,4451,"> 80%, < 90%",Tier 2,GM Pause
59,497,4452,"> 80%, < 90%",Tier 2,GM Pause
64,504,4453,>90%,Tier 1,ISA On in Total Store
22,558,4456,"> 80%, < 90%",Tier 2,GM Pause
4,38,4457,"> 80%, < 90%",Tier 2,GM Pause
26,299,4458,"> 80%, < 90%",Tier 2,GM Pause
26,301,4459,< 80%,Tier 3,Total Store ISA Pause
42,324,4460,>90%,Tier 1,ISA On in Total Store
41,259,4461,>90%,Tier 1,ISA On in Total Store
64,504,4464,>90%,Tier 1,ISA On in Total Store
64,562,4465,"> 80%, < 90%",Tier 2,GM Pause
64,562,4466,>90%,Tier 1,ISA On in Total Store
64,562,4468,>90%,Tier 1,ISA On in Total Store
59,566,4469,>90%,Tier 1,ISA On in Total Store
72,538,4470,"> 80%, < 90%",Tier 2,GM Pause
54,381,4471,"> 80%, < 90%",Tier 2,GM Pause
2,20,4472,< 80%,Tier 3,Total Store ISA Pause
61,9,4473,>90%,Tier 1,ISA On in Total Store
60,469,4474,< 80%,Tier 3,Total Store ISA Pause
40,362,4475,>90%,Tier 1,ISA On in Total Store
75,290,4476,"> 80%, < 90%",Tier 2,GM Pause
26,308,4477,< 80%,Tier 3,Total Store ISA Pause
72,538,4478,"> 80%, < 90%",Tier 2,GM Pause
19,207,4479,>90%,Tier 1,ISA On in Total Store
12,153,4482,"> 80%, < 90%",Tier 2,GM Pause
12,149,4483,>90%,Tier 1,ISA On in Total Store
26,297,4484,"> 80%, < 90%",Tier 2,GM Pause
2,39,4487,>90%,Tier 1,ISA On in Total Store
56,451,4488,>90%,Tier 1,ISA On in Total Store
61,9,4490,"> 80%, < 90%",Tier 2,GM Pause
61,490,4491,"> 80%, < 90%",Tier 2,GM Pause
61,557,4494,>90%,Tier 1,ISA On in Total Store
14,13,4497,"> 80%, < 90%",Tier 2,GM Pause
72,103,4498,>90%,Tier 1,ISA On in Total Store
26,299,4499,"> 80%, < 90%",Tier 2,GM Pause
20,235,4501,"> 80%, < 90%",Tier 2,GM Pause
72,544,4504,>90%,Tier 1,ISA On in Total Store
4,41,4506,"> 80%, < 90%",Tier 2,GM Pause
6,80,4508,< 80%,Tier 3,Total Store ISA Pause
5,48,4509,"> 80%, < 90%",Tier 2,GM Pause
25,279,4511,"> 80%, < 90%",Tier 2,GM Pause
6,65,4512,>90%,Tier 1,ISA On in Total Store
75,286,4514,"> 80%, < 90%",Tier 2,GM Pause
72,537,4516,"> 80%, < 90%",Tier 2,GM Pause
72,546,4517,>90%,Tier 1,ISA On in Total Store
72,546,4519,>90%,Tier 1,ISA On in Total Store
3,97,4520,>90%,Tier 1,ISA On in Total Store
4,41,4521,>90%,Tier 1,ISA On in Total Store
59,494,4524,>90%,Tier 1,ISA On in Total Store
72,546,4525,"> 80%, < 90%",Tier 2,GM Pause
6,63,4526,>90%,Tier 1,ISA On in Total Store
72,546,4527,"> 80%, < 90%",Tier 2,GM Pause
59,498,4528,< 80%,Tier 3,Total Store ISA Pause
25,266,4529,"> 80%, < 90%",Tier 2,GM Pause
72,546,4530,"> 80%, < 90%",Tier 2,GM Pause
25,265,4531,>90%,Tier 1,ISA On in Total Store
12,145,4533,"> 80%, < 90%",Tier 2,GM Pause
6,67,4538,>90%,Tier 1,ISA On in Total Store
19,203,4540,"> 80%, < 90%",Tier 2,GM Pause
57,365,4543,>90%,Tier 1,ISA On in Total Store
59,500,4545,"> 80%, < 90%",Tier 2,GM Pause
72,488,4546,< 80%,Tier 3,Total Store ISA Pause
40,361,4553,>90%,Tier 1,ISA On in Total Store
5,82,4554,"> 80%, < 90%",Tier 2,GM Pause
4,29,4556,>90%,Tier 1,ISA On in Total Store
57,396,4557,"> 80%, < 90%",Tier 2,GM Pause
2,25,4558,"> 80%, < 90%",Tier 2,GM Pause
72,488,4560,>90%,Tier 1,ISA On in Total Store
72,549,4561,"> 80%, < 90%",Tier 2,GM Pause
72,103,4563,"> 80%, < 90%",Tier 2,GM Pause
26,299,4564,"> 80%, < 90%",Tier 2,GM Pause
72,559,4565,"> 80%, < 90%",Tier 2,GM Pause
47,379,4567,"> 80%, < 90%",Tier 2,GM Pause
47,432,4568,"> 80%, < 90%",Tier 2,GM Pause
54,427,4569,"> 80%, < 90%",Tier 2,GM Pause
17,164,4570,"> 80%, < 90%",Tier 2,GM Pause
4,306,4574,"> 80%, < 90%",Tier 2,GM Pause
64,542,4577,"> 80%, < 90%",Tier 2,GM Pause
72,537,4579,< 80%,Tier 3,Total Store ISA Pause
72,544,4580,>90%,Tier 1,ISA On in Total Store
14,1,4581,"> 80%, < 90%",Tier 2,GM Pause
72,545,4582,>90%,Tier 1,ISA On in Total Store
2,35,4583,"> 80%, < 90%",Tier 2,GM Pause
64,507,4585,>90%,Tier 1,ISA On in Total Store
64,543,4586,"> 80%, < 90%",Tier 2,GM Pause
9,91,4588,>90%,Tier 1,ISA On in Total Store
59,566,4589,"> 80%, < 90%",Tier 2,GM Pause
40,361,4590,"> 80%, < 90%",Tier 2,GM Pause
59,566,4591,"> 80%, < 90%",Tier 2,GM Pause
4,42,4593,>90%,Tier 1,ISA On in Total Store
4,305,4594,>90%,Tier 1,ISA On in Total Store
72,103,4595,"> 80%, < 90%",Tier 2,GM Pause
17,195,4597,< 80%,Tier 3,Total Store ISA Pause
54,378,4599,"> 80%, < 90%",Tier 2,GM Pause
47,433,4600,< 80%,Tier 3,Total Store ISA Pause
46,387,4601,>90%,Tier 1,ISA On in Total Store
61,9,4603,>90%,Tier 1,ISA On in Total Store
64,542,4605,>90%,Tier 1,ISA On in Total Store
52,413,4606,< 80%,Tier 3,Total Store ISA Pause
59,494,4607,"> 80%, < 90%",Tier 2,GM Pause
21,225,4609,"> 80%, < 90%",Tier 2,GM Pause
40,362,4611,"> 80%, < 90%",Tier 2,GM Pause
22,168,4612,"> 80%, < 90%",Tier 2,GM Pause
44,356,4615,"> 80%, < 90%",Tier 2,GM Pause
2,18,4616,"> 80%, < 90%",Tier 2,GM Pause
72,103,4617,"> 80%, < 90%",Tier 2,GM Pause
64,562,4618,>90%,Tier 1,ISA On in Total Store
72,492,4619,>90%,Tier 1,ISA On in Total Store
75,288,4623,>90%,Tier 1,ISA On in Total Store
61,491,4625,"> 80%, < 90%",Tier 2,GM Pause
59,485,4626,"> 80%, < 90%",Tier 2,GM Pause
5,52,4627,"> 80%, < 90%",Tier 2,GM Pause
19,238,4631,>90%,Tier 1,ISA On in Total Store
2,121,4635,"> 80%, < 90%",Tier 2,GM Pause
75,314,4636,"> 80%, < 90%",Tier 2,GM Pause
44,356,4637,"> 80%, < 90%",Tier 2,GM Pause
75,291,4638,"> 80%, < 90%",Tier 2,GM Pause
47,376,4639,>90%,Tier 1,ISA On in Total Store
25,270,4641,"> 80%, < 90%",Tier 2,GM Pause
20,229,4643,"> 80%, < 90%",Tier 2,GM Pause
20,227,4644,"> 80%, < 90%",Tier 2,GM Pause
72,545,4648,"> 80%, < 90%",Tier 2,GM Pause
54,381,4653,"> 80%, < 90%",Tier 2,GM Pause
72,492,4654,"> 80%, < 90%",Tier 2,GM Pause
64,507,4655,"> 80%, < 90%",Tier 2,GM Pause
72,545,4657,"> 80%, < 90%",Tier 2,GM Pause
64,541,4659,"> 80%, < 90%",Tier 2,GM Pause
19,206,4660,"> 80%, < 90%",Tier 2,GM Pause
4,37,4664,"> 80%, < 90%",Tier 2,GM Pause
72,548,4667,>90%,Tier 1,ISA On in Total Store
72,548,4669,"> 80%, < 90%",Tier 2,GM Pause
72,544,4672,"> 80%, < 90%",Tier 2,GM Pause
72,544,4673,"> 80%, < 90%",Tier 2,GM Pause
64,542,4674,"> 80%, < 90%",Tier 2,GM Pause
64,526,4676,"> 80%, < 90%",Tier 2,GM Pause
53,435,4677,"> 80%, < 90%",Tier 2,GM Pause
46,405,4678,"> 80%, < 90%",Tier 2,GM Pause
13,131,4679,"> 80%, < 90%",Tier 2,GM Pause
9,112,4681,"> 80%, < 90%",Tier 2,GM Pause
75,315,4682,"> 80%, < 90%",Tier 2,GM Pause
13,130,4683,>90%,Tier 1,ISA On in Total Store
72,534,4686,>90%,Tier 1,ISA On in Total Store
22,167,4687,>90%,Tier 1,ISA On in Total Store
54,582,4689,>90%,Tier 1,ISA On in Total Store
9,111,4690,"> 80%, < 90%",Tier 2,GM Pause
72,544,4691,"> 80%, < 90%",Tier 2,GM Pause
59,498,4692,"> 80%, < 90%",Tier 2,GM Pause
25,272,4695,>90%,Tier 1,ISA On in Total Store
54,582,4696,"> 80%, < 90%",Tier 2,GM Pause
75,315,4697,"> 80%, < 90%",Tier 2,GM Pause
25,262,4699,"> 80%, < 90%",Tier 2,GM Pause
61,557,4700,>90%,Tier 1,ISA On in Total Store
61,557,4706,>90%,Tier 1,ISA On in Total Store
47,585,4734,"> 80%, < 90%",Tier 2,GM Pause
61,490,4747,"> 80%, < 90%",Tier 2,GM Pause
72,544,4756,"> 80%, < 90%",Tier 2,GM Pause
61,550,4757,>90%,Tier 1,ISA On in Total Store
61,552,4759,>90%,Tier 1,ISA On in Total Store
61,515,4762,"> 80%, < 90%",Tier 2,GM Pause
72,103,4826,>90%,Tier 1,ISA On in Total Store
59,499,4848,>90%,Tier 1,ISA On in Total Store
52,419,4849,"> 80%, < 90%",Tier 2,GM Pause
54,430,4865,>90%,Tier 1,ISA On in Total Store
46,375,5003,>90%,Tier 1,ISA On in Total Store
72,549,5005,"> 80%, < 90%",Tier 2,GM Pause
61,552,5007,>90%,Tier 1,ISA On in Total Store
61,551,5008,>90%,Tier 1,ISA On in Total Store
22,170,5012,>90%,Tier 1,ISA On in Total Store
59,509,5013,>90%,Tier 1,ISA On in Total Store
59,509,5014,>90%,Tier 1,ISA On in Total Store
64,561,5021,>90%,Tier 1,ISA On in Total Store
13,125,5022,>90%,Tier 1,ISA On in Total Store
57,458,5023,"> 80%, < 90%",Tier 2,GM Pause
21,248,5025,"> 80%, < 90%",Tier 2,GM Pause
17,194,5027,"> 80%, < 90%",Tier 2,GM Pause
19,207,5028,>90%,Tier 1,ISA On in Total Store
19,207,5029,>90%,Tier 1,ISA On in Total Store
19,207,5030,< 80%,Tier 3,Total Store ISA Pause
46,366,5031,"> 80%, < 90%",Tier 2,GM Pause
57,464,5032,< 80%,Tier 3,Total Store ISA Pause
54,378,5033,"> 80%, < 90%",Tier 2,GM Pause
9,105,5034,"> 80%, < 90%",Tier 2,GM Pause
9,116,5035,>90%,Tier 1,ISA On in Total Store
9,112,5036,"> 80%, < 90%",Tier 2,GM Pause
3,98,5037,< 80%,Tier 3,Total Store ISA Pause
25,262,5038,"> 80%, < 90%",Tier 2,GM Pause
75,284,5039,"> 80%, < 90%",Tier 2,GM Pause
20,227,5040,>90%,Tier 1,ISA On in Total Store
60,514,5041,"> 80%, < 90%",Tier 2,GM Pause
72,492,5043,>90%,Tier 1,ISA On in Total Store
53,263,5044,"> 80%, < 90%",Tier 2,GM Pause
6,67,5045,"> 80%, < 90%",Tier 2,GM Pause
26,299,5046,"> 80%, < 90%",Tier 2,GM Pause
22,558,5047,>90%,Tier 1,ISA On in Total Store
19,203,5048,>90%,Tier 1,ISA On in Total Store
47,380,5049,>90%,Tier 1,ISA On in Total Store
54,378,5051,"> 80%, < 90%",Tier 2,GM Pause
3,98,5054,"> 80%, < 90%",Tier 2,GM Pause
9,105,5055,>90%,Tier 1,ISA On in Total Store
13,131,5056,"> 80%, < 90%",Tier 2,GM Pause
12,151,5057,"> 80%, < 90%",Tier 2,GM Pause
12,153,5058,>90%,Tier 1,ISA On in Total Store
59,566,5059,>90%,Tier 1,ISA On in Total Store
25,270,5060,"> 80%, < 90%",Tier 2,GM Pause
72,544,5062,>90%,Tier 1,ISA On in Total Store
26,309,5063,"> 80%, < 90%",Tier 2,GM Pause
19,201,5064,"> 80%, < 90%",Tier 2,GM Pause
19,201,5065,"> 80%, < 90%",Tier 2,GM Pause
20,214,5066,"> 80%, < 90%",Tier 2,GM Pause
57,396,5070,"> 80%, < 90%",Tier 2,GM Pause
44,349,5071,"> 80%, < 90%",Tier 2,GM Pause
57,465,5072,"> 80%, < 90%",Tier 2,GM Pause
60,514,5073,>90%,Tier 1,ISA On in Total Store
57,460,5075,>90%,Tier 1,ISA On in Total Store
16,179,5076,>90%,Tier 1,ISA On in Total Store
17,577,5077,< 80%,Tier 3,Total Store ISA Pause
60,473,5078,>90%,Tier 1,ISA On in Total Store
13,143,5079,>90%,Tier 1,ISA On in Total Store
5,50,5080,"> 80%, < 90%",Tier 2,GM Pause
64,543,5081,"> 80%, < 90%",Tier 2,GM Pause
20,214,5082,>90%,Tier 1,ISA On in Total Store
20,209,5083,>90%,Tier 1,ISA On in Total Store
4,305,5085,>90%,Tier 1,ISA On in Total Store
4,37,5087,"> 80%, < 90%",Tier 2,GM Pause
20,227,5088,"> 80%, < 90%",Tier 2,GM Pause
52,423,5089,>90%,Tier 1,ISA On in Total Store
53,440,5090,>90%,Tier 1,ISA On in Total Store
6,67,5091,"> 80%, < 90%",Tier 2,GM Pause
5,53,5092,"> 80%, < 90%",Tier 2,GM Pause
64,507,5093,< 80%,Tier 3,Total Store ISA Pause
64,562,5094,"> 80%, < 90%",Tier 2,GM Pause
57,463,5096,>90%,Tier 1,ISA On in Total Store
19,204,5097,"> 80%, < 90%",Tier 2,GM Pause
72,545,5098,>90%,Tier 1,ISA On in Total Store
54,388,5099,>90%,Tier 1,ISA On in Total Store
72,544,5100,"> 80%, < 90%",Tier 2,GM Pause
57,396,5101,"> 80%, < 90%",Tier 2,GM Pause
64,543,5102,>90%,Tier 1,ISA On in Total Store
22,166,5103,>90%,Tier 1,ISA On in Total Store
21,221,5104,>90%,Tier 1,ISA On in Total Store
75,286,5105,>90%,Tier 1,ISA On in Total Store
72,96,5106,"> 80%, < 90%",Tier 2,GM Pause
59,566,5107,>90%,Tier 1,ISA On in Total Store
64,526,5108,"> 80%, < 90%",Tier 2,GM Pause
61,557,5109,< 80%,Tier 3,Total Store ISA Pause
61,557,5110,>90%,Tier 1,ISA On in Total Store
17,176,5111,>90%,Tier 1,ISA On in Total Store
14,2,5113,>90%,Tier 1,ISA On in Total Store
52,418,5115,>90%,Tier 1,ISA On in Total Store
6,60,5116,< 80%,Tier 3,Total Store ISA Pause
75,315,5117,"> 80%, < 90%",Tier 2,GM Pause
26,297,5118,>90%,Tier 1,ISA On in Total Store
59,566,5119,>90%,Tier 1,ISA On in Total Store
72,492,5122,>90%,Tier 1,ISA On in Total Store
47,391,5123,"> 80%, < 90%",Tier 2,GM Pause
46,370,5124,>90%,Tier 1,ISA On in Total Store
64,541,5125,"> 80%, < 90%",Tier 2,GM Pause
14,3,5126,>90%,Tier 1,ISA On in Total Store
53,438,5127,"> 80%, < 90%",Tier 2,GM Pause
75,508,5129,"> 80%, < 90%",Tier 2,GM Pause
22,166,5130,>90%,Tier 1,ISA On in Total Store
22,170,5131,>90%,Tier 1,ISA On in Total Store
72,96,5132,"> 80%, < 90%",Tier 2,GM Pause
56,457,5133,"> 80%, < 90%",Tier 2,GM Pause
57,447,5134,"> 80%, < 90%",Tier 2,GM Pause
59,494,5135,>90%,Tier 1,ISA On in Total Store
56,455,5136,"> 80%, < 90%",Tier 2,GM Pause
47,376,5137,>90%,Tier 1,ISA On in Total Store
56,453,5139,"> 80%, < 90%",Tier 2,GM Pause
57,459,5140,"> 80%, < 90%",Tier 2,GM Pause
47,432,5141,"> 80%, < 90%",Tier 2,GM Pause
22,178,5142,"> 80%, < 90%",Tier 2,GM Pause
59,498,5143,"> 80%, < 90%",Tier 2,GM Pause
6,77,5144,"> 80%, < 90%",Tier 2,GM Pause
6,86,5145,"> 80%, < 90%",Tier 2,GM Pause
6,506,5146,"> 80%, < 90%",Tier 2,GM Pause
5,44,5147,>90%,Tier 1,ISA On in Total Store
59,566,5148,"> 80%, < 90%",Tier 2,GM Pause
59,485,5149,>90%,Tier 1,ISA On in Total Store
40,340,5150,>90%,Tier 1,ISA On in Total Store
2,120,5151,"> 80%, < 90%",Tier 2,GM Pause
57,446,5152,"> 80%, < 90%",Tier 2,GM Pause
57,484,5154,"> 80%, < 90%",Tier 2,GM Pause
46,387,5155,"> 80%, < 90%",Tier 2,GM Pause
57,463,5156,"> 80%, < 90%",Tier 2,GM Pause
25,278,5157,"> 80%, < 90%",Tier 2,GM Pause
19,204,5159,"> 80%, < 90%",Tier 2,GM Pause
19,202,5160,"> 80%, < 90%",Tier 2,GM Pause
57,448,5162,"> 80%, < 90%",Tier 2,GM Pause
6,80,5165,"> 80%, < 90%",Tier 2,GM Pause
46,387,5166,"> 80%, < 90%",Tier 2,GM Pause
54,582,5167,"> 80%, < 90%",Tier 2,GM Pause
46,405,5168,>90%,Tier 1,ISA On in Total Store
47,429,5170,"> 80%, < 90%",Tier 2,GM Pause
3,97,5172,< 80%,Tier 3,Total Store ISA Pause
2,120,5173,>90%,Tier 1,ISA On in Total Store
14,1,5174,"> 80%, < 90%",Tier 2,GM Pause
41,152,5175,"> 80%, < 90%",Tier 2,GM Pause
17,176,5178,"> 80%, < 90%",Tier 2,GM Pause
72,96,5179,"> 80%, < 90%",Tier 2,GM Pause
59,485,5180,"> 80%, < 90%",Tier 2,GM Pause
59,566,5182,"> 80%, < 90%",Tier 2,GM Pause
59,494,5183,>90%,Tier 1,ISA On in Total Store
21,219,5184,>90%,Tier 1,ISA On in Total Store
21,217,5185,"> 80%, < 90%",Tier 2,GM Pause
46,373,5186,"> 80%, < 90%",Tier 2,GM Pause
59,498,5188,"> 80%, < 90%",Tier 2,GM Pause
46,369,5189,>90%,Tier 1,ISA On in Total Store
46,370,5190,"> 80%, < 90%",Tier 2,GM Pause
5,55,5191,"> 80%, < 90%",Tier 2,GM Pause
56,454,5192,>90%,Tier 1,ISA On in Total Store
57,461,5193,"> 80%, < 90%",Tier 2,GM Pause
60,471,5195,>90%,Tier 1,ISA On in Total Store
12,144,5196,>90%,Tier 1,ISA On in Total Store
12,5,5197,"> 80%, < 90%",Tier 2,GM Pause
72,546,5198,"> 80%, < 90%",Tier 2,GM Pause
25,269,5199,"> 80%, < 90%",Tier 2,GM Pause
22,233,5200,>90%,Tier 1,ISA On in Total Store
17,175,5201,>90%,Tier 1,ISA On in Total Store
21,217,5203,>90%,Tier 1,ISA On in Total Store
64,542,5204,>90%,Tier 1,ISA On in Total Store
61,557,5205,"> 80%, < 90%",Tier 2,GM Pause
61,557,5206,"> 80%, < 90%",Tier 2,GM Pause
59,485,5207,< 80%,Tier 3,Total Store ISA Pause
5,51,5210,>90%,Tier 1,ISA On in Total Store
5,52,5211,"> 80%, < 90%",Tier 2,GM Pause
9,90,5214,"> 80%, < 90%",Tier 2,GM Pause
57,581,5215,>90%,Tier 1,ISA On in Total Store
46,70,5216,>90%,Tier 1,ISA On in Total Store
9,111,5218,"> 80%, < 90%",Tier 2,GM Pause
47,411,5219,"> 80%, < 90%",Tier 2,GM Pause
9,112,5220,"> 80%, < 90%",Tier 2,GM Pause
72,548,5221,"> 80%, < 90%",Tier 2,GM Pause
64,528,5224,"> 80%, < 90%",Tier 2,GM Pause
64,528,5226,"> 80%, < 90%",Tier 2,GM Pause
75,292,5227,>90%,Tier 1,ISA On in Total Store
75,282,5228,< 80%,Tier 3,Total Store ISA Pause
22,166,5229,>90%,Tier 1,ISA On in Total Store
56,452,5231,"> 80%, < 90%",Tier 2,GM Pause
54,388,5232,"> 80%, < 90%",Tier 2,GM Pause
54,403,5233,"> 80%, < 90%",Tier 2,GM Pause
54,401,5234,< 80%,Tier 3,Total Store ISA Pause
54,403,5235,"> 80%, < 90%",Tier 2,GM Pause
41,254,5236,"> 80%, < 90%",Tier 2,GM Pause
22,167,5239,"> 80%, < 90%",Tier 2,GM Pause
17,190,5240,"> 80%, < 90%",Tier 2,GM Pause
22,231,5241,>90%,Tier 1,ISA On in Total Store
17,191,5242,"> 80%, < 90%",Tier 2,GM Pause
42,324,5244,< 80%,Tier 3,Total Store ISA Pause
6,77,5245,>90%,Tier 1,ISA On in Total Store
6,65,5246,"> 80%, < 90%",Tier 2,GM Pause
5,479,5247,"> 80%, < 90%",Tier 2,GM Pause
72,544,5248,"> 80%, < 90%",Tier 2,GM Pause
9,90,5250,>90%,Tier 1,ISA On in Total Store
2,120,5251,"> 80%, < 90%",Tier 2,GM Pause
2,25,5252,"> 80%, < 90%",Tier 2,GM Pause
75,289,5253,< 80%,Tier 3,Total Store ISA Pause
26,297,5254,"> 80%, < 90%",Tier 2,GM Pause
72,559,5255,>90%,Tier 1,ISA On in Total Store
72,544,5256,"> 80%, < 90%",Tier 2,GM Pause
61,510,5257,"> 80%, < 90%",Tier 2,GM Pause
61,397,5258,"> 80%, < 90%",Tier 2,GM Pause
61,397,5259,"> 80%, < 90%",Tier 2,GM Pause
42,323,5260,"> 80%, < 90%",Tier 2,GM Pause
42,323,5261,>90%,Tier 1,ISA On in Total Store
14,13,5262,>90%,Tier 1,ISA On in Total Store
2,119,5263,"> 80%, < 90%",Tier 2,GM Pause
9,115,5264,"> 80%, < 90%",Tier 2,GM Pause
72,559,5265,>90%,Tier 1,ISA On in Total Store
9,104,5266,"> 80%, < 90%",Tier 2,GM Pause
59,554,5267,"> 80%, < 90%",Tier 2,GM Pause
61,397,5269,>90%,Tier 1,ISA On in Total Store
54,582,5270,< 80%,Tier 3,Total Store ISA Pause
60,472,5272,>90%,Tier 1,ISA On in Total Store
60,472,5273,>90%,Tier 1,ISA On in Total Store
60,470,5274,"> 80%, < 90%",Tier 2,GM Pause
2,26,5275,"> 80%, < 90%",Tier 2,GM Pause
25,269,5276,< 80%,Tier 3,Total Store ISA Pause
16,154,5278,"> 80%, < 90%",Tier 2,GM Pause
59,496,5279,>90%,Tier 1,ISA On in Total Store
19,201,5280,< 80%,Tier 3,Total Store ISA Pause
17,175,5281,"> 80%, < 90%",Tier 2,GM Pause
20,215,5285,>90%,Tier 1,ISA On in Total Store
64,533,5286,< 80%,Tier 3,Total Store ISA Pause
6,68,5287,< 80%,Tier 3,Total Store ISA Pause
5,49,5288,"> 80%, < 90%",Tier 2,GM Pause
64,528,5290,>90%,Tier 1,ISA On in Total Store
59,497,5291,"> 80%, < 90%",Tier 2,GM Pause
26,297,5292,>90%,Tier 1,ISA On in Total Store
17,172,5293,"> 80%, < 90%",Tier 2,GM Pause
17,173,5294,>90%,Tier 1,ISA On in Total Store
17,172,5295,"> 80%, < 90%",Tier 2,GM Pause
20,316,5296,>90%,Tier 1,ISA On in Total Store
59,494,5297,"> 80%, < 90%",Tier 2,GM Pause
4,305,5298,"> 80%, < 90%",Tier 2,GM Pause
9,89,5299,>90%,Tier 1,ISA On in Total Store
9,116,5300,< 80%,Tier 3,Total Store ISA Pause
9,107,5301,>90%,Tier 1,ISA On in Total Store
46,364,5303,>90%,Tier 1,ISA On in Total Store
61,9,5304,>90%,Tier 1,ISA On in Total Store
57,458,5305,>90%,Tier 1,ISA On in Total Store
61,397,5306,"> 80%, < 90%",Tier 2,GM Pause
44,410,5307,"> 80%, < 90%",Tier 2,GM Pause
59,485,5308,>90%,Tier 1,ISA On in Total Store
