Store ,Market ,Region,Rollout Phase ,Fixture Arrival Week,Execution Set Week,Total Fixture Pallets
4599,378,54,Oct-22,35,36,5
4600,433,47,TBD,TBD,TBD,TBD
4601,387,46,TBD,TBD,TBD,TBD
4606,413,52,Oct-22,35,36,3
4609,225,21,Oct-22,37,38,4
4611,362,40,Oct-22,35,36,3
4612,168,22,TBD,TBD,TBD,TBD
4615,356,44,Oct-22,39,40,5
4616,18,2,TBD,TBD,TBD,TBD
4623,288,75,Oct-22,37,38,3
4627,52,5,Oct-22,35,36,4
4631,238,19,TBD,TBD,TBD,TBD
4635,121,2,TBD,TBD,TBD,TBD
4636,314,75,TBD,TBD,TBD,TBD
4637,356,44,Oct-22,35,36,5
4638,291,75,TBD,TBD,TBD,TBD
4639,376,47,TBD,TBD,TBD,TBD
4641,270,25,TBD,TBD,TBD,TBD
4643,229,20,Oct-22,35,36,3
4644,227,20,Oct-22,39,40,4
4653,381,54,Oct-22,37,38,4
4660,206,19,Oct-22,35,36,4
4664,37,4,Oct-22,35,36,4
4677,435,53,TBD,TBD,TBD,TBD
4678,405,46,TBD,TBD,TBD,TBD
4679,131,13,Oct-22,39,40,3
4681,112,9,TBD,TBD,TBD,TBD
4682,315,75,Oct-22,39,40,3
4683,130,13,Oct-22,35,36,3
4687,167,22,TBD,TBD,TBD,TBD
4689,582,54,TBD,TBD,TBD,TBD
4690,111,9,TBD,TBD,TBD,TBD
4695,272,25,TBD,TBD,TBD,TBD
4696,582,54,TBD,TBD,TBD,TBD
4697,315,75,TBD,TBD,TBD,TBD
4699,262,25,TBD,TBD,TBD,TBD
4734,585,47,Oct-22,39,40,3
4849,419,52,Oct-22,39,40,4
4865,430,54,Oct-22,35,36,4
5003,375,46,TBD,TBD,TBD,TBD
5012,170,22,Oct-22,39,40,3
5022,125,13,Oct-22,39,40,4
5023,458,57,TBD,TBD,TBD,TBD
5025,248,21,Oct-22,37,38,4
5027,194,17,Oct-22,37,38,5
5028,207,19,Oct-22,39,40,4
5029,207,19,Oct-22,37,38,4
5030,207,19,Oct-22,35,36,5
5031,366,46,TBD,TBD,TBD,TBD
5032,464,57,Oct-22,35,36,5
5033,378,54,Oct-22,39,40,3
5034,105,9,Oct-22,39,40,5
5035,116,9,TBD,TBD,TBD,TBD
5036,112,9,Oct-22,37,38,5
5037,98,3,TBD,TBD,TBD,TBD
5038,262,25,TBD,TBD,TBD,TBD
5039,284,75,Oct-22,35,36,4
5040,227,20,Oct-22,35,36,5
5041,514,60,TBD,TBD,TBD,TBD
5044,263,53,TBD,TBD,TBD,TBD
5045,67,6,Oct-22,37,38,4
5046,299,26,Oct-22,39,40,5
5047,558,22,Oct-22,37,38,4
5048,203,19,Oct-22,39,40,4
5049,380,47,Oct-22,35,36,5
5051,378,54,Oct-22,35,36,4
5054,98,3,Oct-22,35,36,3
5055,105,9,Oct-22,39,40,5
5056,131,13,Oct-22,37,38,4
5057,151,12,Oct-22,37,38,4
5058,153,12,Oct-22,39,40,5
5060,270,25,TBD,TBD,TBD,TBD
5063,309,26,Oct-22,35,36,5
5064,201,19,Oct-22,35,36,5
5065,201,19,Oct-22,35,36,4
5066,214,20,TBD,TBD,TBD,TBD
5070,396,57,TBD,TBD,TBD,TBD
5071,349,44,Oct-22,37,38,4
5072,465,57,TBD,TBD,TBD,TBD
5073,514,60,Oct-22,39,40,5
5075,460,57,Oct-22,39,40,4
5076,179,16,TBD,TBD,TBD,TBD
5077,577,17,TBD,TBD,TBD,TBD
5078,473,60,Oct-22,39,40,5
5079,143,13,Oct-22,35,36,4
5080,50,5,Oct-22,39,40,4
5082,214,20,TBD,TBD,TBD,TBD
5085,305,4,Oct-22,37,38,4
5087,37,4,Oct-22,35,36,4
5088,227,20,Oct-22,37,38,4
5089,423,52,Oct-22,39,40,4
5090,440,53,Oct-22,39,40,4
5091,67,6,Oct-22,39,40,5
5092,53,5,TBD,TBD,TBD,TBD
5095,163,17,TBD,TBD,TBD,TBD
5096,463,57,Oct-22,39,40,4
5097,204,19,Oct-22,39,40,5
5099,388,54,Oct-22,39,40,4
5101,396,57,TBD,TBD,TBD,TBD
5103,166,22,Oct-22,35,36,4
5104,221,21,TBD,TBD,TBD,TBD
5105,286,75,Oct-22,35,36,4
5111,176,17,Oct-22,35,36,4
5113,2,14,Oct-22,37,38,4
5115,418,52,Oct-22,37,38,4
5116,60,6,Oct-22,35,36,5
5117,315,75,Oct-22,37,38,4
5118,297,26,Oct-22,37,38,5
5123,391,47,Oct-22,35,36,4
5124,370,46,Oct-22,35,36,5
5126,3,14,TBD,TBD,TBD,TBD
5127,438,53,Oct-22,35,36,4
5129,508,75,TBD,TBD,TBD,TBD
5130,166,22,Oct-22,37,38,4
5131,170,22,Oct-22,37,38,4
5133,457,56,TBD,TBD,TBD,TBD
5134,447,57,TBD,TBD,TBD,TBD
5136,455,56,Oct-22,37,38,4
5137,376,47,Oct-22,37,38,4
5139,453,56,Oct-22,37,38,4
5140,459,57,Oct-22,39,40,3
5141,432,47,Oct-22,39,40,4
5142,178,22,Oct-22,37,38,5
5144,77,6,Oct-22,37,38,5
5145,86,6,Oct-22,35,36,4
5146,506,6,Oct-22,37,38,5
5147,44,5,TBD,TBD,TBD,TBD
5150,340,40,TBD,TBD,TBD,TBD
5151,120,2,TBD,TBD,TBD,TBD
5152,446,57,TBD,TBD,TBD,TBD
5154,484,57,Oct-22,39,40,4
5155,387,46,TBD,TBD,TBD,TBD
5156,463,57,Oct-22,39,40,5
5157,278,25,TBD,TBD,TBD,TBD
5159,204,19,TBD,TBD,TBD,TBD
5160,202,19,Oct-22,35,36,5
5162,448,57,TBD,TBD,TBD,TBD
5165,80,6,Oct-22,39,40,4
5166,387,46,Oct-22,39,40,4
5167,582,54,TBD,TBD,TBD,TBD
5168,405,46,TBD,TBD,TBD,TBD
5170,429,47,TBD,TBD,TBD,TBD
5172,97,3,TBD,TBD,TBD,TBD
5173,120,2,TBD,TBD,TBD,TBD
5174,1,14,TBD,TBD,TBD,TBD
5175,152,41,TBD,TBD,TBD,TBD
5178,176,17,Oct-22,37,38,5
5184,219,21,Oct-22,37,38,5
5185,217,21,Oct-22,35,36,5
5186,373,46,TBD,TBD,TBD,TBD
5189,369,46,Oct-22,35,36,4
5190,370,46,Oct-22,37,38,5
5191,55,5,TBD,TBD,TBD,TBD
5192,454,56,Oct-22,37,38,4
5193,461,57,Oct-22,37,38,4
5195,471,60,Oct-22,37,38,5
5196,144,12,Oct-22,37,38,4
5197,5,12,TBD,TBD,TBD,TBD
5199,269,25,TBD,TBD,TBD,TBD
5200,233,22,Oct-22,35,36,4
5201,175,17,Oct-22,37,38,4
5202,171,17,Oct-22,39,40,4
5203,217,21,Oct-22,37,38,5
5210,51,5,TBD,TBD,TBD,TBD
5211,52,5,TBD,TBD,TBD,TBD
5214,90,9,TBD,TBD,TBD,TBD
5215,581,57,Oct-22,39,40,4
5216,70,46,Oct-22,39,40,5
5218,111,9,TBD,TBD,TBD,TBD
5219,411,47,Oct-22,37,38,3
5220,112,9,TBD,TBD,TBD,TBD
5227,292,75,TBD,TBD,TBD,TBD
5228,282,75,Oct-22,39,40,3
5229,166,22,Oct-22,39,40,4
5231,452,56,Oct-22,39,40,3
5232,388,54,Oct-22,39,40,4
5233,403,54,Oct-22,35,36,3
5234,401,54,TBD,TBD,TBD,TBD
5235,403,54,TBD,TBD,TBD,TBD
5236,254,41,TBD,TBD,TBD,TBD
5239,167,22,Oct-22,39,40,4
5240,190,17,Oct-22,39,40,4
5241,231,22,Oct-22,37,38,3
5242,191,17,Oct-22,37,38,5
5244,324,42,TBD,TBD,TBD,TBD
5245,77,6,Oct-22,39,40,4
5246,65,6,Oct-22,37,38,4
5247,479,5,TBD,TBD,TBD,TBD
5250,90,9,TBD,TBD,TBD,TBD
5251,120,2,TBD,TBD,TBD,TBD
5252,25,2,TBD,TBD,TBD,TBD
5253,289,75,Oct-22,35,36,4
5254,297,26,Oct-22,35,36,5
5260,323,42,Oct-22,39,40,5
5261,323,42,Oct-22,35,36,4
5262,13,14,Oct-22,35,36,4
5263,119,2,TBD,TBD,TBD,TBD
5264,115,9,TBD,TBD,TBD,TBD
5266,104,9,TBD,TBD,TBD,TBD
5270,582,54,TBD,TBD,TBD,TBD
5272,472,60,TBD,TBD,TBD,TBD
5273,472,60,TBD,TBD,TBD,TBD
5274,470,60,TBD,TBD,TBD,TBD
5275,26,2,TBD,TBD,TBD,TBD
5276,269,25,TBD,TBD,TBD,TBD
5278,154,16,TBD,TBD,TBD,TBD
5280,201,19,Oct-22,39,40,4
5281,175,17,Oct-22,35,36,3
5282,192,17,Oct-22,39,40,4
5285,215,20,Oct-22,39,40,4
5287,68,6,Oct-22,35,36,5
5288,49,5,TBD,TBD,TBD,TBD
5292,297,26,Oct-22,35,36,5
5293,172,17,TBD,TBD,TBD,TBD
5294,173,17,Oct-22,37,38,4
5295,172,17,TBD,TBD,TBD,TBD
5296,316,20,Oct-22,37,38,4
5298,305,4,Oct-22,35,36,4
5299,89,9,TBD,TBD,TBD,TBD
5300,116,9,TBD,TBD,TBD,TBD
5301,107,9,Oct-22,35,36,4
5303,364,46,Oct-22,37,38,3
5305,458,57,TBD,TBD,TBD,TBD
5307,410,44,TBD,TBD,TBD,TBD
5309,213,19,TBD,TBD,TBD,TBD
5311,52,5,Oct-22,37,38,4
5312,479,5,TBD,TBD,TBD,TBD
5313,339,40,TBD,TBD,TBD,TBD
5316,479,5,TBD,TBD,TBD,TBD
5317,82,5,TBD,TBD,TBD,TBD
5319,317,20,Oct-22,35,36,3
5320,298,26,Oct-22,35,36,4
5325,109,9,Oct-22,39,40,4
5326,93,3,TBD,TBD,TBD,TBD
5329,370,46,Oct-22,35,36,4
5330,369,46,Oct-22,37,38,5
5331,368,46,Oct-22,39,40,5
5334,376,47,Oct-22,35,36,5
5335,463,57,Oct-22,35,36,5
5337,449,57,TBD,TBD,TBD,TBD
5338,459,57,Oct-22,37,38,4
5339,235,20,Oct-22,39,40,3
5340,558,22,Oct-22,39,40,4
5341,379,47,TBD,TBD,TBD,TBD
5342,365,57,Oct-22,37,38,4
5343,291,75,TBD,TBD,TBD,TBD
5344,281,75,Oct-22,39,40,3
5345,508,75,TBD,TBD,TBD,TBD
5346,296,26,Oct-22,37,38,4
5347,105,9,Oct-22,35,36,4
5348,8,14,TBD,TBD,TBD,TBD
5350,403,54,Oct-22,39,40,4
5352,264,25,TBD,TBD,TBD,TBD
5355,222,21,TBD,TBD,TBD,TBD
5356,231,22,TBD,TBD,TBD,TBD
5358,234,22,Oct-22,37,38,3
5359,48,5,Oct-22,35,36,4
5360,228,17,Oct-22,35,36,2
5361,432,47,Oct-22,39,40,5
5363,16,3,TBD,TBD,TBD,TBD
5368,477,60,Oct-22,35,36,4
5369,368,46,Oct-22,37,38,5
5370,379,47,Oct-22,37,38,4
5373,438,53,Oct-22,37,38,5
5374,239,21,TBD,TBD,TBD,TBD
5376,204,19,Oct-22,35,36,2
5379,235,20,Oct-22,35,36,3
5381,227,20,Oct-22,35,36,3
5382,282,75,Oct-22,35,36,3
5384,284,75,Oct-22,35,36,4
5385,207,19,Oct-22,39,40,4
5386,200,19,Oct-22,35,36,4
5387,209,20,TBD,TBD,TBD,TBD
5388,61,6,Oct-22,37,38,5
5389,76,5,Oct-22,35,36,4
5390,23,2,TBD,TBD,TBD,TBD
5391,105,9,Oct-22,39,40,4
5392,28,3,TBD,TBD,TBD,TBD
5394,581,57,Oct-22,39,40,4
5396,478,60,TBD,TBD,TBD,TBD
5397,438,53,TBD,TBD,TBD,TBD
5398,263,53,TBD,TBD,TBD,TBD
5399,279,25,TBD,TBD,TBD,TBD
5402,267,25,Oct-22,37,38,3
5403,246,21,Oct-22,37,38,5
5404,238,19,TBD,TBD,TBD,TBD
5409,223,21,TBD,TBD,TBD,TBD
5410,215,20,TBD,TBD,TBD,TBD
5411,202,19,Oct-22,35,36,4
5414,178,22,Oct-22,37,38,4
5416,50,5,Oct-22,37,38,5
5417,242,41,TBD,TBD,TBD,TBD
5418,242,41,TBD,TBD,TBD,TBD
5419,144,12,TBD,TBD,TBD,TBD
5420,90,9,TBD,TBD,TBD,TBD
5422,97,3,Oct-22,35,36,3
5424,468,56,TBD,TBD,TBD,TBD
5425,461,57,Oct-22,37,38,4
5426,511,56,Oct-22,39,40,4
5428,372,46,TBD,TBD,TBD,TBD
5429,368,46,Oct-22,39,40,3
5430,384,46,Oct-22,37,38,5
5432,436,53,TBD,TBD,TBD,TBD
5433,325,42,TBD,TBD,TBD,TBD
5434,511,56,Oct-22,35,36,4
5435,451,56,TBD,TBD,TBD,TBD
5436,284,75,Oct-22,37,38,4
5438,444,53,TBD,TBD,TBD,TBD
5439,163,17,Oct-22,39,40,3
5440,477,60,Oct-22,35,36,5
5441,411,47,Oct-22,37,38,4
5442,264,25,TBD,TBD,TBD,TBD
5443,249,25,Oct-22,35,36,5
5444,436,53,TBD,TBD,TBD,TBD
5445,228,17,TBD,TBD,TBD,TBD
5446,235,20,TBD,TBD,TBD,TBD
5447,176,17,TBD,TBD,TBD,TBD
5448,160,16,Oct-22,37,38,3
5449,62,6,Oct-22,35,36,2
5450,284,75,Oct-22,39,40,5
5455,92,9,Oct-22,37,38,4
5458,388,54,TBD,TBD,TBD,TBD
5460,78,6,Oct-22,35,36,3
5461,476,60,Oct-22,39,40,3
5462,476,60,TBD,TBD,TBD,TBD
5463,444,53,TBD,TBD,TBD,TBD
5466,219,21,Oct-22,39,40,5
5469,234,22,Oct-22,35,36,4
5470,237,22,Oct-22,39,40,3
5471,213,19,Oct-22,35,36,4
5472,202,19,Oct-22,37,38,5
5476,165,22,Oct-22,39,40,5
5477,359,40,Oct-22,39,40,4
5479,83,5,Oct-22,35,36,4
5480,83,5,Oct-22,39,40,4
5481,305,4,Oct-22,39,40,5
5482,21,2,TBD,TBD,TBD,TBD
5483,249,25,Oct-22,35,36,3
5485,268,25,TBD,TBD,TBD,TBD
5486,266,25,TBD,TBD,TBD,TBD
5487,35,2,Oct-22,35,36,4
5488,288,75,Oct-22,39,40,5
5489,310,26,Oct-22,35,36,3
5491,385,46,TBD,TBD,TBD,TBD
5492,384,46,TBD,TBD,TBD,TBD
5494,400,56,Oct-22,39,40,5
5495,166,22,Oct-22,39,40,3
5497,187,17,TBD,TBD,TBD,TBD
5498,187,17,TBD,TBD,TBD,TBD
5499,221,21,Oct-22,35,36,4
5612,63,6,Oct-22,39,40,3
5616,153,12,Oct-22,37,38,3
5617,267,25,Oct-22,35,36,3
5625,422,52,Oct-22,37,38,4
5626,367,46,TBD,TBD,TBD,TBD
5628,471,60,Oct-22,37,38,3
5629,457,56,Oct-22,37,38,3
5632,449,57,Oct-22,35,36,3
5641,464,57,Oct-22,35,36,2
5644,466,57,TBD,TBD,TBD,TBD
5649,170,22,Oct-22,39,40,3
5667,435,53,TBD,TBD,TBD,TBD
5668,435,53,TBD,TBD,TBD,TBD
5669,435,53,TBD,TBD,TBD,TBD
5671,110,9,Oct-22,37,38,3
5672,51,5,Oct-22,35,36,2
5673,51,5,Oct-22,37,38,4
5676,380,47,Oct-22,35,36,2
5686,448,57,TBD,TBD,TBD,TBD
5701,449,57,Oct-22,37,38,3
5703,137,12,Oct-22,37,38,4
5705,37,4,Oct-22,37,38,3
5706,324,42,TBD,TBD,TBD,TBD
5707,52,5,TBD,TBD,TBD,TBD
5709,19,2,Oct-22,35,36,4
5710,450,56,Oct-22,37,38,3
5713,88,46,Oct-22,39,40,3
5717,505,46,TBD,TBD,TBD,TBD
5727,115,9,Oct-22,39,40,3
5728,254,41,TBD,TBD,TBD,TBD
5731,291,75,TBD,TBD,TBD,TBD
5732,190,17,Oct-22,39,40,4
5735,30,3,Oct-22,39,40,4
5743,299,26,Oct-22,35,36,5
5745,305,4,TBD,TBD,TBD,TBD
5747,306,4,TBD,TBD,TBD,TBD
5748,414,52,TBD,TBD,TBD,TBD
5751,451,56,Oct-22,35,36,4
5752,577,17,TBD,TBD,TBD,TBD
5753,283,75,TBD,TBD,TBD,TBD
5761,197,19,Oct-22,39,40,3
5763,403,54,Oct-22,37,38,2
5764,479,5,TBD,TBD,TBD,TBD
5766,451,56,Oct-22,39,40,3
5768,371,46,Oct-22,35,36,3
5772,104,9,TBD,TBD,TBD,TBD
5777,162,17,Oct-22,39,40,4
5779,291,75,TBD,TBD,TBD,TBD
5781,267,25,Oct-22,39,40,3
5786,18,2,TBD,TBD,TBD,TBD
5787,310,26,Oct-22,39,40,2
5793,#N/A,#N/A,TBD,TBD,TBD,TBD
5795,233,22,Oct-22,35,36,4
5797,27,3,Oct-22,39,40,4
5799,367,46,TBD,TBD,TBD,TBD
5802,#N/A,#N/A,TBD,TBD,TBD,TBD
5803,#N/A,#N/A,TBD,TBD,TBD,TBD
5806,412,52,Oct-22,35,36,4
5807,465,57,TBD,TBD,TBD,TBD
5808,569,6,Oct-22,39,40,4
5809,80,6,Oct-22,37,38,5
5810,49,5,TBD,TBD,TBD,TBD
5812,18,2,TBD,TBD,TBD,TBD
5814,26,2,TBD,TBD,TBD,TBD
5823,583,5,TBD,TBD,TBD,TBD
5835,370,46,TBD,TBD,TBD,TBD
5839,468,56,Oct-22,37,38,3
5841,399,56,TBD,TBD,TBD,TBD
5842,197,19,Oct-22,35,36,4
5843,511,56,Oct-22,37,38,2
5844,206,19,Oct-22,37,38,3
5845,15,14,TBD,TBD,TBD,TBD
5847,290,75,TBD,TBD,TBD,TBD
5848,454,56,TBD,TBD,TBD,TBD
5851,301,26,Oct-22,35,36,3
5853,467,60,Oct-22,37,38,4
5854,110,9,Oct-22,37,38,3
5857,219,21,Oct-22,35,36,3
5858,367,46,TBD,TBD,TBD,TBD
5859,581,57,Oct-22,35,36,4
5861,467,60,TBD,TBD,TBD,TBD
5864,392,56,TBD,TBD,TBD,TBD
5866,56,5,TBD,TBD,TBD,TBD
5867,176,17,TBD,TBD,TBD,TBD
5869,475,60,TBD,TBD,TBD,TBD
5871,91,9,TBD,TBD,TBD,TBD
5872,15,14,TBD,TBD,TBD,TBD
5874,465,57,TBD,TBD,TBD,TBD
5879,306,4,Oct-22,37,38,4
5880,292,75,TBD,TBD,TBD,TBD
5881,167,22,Oct-22,37,38,3
5882,108,9,Oct-22,37,38,3
5883,474,60,Oct-22,39,40,4
5884,451,56,Oct-22,37,38,3
5886,459,57,TBD,TBD,TBD,TBD
5888,234,22,Oct-22,35,36,3
5889,53,5,Oct-22,37,38,2
5890,450,56,Oct-22,37,38,3
5891,166,22,Oct-22,39,40,2
5893,203,19,Oct-22,35,36,3
5894,91,9,TBD,TBD,TBD,TBD
5898,78,6,Oct-22,39,40,3
5899,476,60,Oct-22,37,38,2
5911,108,9,Oct-22,39,40,3
5912,110,9,Oct-22,39,40,2
5922,289,75,Oct-22,35,36,4
5927,340,40,TBD,TBD,TBD,TBD
5929,476,60,TBD,TBD,TBD,TBD
5930,464,57,TBD,TBD,TBD,TBD
5932,109,9,Oct-22,39,40,3
5935,477,60,Oct-22,37,38,3
5936,283,75,TBD,TBD,TBD,TBD
5938,458,57,TBD,TBD,TBD,TBD
5941,283,75,TBD,TBD,TBD,TBD
5944,558,22,Oct-22,39,40,3
5947,505,46,TBD,TBD,TBD,TBD
5954,484,57,Oct-22,39,40,2
5956,581,57,Oct-22,39,40,3
5957,585,47,Oct-22,39,40,3
5959,63,6,Oct-22,37,38,3
5964,112,9,TBD,TBD,TBD,TBD
5965,266,25,TBD,TBD,TBD,TBD
5968,283,75,TBD,TBD,TBD,TBD
5969,292,75,TBD,TBD,TBD,TBD
5976,424,52,Oct-22,37,38,3
5977,423,52,Oct-22,35,36,3
5987,583,5,TBD,TBD,TBD,TBD
5992,423,52,TBD,TBD,TBD,TBD
5996,459,57,Oct-22,35,36,3
6173,1,14,TBD,TBD,TBD,TBD
6190,118,9,Oct-22,35,36,4
6286,81,5,Oct-22,39,40,3
6300,56,5,Oct-22,39,40,3
6370,123,2,Oct-22,39,40,3
6392,411,47,Oct-22,35,36,3
6394,444,53,TBD,TBD,TBD,TBD
6395,29,4,Oct-22,39,40,3
6397,110,9,TBD,TBD,TBD,TBD
6467,45,5,Oct-22,37,38,3
6469,140,13,Oct-22,35,36,3
6476,482,25,TBD,TBD,TBD,TBD
6477,369,46,Oct-22,35,36,4
6480,373,46,Oct-22,37,38,3
6576,39,2,Oct-22,39,40,3
6579,59,6,Oct-22,37,38,3
6789,308,26,TBD,TBD,TBD,TBD
6807,145,12,Oct-22,35,36,3
6878,5,12,TBD,TBD,TBD,TBD
6879,310,26,Oct-22,35,36,3
6887,39,2,Oct-22,37,38,3
6898,71,46,TBD,TBD,TBD,TBD
6929,76,5,Oct-22,39,40,3
6931,256,41,TBD,TBD,TBD,TBD
6932,127,42,Oct-22,37,38,3
6951,317,20,TBD,TBD,TBD,TBD
6952,286,75,TBD,TBD,TBD,TBD
6958,310,26,TBD,TBD,TBD,TBD
6963,52,5,Oct-22,39,40,3
6964,144,12,Oct-22,35,36,3
6978,101,3,TBD,TBD,TBD,TBD
6998,19,2,Oct-22,39,40,3
7009,302,26,TBD,TBD,TBD,TBD
7020,153,12,Oct-22,35,36,3
7032,287,75,Oct-22,35,36,3
7087,243,25,TBD,TBD,TBD,TBD
7129,429,47,TBD,TBD,TBD,TBD
7156,76,5,Oct-22,37,38,4
7178,56,5,Oct-22,35,36,3
7179,302,26,TBD,TBD,TBD,TBD
7181,29,4,Oct-22,35,36,4
7185,24,2,TBD,TBD,TBD,TBD
7188,38,4,Oct-22,35,36,3
7194,27,3,TBD,TBD,TBD,TBD
7199,383,54,Oct-22,37,38,3
7238,302,26,TBD,TBD,TBD,TBD
7243,300,26,TBD,TBD,TBD,TBD
7245,27,3,TBD,TBD,TBD,TBD
7246,32,3,TBD,TBD,TBD,TBD
7247,14,14,TBD,TBD,TBD,TBD
7249,334,42,TBD,TBD,TBD,TBD
7280,2,14,TBD,TBD,TBD,TBD
7281,74,5,Oct-22,39,40,3
7290,242,41,TBD,TBD,TBD,TBD
7294,353,44,Oct-22,37,38,3
7301,132,13,Oct-22,39,40,3
7324,5,12,Oct-22,37,38,4
7326,353,44,Oct-22,35,36,3
8331,171,17,TBD,TBD,TBD,TBD
8930,583,5,TBD,TBD,TBD,TBD
