Store,,MAR,69,YTD,70,MAR,71,YTD,72,MAR,73,YTD,74,MAR,75,YTD,76,MAR,77,YTD,78,MAR,79,YTD,80,MAR,81,YTD,82,MAR,83,YTD,84,MAR,85,YTD,86,MAR,87,YTD,88
4262,,-1.98%,,-4.30%,R,13.19%,,9.34%,,19.81%,,14.29%,,17.90%,,11.11%,,160,G,251,G,46.72%,,45.74%,,16,G,45,G,96.84%,G,97.02%,G,0:52:42,,0:53:32,,846/2576,,1179/2576,
5299,,-2.14%,,1.34%,,14.04%,,13.76%,,12.31%,,14.35%,,1.93%,,4.29%,,96,G,237,G,53.49%,,52.16%,,19,G,63,G,87.56%,,86.87%,,1:03:10,R,1:02:50,R,1234/2576,,1045/2576,
Total,B,-0.89%,R,-0.68%,,6.23%,,4.46%,R,3.42%,R,3.73%,R,7.63%,,4.79%,,2.95,G,3.4,G,53.04%,G,51.83%,,0.63,G,0.7,G,71.81%,,70.58%,,0:59:05,R,1:00:11,R,295/394,,307/394,
551,,5.87%,,4.65%,,30.00%,G,20.96%,,34.05%,G,31.08%,G,4.00%,,0.97%,,10,,23,,37.57%,R,38.53%,,2,R,7,,39.69%,R,49.34%,,0:56:05,,0:54:09,,985/2576,,1099/2576,
697,,1.81%,,0.40%,,16.89%,,15.91%,,16.40%,,10.52%,,5.18%,,2.87%,,7,,11,R,48.11%,,44.72%,,2,R,6,,32.65%,R,32.07%,R,1:08:19,R,1:11:54,R,1587/2576,,1784/2576,
960,,-0.37%,,-1.90%,,11.99%,,9.19%,,5.60%,,5.13%,,-18.11%,R,-14.43%,R,3,R,5,R,45.05%,,44.74%,,3,,5,,41.76%,,42.01%,,1:03:00,R,0:57:33,,2141/2576,R,2234/2576,R
1081,,6.31%,,2.94%,,5.99%,,3.62%,,5.25%,,4.09%,,14.38%,,12.14%,,22,,31,,47.72%,,47.68%,,1,R,2,R,70.71%,,71.21%,,1:27:22,R,1:35:14,R,1755/2576,,1962/2576,
1283,,-0.48%,,7.17%,G,12.52%,,73.83%,G,0.00%,,64.64%,G,-1.69%,,31.39%,G,18,,49,,47.99%,,47.23%,,3,,13,,64.43%,,64.82%,,1:17:06,R,1:13:12,R,1927/2576,,338/2576,G
1297,,0.68%,,-0.60%,,6.61%,,2.04%,,18.13%,,8.15%,,-1.40%,,-1.76%,,11,,16,,33.40%,R,34.08%,R,3,,4,R,66.80%,,68.47%,,1:06:47,R,1:06:38,R,1998/2576,,2287/2576,R
4368,,-6.65%,R,-4.14%,R,-10.65%,R,-4.36%,R,10.94%,,13.21%,,-19.77%,R,-5.05%,,14,,26,,38.90%,,38.39%,,6,,12,,69.80%,,60.84%,,1:01:04,R,0:59:08,R,2473/2576,R,2357/2576,R
5326,,2.66%,,3.75%,,1.62%,,5.18%,,11.68%,,13.38%,,2.58%,,3.85%,,35,,60,,48.67%,,46.14%,,5,,7,,36.35%,R,35.17%,R,1:22:02,R,1:16:30,R,2101/2576,R,1902/2576,
Total,B,1.42%,,1.51%,,8.81%,,12.00%,,12.75%,,15.55%,,-1.82%,R,2.77%,,0.48,,0.46,,43.78%,,43.07%,,0.1,R,0.12,R,51.81%,,52.45%,,1:09:47,R,1:08:55,R,357/394,R,289/394,
563,,0.55%,,2.93%,,3.25%,,5.80%,,-4.43%,R,-2.52%,R,9.37%,,12.62%,,43,,90,G,50.93%,,49.13%,,7,,27,,84.93%,,87.80%,,1:02:09,R,1:02:09,R,1806/2576,,1505/2576,
579,,11.23%,G,10.68%,G,7.28%,,11.07%,,28.62%,G,34.53%,G,0.73%,,2.45%,,4,R,12,R,48.94%,,49.26%,,0,R,4,R,99.04%,G,100.11%,G,0:36:20,,0:37:47,,906/2576,,680/2576,
582,,-7.65%,R,-6.25%,R,3.88%,,3.52%,,9.76%,,8.79%,,-7.41%,,-3.94%,,8,,13,,48.62%,,46.35%,,0,R,3,R,62.71%,,53.65%,,1:04:54,R,1:06:29,R,2334/2576,R,2358/2576,R
613,,5.74%,,4.34%,,12.19%,,10.66%,,19.41%,,24.11%,,-8.83%,R,-4.33%,,16,,52,,62.27%,G,56.55%,G,11,,16,,85.90%,,79.76%,,0:50:15,,0:50:42,,1042/2576,,1104/2576,
860,,-0.28%,,1.57%,,-4.22%,R,-1.27%,R,0.52%,,3.27%,,-4.69%,,0.13%,,49,G,100,G,58.59%,G,52.79%,,16,G,29,G,40.03%,R,44.64%,,0:53:54,,0:52:29,,2187/2576,R,1950/2576,
1182,,-2.46%,,-1.60%,,-2.24%,R,-2.83%,R,6.48%,,2.17%,,2.08%,,-3.97%,,1,R,5,R,39.71%,,40.66%,,3,,4,R,61.11%,,68.54%,,0:57:14,,0:54:18,,2365/2576,R,2412/2576,R
1391,,-3.28%,R,-3.37%,,10.39%,,6.81%,,21.71%,,20.59%,,-0.24%,,-11.07%,R,32,,48,,44.77%,,41.83%,,4,,5,,70.78%,,78.65%,,1:10:34,R,1:10:03,R,1719/2576,,2013/2576,
3207,,4.18%,,7.22%,G,20.97%,,23.49%,,15.94%,,14.02%,,22.22%,G,27.88%,G,15,,36,,48.17%,,44.66%,,15,G,25,,90.05%,,89.03%,,1:19:47,R,1:20:23,R,813/2576,,643/2576,
3310,,-2.58%,,-5.17%,R,-9.55%,R,-13.43%,R,5.95%,,-1.73%,R,-23.56%,R,-30.28%,R,53,G,84,,45.06%,,50.04%,,46,G,73,G,84.32%,,86.82%,,1:22:30,R,1:23:27,R,2355/2576,R,2438/2576,R
Total,B,0.33%,,0.90%,,3.49%,R,3.47%,R,9.93%,,9.26%,,-2.18%,R,-2.12%,R,0.79,,0.81,,49.72%,,48.13%,,0.37,,0.34,,75.56%,,75.92%,,1:02:41,R,1:02:26,R,353/394,R,347/394,R
928,,9.93%,G,10.45%,G,24.40%,,19.08%,,35.76%,G,35.12%,G,42.48%,G,32.07%,G,46,G,50,,39.91%,,39.90%,,4,,6,,57.94%,,57.07%,,1:21:40,R,1:17:36,R,698/2576,,886/2576,
1173,,-6.57%,R,-7.37%,R,-14.50%,R,-4.86%,R,3.10%,,12.52%,,-24.40%,R,-10.66%,R,3,R,12,R,47.39%,,45.75%,,4,,9,,28.48%,R,34.14%,R,0:56:07,,0:59:21,R,2555/2576,R,2492/2576,R
1444,,11.78%,G,10.00%,G,6.45%,,6.91%,,0.62%,,3.07%,,18.42%,,16.52%,G,25,,55,,53.80%,,52.99%,,0,R,1,R,61.81%,,60.36%,,1:05:47,R,1:01:28,R,1627/2576,,1555/2576,
3702,,1.08%,,2.90%,,-7.97%,R,3.12%,,7.64%,,11.31%,,-5.83%,,4.61%,,9,,21,,58.86%,G,55.06%,G,2,R,5,,49.49%,,60.12%,,1:29:21,R,1:26:16,R,2422/2576,R,1966/2576,
5037,,11.51%,G,7.60%,G,24.72%,,24.01%,,26.30%,G,20.73%,,20.31%,G,23.97%,G,15,,42,,50.96%,,52.98%,,5,,10,,70.74%,,73.38%,,0:48:15,,0:44:34,,398/2576,G,324/2576,G
5054,,10.90%,G,8.68%,G,22.06%,,16.90%,,16.00%,,10.46%,,42.61%,G,35.49%,G,9,,9,R,46.25%,,48.83%,,8,,12,,32.25%,R,26.33%,R,1:10:59,R,1:07:26,R,966/2576,,1246/2576,
Total,B,6.18%,G,5.14%,G,9.27%,,11.10%,,14.62%,,15.03%,,14.24%,G,16.58%,G,0.58,,0.53,,48.67%,,48.86%,,0.12,,0.12,R,49.46%,R,50.51%,R,1:07:53,R,1:05:41,R,252/394,,222/394,
767,,1.44%,,-2.02%,,22.32%,,14.43%,,24.31%,,8.88%,,9.18%,,5.14%,,37,,60,,45.64%,,44.98%,,2,R,7,,89.68%,,87.91%,,1:14:50,R,1:11:06,R,959/2576,,1497/2576,
1090,,1.74%,,-1.31%,,-11.41%,R,-2.48%,R,-15.03%,R,0.81%,,0.00%,,3.17%,,5,R,9,R,52.07%,,49.57%,,1,R,5,,36.65%,R,29.59%,R,1:29:49,R,1:31:11,R,2531/2576,R,2478/2576,R
1205,,-0.78%,,-1.48%,,17.39%,,17.09%,,17.53%,,13.28%,,6.23%,,10.24%,,10,,51,,48.84%,,48.27%,,1,R,10,,39.59%,R,43.81%,,0:46:59,,0:49:08,,1326/2576,,1206/2576,
1219,,8.06%,G,5.93%,,11.54%,,11.33%,,4.36%,,14.39%,,27.37%,G,11.00%,,4,R,6,R,44.70%,,44.41%,,1,R,1,R,25.32%,R,31.82%,R,0:56:21,,0:59:13,R,1594/2576,,1624/2576,
1225,,-4.64%,R,-2.16%,,3.93%,,0.64%,,19.35%,,10.74%,,7.07%,,9.01%,,37,,60,,48.77%,,47.00%,,18,G,26,,81.02%,,81.03%,,1:04:24,R,1:06:56,R,1672/2576,,1858/2576,
2626,,2.17%,,2.01%,,-0.58%,R,0.22%,R,-7.32%,R,-6.17%,R,-4.18%,,-2.77%,,4,R,6,R,36.32%,R,37.40%,R,1,R,2,R,67.63%,,66.06%,,1:00:08,R,0:54:46,,2404/2576,R,2340/2576,R
3308,,5.57%,,0.56%,,29.04%,G,23.55%,,46.86%,G,47.47%,G,7.54%,,12.17%,,37,,60,,52.61%,,49.44%,,11,,17,,89.88%,,75.68%,,1:04:48,R,1:12:03,R,433/2576,G,761/2576,
6978,,10.38%,G,7.56%,G,13.74%,,7.04%,,2.41%,,3.53%,,34.77%,G,24.54%,G,27,,43,,53.66%,,51.76%,,4,,4,R,88.50%,,81.89%,,1:26:23,R,1:22:46,R,1078/2576,,1503/2576,
Total,B,2.79%,,0.88%,,9.61%,,8.41%,,8.48%,,8.83%,,9.09%,,8.42%,,0.65,,0.61,,47.69%,,46.54%,,0.16,,0.15,,64.96%,,61.76%,,1:07:37,R,1:07:52,R,286/394,,305/394,
967,,-0.35%,,-3.18%,,17.60%,,12.48%,,13.77%,,13.28%,,10.94%,,6.65%,,4,R,9,R,54.38%,,53.33%,,5,,6,,60.04%,,61.57%,,0:35:38,G,0:37:24,,861/2576,,1263/2576,
994,,-7.40%,R,-7.28%,R,-5.43%,R,-3.65%,R,-19.94%,R,-14.94%,R,12.54%,,15.89%,,23,,45,,59.22%,G,56.19%,G,12,,28,,78.68%,,83.86%,,1:24:58,R,1:32:55,R,2293/2576,R,2193/2576,R
1085,,-2.84%,,-3.69%,R,21.96%,,22.75%,,20.79%,,19.81%,,-2.64%,,7.46%,,63,G,108,G,68.44%,G,68.51%,G,8,,22,,86.25%,,84.96%,,0:41:48,,0:44:07,,611/2576,,491/2576,G
1104,,-1.20%,,0.43%,,-1.54%,R,1.37%,,-17.81%,R,-14.43%,R,-2.66%,,7.53%,,28,,48,,48.85%,,48.50%,,11,,19,,73.48%,,71.98%,,0:54:06,,0:51:18,,2203/2576,R,1885/2576,
1213,,2.77%,,0.40%,,10.34%,,7.47%,,12.99%,,8.68%,,20.90%,G,9.30%,,33,,45,,59.08%,G,57.08%,G,12,,17,,87.53%,,87.10%,,0:50:33,,0:51:24,,891/2576,,1309/2576,
3526,,0.00%,,-1.46%,,18.81%,,12.50%,,24.62%,,13.81%,,11.14%,,9.65%,,9,,31,,52.86%,,49.89%,,4,,6,,97.92%,G,97.61%,G,1:02:03,R,1:06:02,R,932/2576,,1345/2576,
5266,,-1.29%,,-2.20%,,2.48%,,-2.77%,R,18.03%,,14.02%,,-2.19%,,-5.44%,,59,G,123,G,74.13%,G,72.12%,G,46,G,92,G,84.20%,,83.95%,,0:50:55,,0:49:52,,1449/2576,,1691/2576,
Total,B,-1.43%,R,-2.37%,R,8.27%,,6.46%,,5.74%,,4.77%,R,6.97%,,7.36%,,1.01,,0.97,,58.65%,G,57.04%,G,0.45,,0.45,,80.19%,,80.92%,,0:52:14,,0:54:15,,253/394,,281/394,
1390,,-5.68%,R,-5.06%,R,12.14%,,-2.21%,R,25.17%,G,11.88%,,-13.14%,R,-9.65%,R,42,,69,,52.23%,,50.17%,,4,,8,,86.47%,,89.10%,,0:52:39,,0:57:33,,1428/2576,,2122/2576,R
2796,,1.28%,,1.87%,,16.91%,,17.78%,,3.31%,,10.89%,,36.99%,G,36.33%,G,3,R,16,,46.03%,,41.54%,,4,,19,,28.70%,R,34.50%,R,1:01:59,R,0:58:29,,1551/2576,,1252/2576,
5218,,-6.66%,R,-10.60%,R,-21.65%,R,-16.23%,R,-28.35%,R,9.61%,,4.90%,,-9.10%,R,13,,16,,51.26%,,45.54%,,3,,3,R,40.76%,R,39.32%,R,1:00:54,R,1:19:00,R,2523/2576,R,2556/2576,R
Total,B,-3.71%,R,-4.32%,R,6.14%,,3.28%,R,4.34%,R,11.05%,,7.22%,,4.77%,,0.62,,0.56,,49.30%,,45.22%,,0.12,R,0.17,,50.79%,R,53.13%,,0:58:42,R,1:00:57,R,370/394,R,378/394,R
5036,,2.07%,,0.39%,,16.86%,,11.35%,,75.66%,G,33.68%,G,6.75%,,8.97%,,33,,73,,49.97%,,48.93%,,29,G,60,G,44.04%,,48.93%,,1:31:34,R,1:30:24,R,1136/2576,,1347/2576,
Total,B,2.07%,,0.39%,,16.86%,,11.35%,,75.66%,G,33.68%,G,6.75%,,8.97%,,1.06,,1.22,,49.97%,,48.93%,,0.94,G,1,G,44.04%,R,48.93%,R,1:31:34,R,1:30:24,R,162/394,,202/394,
706,,-6.65%,R,-6.53%,R,-14.75%,R,-14.42%,R,12.93%,,3.47%,,-6.23%,,-4.72%,,18,,28,,51.83%,,46.56%,,1,R,2,R,31.50%,R,35.35%,R,1:06:50,R,1:06:27,R,2509/2576,R,2549/2576,R
718,,-6.56%,R,-5.48%,R,10.57%,,9.93%,,24.47%,,26.85%,G,14.49%,,10.88%,,7,,10,R,57.16%,G,56.62%,G,8,,10,,52.85%,,51.15%,,0:34:40,G,0:36:41,,1072/2576,,1219/2576,
725,,5.62%,,6.35%,G,16.33%,,12.99%,,18.66%,,13.62%,,3.81%,,6.63%,,6,,11,R,44.59%,,45.08%,,2,R,3,R,9.00%,R,10.73%,R,1:41:43,R,1:45:16,R,1660/2576,,1760/2576,
1245,,-8.35%,R,-9.57%,R,-18.60%,R,-18.54%,R,-22.79%,R,-22.51%,R,2.47%,,5.04%,,17,,59,,40.37%,,40.73%,,11,,19,,48.71%,,51.75%,,0:39:26,,0:40:18,,2366/2576,R,2305/2576,R
2387,,7.72%,,0.44%,,46.85%,G,18.78%,,27.30%,G,5.27%,,34.82%,G,17.85%,G,16,,21,,42.43%,,42.69%,,5,,5,,52.43%,,53.22%,,0:47:21,,0:49:24,,334/2576,G,1263/2576,
3463,,3.24%,,3.97%,,18.59%,,25.78%,G,13.54%,,30.02%,G,4.34%,,10.82%,,92,G,178,G,52.16%,,46.43%,,36,G,62,G,48.15%,,51.05%,,0:39:13,,0:42:50,,658/2576,,331/2576,G
Total,B,-0.79%,,-1.81%,R,9.79%,,5.48%,R,13.30%,,9.30%,,9.30%,,8.02%,,0.84,,0.85,,47.84%,,46.33%,,0.34,,0.28,,40.68%,R,41.85%,R,0:58:10,R,1:00:12,R,283/394,,355/394,R
&nbsp;,B,0.66%,R,-0.29%,R,7.20%,R,6.12%,R,8.28%,R,7.83%,R,5.00%,,4.97%,,0.98,,1,,49.58%,,48.39%,,0.31,,0.3,,60.08%,,60.50%,,1:00:26,R,1:00:25,R,33/34,R,33/34,R
817,,1.32%,,3.40%,,30.37%,G,37.29%,G,12.72%,,21.78%,,-10.68%,R,0.27%,,224,G,437,G,41.77%,,44.27%,,169,G,282,G,68.32%,,68.36%,,0:31:56,G,0:31:41,G,487/2576,G,200/2576,G
908,,2.73%,,1.09%,,42.31%,G,44.64%,G,92.88%,G,92.29%,G,2.49%,,-0.17%,,64,G,151,G,48.60%,,49.89%,,15,G,34,G,43.20%,,45.92%,,1:05:08,R,1:00:17,R,650/2576,,606/2576,
1086,,6.11%,,5.51%,,11.84%,,11.93%,,17.38%,,20.38%,,21.11%,G,19.44%,G,128,G,239,G,42.38%,,41.27%,,38,G,65,G,58.16%,,51.70%,,0:25:59,G,0:27:10,G,472/2576,G,463/2576,G
1220,,5.39%,,7.38%,G,10.04%,,7.05%,,2.56%,,-2.14%,R,-4.13%,,6.95%,,129,G,330,G,61.19%,G,58.19%,G,79,G,186,G,92.24%,,92.99%,,0:31:31,G,0:31:37,G,702/2576,,696/2576,
2881,,7.86%,G,6.11%,,74.33%,G,57.90%,G,54.79%,G,38.09%,G,10.67%,,9.26%,,168,G,311,G,48.74%,,47.68%,,66,G,107,G,48.11%,,45.96%,,0:52:50,,0:52:32,,224/2576,G,279/2576,G
4332,,6.85%,,7.68%,G,69.88%,G,58.02%,G,32.68%,G,28.08%,G,85.03%,G,79.31%,G,100,G,195,G,42.17%,,40.53%,,85,G,121,G,71.16%,,75.58%,,0:58:37,,0:55:31,,190/2576,G,151/2576,G
4365,,17.95%,G,18.62%,G,86.97%,G,87.56%,G,96.75%,G,76.63%,G,35.27%,G,39.04%,G,115,G,265,G,61.47%,G,57.92%,G,147,G,335,G,54.87%,,65.51%,,0:28:43,G,0:27:51,G,Apr-76,G,Mar-76,G
5214,,2.71%,,1.31%,,-18.21%,R,-16.97%,R,-11.30%,R,-8.17%,R,-3.66%,,-9.25%,R,486,G,908,G,57.81%,G,56.76%,G,379,G,636,G,100.48%,G,98.75%,G,0:57:33,,0:56:16,,1973/2576,,2025/2576,
5250,,-4.45%,R,-3.30%,,1.62%,,-1.54%,R,-6.10%,R,-4.45%,R,-3.17%,,-8.13%,R,60,G,131,G,46.31%,,48.07%,,19,G,31,G,33.01%,R,33.45%,R,0:34:54,G,0:34:46,G,1901/2576,,1999/2576,
5420,,-1.46%,,0.50%,,13.71%,,14.72%,,-5.10%,R,-4.49%,R,2.92%,,1.76%,,161,G,347,G,52.46%,,52.41%,,114,G,244,G,62.85%,,73.94%,,0:41:47,,0:39:13,,1170/2576,,945/2576,
Total,B,4.25%,,4.44%,,25.25%,G,23.53%,G,21.07%,G,19.07%,G,8.81%,,9.47%,,5.27,G,5.52,G,49.68%,,49.27%,,3.58,G,3.4,G,61.21%,,62.93%,,0:43:39,,0:42:43,,20/394,G,19/394,G
890,,2.72%,,3.89%,,5.75%,,5.06%,,12.90%,,10.83%,,7.14%,,14.32%,,31,,45,,34.99%,R,37.08%,R,4,,5,,55.08%,,54.35%,,1:07:57,R,1:09:30,R,1871/2576,,1832/2576,
943,,3.24%,,1.26%,,25.62%,G,21.31%,,27.01%,G,28.22%,G,33.33%,G,17.64%,G,12,,60,,46.18%,,41.73%,,11,,28,,51.84%,,50.21%,,1:11:35,R,1:11:49,R,832/2576,,964/2576,
955,,-4.20%,R,-2.24%,,-5.04%,R,-0.45%,R,3.08%,,4.02%,,-0.25%,,14.10%,,17,,29,,47.55%,,46.94%,,5,,6,,29.90%,R,24.02%,R,0:55:00,,0:54:26,,2399/2576,R,2203/2576,R
3782,,2.39%,,6.05%,,3.18%,,5.10%,,6.49%,,9.11%,,6.84%,,7.24%,,91,G,129,G,32.76%,R,31.33%,R,3,,5,,73.64%,,74.43%,,1:03:30,R,1:02:51,R,1897/2576,,1684/2576,
Total,B,0.82%,,2.13%,,5.81%,R,6.75%,,9.98%,,10.70%,,11.07%,,13.04%,G,1.22,,1.1,,39.93%,,38.73%,,0.19,,0.18,,54.67%,,52.89%,,1:02:45,R,1:02:49,R,338/394,R,298/394,
174,,1.01%,,-2.84%,,-4.11%,R,0.75%,,16.00%,,12.90%,,-28.16%,R,-13.98%,R,1,R,9,R,44.06%,,39.33%,,2,R,5,,18.73%,R,22.67%,R,0:37:15,,0:37:13,,2235/2576,R,2192/2576,R
649,,4.78%,,4.04%,,9.20%,,10.73%,,-4.24%,R,-1.23%,R,11.86%,,19.79%,G,37,,72,,44.72%,,46.73%,,13,,55,G,65.83%,,57.27%,,0:41:01,,0:40:08,,1225/2576,,1014/2576,
771,,-0.55%,,2.39%,,26.31%,G,20.87%,,17.45%,,16.47%,,15.64%,,18.33%,G,30,,58,,44.50%,,38.97%,,26,G,43,G,81.62%,,75.32%,,0:56:34,,0:54:01,,715/2576,,730/2576,
931,,-1.97%,,-0.42%,,-1.65%,R,-5.32%,R,9.06%,,4.58%,,-4.48%,,-3.69%,,27,,39,,43.56%,,42.34%,,8,,12,,68.44%,,67.63%,,0:47:43,,0:47:27,,2057/2576,,2155/2576,R
973,,2.37%,,-0.88%,,10.54%,,10.83%,,3.60%,,10.61%,,7.12%,,1.83%,,5,R,12,R,32.20%,R,29.71%,R,2,R,7,,75.37%,,72.66%,,1:11:32,R,1:08:21,R,1885/2576,,1914/2576,
974,,-14.13%,R,-10.62%,R,-54.46%,R,-47.02%,R,-78.35%,R,-72.68%,R,-31.55%,R,-22.56%,R,1,R,4,R,49.40%,,46.74%,,1,R,1,R,46.57%,,49.44%,,0:49:54,,0:41:21,,2565/2576,R,2545/2576,R
1068,,-12.22%,R,-10.79%,R,-16.83%,R,-13.44%,R,-15.83%,R,-4.40%,R,-21.28%,R,-18.66%,R,33,,88,G,51.48%,,50.79%,,6,,17,,99.06%,G,100.00%,G,0:54:15,,0:58:00,,2410/2576,R,2363/2576,R
3538,,2.48%,,4.57%,,9.01%,,-4.05%,R,1.35%,,-6.64%,R,10.08%,,5.91%,,8,,23,,48.70%,,44.14%,,9,,16,,27.96%,R,32.95%,R,0:49:51,,0:45:38,,1680/2576,,2076/2576,R
5455,,5.54%,,5.03%,,1.22%,,-2.73%,R,-4.62%,R,-11.07%,R,-0.58%,,2.18%,,9,,10,R,48.23%,,42.50%,,3,,4,R,78.03%,,79.88%,,0:58:05,,0:55:58,,2061/2576,R,2197/2576,R
Total,B,-1.42%,R,-1.20%,,-6.33%,R,-6.12%,R,-7.84%,R,-7.60%,R,-6.92%,R,-3.21%,R,0.54,,0.58,,45.33%,,42.27%,,0.25,,0.3,,65.86%,,64.78%,,0:50:11,,0:49:09,,387/394,R,387/394,R
819,,-10.48%,R,-11.29%,R,-23.74%,R,-12.93%,R,4.72%,,-23.32%,R,-22.27%,R,-17.28%,R,31,,55,,49.86%,,52.46%,,0,R,1,R,19.09%,R,20.31%,R,0:32:11,G,0:35:47,,2396/2576,R,2473/2576,R
987,,-4.06%,R,-6.62%,R,6.23%,,3.77%,,24.58%,,25.99%,G,-0.95%,,-3.89%,,10,,14,,43.35%,,40.12%,,1,R,3,R,79.54%,,81.61%,,1:10:09,R,1:11:51,R,1995/2576,,2169/2576,R
3417,,-6.29%,R,-1.44%,,7.33%,,6.01%,,22.81%,,15.22%,,3.39%,,7.29%,,36,,45,,57.49%,G,53.08%,,25,G,28,,41.30%,R,41.47%,,1:30:58,R,1:24:48,R,1802/2576,,1829/2576,
5034,,-7.14%,R,-5.69%,R,-20.84%,R,-15.36%,R,-16.44%,R,-4.27%,R,-28.23%,R,-24.23%,R,2,R,9,R,50.58%,,50.56%,,0,R,3,R,58.17%,,57.71%,,1:08:38,R,1:16:39,R,2569/2576,R,2564/2576,R
5055,,8.78%,G,10.39%,G,39.89%,G,49.99%,G,35.28%,G,40.97%,G,14.68%,,20.95%,G,88,G,140,G,63.03%,G,57.84%,G,36,G,81,G,97.97%,G,92.04%,,0:52:28,,0:44:49,,82/2576,G,25/2576,G
5391,,0.91%,,2.11%,,12.06%,,15.82%,,19.44%,,21.74%,,-4.49%,,-3.84%,,93,G,181,G,49.60%,,50.43%,,9,,22,,77.02%,,77.00%,,1:25:29,R,1:22:52,R,1466/2576,,1182/2576,
Total,B,-3.14%,R,-2.26%,R,3.40%,R,7.06%,,15.77%,,13.96%,,-8.21%,R,-5.98%,R,1.4,G,1.23,,51.24%,,50.22%,,0.38,,0.38,,64.96%,,64.48%,,1:11:04,R,1:09:30,R,364/394,R,333/394,R
814,,-3.39%,R,-4.60%,R,12.14%,,12.40%,,42.90%,G,30.60%,G,-7.29%,,-4.61%,,83,G,141,G,53.94%,,51.36%,,51,G,69,G,89.21%,,87.19%,,0:54:39,,0:52:24,,1097/2576,,1142/2576,
929,,0.96%,,-1.04%,,-2.83%,R,-0.28%,R,-15.03%,R,-2.41%,R,26.44%,G,13.76%,,8,,36,,39.36%,,36.28%,R,2,R,8,,32.49%,R,35.08%,R,1:08:17,R,1:10:10,R,2412/2576,R,2345/2576,R
1087,,-1.46%,,2.02%,,22.16%,,19.90%,,31.19%,G,28.03%,G,25.22%,G,21.36%,G,29,,48,,37.20%,R,35.15%,R,8,,12,,33.90%,R,37.65%,R,1:10:18,R,1:07:21,R,1180/2576,,1114/2576,
1541,,10.28%,G,17.07%,G,8.54%,,22.13%,,2.12%,,9.00%,,17.40%,,29.57%,G,75,G,115,G,49.52%,,46.80%,,30,G,35,G,90.50%,,85.44%,,1:05:39,R,1:09:12,R,1143/2576,,519/2576,
3348,,-5.96%,R,-4.66%,R,-13.22%,R,-19.51%,R,-5.95%,R,-21.45%,R,-3.99%,,-5.32%,,14,,33,,40.87%,,40.18%,,0,R,2,R,64.73%,,60.84%,,1:26:43,R,1:23:19,R,2559/2576,R,2560/2576,R
3527,,2.76%,,3.28%,,-8.03%,R,-10.15%,R,-27.97%,R,-25.66%,R,7.85%,,6.70%,,7,,23,,42.92%,,44.21%,,3,,5,,35.33%,R,39.73%,R,1:11:01,R,1:13:18,R,2476/2576,R,2459/2576,R
4260,,16.94%,G,13.73%,G,21.44%,,19.43%,,9.46%,,12.50%,,22.96%,G,19.01%,G,26,,65,,47.89%,,43.22%,,0,R,1,R,25.60%,R,22.10%,R,1:08:20,R,1:06:50,R,1133/2576,,1160/2576,
Total,B,3.21%,,4.03%,,5.47%,R,5.86%,R,2.18%,R,2.45%,R,11.03%,,10.53%,,1.12,,1.1,,44.92%,,42.91%,,0.43,,0.31,,52.64%,,52.21%,,1:08:56,R,1:08:20,R,337/394,R,326/394,R
2789,,-3.52%,R,-5.38%,R,0.75%,,-4.24%,R,9.84%,,10.59%,,-7.28%,,-4.93%,,46,G,82,,45.04%,,41.75%,,5,,10,,39.03%,R,33.79%,R,0:41:45,,0:51:18,,2016/2576,,2326/2576,R
2962,,-4.70%,R,-9.07%,R,-7.50%,R,-11.41%,R,-1.68%,R,-4.68%,R,-8.55%,R,-10.24%,R,108,G,281,G,40.32%,,40.94%,,5,,6,,8.13%,R,10.18%,R,1:06:23,R,1:05:02,R,2529/2576,R,2555/2576,R
Total,B,-4.11%,R,-7.23%,R,-3.69%,R,-8.15%,R,3.18%,R,1.62%,R,-8.00%,R,-7.98%,R,2.48,G,3.03,G,42.55%,,41.32%,,0.16,,0.13,,22.69%,R,21.22%,R,0:54:27,,0:58:17,R,392/394,R,394/394,R
2946,,0.04%,,0.16%,,11.42%,,12.96%,,23.34%,,25.64%,G,-3.49%,,1.10%,,107,G,155,G,37.70%,R,37.20%,R,5,,14,,67.78%,,71.97%,,1:13:44,R,1:10:55,R,1631/2576,,1413/2576,
3625,,8.92%,G,4.10%,,13.63%,,12.60%,,34.10%,G,43.28%,G,31.11%,G,17.64%,G,69,G,122,G,39.18%,,39.04%,,14,,27,,50.98%,,41.19%,R,1:25:28,R,1:19:02,R,1006/2576,,1188/2576,
Total,B,3.95%,,1.92%,,12.46%,,12.80%,,27.64%,G,32.57%,G,13.71%,G,9.78%,,2.84,G,2.31,G,38.49%,R,38.15%,R,0.31,,0.34,,58.85%,,56.17%,,1:18:40,R,1:14:17,R,172/394,,188/394,
2727,,2.34%,,1.07%,,16.75%,,14.49%,,7.93%,,6.16%,,20.54%,G,11.16%,,15,,27,,37.97%,R,37.62%,,5,,5,,53.26%,,42.63%,,0:46:59,,0:51:36,,1148/2576,,1534/2576,
2814,,10.74%,G,10.48%,G,36.88%,G,17.70%,,107.69%,G,51.42%,G,1.14%,,-3.15%,,14,,18,,47.88%,,50.62%,,5,,5,,25.21%,R,23.24%,R,0:33:41,G,0:33:10,G,318/2576,G,740/2576,
