Store,City,ST,Region,Ops Manager,Tire Capacity,Total Inventory,Ttl Replen. Inventory,Tires on Demand ,Non Mod Tires,L52 Avg Units,Last Week Units,4 Tire Instock,Total Valid,Total Traited,,
355,OPELIKA,AL,14,NATHAN STINES,1200,698,608,45,43, 110 , 94 ,69.6%,149,157,,
356,AUBURN,AL,14,NATHAN STINES,855,638,550,34,52, 92 , 84 ,70.5%,133,138,,
358,ALMA,AR,42,NATHAN STINES,915,879,788,23,66, 103 , 115 ,91.5%,124,135,,
359,FAYETTEVILLE,AR,42,NATHAN STINES,662,736,591,73,70, 93 , 104 ,80.2%,102,108,,
360,CUSHING,OK,44,MONICA REED,1320,869,775,20,72, 91 , 104 ,82.6%,146,155,,
361,COLLINSVILLE,IL,25,JEFF KENNEDY,1320,905,809,39,55, 153 , 144 ,80.7%,164,170,,
363,MARSHALL,MO,40,JEFF KENNEDY,1320,841,746,30,63, 102 , 97 ,80.4%,156,161,,
364,CENTER,TX,6,MONICA REED,1320,865,820,11,32, 107 , 84 ,82.1%,151,163,,
365,PEARL,MS,13,MONICA REED,915,808,712,27,67, 103 , 91 ,86.1%,134,137,,
366,MADISONVILLE,TN,2,NATHAN STINES,662,620,514,35,69, 102 , 124 ,81.6%,93,99,,
368,PARSONS,KS,44,MONICA REED,1320,957,833,51,71, 88 , 82 ,89.7%,156,163,,
369,WINFIELD,KS,47,GEORGE WHEATLEY,1120,709,663,28,16, 89 , 77 ,75.4%,150,159,,
371,GRANBURY,TX,5,MONICA REED,662,567,519,29,17, 74 , 65 ,80.6%,102,107,,
372,DODGE CITY,KS,47,GEORGE WHEATLEY,700,792,647,50,93, 121 , 83 ,80.0%,119,122,,
374,COWETA,OK,44,MONICA REED,915,706,588,35,81, 53 , 36 ,86.1%,114,119,,
376,BOSSIER CITY,LA,42,NATHAN STINES,498,609,446,64,97, 70 , 79 ,86.8%,79,85,,
379,OZARK,MO,40,JEFF KENNEDY,915,840,720,42,76, 97 , 103 ,84.9%,137,141,,
381,COPPERAS COVE,TX,5,MONICA REED,498,437,383,22,30, 74 , 69 ,81.1%,77,83,,
382,OTTAWA,KS,44,MONICA REED,1120,941,788,35,116, 128 , 136 ,85.5%,146,151,,
383,SILSBEE,TX,13,MONICA REED,1320,820,771,11,36, 99 , 100 ,83.8%,150,160,,
384,LUMBERTON,TX,13,MONICA REED,1320,767,743,7,15, 85 , 71 ,86.4%,148,155,,
385,CUERO,TX,6,MONICA REED,662,517,331,59,125, 33 , 31 ,66.2%,81,85,,
386,JENNINGS,LA,13,MONICA REED,498,475,411,20,42, 68 , 68 ,78.9%,80,87,,
388,FORT SMITH,AR,42,NATHAN STINES,1320,967,849,30,86, 152 , 149 ,82.4%,156,167,,
391,TUPELO,MS,12,NATHAN STINES,780,642,613,14,13, 120 , 104 ,81.4%,121,124,,
393,JACKSON,TN,12,NATHAN STINES,1320,870,839,14,15, 147 , 125 ,84.7%,154,167,,
394,MOULTON,AL,12,NATHAN STINES,1120,660,602,27,29, 99 , 106 ,73.5%,148,155,,
395,MISSION,TX,6,MONICA REED,1120,681,583,34,62, 101 , 100 ,67.7%,141,144,,
396,ANDERSON,SC,2,NATHAN STINES,616,456,388,9,57, 60 , 36 ,69.0%,94,96,,
397,MCALLEN,TX,6,MONICA REED,855,661,536,42,81, 88 , 60 ,70.2%,123,133,,
398,LONGVIEW,TX,5,MONICA REED,780,656,619,16,19, 63 , 55 ,89.9%,104,111,,
399,LONGVIEW,TX,5,MONICA REED,1320,786,749,10,25, 70 , 88 ,82.2%,149,154,,
400,CONROE,TX,6,MONICA REED,780,794,662,30,100, 112 , 109 ,85.5%,115,118,,
402,BREAUX BRIDGE,LA,13,MONICA REED,1320,966,839,17,108, 121 , 118 ,85.5%,155,163,,
403,RUSSELLVILLE,AL,12,NATHAN STINES,662,547,423,32,90, 62 , 46 ,73.6%,98,102,,
404,SAN MARCOS,TX,6,MONICA REED,662,544,426,72,44, 93 , 95 ,78.4%,98,105,,
405,LEESVILLE,LA,13,MONICA REED,855,697,614,44,37, 95 , 89 ,77.1%,128,133,,
406,SMYRNA,TN,12,NATHAN STINES,700,555,497,43,13, 79 , 80 ,81.3%,101,103,,
407,KILLEEN,TX,5,MONICA REED,662,561,472,52,35, 103 , 91 ,71.7%,103,105,,
408,PORT ARTHUR,TX,13,MONICA REED,1320,857,772,45,38, 81 , 97 ,76.1%,152,157,,
410,MURRAY,KY,41,JEFF KENNEDY,662,672,599,52,19, 97 , 66 ,83.7%,103,105,,
412,ATHENS,TX,5,MONICA REED,780,618,577,21,18, 81 , 75 ,78.8%,120,126,,
413,PORT ISABEL,TX,6,MONICA REED,915,642,527,69,44, 52 , 31 ,80.2%,112,117,,
414,WICHITA FALLS,TX,44,MONICA REED,1320,1025,915,10,98, 108 , 82 ,93.7%,147,161,,
415,BROUSSARD,LA,13,MONICA REED,915,738,621,18,97, 81 , 64 ,87.2%,119,125,,
417,SULPHUR SPRINGS,TX,44,MONICA REED,915,760,726,21,11, 107 , 83 ,80.6%,140,144,,
419,PRATT,KS,47,GEORGE WHEATLEY,498,535,447,31,55, 52 , 58 ,86.7%,86,90,,
420,WICHITA FALLS,TX,44,MONICA REED,662,727,646,25,54, 103 , 100 ,90.3%,95,102,,
421,DECATUR,TX,5,MONICA REED,915,835,698,41,94, 76 , 65 ,83.1%,133,141,,
422,ROBINSON,IL,25,JEFF KENNEDY,1320,784,740,19,23, 69 , 48 ,86.4%,146,149,,
423,ALABASTER,AL,14,NATHAN STINES,1320,805,715,34,54, 129 , 96 ,68.5%,163,170,,
424,CLANTON,AL,14,NATHAN STINES,662,460,425,10,23, 99 , 88 ,69.8%,103,112,,
426,COLONY,TX,5,MONICA REED,700,616,513,44,57, 85 , 96 ,80.9%,101,102,,
427,GREENVILLE,TX,44,MONICA REED,915,761,697,29,33, 102 , 63 ,85.0%,127,133,,
428,ZACHARY,LA,13,MONICA REED,662,671,512,69,88, 87 , 74 ,77.3%,105,109,,
429,EDINBURG,TX,6,MONICA REED,915,571,475,30,64, 83 , 85 ,62.5%,123,133,,
430,MAYFIELD,KY,41,JEFF KENNEDY,616,488,420,46,20, 43 , 23 ,87.0%,83,86,,
431,PADUCAH,KY,41,JEFF KENNEDY,498,481,426,27,26, 62 , 33 ,83.3%,81,82,,
432,TALLADEGA,AL,14,NATHAN STINES,616,398,350,19,27, 78 , 60 ,58.9%,95,100,,
433,HUNTSVILLE,AL,12,NATHAN STINES,915,466,371,68,25, 87 , 106 ,47.8%,122,128,,
434,HUNTSVILLE,AL,12,NATHAN STINES,616,503,427,34,40, 83 , 97 ,69.3%,95,101,,
435,HIGHLAND,IL,25,JEFF KENNEDY,1000,781,724,19,36, 111 , 102 ,82.4%,147,154,,
437,SEALY,TX,6,MONICA REED,1200,901,741,110,48, 92 , 91 ,74.8%,151,156,,
440,ROCKPORT,TX,6,MONICA REED,1320,751,582,14,153, 74 , 67 ,78.0%,132,141,,
442,KINGSVILLE,TX,6,MONICA REED,662,586,447,73,64, 73 , 72 ,78.8%,103,113,,
443,HONDO,TX,46,MONICA REED,1000,698,598,28,70, 54 , 54 ,83.6%,125,133,,
445,LEITCHFIELD,KY,41,JEFF KENNEDY,1320,958,838,20,98, 119 , 113 ,80.8%,159,170,,
447,DEL RIO,TX,46,MONICA REED,1320,782,706,37,37, 202 , 211 ,69.4%,161,166,,
448,SHREVEPORT,LA,42,NATHAN STINES,700,575,469,27,77, 43 , 49 ,84.9%,92,98,,
449,PORT ARTHUR,TX,13,MONICA REED,915,662,601,19,40, 58 , 54 ,85.5%,116,126,,
450,SHREVEPORT,LA,42,NATHAN STINES,1320,864,739,8,115, 81 , 86 ,89.0%,143,152,,
451,COLUMBIA,MO,40,JEFF KENNEDY,1320,749,679,12,56, 105 , 121 ,71.4%,158,164,,
452,MCALLEN,TX,6,MONICA REED,1320,766,671,31,62, 126 , 124 ,70.8%,153,159,,
454,FAIRFIELD,IL,25,JEFF KENNEDY,1200,902,804,18,78, 73 , 59 ,91.3%,149,154,,
456,BROWNSVILLE,TX,6,MONICA REED,1200,685,604,36,43, 132 , 118 ,69.9%,144,154,,
457,VIDOR,TX,13,MONICA REED,498,425,386,20,17, 62 , 84 ,81.1%,80,85,,
458,ARANSAS PASS,TX,6,MONICA REED,1320,684,633,11,38, 87 , 78 ,73.0%,149,158,,
459,COVINGTON,GA,2,NATHAN STINES,1320,839,747,44,46, 97 , 82 ,70.3%,160,164,,
461,EAGLE PASS,TX,46,MONICA REED,1320,762,672,22,66, 103 , 98 ,76.6%,155,160,,
462,ALVIN,TX,6,MONICA REED,855,700,646,29,23, 82 , 60 ,77.5%,129,134,,
463,BEEVILLE,TX,6,MONICA REED,1320,847,692,9,144, 111 , 83 ,79.3%,154,160,,
464,CORPUS CHRISTI,TX,6,MONICA REED,915,606,543,22,39, 95 , 99 ,75.7%,124,133,,
467,DENTON,TX,5,MONICA REED,855,843,710,59,72, 78 , 81 ,87.3%,129,135,,
468,TEXARKANA,AR,44,MONICA REED,1320,800,741,19,38, 67 , 75 ,84.6%,146,154,,
469,LAKE CHARLES,LA,13,MONICA REED,780,628,532,44,50, 86 , 75 ,75.0%,108,119,,
470,CORPUS CHRISTI,TX,6,MONICA REED,700,553,497,13,41, 78 , 74 ,80.8%,108,112,,
471,LANCASTER,TX,5,MONICA REED,662,602,545,30,25, 72 , 106 ,74.7%,107,107,,
472,BROKEN ARROW,OK,44,MONICA REED,616,632,558,17,55, 75 , 75 ,86.6%,99,103,,
473,GIDDINGS,TX,6,MONICA REED,498,402,352,29,19, 42 , 35 ,80.8%,75,79,,
475,ROUND ROCK,TX,5,MONICA REED,1000,750,615,26,107, 62 , 90 ,74.1%,126,131,,
476,GATESVILLE,TX,5,MONICA REED,1320,735,633,42,58, 87 , 94 ,72.4%,147,156,,
477,SODDY DAISY,TN,2,NATHAN STINES,915,671,584,44,41, 57 , 45 ,83.2%,115,121,,
479,ALTUS,OK,44,MONICA REED,915,803,760,24,17, 143 , 99 ,86.2%,141,146,,
481,MATTOON,IL,25,JEFF KENNEDY,1000,750,692,29,27, 79 , 59 ,86.6%,133,140,,
483,PRATTVILLE,AL,14,NATHAN STINES,662,609,445,98,64, 67 , 60 ,65.9%,99,101,,
484,LAWRENCE,KS,47,GEORGE WHEATLEY,915,749,663,13,71, 113 , 102 ,85.8%,128,133,,
486,BONNER SPRINGS,KS,40,JEFF KENNEDY,1320,928,862,20,44, 138 , 98 ,85.9%,155,166,,
489,HAMMOND,LA,13,MONICA REED,855,843,687,54,100, 122 , 98 ,83.2%,128,130,,
491,PADUCAH,KY,41,JEFF KENNEDY,855,731,676,29,24, 103 , 71 ,85.2%,126,135,,
492,VINCENNES,IN,25,JEFF KENNEDY,616,602,513,20,67, 58 , 53 ,82.6%,100,103,,
493,PARIS,KY,41,JEFF KENNEDY,915,665,589,10,64, 75 , 78 ,80.7%,116,122,,
494,NEWNAN,GA,3,NATHAN STINES,915,647,475,66,104, 67 , 91 ,60.2%,125,131,,
495,COLUMBUS,MS,14,NATHAN STINES,1320,1028,921,37,68, 172 , 151 ,89.3%,153,166,,
497,SHELBYVILLE,KY,41,JEFF KENNEDY,498,528,463,18,45, 82 , 57 ,85.1%,77,80,,
499,ENID,OK,44,MONICA REED,1320,777,722,19,34, 78 , 74 ,80.0%,149,157,,
500,EL PASO,TX,46,MONICA REED,1320,1116,868,146,100, 132 , 145 ,84.5%,153,160,,
501,LAUREL,MS,13,MONICA REED,1320,965,795,55,113, 143 , 161 ,78.9%,156,165,,
502,GALLIANO,LA,13,MONICA REED,1000,741,653,18,68, 78 , 86 ,82.9%,125,132,,
504,GALVESTON,TX,6,MONICA REED,780,599,519,48,30, 64 , 42 ,78.5%,116,121,,
505,DERIDDER,LA,13,MONICA REED,1120,819,644,128,45, 115 , 143 ,75.8%,134,145,,
506,FLORA,IL,25,JEFF KENNEDY,855,643,576,16,49, 46 , 49 ,91.4%,115,119,,
507,LAWRENCEBURG,KY,41,JEFF KENNEDY,1200,902,803,29,68, 128 , 113 ,82.3%,152,161,,
508,KERRVILLE,TX,6,MONICA REED,1000,744,588,69,85, 83 , 54 ,79.5%,132,142,,
510,GAINESVILLE,GA,2,NATHAN STINES,780,515,471,22,20, 86 , 89 ,64.8%,118,123,,
511,SUMTER,SC,4,RON SHEPPARD,1320,889,729,50,108, 135 , 117 ,71.6%,148,152,,
512,EL PASO,TX,46,MONICA REED,1320,992,870,44,76, 110 , 81 ,89.8%,151,157,,
513,BIG SPRING,TX,46,MONICA REED,780,642,594,22,24, 131 , 147 ,73.9%,120,130,,
514,AIKEN,SC,2,NATHAN STINES,550,473,378,41,52, 57 , 57 ,69.5%,89,93,,
515,MURPHY,NC,2,NATHAN STINES,550,502,420,47,33, 159 , 137 ,68.2%,93,101,,
516,GUN BARREL CITY,TX,5,MONICA REED,915,738,680,23,33, 79 , 50 ,79.7%,135,141,,
517,MUSTANG,OK,44,MONICA REED,1120,719,646,17,54, 62 , 46 ,84.4%,127,138,,
518,CANTON,GA,2,NATHAN STINES,1200,664,588,46,28, 159 , 125 ,60.3%,152,162,,
519,HARRODSBURG,KY,41,JEFF KENNEDY,855,612,491,43,76, 53 , 34 ,62.6%,107,111,,
520,WINDER,GA,2,NATHAN STINES,1320,789,644,26,117, 99 , 109 ,71.3%,152,156,,
521,LAKE CHARLES,LA,13,MONICA REED,662,566,340,147,77, 60 , 59 ,70.7%,85,92,,
522,CROSBY,TX,6,MONICA REED,915,637,577,33,25, 64 , 61 ,84.7%,124,127,,
527,ANGLETON,TX,6,MONICA REED,780,660,581,23,54, 52 , 34 ,92.1%,108,111,,
528,BRADEN RIVER,FL,9,NATHAN STINES,662,731,587,72,70, 142 , 120 ,88.1%,103,110,,
529,LA MARQUE,TX,6,MONICA REED,855,589,555,9,23, 66 , 57 ,82.9%,108,113,,
530,EL DORADO,AR,42,NATHAN STINES,616,647,487,92,66, 57 , 53 ,87.2%,90,98,,
531,LAFAYETTE,LA,13,MONICA REED,1320,954,835,16,101, 130 , 112 ,85.3%,153,160,,
532,GONZALES,LA,13,MONICA REED,915,907,744,57,104, 99 , 93 ,87.8%,132,137,,
533,NEW IBERIA,LA,13,MONICA REED,616,591,503,7,79, 99 , 112 ,85.4%,96,103,,
535,ABILENE,TX,5,MONICA REED,780,609,555,24,28, 72 , 73 ,84.5%,106,117,,
536,ABILENE,TX,5,MONICA REED,1000,779,744,8,25, 121 , 103 ,82.0%,140,149,,
537,ODESSA,TX,46,MONICA REED,780,678,585,34,57, 110 , 131 ,72.4%,120,133,,
539,ALEXANDRIA,LA,13,MONICA REED,780,727,583,38,104, 77 , 92 ,80.9%,115,121,,
540,MORGAN CITY,LA,13,MONICA REED,1320,968,874,18,74, 130 , 114 ,80.1%,156,164,,
541,COVINGTON,LA,13,MONICA REED,1000,971,825,56,88, 130 , 88 ,87.2%,139,149,,
542,HOUMA,LA,13,MONICA REED,1320,950,879,17,52, 155 , 132 ,84.5%,159,164,,
543,OPELOUSAS,LA,13,MONICA REED,915,703,658,14,29, 141 , 119 ,73.4%,135,145,,
544,DEL CITY,OK,44,MONICA REED,1320,822,757,16,47, 95 , 107 ,74.7%,156,164,,
546,RICHMOND,TX,6,MONICA REED,915,736,679,25,30, 93 , 80 ,83.5%,126,129,,
548,LAWRENCEVILLE,GA,2,NATHAN STINES,1320,825,612,85,126, 73 , 46 ,71.5%,147,151,,
549,HOBBS,NM,46,MONICA REED,1120,859,693,70,94, 74 , 71 ,78.8%,143,150,,
551,PALATKA,FL,3,NATHAN STINES,1320,967,878,21,66, 161 , 164 ,77.5%,162,168,,
553,SLIDELL,LA,13,MONICA REED,780,744,549,114,79, 109 , 109 ,70.3%,117,125,,
554,LAREDO,TX,46,MONICA REED,1120,640,566,21,51, 172 , 171 ,60.6%,143,151,,
555,DUBLIN,GA,3,NATHAN STINES,1320,637,534,32,69, 137 , 104 ,53.2%,154,159,,
556,WAYCROSS,GA,3,NATHAN STINES,780,735,533,136,64, 114 , 97 ,68.5%,125,130,,
557,EMPORIA,KS,47,GEORGE WHEATLEY,780,745,622,43,78, 61 , 56 ,82.2%,112,114,,
558,SALINA,KS,47,GEORGE WHEATLEY,855,838,750,28,58, 163 , 176 ,83.6%,134,140,,
559,MUSCATINE,IA,52,GEORGE WHEATLEY,700,797,731,31,33, 115 , 127 ,88.3%,111,114,,
560,SAINT JOSEPH,MO,40,JEFF KENNEDY,915,794,703,22,67, 103 , 113 ,82.6%,138,143,,
562,LEEDS,AL,14,NATHAN STINES,662,502,401,45,54, 71 , 74 ,63.5%,104,110,,
563,ORANGE CITY,FL,3,NATHAN STINES,1320,944,870,32,40, 145 , 146 ,81.9%,160,168,,
564,OKLAHOMA CITY,OK,44,MONICA REED,498,450,386,33,29, 65 , 93 ,75.0%,80,84,,
565,CORSICANA,TX,5,MONICA REED,1120,859,752,56,49, 117 , 108 ,84.7%,139,150,,
566,BOONVILLE,IN,25,JEFF KENNEDY,1320,928,813,41,72, 74 , 100 ,81.0%,160,160,,
571,GEORGETOWN,KY,41,JEFF KENNEDY,780,751,647,20,82, 93 , 80 ,83.8%,125,130,,
572,KILGORE,TX,5,MONICA REED,1200,898,853,15,28, 73 , 61 ,88.6%,139,150,,
573,LEES SUMMIT,MO,40,JEFF KENNEDY,855,663,524,93,44, 114 , 107 ,58.8%,128,131,,
575,WOODSTOCK,GA,2,NATHAN STINES,855,667,524,89,52, 70 , 54 ,72.6%,115,117,,
576,TULSA,OK,44,MONICA REED,616,638,523,52,61, 79 , 79 ,85.7%,94,100,,
577,OLATHE,KS,40,JEFF KENNEDY,1320,972,846,17,107, 84 , 65 ,94.3%,156,160,,
578,SEVIERVILLE,TN,2,NATHAN STINES,915,989,842,39,106, 242 , 204 ,79.9%,141,151,,
579,ST AUGUSTINE,FL,3,NATHAN STINES,550,548,468,21,57, 69 , 83 ,83.5%,86,89,,
580,BARTOW,FL,9,NATHAN STINES,855,627,525,72,28, 121 , 111 ,68.6%,125,129,,
581,MARSHALLTOWN,IA,52,GEORGE WHEATLEY,700,678,612,17,47, 101 , 101 ,86.0%,111,115,,
582,PORT ORANGE,FL,3,NATHAN STINES,780,812,738,45,27, 141 , 102 ,84.4%,127,135,,
583,ONEIDA,TN,2,NATHAN STINES,550,505,448,26,29, 61 , 53 ,80.0%,84,87,,
584,DRY RIDGE,KY,41,JEFF KENNEDY,780,678,605,7,64, 92 , 69 ,93.3%,111,117,,
585,ROCK HILL,SC,4,RON SHEPPARD,915,858,513,182,161, 86 , 94 ,70.2%,118,128,,
586,CONWAY,SC,4,RON SHEPPARD,616,417,363,30,22, 108 , 106 ,57.0%,99,103,,
587,SPARTA,TN,41,JEFF KENNEDY,1320,961,831,34,94, 93 , 43 ,85.0%,150,158,,
588,ALBANY,GA,3,NATHAN STINES,780,749,539,85,123, 106 , 60 ,67.6%,116,121,,
589,LOUISVILLE,KY,41,JEFF KENNEDY,662,614,535,28,49, 82 , 47 ,88.2%,99,101,,
590,FORT WORTH,TX,5,MONICA REED,662,598,555,17,24, 71 , 63 ,88.4%,99,102,,
591,CYNTHIANA,KY,41,JEFF KENNEDY,1320,899,753,60,84, 81 , 108 ,80.9%,155,159,,
592,DERBY,KS,47,GEORGE WHEATLEY,915,785,690,19,74, 82 , 78 ,82.7%,131,139,,
593,DOUGLAS,GA,3,NATHAN STINES,498,578,335,161,80, 70 , 67 ,69.9%,77,83,,
594,FAYETTEVILLE,GA,2,NATHAN STINES,662,404,327,31,44, 82 , 61 ,52.8%,93,96,,
595,HARLINGEN,TX,6,MONICA REED,915,647,536,45,64, 112 , 114 ,70.3%,122,132,,
598,KEARNEY,NE,47,GEORGE WHEATLEY,1120,967,889,15,61, 154 , 162 ,84.4%,155,165,,
599,KINGSPORT,TN,4,RON SHEPPARD,1120,694,624,39,29, 122 , 109 ,71.3%,142,152,,
600,PAMPA,TX,46,MONICA REED,1120,880,768,22,88, 96 , 107 ,81.5%,146,153,,
601,SAN ANGELO,TX,5,MONICA REED,616,552,505,23,22, 56 , 49 ,83.7%,93,98,,
603,PEKIN,IL,25,JEFF KENNEDY,780,829,730,32,65, 108 , 84 ,91.1%,122,128,,
604,DOTHAN,AL,14,NATHAN STINES,1120,733,607,42,82, 115 , 134 ,64.4%,139,152,,
605,SAVANNAH,GA,4,RON SHEPPARD,780,518,403,37,76, 77 , 90 ,60.0%,115,117,,
608,MIDLAND,TX,46,MONICA REED,550,531,450,30,49, 92 , 100 ,73.5%,88,95,,
609,HANNIBAL,MO,25,JEFF KENNEDY,780,669,597,17,53, 106 , 99 ,80.8%,110,114,,
610,STEPHENVILLE,TX,5,MONICA REED,662,541,417,82,40, 89 , 110 ,68.1%,96,103,,
611,ROSWELL,NM,46,MONICA REED,855,729,633,28,66, 55 , 63 ,81.9%,111,116,,
612,CHARLESTON,IL,25,JEFF KENNEDY,1200,803,739,20,42, 52 , 61 ,85.2%,140,151,,
613,ORMOND BEACH,FL,3,NATHAN STINES,1000,773,696,21,54, 86 , 86 ,85.0%,135,144,,
614,LAGRANGE,GA,3,NATHAN STINES,550,398,281,61,54, 127 , 108 ,47.5%,82,89,,
615,CARTERSVILLE,GA,2,NATHAN STINES,855,600,509,69,20, 89 , 67 ,65.2%,129,131,,
616,ORANGEBURG,SC,4,RON SHEPPARD,700,497,391,48,56, 72 , 63 ,60.2%,101,106,,
619,DAYTON,TN,2,NATHAN STINES,855,615,552,29,32, 70 , 86 ,77.3%,118,124,,
620,BRISTOL,TN,4,RON SHEPPARD,1320,864,749,21,92, 78 , 83 ,87.0%,147,149,,
622,OKLAHOMA CITY,OK,44,MONICA REED,616,561,481,22,56, 58 , 74 ,84.1%,93,96,,
623,NORTH FORT MYERS,FL,9,NATHAN STINES,915,675,599,41,33, 148 , 83 ,69.5%,139,144,,
624,NEWBERRY,SC,2,NATHAN STINES,1000,920,759,46,113, 104 , 104 ,75.6%,142,149,,
627,DILLON,SC,4,RON SHEPPARD,915,683,627,18,36, 95 , 103 ,73.6%,129,141,,
628,SUMMERVILLE,SC,4,RON SHEPPARD,616,490,374,64,50, 75 , 66 ,67.8%,95,96,,
630,FLORENCE,SC,4,RON SHEPPARD,1320,753,698,21,32, 116 , 79 ,62.2%,160,167,,
633,KEWANEE,IL,25,JEFF KENNEDY,662,614,549,15,48, 59 , 50 ,91.1%,97,102,,
634,CAMDEN,SC,4,RON SHEPPARD,550,401,341,34,24, 112 , 97 ,56.1%,88,91,,
635,SAVANNAH,GA,4,RON SHEPPARD,1320,687,610,40,35, 108 , 124 ,58.5%,160,167,,
636,PRINCETON,IL,25,JEFF KENNEDY,915,804,691,14,97, 66 , 48 ,92.4%,127,134,,
637,LEXINGTON,NE,47,GEORGE WHEATLEY,1320,968,843,47,76, 92 , 90 ,86.4%,160,165,,
638,GAFFNEY,SC,4,RON SHEPPARD,1000,670,552,18,98, 88 , 93 ,66.9%,132,139,,
639,BRUNSWICK,GA,3,NATHAN STINES,855,577,504,36,35, 111 , 94 ,70.3%,118,127,,
640,GREENVILLE,SC,2,NATHAN STINES,616,439,368,17,52, 100 , 88 ,55.3%,98,102,,
641,GREENVILLE,SC,2,NATHAN STINES,662,503,404,45,52, 53 , 69 ,68.5%,102,103,,
642,CHERAW,SC,4,RON SHEPPARD,855,659,574,37,46, 120 , 111 ,72.9%,130,138,,
643,MYRTLE BEACH,SC,4,RON SHEPPARD,662,547,473,28,44, 44 , 34 ,79.0%,101,103,,
644,ANDERSON,SC,2,NATHAN STINES,550,383,330,10,41, 66 , 49 ,64.9%,79,84,,
645,NORFOLK,NE,47,GEORGE WHEATLEY,780,580,503,29,46, 114 , 103 ,60.2%,129,134,,
648,SAINT PETERS,MO,40,JEFF KENNEDY,1000,868,742,37,87, 96 , 46 ,81.3%,143,144,,
649,TITUSVILLE,FL,9,NATHAN STINES,780,727,646,47,32, 74 , 51 ,84.3%,120,125,,
651,BEAUMONT,TX,13,MONICA REED,855,954,885,13,54, 59 , 41 ,79.8%,116,120,,
652,GARDEN CITY,KS,47,GEORGE WHEATLEY,700,730,616,44,68, 126 , 105 ,84.3%,111,120,,
653,HOPKINSVILLE,KY,41,JEFF KENNEDY,780,786,658,19,107, 167 , 173 ,76.3%,119,129,,
655,HANSON,KY,41,JEFF KENNEDY,915,795,709,14,70, 123 , 111 ,81.7%,135,138,,
656,SHELBYVILLE,TN,12,NATHAN STINES,915,598,556,16,24, 93 , 80 ,68.1%,131,134,,
657,COOKEVILLE,TN,41,JEFF KENNEDY,780,683,599,26,56, 158 , 136 ,75.9%,122,126,,
658,ROME,GA,2,NATHAN STINES,855,523,444,48,29, 56 , 67 ,67.3%,110,115,,
659,NASHVILLE,TN,12,NATHAN STINES,498,515,459,13,41, 94 , 63 ,84.2%,80,83,,
660,MUSCLE SHOALS,AL,12,NATHAN STINES,780,578,537,15,24, 115 , 83 ,72.2%,125,133,,
661,ATHENS,AL,12,NATHAN STINES,1320,695,615,23,55, 153 , 110 ,63.9%,154,164,,
662,DECATUR,AL,12,NATHAN STINES,1320,695,541,49,103, 117 , 109 ,53.0%,162,170,,
663,ATHENS,TN,2,NATHAN STINES,1320,1114,909,91,112, 163 , 151 ,81.3%,160,170,,
664,HAYS,KS,47,GEORGE WHEATLEY,1320,1021,931,26,62, 148 , 138 ,85.4%,157,170,,
665,CAMPBELLSVILLE,KY,41,JEFF KENNEDY,550,634,488,55,89, 110 , 76 ,78.4%,90,95,,
667,TULLAHOMA,TN,12,NATHAN STINES,915,657,569,51,35, 122 , 100 ,65.3%,137,142,,
668,MCMINNVILLE,TN,41,JEFF KENNEDY,915,768,689,20,57, 129 , 87 ,80.2%,123,135,,
669,DALTON,GA,2,NATHAN STINES,780,540,509,17,12, 99 , 93 ,73.1%,116,122,,
670,CULLMAN,AL,14,NATHAN STINES,1320,828,684,41,101, 159 , 165 ,68.0%,162,172,,
671,LEBANON,TN,41,JEFF KENNEDY,662,486,450,12,22, 74 , 63 ,80.2%,92,99,,
672,ALCOA,TN,2,NATHAN STINES,780,637,554,6,75, 83 , 77 ,78.9%,116,123,,
673,CLARKSVILLE,TN,12,NATHAN STINES,1120,841,713,28,98, 114 , 113 ,78.4%,149,152,,
674,GALLATIN,TN,41,JEFF KENNEDY,780,647,560,27,58, 83 , 81 ,76.1%,115,122,,
675,UNION CITY,TN,41,JEFF KENNEDY,662,556,502,17,35, 102 , 79 ,83.1%,100,102,,
676,ROCKWOOD,TN,2,NATHAN STINES,1320,898,805,19,72, 119 , 105 ,76.4%,154,160,,
677,DYERSBURG,TN,41,JEFF KENNEDY,662,569,542,13,12, 97 , 84 ,85.3%,102,107,,
678,NEWPORT,TN,2,NATHAN STINES,780,754,563,84,105, 135 , 153 ,75.5%,116,120,,
680,GREENEVILLE,TN,2,NATHAN STINES,1320,977,846,24,105, 164 , 145 ,81.1%,154,166,,
681,GUNTERSVILLE,AL,14,NATHAN STINES,616,591,448,55,86, 73 , 72 ,69.7%,97,102,,
682,MURFREESBORO,TN,12,NATHAN STINES,915,665,622,15,26, 107 , 141 ,73.2%,134,140,,
683,LAWRENCEBURG,TN,12,NATHAN STINES,1120,812,753,32,25, 158 , 154 ,78.3%,147,158,,
684,LEXINGTON,TN,12,NATHAN STINES,1320,879,859,13,5, 135 , 128 ,75.5%,163,171,,
685,MORRISTOWN,TN,2,NATHAN STINES,1320,993,868,14,109, 206 , 118 ,79.6%,165,172,,
686,FITZGERALD,GA,3,NATHAN STINES,855,635,434,140,59, 86 , 84 ,51.0%,116,123,,
687,CROSSVILLE,TN,2,NATHAN STINES,1000,753,699,28,24, 127 , 109 ,76.3%,138,147,,
688,NASHVILLE,TN,12,NATHAN STINES,1320,739,692,15,30, 152 , 131 ,71.9%,148,158,,
