Store,,APR,73,YTD,74,APR,75,YTD,76,APR,77,YTD,78,APR,79,YTD,80,L12 Mths,81,L12 Mths,82,APR,83,YTD,84,APR,85,YTD,86,APR,87,YTD,88,APR,89,YTD,90,APR,91,YTD,92
34,,-2.19%,,-6.61%,R,-6.96%,,-10.47%,,0.00%,,-2.36%,R,-17.84%,,-25.33%,,4.60,,4.60,,64.65%,G,66.45%,G,4.92%,G,2.34%,,51.01%,,54.32%,,0:22:40,G,0:21:20,G,1005/2578,,1800/2578,
48,,-6.10%,,-11.01%,R,-13.20%,,-12.07%,R,-7.99%,R,-2.15%,R,-27.97%,,-30.22%,R,4.18,R,4.18,R,41.06%,,39.79%,,0.54%,,0.25%,R,58.10%,,55.65%,,0:35:14,,0:34:25,,1992/2578,,2316/2578,R
59,,-4.70%,,-6.71%,R,-3.93%,,0.75%,,4.32%,,17.23%,,-18.41%,,-12.57%,,3.39,R,3.39,R,53.72%,,51.58%,,7.82%,G,3.89%,G,87.91%,G,82.30%,G,0:38:55,,0:40:21,,1230/2578,,1425/2578,
79,,-1.40%,,-6.54%,R,1.61%,,-2.63%,,7.99%,,5.68%,,-4.43%,G,-18.80%,,5.00,G,5.00,G,63.79%,G,60.62%,G,0.63%,,0.38%,,58.95%,,57.76%,,0:34:10,,0:32:58,,637/2578,,1587/2578,
267,,9.24%,G,-2.36%,,15.56%,G,9.52%,,13.35%,,18.72%,,-0.86%,G,-21.22%,,4.50,,4.50,,47.69%,,56.53%,G,0.22%,,0.66%,,60.69%,,50.51%,,0:34:52,,0:36:33,,259/2578,G,1085/2578,
338,,4.02%,,-0.85%,,-7.89%,,4.28%,,-10.11%,R,8.42%,,-12.81%,,-9.02%,,4.73,,4.73,,61.22%,G,62.32%,G,7.92%,G,3.68%,G,110.61%,G,106.37%,G,0:38:27,,0:36:25,,917/2578,,898/2578,
888,,-6.46%,,-7.84%,R,-20.99%,R,-10.26%,,-6.90%,,-3.08%,R,-28.87%,,-26.15%,R,4.75,,4.75,,44.77%,,52.15%,,2.88%,,0.97%,,101.67%,G,97.93%,G,0:29:42,G,0:29:40,G,1876/2578,,1910/2578,
Total,B,-3.11%,,-7.19%,R,-8.77%,,-5.74%,R,1.01%,,6.51%,,-19.92%,,-22.64%,R,4.35,,4.35,,53.47%,G,54.81%,G,2.46%,,1.32%,,64.11%,G,60.92%,G,0:36:06,,0:35:52,,242/394,,326/394,R
&nbsp;,B,-4.50%,R,-3.48%,R,-11.35%,R,-0.98%,,1.60%,R,10.47%,R,-23.00%,R,-16.25%,,4.38,R,4.38,R,47.82%,G,47.73%,,1.87%,,1.25%,,40.38%,,39.10%,,0:33:28,G,0:34:17,G,25/30,R,23/30,
&nbsp;,B,-0.55%,,2.32%,,-10.05%,R,0.23%,R,3.90%,R,11.92%,R,-21.87%,R,-15.71%,R,4.47,,4.47,,45.93%,,45.47%,,1.91%,,1.51%,,37.11%,,36.52%,,0:42:32,,0:42:54,,5/5,R,5/5,R
284,,17.14%,G,12.18%,G,6.49%,,10.44%,,8.48%,,8.57%,,-19.75%,,-16.57%,,4.31,,4.31,,70.46%,G,66.59%,G,1.59%,,0.94%,,76.31%,G,67.31%,,0:47:42,,0:50:41,,457/2578,G,738/2578,
1455,,5.71%,,5.56%,,-6.71%,,7.89%,,6.67%,,22.22%,,-30.65%,,-23.75%,,4.78,G,4.78,G,37.60%,,34.56%,,6.95%,G,5.11%,G,49.61%,,52.60%,,0:32:24,,0:33:32,,976/2578,,746/2578,
1801,,10.10%,G,7.87%,,-3.06%,,9.70%,,26.50%,G,34.11%,G,-19.83%,,-17.61%,,4.56,,4.56,,58.70%,G,59.30%,G,0.37%,,0.84%,,37.23%,,37.63%,,0:41:53,,0:40:00,,734/2578,,629/2578,
2978,,12.27%,G,10.17%,G,11.21%,G,31.88%,G,64.40%,G,56.71%,G,-43.24%,R,-30.63%,R,4.77,G,4.77,G,42.19%,,45.17%,,0.22%,,0.30%,,41.41%,,38.82%,,0:19:26,G,0:19:30,G,345/2578,G,327/2578,G
3285,,12.36%,G,9.13%,G,11.81%,G,21.32%,G,37.60%,G,37.66%,G,-14.23%,,-10.77%,,4.63,,4.63,,52.44%,,53.73%,,1.93%,,2.30%,,52.68%,,62.70%,,0:32:40,,0:31:24,,164/2578,G,190/2578,G
4279,,7.67%,G,5.10%,,6.18%,,4.45%,,16.24%,,12.28%,,-18.29%,,-20.16%,,4.92,G,4.92,G,54.39%,,59.40%,G,0.94%,,0.50%,,51.84%,,60.62%,,0:29:42,G,0:31:58,,329/2578,G,830/2578,
5147,,11.26%,G,9.84%,G,8.59%,G,10.37%,,9.24%,,9.83%,,-18.71%,,-22.74%,,4.20,R,4.20,R,28.11%,R,27.92%,R,3.85%,G,6.51%,G,22.26%,,18.47%,R,0:31:43,,0:33:27,,532/2578,,893/2578,
Total,B,10.93%,G,8.65%,G,4.41%,G,13.43%,G,23.34%,G,26.58%,G,-23.05%,,-20.09%,,4.63,G,4.63,G,48.24%,,48.58%,,2.24%,,2.24%,,45.44%,,46.62%,,0:33:03,G,0:33:33,G,30/394,G,38/394,G
251,,-2.23%,,1.12%,,-7.86%,,-1.24%,,1.79%,,0.62%,,-22.05%,,-13.45%,,4.67,,4.67,,46.51%,,58.27%,G,1.41%,,1.16%,,62.79%,,69.78%,G,0:24:16,G,0:23:51,G,1172/2578,,1064/2578,
265,,14.44%,G,7.91%,,15.20%,G,14.42%,,-2.75%,,10.64%,,-22.76%,,-19.88%,,4.13,R,4.13,R,70.53%,G,64.71%,G,29.85%,G,16.34%,G,33.33%,,41.43%,,0:26:01,G,0:28:02,G,301/2578,G,505/2578,G
412,,4.59%,,2.36%,,-17.79%,,-1.30%,,6.99%,,17.53%,,-31.08%,R,-22.26%,,4.17,R,4.17,R,43.25%,,53.40%,,0.82%,,0.49%,,32.21%,,27.59%,,0:30:17,,0:33:57,,1568/2578,,1365/2578,
516,,-0.56%,,-3.94%,,-10.85%,,-11.64%,R,-4.56%,,3.91%,,-24.00%,,-27.12%,R,4.50,,4.50,,69.25%,G,66.86%,G,17.93%,G,9.36%,G,98.89%,G,86.72%,G,0:26:24,G,0:28:20,G,1145/2578,,1677/2578,
827,,2.91%,,-3.64%,,-15.12%,,-14.45%,R,-28.15%,R,-15.76%,R,-15.06%,,-25.21%,,4.60,,4.60,,38.62%,,40.34%,,0.31%,,0.10%,R,25.00%,,25.24%,,0:32:57,,0:29:23,G,1637/2578,,2179/2578,R
1022,,2.95%,,3.04%,,-8.19%,,1.91%,,-1.40%,,2.99%,,-24.39%,,-19.26%,,4.83,G,4.83,G,30.65%,R,34.59%,,0.41%,,0.76%,,13.23%,R,12.75%,R,0:21:00,G,0:20:42,G,1293/2578,,1235/2578,
1044,,-4.26%,,-1.51%,,-21.37%,R,-7.99%,,-24.66%,R,-17.40%,R,-31.03%,R,-9.81%,,4.88,G,4.88,G,36.25%,,40.43%,,0.36%,,0.72%,,29.05%,,25.21%,,0:58:56,R,0:58:27,R,2358/2578,R,1980/2578,
2688,,9.55%,G,6.28%,,7.71%,,3.70%,,8.11%,,3.65%,,-11.88%,,-19.92%,,4.43,,4.43,,52.43%,,58.42%,G,2.00%,,0.90%,,53.93%,,49.74%,,0:38:34,,0:40:08,,416/2578,G,1084/2578,
3764,,6.00%,,9.44%,G,-13.74%,,4.45%,,9.72%,,14.54%,,-24.53%,,-2.96%,,4.89,G,4.89,G,49.50%,,49.53%,,2.81%,,1.72%,,75.00%,G,71.79%,G,0:33:04,,0:33:32,,1015/2578,,498/2578,G
6467,,6.92%,,9.14%,G,4.28%,,5.86%,,12.69%,,26.19%,,-11.81%,,-19.61%,,3.56,R,3.56,R,38.58%,,37.65%,,2.68%,,2.96%,G,82.15%,G,79.53%,G,0:35:08,,0:35:06,,519/2578,,736/2578,
Total,B,3.56%,,2.60%,,-8.08%,,-1.61%,,-2.34%,R,4.33%,R,-22.23%,,-17.60%,,4.46,,4.46,,46.67%,,49.99%,,6.31%,G,3.71%,G,51.07%,,49.89%,,0:31:15,G,0:31:43,G,164/394,,192/394,
165,,0.15%,,6.43%,,-10.40%,,3.41%,,-2.30%,,10.64%,,-42.91%,R,-28.40%,R,4.88,G,4.88,G,56.52%,G,51.34%,,3.20%,G,1.25%,,46.58%,,42.72%,,0:21:53,G,0:19:44,G,1257/2578,,839/2578,
180,,-4.54%,,-3.44%,,-19.58%,R,-3.30%,,-2.50%,,14.38%,,-45.62%,R,-36.57%,R,4.25,,4.25,,36.86%,,41.19%,,0.17%,R,0.16%,R,53.81%,,44.95%,,0:26:38,G,0:25:48,G,2107/2578,R,1743/2578,
345,,-3.96%,,-4.92%,,-7.78%,,-6.42%,,6.61%,,5.01%,,-22.70%,,-22.43%,,4.60,,4.60,,65.92%,G,63.79%,G,2.07%,,2.33%,,117.04%,G,112.96%,G,0:23:56,G,0:23:45,G,1046/2578,,1470/2578,
398,,5.70%,,0.66%,,-26.64%,R,-10.49%,,2.92%,,0.80%,,-42.79%,R,-23.50%,,4.33,,4.33,,58.80%,G,57.25%,G,0.57%,,0.50%,,51.20%,,51.60%,,0:50:17,,0:46:59,,1951/2578,,1919/2578,
399,,10.33%,G,7.33%,,38.04%,G,19.27%,G,33.78%,G,30.85%,,31.88%,G,9.38%,G,4.82,G,4.82,G,50.55%,,48.54%,,0.25%,,0.34%,,32.69%,,29.84%,,0:31:51,,0:32:50,,83/2578,G,319/2578,G
572,,-3.27%,,-0.99%,,-14.64%,,0.31%,,-0.23%,,12.92%,,-29.36%,,-23.43%,,3.40,R,3.40,R,57.47%,G,60.69%,G,10.68%,G,4.04%,G,26.95%,,30.08%,,0:34:40,,0:35:24,,1758/2578,,1402/2578,
918,,-0.38%,,-0.61%,,-1.76%,,0.46%,,17.25%,,13.41%,,-11.45%,,-14.06%,,4.80,G,4.80,G,64.43%,G,64.59%,G,1.36%,,0.64%,,51.50%,,46.15%,,0:41:29,,0:39:28,,801/2578,,1209/2578,
3828,,0.38%,,1.81%,,-17.50%,,0.55%,,-6.63%,,8.88%,,-33.60%,R,-21.57%,,<5 Reviews,,<5 Reviews,,49.39%,,55.67%,G,1.51%,,1.05%,,50.00%,,44.23%,,0:35:04,,0:32:31,,1781/2578,,1223/2578,
Total,B,0.28%,,0.37%,,-9.88%,,-0.45%,,3.76%,,11.49%,,-26.24%,R,-20.31%,R,4.47,,4.47,,56.26%,G,56.39%,G,2.49%,,1.31%,,57.05%,,52.91%,,0:31:38,G,0:30:28,G,211/394,,196/394,
220,,12.09%,G,12.60%,G,-20.12%,R,-13.01%,R,-9.46%,R,-4.27%,R,-30.32%,,-27.58%,R,4.64,,4.64,,54.49%,,58.80%,G,0.86%,,1.23%,,71.76%,G,62.14%,,0:51:23,,0:55:57,R,1611/2578,,1630/2578,
228,,7.85%,G,2.84%,,7.06%,,3.72%,,5.92%,,10.98%,,-26.17%,,-30.91%,R,4.42,,4.42,,61.71%,G,62.77%,G,28.31%,G,18.62%,G,64.56%,,75.72%,G,0:29:39,G,0:31:34,,397/2578,G,964/2578,
353,,2.11%,,2.87%,,-19.75%,R,-22.02%,R,-24.29%,R,-41.23%,R,-21.13%,,-15.43%,,<5 Reviews,,<5 Reviews,,58.57%,G,56.43%,G,2.99%,,1.42%,,58.93%,,69.54%,G,0:47:21,,0:47:57,,1776/2578,,1923/2578,
371,,2.95%,,0.68%,,-1.72%,,3.75%,,3.84%,,8.52%,,-18.38%,,-19.63%,,4.95,G,4.95,G,56.29%,G,54.33%,,4.92%,G,2.08%,,57.28%,,65.50%,,0:26:47,G,0:24:39,G,587/2578,,891/2578,
590,,7.57%,G,4.33%,,-3.96%,,5.10%,,-2.03%,,12.80%,,-2.10%,G,-14.99%,,4.35,,4.35,,61.96%,G,66.84%,G,0.46%,,0.32%,,83.13%,G,77.37%,G,0:37:09,,0:36:19,,735/2578,,916/2578,
804,,-0.15%,,2.16%,,-17.71%,,-4.87%,,-10.80%,R,5.15%,,-31.14%,R,-16.13%,,<5 Reviews,,<5 Reviews,,70.84%,G,70.56%,G,1.55%,,1.06%,,73.02%,G,67.47%,,0:30:06,,0:34:10,,1614/2578,,1275/2578,
963,,6.70%,,2.98%,,-5.50%,,-3.67%,,-5.59%,,-5.69%,R,-6.06%,,-9.31%,,4.50,,4.50,,65.23%,G,61.15%,G,1.54%,,2.79%,G,97.49%,G,91.79%,G,0:40:19,,0:40:59,,795/2578,,1203/2578,
3431,,15.76%,G,10.99%,G,12.27%,G,16.53%,,16.30%,,23.72%,,3.80%,G,7.83%,G,<5 Reviews,,<5 Reviews,,70.70%,G,65.32%,G,0.93%,,0.73%,,113.55%,G,105.51%,G,0:49:28,,0:45:25,,211/2578,G,312/2578,G
5359,,19.79%,G,15.22%,G,2.39%,,5.49%,,14.26%,,15.68%,,0.73%,G,-4.90%,,<5 Reviews,,<5 Reviews,,47.12%,,49.31%,,1.62%,,1.84%,,47.36%,,46.37%,,0:31:57,,0:31:00,,264/2578,G,492/2578,G
Total,B,8.43%,G,6.01%,,-4.81%,,-0.49%,,0.02%,,5.13%,,-16.47%,,-16.10%,,4.53,,4.53,,60.35%,G,60.52%,G,7.10%,G,4.82%,G,72.59%,G,71.64%,G,0:36:56,,0:36:59,,87/394,,141/394,
471,,-1.63%,,-0.49%,,10.17%,G,43.39%,G,45.09%,G,101.98%,G,-31.64%,R,-13.52%,,4.50,,4.50,,30.07%,R,31.02%,R,0.31%,,0.11%,R,12.16%,R,12.78%,R,0:42:58,,0:39:00,,1142/2578,,797/2578,
896,,5.70%,,6.68%,,2.05%,,4.05%,,26.44%,G,22.89%,,-20.00%,,-18.96%,,4.74,,4.74,,42.62%,,44.87%,,4.26%,G,4.25%,G,59.23%,,60.25%,,0:42:11,,0:39:01,,579/2578,,789/2578,
3432,,12.44%,G,18.13%,G,-14.84%,,21.43%,G,-37.13%,R,3.44%,,-14.68%,,12.69%,G,3.17,R,3.17,R,52.27%,,44.31%,,7.38%,G,8.18%,G,29.55%,,18.02%,R,1:18:25,R,1:18:48,R,1567/2578,,641/2578,
4503,,7.47%,G,0.33%,,-17.96%,,-15.53%,R,-13.52%,R,-10.46%,R,-24.86%,,-29.97%,R,4.33,,4.33,,48.15%,,41.23%,,1.20%,,1.25%,,15.56%,R,16.90%,R,1:01:20,R,1:07:46,R,1899/2578,,2292/2578,R
5288,,4.69%,,-0.30%,,1.26%,,10.88%,,18.75%,,23.39%,,-12.66%,,-8.66%,,4.69,,4.69,,26.28%,R,38.42%,,0.32%,,0.34%,,19.03%,R,26.17%,,0:50:30,,0:57:33,R,1000/2578,,1180/2578,
Total,B,5.08%,,3.49%,,-3.98%,,5.58%,,9.43%,,18.14%,,-21.20%,,-15.71%,,4.45,,4.45,,40.60%,,40.83%,,2.38%,,2.39%,,31.30%,,31.82%,,0:50:24,R,0:51:58,R,181/394,,182/394,
266,,17.91%,G,9.94%,G,8.71%,G,14.77%,,13.20%,,16.55%,,-17.50%,,-9.65%,,4.43,,4.43,,36.36%,,39.75%,,7.29%,G,4.46%,G,36.36%,,24.69%,,0:31:25,,0:29:48,G,325/2578,G,463/2578,G
807,,6.46%,,3.18%,,1.26%,,-4.96%,,3.46%,,1.32%,,-16.59%,,-23.68%,,4.33,,4.33,,72.33%,G,64.28%,G,7.95%,G,3.35%,G,31.99%,,36.84%,,0:36:25,,0:39:43,,630/2578,,1471/2578,
880,,5.13%,,6.30%,,17.81%,G,16.93%,,56.91%,G,47.71%,G,-34.62%,R,-24.67%,,<5 Reviews,,<5 Reviews,,36.24%,,36.96%,,3.14%,G,1.34%,,33.10%,,26.58%,,0:51:27,R,0:44:58,,696/2578,,808/2578,
1178,,13.57%,G,9.02%,G,0.79%,,5.78%,,15.29%,,16.36%,,-23.48%,,-21.20%,,4.78,G,4.78,G,58.20%,G,56.21%,G,5.52%,G,5.69%,G,45.50%,,37.59%,,0:19:53,G,0:22:40,G,269/2578,G,550/2578,
2649,,23.14%,G,21.03%,G,15.55%,G,24.59%,G,20.44%,,31.04%,,7.18%,G,-0.95%,G,4.30,,4.30,,44.74%,,44.00%,,2.45%,,1.59%,,36.84%,,32.26%,,0:34:48,,0:36:44,,153/2578,G,227/2578,G
3274,,17.73%,G,12.05%,G,18.37%,G,21.65%,G,11.11%,,12.50%,,10.86%,G,10.95%,G,4.80,G,4.80,G,79.18%,G,68.26%,G,1.63%,,3.78%,G,102.04%,G,100.66%,G,0:29:12,G,0:31:19,,26/2578,G,94/2578,G
5080,,8.03%,G,9.61%,G,-22.39%,R,-1.56%,,4.75%,,8.90%,,-45.88%,R,-27.82%,R,4.45,,4.45,,50.62%,,49.81%,,0.79%,,0.71%,,65.84%,,70.51%,G,0:37:28,,0:39:00,,1608/2578,,1195/2578,
5416,,3.09%,,2.21%,,-3.13%,,6.93%,,-5.86%,,6.07%,,-8.36%,,-7.53%,,4.23,,4.23,,40.97%,,41.89%,,0.70%,,0.65%,,8.54%,R,9.93%,R,0:32:30,,0:31:23,,1144/2578,,1106/2578,
Total,B,10.56%,G,8.41%,G,2.73%,G,8.99%,,10.59%,,14.39%,,-17.61%,,-14.17%,,4.48,,4.48,,51.27%,,48.81%,,3.54%,G,2.44%,,39.80%,,37.60%,,0:34:11,G,0:34:32,G,48/394,G,75/394,G
202,,23.92%,G,16.25%,G,15.92%,G,15.23%,,42.48%,G,35.25%,G,9.00%,G,4.05%,G,4.88,G,4.88,G,38.41%,,42.82%,,1.15%,,0.58%,,17.78%,R,16.42%,R,0:31:37,,0:34:49,,95/2578,G,307/2578,G
1117,,15.56%,G,16.56%,G,-0.71%,,10.86%,,29.70%,G,22.10%,,-23.26%,,-11.30%,,4.11,R,4.11,R,45.08%,,41.99%,,0.28%,,0.30%,,96.63%,G,91.21%,G,0:29:47,G,0:30:20,G,490/2578,G,469/2578,G
3406,,14.50%,G,8.89%,G,-18.35%,,-8.72%,,-11.74%,R,1.35%,,-22.73%,,-23.05%,,3.14,R,3.14,R,39.76%,,40.69%,,0.00%,R,0.15%,R,21.65%,,19.12%,R,0:48:26,,0:49:31,,1867/2578,,1925/2578,
3482,,23.94%,G,15.97%,G,10.06%,G,11.14%,,26.70%,G,22.40%,,-7.20%,,-9.07%,,5.00,G,5.00,G,83.62%,G,80.58%,G,5.00%,G,4.81%,G,60.34%,,64.49%,,0:36:33,,0:35:09,,61/2578,G,204/2578,G
5210,,17.07%,G,15.62%,G,6.02%,,14.12%,,22.77%,,17.74%,,-16.75%,,-3.33%,,4.71,,4.71,,63.22%,G,61.38%,G,2.10%,,0.74%,,14.37%,R,9.75%,R,0:41:49,,0:45:08,,385/2578,G,501/2578,G
Total,B,18.23%,G,14.71%,G,1.13%,,7.97%,,20.10%,G,18.78%,,-14.66%,,-10.43%,,4.53,,4.53,,53.51%,G,52.81%,G,1.71%,,1.30%,,42.86%,,41.95%,,0:36:53,,0:38:20,,37/394,G,56/394,G
206,,10.67%,G,4.19%,,-3.41%,,4.45%,,0.18%,,8.59%,,-12.84%,,-14.46%,,5.00,G,5.00,G,52.37%,,49.00%,,0.18%,R,0.37%,,78.68%,G,87.20%,G,0:41:49,,0:43:39,,746/2578,,1010/2578,
467,,-0.17%,,-11.29%,R,-41.83%,R,-49.56%,R,-37.85%,R,-49.42%,R,-44.31%,R,-50.66%,R,4.00,R,4.00,R,57.32%,G,56.23%,G,0.23%,,0.46%,,23.17%,,26.84%,,0:56:44,R,1:05:01,R,2434/2578,R,2563/2578,R
3286,,12.88%,G,7.28%,,2.94%,,9.04%,,5.16%,,11.53%,,-2.46%,G,7.17%,G,5.00,G,5.00,G,65.83%,G,57.39%,G,3.89%,G,4.05%,G,52.88%,,53.29%,,0:50:04,,0:56:31,R,379/2578,G,568/2578,
5211,,21.07%,G,15.13%,G,0.36%,,9.87%,,13.85%,,19.09%,,-4.94%,,-10.46%,,4.81,G,4.81,G,45.71%,,47.49%,,0.76%,,0.74%,,89.35%,G,87.16%,G,0:48:22,,0:44:42,,433/2578,G,500/2578,G
5311,,21.02%,G,14.04%,G,-2.57%,,5.74%,,6.92%,,-3.99%,R,-3.20%,G,1.73%,G,4.67,,4.67,,52.25%,,50.53%,,0.36%,,0.78%,,60.66%,,67.02%,,0:41:20,,0:42:15,,540/2578,,697/2578,
6963,,29.63%,G,22.26%,G,40.00%,G,40.47%,G,31.52%,G,31.67%,,4.46%,G,7.00%,G,4.80,G,4.80,G,66.38%,G,60.95%,G,3.31%,G,1.30%,,7.41%,R,6.66%,R,0:42:01,,0:40:44,,68/2578,G,139/2578,G
Total,B,13.97%,G,6.10%,,-10.17%,,-8.77%,R,-9.78%,R,-12.61%,R,-14.20%,,-15.38%,,4.74,G,4.74,G,56.11%,G,53.22%,G,1.27%,,1.24%,,53.24%,,56.93%,,0:48:21,,0:50:31,R,175/394,,259/394,
217,,26.20%,G,24.58%,G,35.77%,G,42.61%,G,31.11%,G,35.60%,G,30.51%,G,13.59%,G,4.22,R,4.22,R,39.72%,,41.16%,,1.27%,,1.87%,,74.37%,G,84.85%,G,0:38:09,,0:39:55,,79/2578,G,114/2578,G
426,,19.49%,G,16.11%,G,17.27%,G,18.47%,G,19.54%,,12.22%,,-4.60%,,5.04%,G,<5 Reviews,,<5 Reviews,,44.77%,,47.08%,,3.65%,G,1.56%,,39.41%,,29.82%,,0:30:38,,0:32:53,,123/2578,G,309/2578,G
1216,,11.74%,G,6.67%,,5.93%,,7.76%,,15.66%,,18.28%,,-1.49%,G,-6.01%,,4.40,,4.40,,45.73%,,49.62%,,3.87%,G,3.40%,G,61.06%,,60.97%,,0:43:48,,0:45:59,,354/2578,G,671/2578,
2105,,30.48%,G,31.68%,G,34.09%,G,45.99%,G,48.81%,G,50.62%,G,17.81%,G,32.94%,G,4.78,G,4.78,G,46.56%,,43.04%,,7.31%,G,3.54%,G,29.90%,,33.97%,,0:44:46,,0:46:20,,64/2578,G,113/2578,G
2463,,6.63%,,11.08%,G,-17.81%,,-6.70%,,6.02%,,4.61%,,-21.41%,,-10.01%,,4.78,G,4.78,G,43.50%,,46.74%,,0.63%,,1.31%,,42.68%,,36.35%,,0:47:30,,0:43:12,,1512/2578,,1201/2578,
2996,,28.93%,G,18.48%,G,8.21%,G,11.99%,,25.19%,,22.64%,,-28.66%,,-22.56%,,<5 Reviews,,<5 Reviews,,51.09%,,44.80%,,1.63%,,1.56%,,44.54%,,34.07%,,0:32:13,,0:37:57,,324/2578,G,606/2578,
5092,,21.83%,G,14.73%,G,19.66%,G,23.77%,G,7.27%,,18.71%,,36.50%,G,29.32%,G,3.88,R,3.88,R,45.79%,,40.10%,,0.27%,,0.37%,,6.23%,R,2.86%,R,0:28:24,G,0:25:46,G,248/2578,G,347/2578,G
Total,B,21.11%,G,18.15%,G,14.64%,G,20.50%,G,22.29%,G,23.22%,,2.55%,G,6.79%,G,4.51,,4.51,,45.20%,,44.61%,,3.00%,,2.07%,,42.83%,,40.86%,,0:37:13,,0:38:37,,5/394,G,18/394,G
260,,5.07%,,0.96%,,0.88%,,10.84%,,-1.15%,,11.35%,,-15.70%,,-3.80%,,5.00,G,5.00,G,60.46%,G,52.50%,,0.12%,R,0.08%,R,20.34%,R,27.46%,,0:26:35,G,0:28:12,G,692/2578,,758/2578,
286,,8.72%,G,7.17%,,-6.25%,,5.29%,,1.31%,,4.28%,,-18.86%,,-14.21%,,4.00,R,4.00,R,33.76%,,43.97%,,1.94%,,1.12%,,36.94%,,37.83%,,0:36:23,,0:38:27,,1092/2578,,1053/2578,
565,,4.77%,,6.61%,,1.97%,,16.34%,,-2.13%,,19.52%,,-15.28%,,-7.24%,,<5 Reviews,,<5 Reviews,,38.82%,,40.35%,,2.51%,,2.87%,G,44.31%,,45.34%,,0:28:48,G,0:28:44,G,733/2578,,421/2578,G
1118,,16.08%,G,23.92%,G,-1.68%,,19.87%,G,12.13%,,17.73%,,-25.42%,,-0.38%,G,3.90,R,3.90,R,37.44%,,36.75%,,0.89%,,0.92%,,3.81%,R,5.78%,R,0:33:48,,0:34:14,,886/2578,,459/2578,G
2667,,3.07%,,5.46%,,-1.24%,,12.39%,,7.47%,,22.32%,,-31.62%,R,-25.41%,R,3.18,R,3.18,R,41.71%,,37.10%,,2.36%,,1.22%,,18.09%,R,20.78%,R,0:45:46,,0:50:41,,1317/2578,,1164/2578,
4164,,8.21%,G,6.45%,,8.21%,G,14.87%,,21.80%,,30.76%,,-34.72%,R,-26.86%,R,4.13,R,4.13,R,59.57%,G,51.54%,,0.37%,,0.19%,R,53.72%,,42.69%,,0:46:34,,0:43:00,,728/2578,,885/2578,
4215,,-1.82%,,2.14%,,-12.90%,,2.38%,,9.14%,,19.90%,,-41.84%,R,-21.61%,,4.70,,4.70,,54.88%,,57.44%,G,1.20%,,1.06%,,38.41%,,29.48%,,0:28:19,G,0:29:00,G,1464/2578,,1011/2578,
5191,,-1.04%,,3.62%,,-11.51%,,20.39%,G,-6.63%,,22.23%,,-15.89%,,-7.77%,,4.57,,4.57,,27.04%,R,36.10%,,0.52%,,0.16%,R,50.49%,,70.50%,G,0:34:55,,0:33:55,,1600/2578,,573/2578,
Total,B,5.77%,,7.44%,G,-2.84%,,12.67%,,4.12%,,18.10%,,-25.26%,R,-12.87%,,4.31,R,4.31,R,43.06%,,43.62%,,1.22%,,0.93%,,31.13%,,33.45%,,0:35:29,,0:36:20,,166/394,,95/394,
2086,,53.57%,G,46.16%,G,40.88%,G,47.64%,G,47.84%,G,51.26%,G,22.61%,G,17.37%,G,4.00,R,4.00,R,57.14%,G,60.23%,G,0.34%,,0.42%,,87.01%,G,90.10%,G,0:34:01,,0:34:27,,36/2578,G,59/2578,G
2883,,29.20%,G,23.40%,G,15.96%,G,9.34%,,24.29%,,14.67%,,19.18%,G,1.09%,G,4.24,,4.24,,44.27%,,41.69%,,0.96%,,0.92%,,65.79%,,66.61%,,1:05:20,R,1:05:05,R,256/2578,G,654/2578,
3777,,24.43%,G,19.36%,G,5.66%,,5.09%,,13.59%,,12.86%,,9.47%,G,-0.91%,G,4.83,G,4.83,G,58.50%,G,58.58%,G,2.99%,,1.86%,,61.00%,,59.18%,,0:38:41,,0:38:59,,161/2578,G,454/2578,G
6300,,4.54%,,0.74%,,-17.89%,,-15.75%,R,-7.75%,R,3.45%,,-16.98%,,-29.43%,R,4.80,G,4.80,G,51.30%,,53.36%,,2.10%,,0.83%,,5.95%,R,9.72%,R,0:32:03,,0:30:24,,1445/2578,,1865/2578,
7178,,9.61%,G,11.58%,G,17.94%,G,36.23%,G,14.13%,,21.70%,,-33.33%,R,-3.59%,,4.36,,4.36,,49.19%,,46.96%,,1.90%,,1.17%,,31.45%,,26.21%,,0:28:25,G,0:33:00,,410/2578,G,251/2578,G
Total,B,22.55%,G,19.20%,G,10.85%,G,13.84%,G,17.81%,,20.03%,,1.51%,G,-2.02%,G,4.49,,4.49,,52.81%,G,52.95%,G,1.69%,,1.08%,,56.32%,,56.85%,,0:40:11,,0:40:30,,12/394,G,28/394,G
535,,9.27%,G,4.41%,,12.29%,G,11.54%,,53.53%,G,31.95%,,-27.23%,,-21.21%,,4.83,G,4.83,G,56.46%,G,52.43%,,1.40%,,0.94%,,54.76%,,49.84%,,0:42:27,,0:40:11,,332/2578,G,683/2578,
536,,0.75%,,-0.94%,,-16.99%,,2.02%,,-12.10%,R,6.51%,,-23.69%,,-18.81%,,4.53,,4.53,,43.33%,,47.60%,,1.00%,,0.84%,,74.21%,G,72.54%,G,0:35:23,,0:40:44,,1677/2578,,1386/2578,
601,,5.96%,,-0.47%,,24.51%,G,14.20%,,102.20%,G,31.20%,,-38.53%,R,-30.51%,R,4.10,R,4.10,R,69.65%,G,63.37%,G,0.41%,,0.33%,,77.11%,G,78.49%,G,0:44:18,,0:40:59,,483/2578,G,1012/2578,
