Store Number,Status of Party Tray Program
4246,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4247,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4252,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4255,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4272,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4274,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4276,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4277,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4278,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4281,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4284,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4286,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4288,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4293,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4299,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4325,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4335,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4336,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4340,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4352,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4355,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4356,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4358,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4372,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4378,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4381,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4392,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4394,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4399,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4404,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4410,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4412,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4417,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4420,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4423,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4424,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4430,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4439,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4451,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4461,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4473,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4474,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4483,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4494,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4511,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4531,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4540,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4564,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4567,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4570,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4593,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4594,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4599,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4600,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4601,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4609,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4615,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4616,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4626,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4627,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4631,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4635,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4636,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4637,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4638,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4641,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4643,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4644,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4653,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4660,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4676,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4677,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4678,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4682,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4689,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4695,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4696,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4849,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
4865,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5023,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5025,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5028,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5031,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5033,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5048,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5049,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5060,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5065,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5066,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5071,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5078,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5079,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5082,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5085,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5088,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5090,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5097,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5099,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5101,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5110,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5115,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5117,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5123,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5124,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5126,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5134,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5136,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5141,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5142,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5144,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5154,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5155,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5156,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5159,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5160,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5162,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5167,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5168,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5184,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5186,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5190,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5191,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5193,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5199,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5203,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5205,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5206,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5214,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5218,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5233,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5234,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5235,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5236,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5241,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5245,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5250,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5253,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5260,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5261,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5263,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5266,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5270,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5280,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5285,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5292,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5296,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5309,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5313,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5316,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5319,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5329,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5330,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5331,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5334,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5337,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5342,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5349,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5350,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5356,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5359,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5360,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5361,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5369,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5373,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5374,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5376,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5379,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5385,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5386,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5387,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5389,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5392,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5394,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5398,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5399,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5409,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5410,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5411,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5414,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5422,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5425,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5427,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5428,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5429,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5430,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5432,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5433,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5438,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5443,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5446,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5447,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5450,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5455,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5463,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5466,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5472,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5477,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5483,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5485,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5488,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5491,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5492,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5494,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5497,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5498,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5626,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5663,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5676,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5686,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5701,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5705,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5728,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5745,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5747,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5752,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5755,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5761,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5763,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5764,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5768,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5787,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5791,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5793,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5806,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5828,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5841,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5842,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5844,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5845,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5858,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5859,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5864,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5867,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5893,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5922,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5927,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5929,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5930,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5947,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5956,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5957,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5965,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
5977,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
6173,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
6323,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
6370,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
6467,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
6469,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
6476,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
6477,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
6480,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
6879,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
6932,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
6951,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
6958,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
6964,"Yes, will sell Sliced-In-Store made-to-order Party Trays"
